associatedReferences	basisOfRecord	bibliographicCitation	catalogNumber	collectionCode	country	day	decimalLatitude	decimalLongitude	dynamicProperties	eventDate	identifiedBy	individualCount	institutionCode	locality	maximumDepthInMeters	minimumDepthInMeters	month	preparations	scientificName	scientificNameAuthorship	scientificNameID	sex	typeStatus	waterBody	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	datasetID	modified	occurrenceID	occurrenceStatus	references	specificEpithet	superdomain	superdomainid
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	233609.286736	Invertebrate Zoology: Crustacea	Antarctica	17	-66.4670028687	-57.4329986572	observedindividualcount=1;	1970-08-17T12:00:00Z	Child, C. Allan	1.0	USNM	Antarctic Peninsula, Off Larsen Ice Shelf	610	581	8	Alcohol (Ethanol)	Cheilopallene gigantea	Child	urn:lsid:marinespecies.org:taxname:173058	male	Holotype	Antarctic Ocean	1970	22f7e15a-43d1-4d91-9aaa-32b2e8b6b2be	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	595.5	19699200000	19699200000	19699200000	1970	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Callipallenidae	Cheilopallene	Cheilopallene gigantea	2	1065	1274	1302	1358	379601	379609	1564	173055	173058	173058	Cheilopallene gigantea	['DEPTH_EXCEEDS_BATH']	438	122161	-1.75	33.37								
	PreservedSpecimen	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Cheilopallene gigantea</i> Child, 1987. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=173058	sm_id_1814	WoRMS type localities		17	-66.47	-57.43		1970-08-17			WoRMS Editorial Board	Weddell Sea	610	581	8		Cheilopallene gigantea	Child, 1987	urn:lsid:marinespecies.org:taxname:173058		holotype		1970	ef46d163-b080-446d-bb1c-6fc99368b3a7	b74b429a-4052-4f5b-bff3-fe0b5a2e8669	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	595.5	19699200000	19699200000	19699200000	1970	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Callipallenidae	Cheilopallene	Cheilopallene gigantea	2	1065	1274	1302	1358	379601	379609	1564	173055	173058	173058	Cheilopallene gigantea	['DEPTH_EXCEEDS_BATH']	438	122174	-1.75	33.37	https://marineinfo.org/id/dataset/5184	2007-06-20 15:52:33	WoRMS Editorial Board:WoRMS type localities:sm_id_1814	present	http://www.marinespecies.org/aphia.php?p=specdetails&id=1814	gigantea	Biota	1.0
