associatedReferences	basisOfRecord	bibliographicCitation	catalogNumber	collectionCode	country	day	decimalLatitude	decimalLongitude	dynamicProperties	eventDate	identifiedBy	individualCount	institutionCode	lifeStage	locality	maximumDepthInMeters	minimumDepthInMeters	month	preparations	recordedBy	scientificName	scientificNameAuthorship	scientificNameID	sex	stateProvince	waterBody	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	typeStatus	datasetID	modified	occurrenceID	occurrenceStatus	references	specificEpithet	superdomain	superdomainid	coordinatePrecision	coordinateUncertaintyInMeters	footprintWKT	organismQuantity	organismQuantityType	taxonRank
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	228533.180694	Invertebrate Zoology: Crustacea	Philippines	16	9.3277797699	123.31388855	observedindividualcount=2;	1979-05-16T12:00:00Z	Child, C. Allan	2.0	USNM	; juvenile	Negros Island, Bantayan, Silliman University Lab Beach	1.0	0.5	5	Alcohol (Ethanol)	C. Child	Ammothella alcalai	Child	urn:lsid:marinespecies.org:taxname:239901	female;;	Negros Oriental	North Pacific Ocean	1979	2b9aaeec-86cb-45af-8c1d-89091556f566	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	0.75	295660800000.0	295660800000.0	295660800000.0	1979.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Ammothella	Ammothella alcalai	2	1065	1274	1302	1358	379601	379608	1562	134570	239901	239901	Ammothella alcalai	[]	-2.0	336	28.45	32.75															
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	228530.180691	Invertebrate Zoology: Crustacea	Philippines	16	9.3277797699	123.31388855	observedindividualcount=1;	1978-06-16T12:00:00Z	Child, C. Allan	1.0	USNM		Negros Island, Bantayan, Silliman University Lab Beach	2.0	2.0	6	Alcohol (Ethanol)	Smithsonian Oceanographic Sorting Center	Ammothella alcalai	Child	urn:lsid:marinespecies.org:taxname:239901	male	Negros Oriental	North Pacific Ocean	1978	8bf6fd20-5082-4806-94b4-cf124fc7728c	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	2.0	266803200000.0	266803200000.0	266803200000.0	1978.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Ammothella	Ammothella alcalai	2	1065	1274	1302	1358	379601	379608	1562	134570	239901	239901	Ammothella alcalai	[]	-2.0	336	28.45	32.75	Holotype														
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	228534.180695	Invertebrate Zoology: Crustacea	Philippines	3	9.27917003632	123.304168701	observedindividualcount=2;	1978-06-03T12:00:00Z	Child, C. Allan	2.0	USNM	ovigerous; juvenile	Negros Island, Beach Just S Of Dumaguete City	1.0	1.0	6	Alcohol (Ethanol)	N. Calumpong	Ammothella alcalai	Child	urn:lsid:marinespecies.org:taxname:239901	female;;	Negros Oriental	North Pacific Ocean	1978	8cb760c3-9e93-4ee7-8bca-b07d77e4e68c	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	1.0	265680000000.0	265680000000.0	265680000000.0	1978.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Ammothella	Ammothella alcalai	2	1065	1274	1302	1358	379601	379608	1562	134570	239901	239901	Ammothella alcalai	[]	-2.0	38	28.45	32.75															
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	228532.180693	Invertebrate Zoology: Crustacea	Philippines	16	9.3277797699	123.31388855	observedindividualcount=2;	1978-06-16T12:00:00Z	Child, C. Allan	2.0	USNM	juvenile	Negros Island, Bantayan, Silliman University Lab Beach	2.0	2.0	6	Alcohol (Ethanol)	Smithsonian Oceanographic Sorting Center	Ammothella alcalai	Child	urn:lsid:marinespecies.org:taxname:239901		Negros Oriental	North Pacific Ocean	1978	93dcfa88-9457-4070-9120-ec2ed3ffed19	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	2.0	266803200000.0	266803200000.0	266803200000.0	1978.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Ammothella	Ammothella alcalai	2	1065	1274	1302	1358	379601	379608	1562	134570	239901	239901	Ammothella alcalai	[]	-2.0	336	28.45	32.75															
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	228531.180692	Invertebrate Zoology: Crustacea	Philippines	16	9.3277797699	123.31388855	observedindividualcount=4;	1978-06-16T12:00:00Z	Child, C. Allan	4.0	USNM		Negros Island, Bantayan, Silliman University Lab Beach	2.0	2.0	6	Alcohol (Ethanol)	Smithsonian Oceanographic Sorting Center	Ammothella alcalai	Child	urn:lsid:marinespecies.org:taxname:239901	male; female	Negros Oriental	North Pacific Ocean	1978	c5b463ff-f371-4093-bf5e-0d99a2521680	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	2.0	266803200000.0	266803200000.0	266803200000.0	1978.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Ammothella	Ammothella alcalai	2	1065	1274	1302	1358	379601	379608	1562	134570	239901	239901	Ammothella alcalai	[]	-2.0	336	28.45	32.75	Paratype														
	PreservedSpecimen	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Ammothella alcalai</i> Child, 1988. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239901	sm_id_1521	WoRMS type localities			9.33	123.32					WoRMS Editorial Board		Pacific Ocean		2.0				Ammothella alcalai	Child, 1988	urn:lsid:marinespecies.org:taxname:239901					d4d26d23-3b77-4adc-8823-104b32893c42	b74b429a-4052-4f5b-bff3-fe0b5a2e8669	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	2.0					False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Ammothella	Ammothella alcalai	2	1065	1274	1302	1358	379601	379608	1562	134570	239901	239901	Ammothella alcalai	[]	104.0	1046	28.45	32.75	holotype	https://marineinfo.org/id/dataset/5184	2007-06-20 15:52:33	WoRMS Editorial Board:WoRMS type localities:sm_id_1521	present	http://www.marinespecies.org/aphia.php?p=specdetails&id=1521	alcalai	Biota	1.0						
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	228535.180696	Invertebrate Zoology: Crustacea	Philippines	10	9.21944046021	123.458328247	observedindividualcount=2;	1978-05-10T12:00:00Z	Child, C. Allan	2.0	USNM	juvenile	Siquijor Island, Reef N Of Channel Near Tonga Point	3.0	2.0	5	Alcohol (Ethanol)	Smithsonian Oceanographic Sorting Center	Ammothella alcalai	Child	urn:lsid:marinespecies.org:taxname:239901		Negros Oriental	North Pacific Ocean	1978	f8069e3f-2a41-4be1-a877-cec33e7a5d1d	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	2.5	263606400000.0	263606400000.0	263606400000.0	1978.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Ammothella	Ammothella alcalai	2	1065	1274	1302	1358	379601	379608	1562	134570	239901	239901	Ammothella alcalai	[]	2.0	545	28.42	32.78															
	HumanObservation		C3DB32C6-EFAE-4CDF-B4C4-E065C52EFBE1	CReefs - Lizard Island 2009	Australia		-14.74669	145.50549		2009-02-27			AIMS			12.0	12.0				Ammothella alcalai	Child, 1988	urn:lsid:marinespecies.org:taxname:239901					fb149793-e119-4d0c-b5ec-840b4132cbf5	17a7d690-e05d-4054-bb61-77bb3f26ba0a	['2a57cd59-6799-4579-955e-27c9af97aea4']	12.0	1235692800000.0	1235692800000.0	1235692800000.0	2009.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Ammothella	Ammothella alcalai	2	1065	1274	1302	1358	379601	379608	1562	134570	239901	239901	Ammothella alcalai	[]	36.58	209	26.6	34.92			2018-07-13T09:31:44	C3DB32C6-EFAE-4CDF-B4C4-E065C52EFBE1	present			Biota	1.0	0.0018	200	POINT (145.50549 -14.74669)	1	individuals	species
