associatedReferences	basisOfRecord	bibliographicCitation	catalogNumber	collectionCode	country	day	decimalLatitude	decimalLongitude	dynamicProperties	eventDate	identifiedBy	individualCount	institutionCode	lifeStage	locality	maximumDepthInMeters	minimumDepthInMeters	month	preparations	scientificName	scientificNameAuthorship	scientificNameID	sex	waterBody	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	coordinateUncertaintyInMeters	datasetID	modified	occurrenceID	occurrenceRemarks	occurrenceStatus	specificEpithet	superdomain	superdomainid	sst	sss	datasetName	fieldNumber	otherCatalogNumbers	recordedBy	typeStatus
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	127672.91828	Invertebrate Zoology: Crustacea	Yugoslavia	20	44.8330001831	14.9169998169	observedindividualcount=3;	1965-12-20T12:00:00Z	Child, C. Allan	3.0	USNM	; juvenile	Between Krk And Mainland	2.0	2.0	12	Alcohol (Ethanol)	Neotrygaeus communis	Dohrn	urn:lsid:marinespecies.org:taxname:134636	male;;	North Atlantic Ocean	1965	091a4696-4e54-490a-8492-fca704849e68	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	2.0	-127267200000.0	-127267200000.0	-127267200000.0	1965.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Neotrygaeus	Neotrygaeus communis	2	1065	1274	1302	1358	379601	379608	1562	851557	1644209	1644209	Trygaeus communis	['DEPTH_EXCEEDS_BATH', 'ON_LAND']	-680.0	-2429																
	Occurrence	Giltay, L. (1929). Quelques Pycnogonides des environs de Banyuls (France) [On some pycnogonids from Banyuls (France)]. <i>Ann. Bull. Soc. Entomol. Belg. 69</i>: 172-176	410524	Tisbe			45.958523973682	-1.731034726156					VLIZ		French Exclusive Economic Zone					Neotrygaeus communis	Dohrn, 1881	urn:lsid:marinespecies.org:taxname:134636				0d83744d-24e7-4eae-9ccb-05fbd47fdb31	10fe54bb-b93b-4f00-bf4c-bd51542614ef	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']						False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Neotrygaeus	Neotrygaeus communis	2	1065	1274	1302	1358	379601	379608	1562	851557	1644209	1644209	Trygaeus communis	['NO_DEPTH']	43.0	26013	965359.0	https://marineinfo.org/id/dataset/82	2005-10-03 12:19:12	urn:catalog:VLIZ:Tisbe:410524	AphiaID: 134636	present	communis	Biota	1.0	15.15	34.01					
	PreservedSpecimen		INV.93662	urn:catalog:RBINS:Pycnogonida	France		42.4894412445	3.1488704707		1929-04			RBINS-Scientific Heritage	ovigerous				4	container type: tray; preservation method: dry	Neotrygaeus communis	Dohrn, 1881	urn:lsid:marinespecies.org:taxname:134636	undefined		1929	15624efa-cf52-4a74-be2f-5906c8d268fb	d8634135-090e-455b-8d98-c319bfd7aaed	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']		-1286064000000.0	-1284854400000.0	-1283558400000.0	1929.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Neotrygaeus	Neotrygaeus communis	2	1065	1274	1302	1358	379601	379608	1562	851557	1644209	1644209	Trygaeus communis Dohrn, 1881	['NO_DEPTH']	31.6	1091	3000.0	be_rbins_invertebrates_cheliceratamarine	2017-10-16 14:28:40	http://collections.naturalsciences.be/specimen/752686		present	communis	Biota	1.0	16.95	37.67	Royal Belgian Institute of Natural Sciences marine Chelicerata collection	9187/Banyuls s/Mer	urn:catalog:RBINS:IG:9187	Leloup Eugéne	specimen
	PreservedSpecimen		INV.93661	urn:catalog:RBINS:Pycnogonida	France		42.4894412445	3.1488704707		1929-04			RBINS-Scientific Heritage	ovigerous				4	container type: tray; preservation method: dry	Neotrygaeus communis	Dohrn, 1881	urn:lsid:marinespecies.org:taxname:134636	undefined		1929	2c827df7-a58a-441f-99d9-25590e273f06	d8634135-090e-455b-8d98-c319bfd7aaed	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']		-1286064000000.0	-1284854400000.0	-1283558400000.0	1929.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Neotrygaeus	Neotrygaeus communis	2	1065	1274	1302	1358	379601	379608	1562	851557	1644209	1644209	Trygaeus communis Dohrn, 1881	['NO_DEPTH']	31.6	1091	3000.0	be_rbins_invertebrates_cheliceratamarine	2017-10-16 14:27:59	http://collections.naturalsciences.be/specimen/752685		present	communis	Biota	1.0	16.95	37.67	Royal Belgian Institute of Natural Sciences marine Chelicerata collection	9187/Banyuls s/Mer	urn:catalog:RBINS:IG:9187	Leloup Eugéne	specimen
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	127673.91829	Invertebrate Zoology: Crustacea	Yugoslavia	20	44.8330001831	14.9169998169	observedindividualcount=3;	1965-12-20T12:00:00Z	Child, C. Allan	3.0	USNM		Between Krk And Mainland	6.0	6.0	12	Alcohol (Ethanol)	Neotrygaeus communis	Dohrn	urn:lsid:marinespecies.org:taxname:134636	male; female	North Atlantic Ocean	1965	5aa248c5-3830-4c9a-8cdb-d057f196d1f1	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	6.0	-127267200000.0	-127267200000.0	-127267200000.0	1965.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Neotrygaeus	Neotrygaeus communis	2	1065	1274	1302	1358	379601	379608	1562	851557	1644209	1644209	Trygaeus communis	['DEPTH_EXCEEDS_BATH', 'ON_LAND']	-680.0	-2429																
	PreservedSpecimen		INV.93660	urn:catalog:RBINS:Pycnogonida	France		42.4894412445	3.1488704707		1929-04			RBINS-Scientific Heritage	undefined				4	container type: tray; preservation method: dry	Neotrygaeus communis	Dohrn, 1881	urn:lsid:marinespecies.org:taxname:134636	undefined		1929	9e62efea-c673-48be-afc3-94bbdd8e4cfb	d8634135-090e-455b-8d98-c319bfd7aaed	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']		-1286064000000.0	-1284854400000.0	-1283558400000.0	1929.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Neotrygaeus	Neotrygaeus communis	2	1065	1274	1302	1358	379601	379608	1562	851557	1644209	1644209	Trygaeus communis Dohrn, 1881	['NO_DEPTH']	31.6	1091	3000.0	be_rbins_invertebrates_cheliceratamarine	2017-10-16 14:27:24	http://collections.naturalsciences.be/specimen/752684		present	communis	Biota	1.0	16.95	37.67	Royal Belgian Institute of Natural Sciences marine Chelicerata collection	9187/Banyuls s/Mer	urn:catalog:RBINS:IG:9187	Leloup Eugéne	specimen
	PreservedSpecimen		INV.69061	urn:catalog:RBINS:Pycnogonida	France		42.4861816328	3.1388854997		1929-04	Giltay L.B. (Dr.)		RBINS-Scientific Heritage	unknown				4	container type: vial; preservation method: alcohol	Neotrygaeus communis	Dohrn, 1881	urn:lsid:marinespecies.org:taxname:134636	unknown		1929	cb97d40d-c7a0-4323-ac67-7f9e97b3fbb7	d8634135-090e-455b-8d98-c319bfd7aaed	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']		-1286064000000.0	-1284854400000.0	-1283558400000.0	1929.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Neotrygaeus	Neotrygaeus communis	2	1065	1274	1302	1358	379601	379608	1562	851557	1644209	1644209	Trygaeus communis Dohrn, 1881	['NO_DEPTH']	16.4	432	2000.0	be_rbins_invertebrates_cheliceratamarine	2015-09-17 14:42:18	http://collections.naturalsciences.be/specimen/587581		present	communis	Biota	1.0	16.95	37.67	Royal Belgian Institute of Natural Sciences marine Chelicerata collection	9187/Banyuls Grotte de Troque	urn:catalog:RBINS:IG:9187		specimen
