basisOfRecord	catalogNumber	class	collectionCode	coordinatePrecision	coordinateUncertaintyInMeters	decimalLatitude	decimalLongitude	eventDate	family	footprintWKT	genus	institutionCode	kingdom	locality	modified	occurrenceID	occurrenceStatus	phylum	scientificName	scientificNameID	sex	specificEpithet	taxonRank	id	dataset_id	node_id	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	subphylum	order	suborder	superfamily	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	bibliographicCitation	datasetID	day	minimumDepthInMeters	month	references	scientificNameAuthorship	typeStatus	year	depth	superdomain	superdomainid	country	individualCount	maximumDepthInMeters	organismQuantity	organismQuantityType
PreservedSpecimen	P.77971	Pycnogonida	co113	0.009	1000	-38.98499	148.52666	1994-08-27	Callipallenidae	POINT (148.52666 -38.98499)	Pallenella	AM	Animalia	Bass Strait, east of Seal Islands	2017-03-02T12:59:32	urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.77971	present	Arthropoda	Pallenella reflexa	urn:lsid:marinespecies.org:taxname:239629	Female	reflexa	species	ab74aa77-4b47-4a35-bc87-1a38f72ba252	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']	777945600000	777945600000	777945600000	1994	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Nymphonoidea	Pallenella reflexa	2	1065	1274	1302	1358	379601	379609	1564	236291	1509517	1509517	Pseudopallene reflexa	['NO_DEPTH']	136	85748	16.74	35.57																	
PreservedSpecimen	sm_id_2201	Pycnogonida	WoRMS type localities			-38.78	142.68	1952-12-12	Callipallenidae		Pallenella	WoRMS Editorial Board	Animalia	Tasman Sea	2007-06-20 15:52:33	WoRMS Editorial Board:WoRMS type localities:sm_id_2201	present	Arthropoda	Pallenella reflexa	urn:lsid:marinespecies.org:taxname:239629		reflexa		b9f8a233-403e-4d7a-8f91-2b9bb2d5c5ec	b74b429a-4052-4f5b-bff3-fe0b5a2e8669	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	-538185600000	-538185600000	-538185600000	1952	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Nymphonoidea	Pallenella reflexa	2	1065	1274	1302	1358	379601	379609	1564	236291	1509517	1509517	Pseudopallene reflexa	[]	70	24722	15.81	35.57	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Pseudopallene reflexa</i> (Stock, 1968). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239629	https://marineinfo.org/id/dataset/5184	12	72.0	12	http://www.marinespecies.org/aphia.php?p=specdetails&id=2201	(Stock, 1968)	holotype	1952	72.0	Biota	1.0					
PreservedSpecimen	J53160	Pycnogonida	co119		1000	-38.27	144.7	2005-03-10	Callipallenidae	POINT (144.70000 -38.27000)	Pallenella	NMV	Animalia	Port Phillip Bay, Popes Eye	2017-02-09T12:09:02	J53160	present	Arthropoda	Pallenella reflexa	urn:lsid:marinespecies.org:taxname:851550	Female	reflexa	species	eb2e8cba-3f02-482b-b920-5a342bef2964	d104db68-63cf-4f34-b92a-54bd55a07394	['2a57cd59-6799-4579-955e-27c9af97aea4']	1110412800000	1110412800000	1110412800000	2005	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Nymphonoidea	Pallenella reflexa	2	1065	1274	1302	1358	379601	379609	1564	236291	1509517	1509517	Meridionale reflexa	[]	4	704	15.77	35.69				3.0						3.0			Australia	1	3.0	1	individuals
