basisOfRecord	catalogNumber	collectionCode	decimalLatitude	decimalLongitude	institutionCode	maximumDepthInMeters	minimumDepthInMeters	scientificName	scientificNameID	id	dataset_id	node_id	depth	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss
HumanObservation	39668	SOMBASE Pycnogonids	-62.7288017273	-60.5245018005	BAS	235	235	Ammothea allopodes	urn:lsid:marinespecies.org:taxname:172868	1ed0596b-6d67-45b7-993b-b7442299ff71	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	235	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Ammothea	Ammothea allopodes	2	1065	1274	1302	1358	379601	379608	1562	134569	172868	172868	Ammothea allopodes	[]	187	4754	-0.41	33.94
HumanObservation	21855	SOMBASE Pycnogonids	-63.4165992737	-60.8499984741	BAS	217	215	Ammothea allopodes	urn:lsid:marinespecies.org:taxname:172868	23c2b53d-b841-4129-a47f-a8d0ac3d0ba8	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	216	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Ammothea	Ammothea allopodes	2	1065	1274	1302	1358	379601	379608	1562	134569	172868	172868	Ammothea allopodes	[]	382	28188	-0.6	33.89
HumanObservation	21850	SOMBASE Pycnogonids	-71.3833007812	171.199996948	BAS	357	351	Ammothea allopodes	urn:lsid:marinespecies.org:taxname:172868	31721b85-fe14-47ce-8531-30baf3a034b4	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	354	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Ammothea	Ammothea allopodes	2	1065	1274	1302	1358	379601	379608	1562	134569	172868	172868	Ammothea allopodes	[]	436	26523	-1.64	34.07
HumanObservation	21849	SOMBASE Pycnogonids	-62.6833000183	-54.7165985107	BAS	220	210	Ammothea allopodes	urn:lsid:marinespecies.org:taxname:172868	493141fb-1e96-4129-ae87-1fc7b8038e82	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	215	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Ammothea	Ammothea allopodes	2	1065	1274	1302	1358	379601	379608	1562	134569	172868	172868	Ammothea allopodes	[]	216	50908	-1.42	33.77
HumanObservation	21851	SOMBASE Pycnogonids	-72.1666030884	171.366592407	BAS	454	448	Ammothea allopodes	urn:lsid:marinespecies.org:taxname:172868	522dda40-6b8d-47ca-ae62-6d019f4afb10	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	451	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Ammothea	Ammothea allopodes	2	1065	1274	1302	1358	379601	379608	1562	134569	172868	172868	Ammothea allopodes	[]	434	21341	-1.67	33.86
HumanObservation	39220	SOMBASE Pycnogonids	-71.1200027466	-11.4411001205	BAS	228	228	Ammothea allopodes	urn:lsid:marinespecies.org:taxname:172868	54b3833c-a10f-4ff5-9835-4af9475ac3d2	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	228	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Ammothea	Ammothea allopodes	2	1065	1274	1302	1358	379601	379608	1562	134569	172868	172868	Ammothea allopodes	[]	182	571	-1.72	33.76
HumanObservation	21854	SOMBASE Pycnogonids	-74.6500015259	172.300003052	BAS	535	535	Ammothea allopodes	urn:lsid:marinespecies.org:taxname:172868	55ffd158-6234-4ed5-ac91-37a86a8ce7ab	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	535	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Ammothea	Ammothea allopodes	2	1065	1274	1302	1358	379601	379608	1562	134569	172868	172868	Ammothea allopodes	[]	521	135627	-1.46	34.24
HumanObservation	37575	SOMBASE Pycnogonids	-69.3499984741	14.1000003815	BAS	830	670	Ammothea allopodes	urn:lsid:marinespecies.org:taxname:172868	561de977-6a8e-4707-ab6a-59a622c58cf1	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	750	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Ammothea	Ammothea allopodes	2	1065	1274	1302	1358	379601	379608	1562	134569	172868	172868	Ammothea allopodes	['DEPTH_EXCEEDS_BATH']	566	14887	-1.73	33.58
HumanObservation	39673	SOMBASE Pycnogonids	-62.7290000916	-60.5214996338	BAS	234	234	Ammothea allopodes	urn:lsid:marinespecies.org:taxname:172868	68299fc2-6814-4bd9-ad0d-94ab73b46b2d	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	234	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Ammothea	Ammothea allopodes	2	1065	1274	1302	1358	379601	379608	1562	134569	172868	172868	Ammothea allopodes	[]	187	4610	-0.41	33.94
HumanObservation	39669	SOMBASE Pycnogonids	-62.7527999878	-60.5516014099	BAS	429	429	Ammothea allopodes	urn:lsid:marinespecies.org:taxname:172868	73d95f4e-d01f-4c12-9852-04813e8c90c6	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	429	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Ammothea	Ammothea allopodes	2	1065	1274	1302	1358	379601	379608	1562	134569	172868	172868	Ammothea allopodes	[]	373	7086	-0.42	33.93
