basisOfRecord	bibliographicCitation	catalogNumber	collectionCode	country	datasetID	decimalLatitude	decimalLongitude	institutionCode	locality	maximumDepthInMeters	minimumDepthInMeters	modified	occurrenceID	occurrenceStatus	scientificName	scientificNameID	id	dataset_id	node_id	depth	dropped	absence	marine	brackish	superdomain	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	superdomainid	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	associatedReferences	day	dynamicProperties	eventDate	identifiedBy	individualCount	lifeStage	month	preparations	scientificNameAuthorship	stateProvince	waterBody	year	date_start	date_mid	date_end	date_year	sex
Occurrence	Bamber R.N (2004). Zootaxa 458: 1-12.	48284	NewCaledonia	Taiwan	https://marineinfo.org/id/dataset/3128	24.9200000762939	122.0	IRD-MNHN	Taiwan 2001, CP116	100	100	2013-06-11 14:46:43	urn:catalog:IRD-MNHN:NewCaledonia:48284:0xF9FA8F0001000500	present	Ascorhynchus glaberrimus	urn:lsid:marinespecies.org:taxname:239882	0423f318-4433-481b-af85-a7f12bb601cc	e971710e-054e-43f2-b23c-c149d6c76cb4	['4bf79a01-65a9-4db6-b37b-18434f26ddfc', 'f92d5d7f-47a6-4605-9fd0-a8538dfde3fd']	100.0	False	False	True	False	Biota	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ascorhynchidae	Ascorhynchus	Ascorhynchus glaberrimus	1.0	2	1065	1274	1302	1358	379601	379608	379788	134571	239882	239882	Ascorhynchus glaberrimus	[]	91	7746	25.44	33.86																		
PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	183901.139830	Invertebrate Zoology: Crustacea	Japan		34.6966705322	138.729995728	USNM	Honshu Island, Suruga Bay	102	86				Ascorhynchus glaberrimus	urn:lsid:marinespecies.org:taxname:239882	2956d0d7-dbca-4e86-a745-ba1229ca98f4	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	94.0	False	False	True	False		Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ascorhynchidae	Ascorhynchus	Ascorhynchus glaberrimus		2	1065	1274	1302	1358	379601	379608	379788	134571	239882	239882	Ascorhynchus glaberrimum	[]	93	898	20.36	33.94	National Museum of Natural History, Smithsonian Institution	13	observedindividualcount=1;	1969-07-13T12:00:00Z	Nakamura, K., Child, C. Allan	1.0	juvenile	7	Alcohol (Ethanol)	Schimkewitsch	Shizuoka	North Pacific Ocean	1969	-14860800000.0	-14860800000.0	-14860800000.0	1969.0	
PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	183905.139834	Invertebrate Zoology: Crustacea	Japan		34.6366691589	138.940002441	USNM	Honshu Island, Sagami Bay	40	37				Ascorhynchus glaberrimus	urn:lsid:marinespecies.org:taxname:239882	4613b1b4-8aed-4af2-ba86-fa8d5d766db9	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	38.5	False	False	True	False		Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ascorhynchidae	Ascorhynchus	Ascorhynchus glaberrimus		2	1065	1274	1302	1358	379601	379608	379788	134571	239882	239882	Ascorhynchus glaberrimum	[]	38	1974	20.53	34.06	National Museum of Natural History, Smithsonian Institution	18	observedindividualcount=1;	1969-07-18T12:00:00Z	Nakamura, K., Child, C. Allan	1.0	juvenile	7	Alcohol (Ethanol)	Schimkewitsch	Shizuoka	North Pacific Ocean	1969	-14428800000.0	-14428800000.0	-14428800000.0	1969.0	
PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	183902.139831	Invertebrate Zoology: Crustacea	Japan		34.6633300781	138.759994507	USNM	Honshu Island, Suruga Bay	85	75				Ascorhynchus glaberrimus	urn:lsid:marinespecies.org:taxname:239882	693107fe-4410-4a86-9c51-a7ca3b413b5d	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	80.0	False	False	True	False		Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ascorhynchidae	Ascorhynchus	Ascorhynchus glaberrimus		2	1065	1274	1302	1358	379601	379608	379788	134571	239882	239882	Ascorhynchus glaberrimum	[]	67	1016	20.46	34.04	National Museum of Natural History, Smithsonian Institution	13	observedindividualcount=25;	1969-07-13T12:00:00Z	Nakamura, K., Child, C. Allan	25.0	;; juvenile	7	Alcohol (Ethanol)	Schimkewitsch	Shizuoka	North Pacific Ocean	1969	-14860800000.0	-14860800000.0	-14860800000.0	1969.0	male; female;;
PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	183907.139836	Invertebrate Zoology: Crustacea	Japan		34.9766693115	139.173324585	USNM	Honshu Island, Sagami Bay	300	290				Ascorhynchus glaberrimus	urn:lsid:marinespecies.org:taxname:239882	799e886f-96de-43c0-ab0e-025e167c3411	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	295.0	False	False	True	False		Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ascorhynchidae	Ascorhynchus	Ascorhynchus glaberrimus		2	1065	1274	1302	1358	379601	379608	379788	134571	239882	239882	Ascorhynchus glaberrimum	[]	273	3278	20.23	33.5	National Museum of Natural History, Smithsonian Institution	1	observedindividualcount=5;	1971-02-01T12:00:00Z	Nakamura, K., Child, C. Allan	5.0		2	Alcohol (Ethanol)	Schimkewitsch	Shizuoka	North Pacific Ocean	1971	34214400000.0	34214400000.0	34214400000.0	1971.0	male; female
PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	183903.139832	Invertebrate Zoology: Crustacea	Japan		34.625	138.949996948	USNM	Honshu Island, Sagami Bay	72	54				Ascorhynchus glaberrimus	urn:lsid:marinespecies.org:taxname:239882	a31c7ca4-d141-4414-847e-8dce9cee7794	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	63.0	False	False	True	False		Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ascorhynchidae	Ascorhynchus	Ascorhynchus glaberrimus		2	1065	1274	1302	1358	379601	379608	379788	134571	239882	239882	Ascorhynchus glaberrimum	[]	51	2224	20.53	34.06	National Museum of Natural History, Smithsonian Institution	14	observedindividualcount=4;	1969-07-14T12:00:00Z	Nakamura, K., Child, C. Allan	4.0		7	Alcohol (Ethanol)	Schimkewitsch	Shizuoka	North Pacific Ocean	1969	-14774400000.0	-14774400000.0	-14774400000.0	1969.0	male; female
PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	183906.139835	Invertebrate Zoology: Crustacea	Japan		34.7700004578	139.074996948	USNM	Honshu Island, Sagami Bay	170	160				Ascorhynchus glaberrimus	urn:lsid:marinespecies.org:taxname:239882	e2bcd38b-e2f3-4b90-82bc-09c40608ad40	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	165.0	False	False	True	False		Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ascorhynchidae	Ascorhynchus	Ascorhynchus glaberrimus		2	1065	1274	1302	1358	379601	379608	379788	134571	239882	239882	Ascorhynchus glaberrimum	[]	221	2190	20.33	33.84	National Museum of Natural History, Smithsonian Institution	2	observedindividualcount=1;	1971-02-02T12:00:00Z	Nakamura, K., Child, C. Allan	1.0		2	Alcohol (Ethanol)	Schimkewitsch	Shizuoka	North Pacific Ocean	1971	34300800000.0	34300800000.0	34300800000.0	1971.0	male
PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	183904.139833	Invertebrate Zoology: Crustacea	Japan		35.0149993896	139.143325806	USNM	Honshu Island, Sagami Bay	113	113				Ascorhynchus glaberrimus	urn:lsid:marinespecies.org:taxname:239882	ea5f7e71-e314-49ff-a43c-f1aee290a882	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	113.0	False	False	True	False		Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ascorhynchidae	Ascorhynchus	Ascorhynchus glaberrimus		2	1065	1274	1302	1358	379601	379608	379788	134571	239882	239882	Ascorhynchus glaberrimum	[]	123	3271	20.11	33.51	National Museum of Natural History, Smithsonian Institution	17	observedindividualcount=2;	1969-07-17T12:00:00Z	Nakamura, K., Child, C. Allan	2.0		7	Alcohol (Ethanol)	Schimkewitsch	Shizuoka	North Pacific Ocean	1969	-14515200000.0	-14515200000.0	-14515200000.0	1969.0	female
