basisOfRecord	bibliographicCitation	catalogNumber	class	collectionCode	datasetID	day	decimalLatitude	decimalLongitude	eventDate	family	genus	institutionCode	kingdom	locality	minimumDepthInMeters	modified	month	occurrenceID	occurrenceStatus	order	phylum	references	scientificName	scientificNameAuthorship	scientificNameID	specificEpithet	typeStatus	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	superdomain	subphylum	suborder	superfamily	subfamily	species	superdomainid	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	subfamilyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	associatedReferences	country	dynamicProperties	identifiedBy	individualCount	maximumDepthInMeters	preparations	stateProvince	waterBody	lifeStage
PreservedSpecimen	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Hedgpethia nasica</i> Child, 1994. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239534	sm_id_992	Pycnogonida	WoRMS type localities	https://marineinfo.org/id/dataset/5184	24	34.75	-123.12	1991-06-24	Colossendeidae	Hedgpethia	WoRMS Editorial Board	Animalia	Pacific Ocean	4100	2007-06-20 15:52:33	6	WoRMS Editorial Board:WoRMS type localities:sm_id_992	present	Pantopoda	Arthropoda	http://www.marinespecies.org/aphia.php?p=specdetails&id=992	Hedgpethia nasica	Child, 1994	urn:lsid:marinespecies.org:taxname:239534	nasica	holotype	1991	02232be1-92bc-49a4-a125-4e3f1feaaf02	b74b429a-4052-4f5b-bff3-fe0b5a2e8669	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	4100	677721600000	677721600000	677721600000	1991	False	False	True	False	Biota	Chelicerata	Eupantopodida	Colossendeidoidea	Hedgpethiinae	Hedgpethia nasica	1.0	2	1065	1274	1302	1358	379601	379607	22617	379614	134587	239534	239534	Hedgpethia nasica	[]	4101	194930	14.57	33.08										
PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	234638.186379	Pycnogonida	Invertebrate Zoology: Crustacea		25	34.8170013428	-123.116996765	1989-06-25T12:00:00Z	Colossendeidae	Hedgpethia	USNM	Animalia	San Clemente Basin, W Of Point Arguelo	4100		6			Pantopoda	Arthropoda		Hedgpethia nasica	Child	urn:lsid:marinespecies.org:taxname:239534		Paratype	1989	920e8c7d-2a39-465a-ae9e-974fa0d138b9	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	4100	614736000000	614736000000	614736000000	1989	False	False	True	False		Chelicerata	Eupantopodida	Colossendeidoidea	Hedgpethiinae	Hedgpethia nasica		2	1065	1274	1302	1358	379601	379607	22617	379614	134587	239534	239534	Hedgpethia nasica	[]	4094	190853	14.46	33.08	National Museum of Natural History, Smithsonian Institution	United States	observedindividualcount=1;	Bowman, Thomas E.	1.0	4100.0	Alcohol (Ethanol)	California	North Pacific Ocean	
PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	234637.186378	Pycnogonida	Invertebrate Zoology: Crustacea		24	34.75	-123.116996765	1991-06-24T12:00:00Z	Colossendeidae	Hedgpethia	USNM	Animalia	W Of Point Arguelo	4100		6			Pantopoda	Arthropoda		Hedgpethia nasica	Child	urn:lsid:marinespecies.org:taxname:239534		Holotype	1991	a8bdbb1b-6474-4627-b3a4-c79cf2d02295	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	4100	677721600000	677721600000	677721600000	1991	False	False	True	False		Chelicerata	Eupantopodida	Colossendeidoidea	Hedgpethiinae	Hedgpethia nasica		2	1065	1274	1302	1358	379601	379607	22617	379614	134587	239534	239534	Hedgpethia nasica	[]	4101	194698	14.57	33.08	National Museum of Natural History, Smithsonian Institution	United States	observedindividualcount=1;	Bowman, Thomas E.	1.0	4100.0	Alcohol (Ethanol)	California	North Pacific Ocean	
PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	234640.186381	Pycnogonida	Invertebrate Zoology: Crustacea		25	34.7000007629	-123.050003052	1991-10-25T12:00:00Z	Colossendeidae	Hedgpethia	USNM	Animalia	San Clemente Basin, W Of Point Arguelo	4100		10			Pantopoda	Arthropoda		Hedgpethia nasica	Child	urn:lsid:marinespecies.org:taxname:239534		Paratype	1991	adc6e3dc-fca7-4bb5-9d18-e244b361bd0f	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	4100	688348800000	688348800000	688348800000	1991	False	False	True	False		Chelicerata	Eupantopodida	Colossendeidoidea	Hedgpethiinae	Hedgpethia nasica		2	1065	1274	1302	1358	379601	379607	22617	379614	134587	239534	239534	Hedgpethia nasica	[]	4124	192615	14.53	33.09	National Museum of Natural History, Smithsonian Institution	United States	observedindividualcount=1;	Bowman, Thomas E.	1.0	4100.0	Alcohol (Ethanol)	California	North Pacific Ocean	juvenile
PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	234639.186380	Pycnogonida	Invertebrate Zoology: Crustacea		23	34.716999054	-123.166999817	1990-10-23T12:00:00Z	Colossendeidae	Hedgpethia	USNM	Animalia	San Clemente Basin, W Of Point Arguelo	4100		10			Pantopoda	Arthropoda		Hedgpethia nasica	Child	urn:lsid:marinespecies.org:taxname:239534		Paratype	1990	d0d2ec6d-47c6-4bd7-ae02-77b73f2a469a	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	4100	656640000000	656640000000	656640000000	1990	False	False	True	False		Chelicerata	Eupantopodida	Colossendeidoidea	Hedgpethiinae	Hedgpethia nasica		2	1065	1274	1302	1358	379601	379607	22617	379614	134587	239534	239534	Hedgpethia nasica	[]	4109	200519	14.57	33.07	National Museum of Natural History, Smithsonian Institution	United States	observedindividualcount=1;	Bowman, Thomas E.	1.0	4100.0	Alcohol (Ethanol)	California	North Pacific Ocean	
