basisOfRecord	catalogNumber	collectionCode	continent	datasetID	decimalLatitude	decimalLongitude	individualCount	institutionCode	locality	maximumDepthInMeters	minimumDepthInMeters	modified	occurrenceID	occurrenceStatus	recordedBy	scientificName	scientificNameID	id	dataset_id	node_id	depth	dropped	absence	marine	brackish	superdomain	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	superdomainid	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	associatedReferences	bibliographicCitation	country	day	dynamicProperties	eventDate	identifiedBy	lifeStage	month	preparations	scientificNameAuthorship	sex	typeStatus	waterBody	year	date_start	date_mid	date_end	date_year	references	specificEpithet	countryCode	fieldNumber	footprintWKT	geodeticDatum	license	taxonRank
Occurrence	1259	C	Mariana Trough	https://marineinfo.org/id/dataset/212	18.2000007629395	144.716598510742	1.0	PENN	Mariana fields	3600.0	3600.0	2005-03-12 18:56:00	urn:catalog:PENN:C:1259:0x99F48F0001000400	present	Chuck Fisher	Sericosura cochleifovea	urn:lsid:marinespecies.org:taxname:239990	0591c7da-a70c-4f3c-a69d-9c20cf0c6d29	471a8de8-80f8-43f9-9443-88a45712feba	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	3600.0	False	False	True	False	Biota	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Sericosura	Sericosura cochleifovea	1.0	2	1065	1274	1302	1358	379601	379608	1562	134576	239990	239990	Sericosura cochleifovea	[]	3742	106102	28.6	34.68																											
Occurrence	1257	C	Mariana Trough	https://marineinfo.org/id/dataset/212	18.2000007629395	144.716598510742	1.0	PENN	Mariana fields	3600.0	3600.0	2005-03-12 18:56:00	urn:catalog:PENN:C:1257:0xCD1C700001000400	present	Chuck Fisher Cindy Van Dover	Sericosura cochleifovea	urn:lsid:marinespecies.org:taxname:239990	0b9c4ddf-690e-43bc-a01d-630a281dacb0	471a8de8-80f8-43f9-9443-88a45712feba	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	3600.0	False	False	True	False	Biota	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Sericosura	Sericosura cochleifovea	1.0	2	1065	1274	1302	1358	379601	379608	1562	134576	239990	239990	Sericosura cochleifovea	[]	3742	106102	28.6	34.68																											
PreservedSpecimen	234506.186262	Invertebrate Zoology: Crustacea			18.3316707611	144.720001221	6.0	USNM	Back Arc Basin, W Of Pagan Island	3660.0	3660.0					Sericosura cochleifovea	urn:lsid:marinespecies.org:taxname:239990	4c321f48-9c4f-4e92-9121-22ceb62879b5	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	3660.0	False	False	True	False		Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Sericosura	Sericosura cochleifovea		2	1065	1274	1302	1358	379601	379608	1562	134576	239990	239990	Sericosura cochleofovia	[]	4418	107677	28.58	34.68	National Museum of Natural History, Smithsonian Institution	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	Northern Mariana Islands	26	observedindividualcount=6;	1987-04-26T12:00:00Z	Bowman, Thomas E.	; juvenile; juvenile	4	Alcohol (Ethanol)	Child	male; male; female	Paratype	North Pacific Ocean	1987	546393600000.0	546393600000.0	546393600000.0	1987.0								
PreservedSpecimen	sm_id_2284	WoRMS type localities		https://marineinfo.org/id/dataset/5184	-20.3	167.3		WoRMS Editorial Board	Pacific Ocean	3700.0	3680.0	2007-06-20 15:52:33	WoRMS Editorial Board:WoRMS type localities:sm_id_2284	present		Sericosura cochleifovea	urn:lsid:marinespecies.org:taxname:239794	60af06ca-697d-4da3-8a6b-526253b57a4e	b74b429a-4052-4f5b-bff3-fe0b5a2e8669	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	3690.0	False	False	True	False	Biota	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Sericosura	Sericosura cochleifovea	1.0	2	1065	1274	1302	1358	379601	379608	1562	134576	239990	239990	Sericosura bifurcata	[]	3696	43225	26.01	35.01		Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Sericosura bifurcata</i> Stock, 1991. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239794		13		1985-08-13			8		Stock, 1991		holotype		1985	492739200000.0	492739200000.0	492739200000.0	1985.0	http://www.marinespecies.org/aphia.php?p=specdetails&id=2284	bifurcata						
Occurrence	21601	NewCaledonia		https://marineinfo.org/id/dataset/3128	-20.2999992370605	167.289993286133		IRD-MNHN	Biocal, DS14	3700.0	3680.0	2013-06-11 14:46:43	urn:catalog:IRD-MNHN:NewCaledonia:21601:0x2B04900001000000	present		Sericosura cochleifovea	urn:lsid:marinespecies.org:taxname:239794	91dde2c3-7a1e-4b2e-a458-ac0094a0a59e	e971710e-054e-43f2-b23c-c149d6c76cb4	['4bf79a01-65a9-4db6-b37b-18434f26ddfc', 'f92d5d7f-47a6-4605-9fd0-a8538dfde3fd']	3690.0	False	False	True	False	Biota	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Sericosura	Sericosura cochleifovea	1.0	2	1065	1274	1302	1358	379601	379608	1562	134576	239990	239990	Sericosura bifurcata	[]	3691	43015	26.01	35.01		Stock JH (1991). Musorstom 8(151): 125-212.	Nouvelle Caledonie																								
PreservedSpecimen	2007-4605	IU			-20.310467	167.305237	1	MNHN	N Lifou			2015-10-17T16:10Z	440013180		Bouchet, Métivier & Richer de Forges-IRD coll.	Sericosura cochleifovea	urn:lsid:marinespecies.org:taxname:239794	d0abec14-64b0-4d24-859c-fcab22debc39	0c9c73d0-7fa1-4c6d-b18b-9affde19eb60	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']		False	False	True	False		Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Sericosura	Sericosura cochleifovea		2	1065	1274	1302	1358	379601	379608	1562	134576	239990	239990	Sericosura bifurcata Stock, J.H., 1991	['NO_DEPTH']	3695	42211	26.01	35.01							Stock				Stock, 1991		PARATYPE	Pacific Ocean						http://coldb.mnhn.fr/catalognumber/mnhn/iu/2007-4605	bifurcata	NC	BIOCAL/DS14	POINT  (167.305237 -20.310467)	WGS84	CC_BY_4_0	SPECIES
Occurrence	1258	C	Bonin Arc	https://marineinfo.org/id/dataset/212	26.7000007629395	-141.083297729492	1.0	PENN	Bonin Seamount	910.0	440.0	2005-03-12 18:56:00	urn:catalog:PENN:C:1258:0x3D7DDC0001000700	present	Chuck Fisher	Sericosura cochleifovea	urn:lsid:marinespecies.org:taxname:239990	d66900a7-108d-43e9-85fd-3d7916aa7637	471a8de8-80f8-43f9-9443-88a45712feba	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	675.0	False	False	True	False	Biota	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Sericosura	Sericosura cochleifovea	1.0	2	1065	1274	1302	1358	379601	379608	1562	134576	239990	239990	Sericosura cochleifovea	[]	4874	1613075	21.89	35.32																											
PreservedSpecimen	2007-4604	IU			-20.310467	167.305237	1	MNHN	N Lifou			2015-06-19T21:23Z	440001160		Bouchet, Métivier & Richer de Forges-IRD coll.	Sericosura cochleifovea	urn:lsid:marinespecies.org:taxname:239794	e28e3193-ecd0-46ce-9d9b-c34312763017	0c9c73d0-7fa1-4c6d-b18b-9affde19eb60	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']		False	False	True	False		Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Sericosura	Sericosura cochleifovea		2	1065	1274	1302	1358	379601	379608	1562	134576	239990	239990	Sericosura bifurcata Stock, J.H., 1991	['NO_DEPTH']	3695	42211	26.01	35.01							Stock				Stock, 1991		HOLOTYPE	Pacific Ocean						http://coldb.mnhn.fr/catalognumber/mnhn/iu/2007-4604	bifurcata	NC	BIOCAL/DS14	POINT  (167.305237 -20.310467)	WGS84	CC_BY_4_0	SPECIES
PreservedSpecimen	234505.186261	Invertebrate Zoology: Crustacea			18.3316707611	144.720001221	1.0	USNM	Back Arc Basin, W Of Pagan Island	3660.0	3660.0					Sericosura cochleifovea	urn:lsid:marinespecies.org:taxname:239990	f176abed-e733-4971-ab68-77bf9ce839a2	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	3660.0	False	False	True	False		Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Sericosura	Sericosura cochleifovea		2	1065	1274	1302	1358	379601	379608	1562	134576	239990	239990	Sericosura cochleofovia	[]	4418	107677	28.58	34.68	National Museum of Natural History, Smithsonian Institution	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	Northern Mariana Islands	26	observedindividualcount=1;	1987-04-26T12:00:00Z	Bowman, Thomas E.		4	Alcohol (Ethanol)	Child	male	Holotype	North Pacific Ocean	1987	546393600000.0	546393600000.0	546393600000.0	1987.0								
