basisOfRecord	catalogNumber	collectionCode	decimalLatitude	decimalLongitude	institutionCode	maximumDepthInMeters	minimumDepthInMeters	scientificName	scientificNameID	id	dataset_id	node_id	depth	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	bibliographicCitation	coordinateUncertaintyInMeters	datasetID	eventDate	footprintWKT	locality	modified	occurrenceID	occurrenceStatus	references	scientificNameAuthorship	specificEpithet	typeStatus	date_start	date_mid	date_end	date_year	superdomain	superdomainid	associatedReferences	country	day	dynamicProperties	identifiedBy	individualCount	month	preparations	waterBody	year	sex
HumanObservation	22070	SOMBASE Pycnogonids	-55.1833000183	-24.1665992737	BAS	4008	3978	Ascorhynchus cuculus	urn:lsid:marinespecies.org:taxname:240332	2e6cc094-12f8-492d-804d-6870efcd2940	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	3993.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ascorhynchidae	Ascorhynchus	Ascorhynchus cuculus	2	1065	1274	1302	1358	379601	379608	379788	134571	240332	240332	Ascorhynchus cuculus	[]	3878	244924	0.95	33.72																														
PreservedSpecimen	sm_id_1693	WoRMS type localities	-57.57	-58.894999999999996	WoRMS Editorial Board	3588	3475	Ascorhynchus cuculus	urn:lsid:marinespecies.org:taxname:240332	360d028b-3b52-4ec9-8404-129330060ad3	b74b429a-4052-4f5b-bff3-fe0b5a2e8669	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	3531.5	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ascorhynchidae	Ascorhynchus	Ascorhynchus cuculus	2	1065	1274	1302	1358	379601	379608	379788	134571	240332	240332	Ascorhynchus cuculus	[]	3589	425982	2.35	33.77	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Ascorhynchus cuculus</i> Fry & Hedgpeth, 1969. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240332	47943.9	https://marineinfo.org/id/dataset/5184	1962-12-07/1962-12-08	POLYGON ((-58.96 -57.14, -58.96 -58, -58.83 -58, -58.83 -57.14, -58.96 -57.14))	Drake Passage	2007-06-20 15:52:33	WoRMS Editorial Board:WoRMS type localities:sm_id_1693	present	http://www.marinespecies.org/aphia.php?p=specdetails&id=1693	Fry & Hedgpeth, 1969	cuculus	holotype	-223084800000.0	-223084800000.0	-222998400000.0	1962.0	Biota	1.0											
HumanObservation	37137	SOMBASE Pycnogonids	-55.8166007996	-26.75	BAS	3910	3700	Ascorhynchus cuculus	urn:lsid:marinespecies.org:taxname:240332	60f677b0-ca70-4e0d-827f-db9449483077	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	3805.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ascorhynchidae	Ascorhynchus	Ascorhynchus cuculus	2	1065	1274	1302	1358	379601	379608	379788	134571	240332	240332	Ascorhynchus cuculus	[]	3810	72235	0.02	33.68																														
PreservedSpecimen	233705.185608	Invertebrate Zoology: Crustacea	-55.1829986572	-24.1669998169	USNM	4008	3978	Ascorhynchus cuculus	urn:lsid:marinespecies.org:taxname:240332	69c4c022-5d28-4688-8b64-d75bdc35b9a1	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	3993.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ascorhynchidae	Ascorhynchus	Ascorhynchus cuculus	2	1065	1274	1302	1358	379601	379608	379788	134571	240332	240332	Ascorhynchus cuculus	[]	3879	244920	0.96	33.73	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010			1963-04-16T12:00:00Z							Fry & Hedgpeth			-211852800000.0	-211852800000.0	-211852800000.0	1963.0			National Museum of Natural History, Smithsonian Institution	South Sandwich Islands	16	observedindividualcount=2;	Child, C. Allan	2.0	4	Alcohol (Ethanol)	South Atlantic Ocean	1963	
PreservedSpecimen	181046.136997	Invertebrate Zoology: Crustacea	-36.8899993896	-53.1699981689	USNM	2323	2195	Ascorhynchus cuculus	urn:lsid:marinespecies.org:taxname:240332	89c1ac5c-cdba-4fb7-a253-b3043324a3e4	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	2259.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ascorhynchidae	Ascorhynchus	Ascorhynchus cuculus	2	1065	1274	1302	1358	379601	379608	379788	134571	240332	240332	Ascorhynchus cuculus	[]	2338	257364	18.04	34.82	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010			1971-03-12T12:00:00Z		Argentine Basin, Off Rio De La Plata					Fry & Hedgpeth			37584000000.0	37584000000.0	37584000000.0	1971.0			National Museum of Natural History, Smithsonian Institution		12	observedindividualcount=1;	Child, C. Allan	1.0	3	Alcohol (Ethanol)	South Atlantic Ocean	1971	female
PreservedSpecimen	233704.185607	Invertebrate Zoology: Crustacea	-56.8499984741	-34.4169998169	USNM	3197	3144	Ascorhynchus cuculus	urn:lsid:marinespecies.org:taxname:240332	a58827e1-a1da-4632-a334-10b22b313313	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	3170.5	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ascorhynchidae	Ascorhynchus	Ascorhynchus cuculus	2	1065	1274	1302	1358	379601	379608	379788	134571	240332	240332	Ascorhynchus cuculus	[]	3101	204496	0.79	33.81	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010			1963-09-06T12:00:00Z							Fry & Hedgpeth			-199497600000.0	-199497600000.0	-199497600000.0	1963.0			National Museum of Natural History, Smithsonian Institution	South Sandwich Islands	6	observedindividualcount=1;	Child, C. Allan	1.0	9	Alcohol (Ethanol)	South Atlantic Ocean	1963	female
PreservedSpecimen	113001.82930	Invertebrate Zoology: Crustacea	-57.56457901	-58.8983306885	USNM	3588	3475	Ascorhynchus cuculus	urn:lsid:marinespecies.org:taxname:240332	bea44f87-6061-4de9-b5b6-574dbd66f00f	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	3531.5	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ascorhynchidae	Ascorhynchus	Ascorhynchus cuculus	2	1065	1274	1302	1358	379601	379608	379788	134571	240332	240332	Ascorhynchus cuculus	[]	3512	426611	2.35	33.77	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010			1962-12-07T12:00:00Z		West Scotia Basin					Fry & Hedgpeth		Holotype	-223084800000.0	-223084800000.0	-223084800000.0	1962.0			National Museum of Natural History, Smithsonian Institution		7	observedindividualcount=1;	Fry, W. G., Hedgpeth, J. W.	1.0	12	Alcohol (Ethanol)	Antarctic Ocean	1962	male
HumanObservation	22071	SOMBASE Pycnogonids	-56.8499984741	-34.4165992737	BAS	3197	3144	Ascorhynchus cuculus	urn:lsid:marinespecies.org:taxname:240332	de412b4f-595c-485b-a666-635f344ecdc6	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	3170.5	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ascorhynchidae	Ascorhynchus	Ascorhynchus cuculus	2	1065	1274	1302	1358	379601	379608	379788	134571	240332	240332	Ascorhynchus cuculus	[]	3109	204498	0.78	33.81																														
PreservedSpecimen	181045.136996	Invertebrate Zoology: Crustacea	-36.5433311462	-53.3833312988	USNM	1011	993	Ascorhynchus cuculus	urn:lsid:marinespecies.org:taxname:240332	ff814d54-768a-4651-b9c5-e0db8ea5856e	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	1002.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ascorhynchidae	Ascorhynchus	Ascorhynchus cuculus	2	1065	1274	1302	1358	379601	379608	379788	134571	240332	240332	Ascorhynchus cuculus	[]	965	215272	17.29	34.03	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010			1971-03-11T12:00:00Z		Argentine Basin, Off Rio De La Plata					Fry & Hedgpeth			37497600000.0	37497600000.0	37497600000.0	1971.0			National Museum of Natural History, Smithsonian Institution		11	observedindividualcount=1;	Child, C. Allan	1.0	3	Alcohol (Ethanol)	South Atlantic Ocean	1971	female
