associatedReferences	basisOfRecord	bibliographicCitation	catalogNumber	collectionCode	country	day	decimalLatitude	decimalLongitude	dynamicProperties	eventDate	identifiedBy	individualCount	institutionCode	locality	maximumDepthInMeters	minimumDepthInMeters	month	preparations	scientificName	scientificNameAuthorship	scientificNameID	sex	typeStatus	waterBody	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	80592.273463	Invertebrate Zoology: Crustacea	Japan	1	34.1500015259	137.917007446	observedindividualcount=1;	1906-09-01T12:00:00Z	Hedgpeth, J. W.	1.0	USNM	Off Central Honshu Island	927	927	9	Alcohol (Ethanol)	Nymphon nipponense	Hedgpeth	urn:lsid:marinespecies.org:taxname:239838	male	Holotype	North Pacific Ocean	1906	1d7368ab-6c6b-45b0-8bb8-cc77f3242e2d	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	927	-1998691200000	-1998691200000	-1998691200000	1906	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon nipponense	2	1065	1274	1302	1358	379601	379609	1566	134591	239838	239838	Nymphon nipponense	['DEPTH_EXCEEDS_BATH']	790	56020	20.97	34.24
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	80593.273464	Invertebrate Zoology: Crustacea	Japan	1	34.1500015259	137.917007446	observedindividualcount=6;	1906-09-01T12:00:00Z	Hedgpeth, J. W.	6.0	USNM	Off Central Honshu Island	927	927	9	Alcohol (Ethanol)	Nymphon nipponense	Hedgpeth	urn:lsid:marinespecies.org:taxname:239838	female	Paratype	North Pacific Ocean	1906	2f72dc3b-5548-4bea-ad28-79482999723d	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	927	-1998691200000	-1998691200000	-1998691200000	1906	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon nipponense	2	1065	1274	1302	1358	379601	379609	1566	134591	239838	239838	Nymphon nipponense	['DEPTH_EXCEEDS_BATH']	790	56020	20.97	34.24
