associatedReferences	basisOfRecord	bibliographicCitation	catalogNumber	collectionCode	country	day	decimalLatitude	decimalLongitude	dynamicProperties	eventDate	identifiedBy	individualCount	institutionCode	lifeStage	locality	maximumDepthInMeters	minimumDepthInMeters	month	preparations	recordedBy	scientificName	scientificNameAuthorship	scientificNameID	sex	stateProvince	typeStatus	waterBody	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	datasetID	datasetName	eventID	footprintSRS	language	modified	occurrenceID	occurrenceStatus	specificEpithet	superdomain	superdomainid
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	183834.139763	Invertebrate Zoology: Crustacea	Japan	18	34.6505584717	138.945007324	observedindividualcount=1;	1973-07-18T12:00:00Z	Nakamura, K., Child, C. Allan	1.0	USNM	ovigerous	Honshu Island, Sagami Bay, Off Shimoda	30.0	30.0	7	Alcohol (Ethanol)	Shimoda Marine Laboratory	Callipallene sagamiensis	Nakamura & Child	urn:lsid:marinespecies.org:taxname:239420	female	Shizuoka	Paratype	North Pacific Ocean	1973	3f9b5bc5-36b3-4e20-a847-0425dca819d9	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	30.0	111801600000	111801600000	111801600000	1973	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Callipallenidae	Callipallene	Callipallene sagamiensis	2	1065	1274	1302	1358	379601	379609	1564	134581	239420	239420	Callipallene sagamiensis	[]	24.0	994	20.53	34.06											
	Occurrence		70625	NSBP			50.3272	0.221105		2001					EEC116						Callipallene sagamiensis	Utinomi, 1971 non-(Dohrn, 1881)	urn:lsid:marinespecies.org:taxname:379317				NorthSea	2001	41fc26dd-270e-4b4d-82e6-9b0fb3fcd84c	132ab7ea-1b4b-46ea-8f5f-6b8da98db2be	['4bf79a01-65a9-4db6-b37b-18434f26ddfc', 'f92d5d7f-47a6-4605-9fd0-a8538dfde3fd']		978307200000	994032000000	1009756800000	2001	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Callipallenidae	Callipallene	Callipallene sagamiensis	2	1065	1274	1302	1358	379601	379609	1564	134581	239420	239420	Callipallene phantoma	['NO_DEPTH']	38.0	45252	12.82	34.36	https://marineinfo.org/id/dataset/1684	Macrobenthos from the eastern English Channel in 1999 and 2001	IMIS:dasid:1684-429	EPSG:4326	en	2021-05-05 07:59:08	urn:catalog:VLIZ:NSBP:70625	present	phantoma	Biota	1.0
	HumanObservation		NSBP_project_37024	NSBP			51.25	1.5		2000					North Sea, station 29	22.0	22.0				Callipallene sagamiensis		urn:lsid:marinespecies.org:taxname:379317				NorthSea	2000	4d1844cd-1105-4d0e-a0ca-9d54fc1e44a7	9a2ca2e2-e8fb-4de6-9c7c-a532578494ca	['4bf79a01-65a9-4db6-b37b-18434f26ddfc', 'f92d5d7f-47a6-4605-9fd0-a8538dfde3fd']	22.0	946684800000	962409600000	978220800000	2000	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Callipallenidae	Callipallene	Callipallene sagamiensis	2	1065	1274	1302	1358	379601	379609	1564	134581	239420	239420	Callipallene phantoma	[]	11.4	6891	12.48	34.11	https://marineinfo.org/id/dataset/1681	Macrobenthos from English waters between 2000-2002	29_A	EPSG:4326	en	2021-03-17 13:34:06	37024	present		Biota	1.0
	Occurrence		70624	NSBP			50.4129	0.436555		2001					EEC48						Callipallene sagamiensis	Utinomi, 1971 non-(Dohrn, 1881)	urn:lsid:marinespecies.org:taxname:379317				NorthSea	2001	8ac9fa97-adb6-44eb-b3ea-6e9b12172e54	132ab7ea-1b4b-46ea-8f5f-6b8da98db2be	['4bf79a01-65a9-4db6-b37b-18434f26ddfc', 'f92d5d7f-47a6-4605-9fd0-a8538dfde3fd']		978307200000	994032000000	1009756800000	2001	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Callipallenidae	Callipallene	Callipallene sagamiensis	2	1065	1274	1302	1358	379601	379609	1564	134581	239420	239420	Callipallene phantoma	['NO_DEPTH']	40.4	38185	12.78	34.3	https://marineinfo.org/id/dataset/1684	Macrobenthos from the eastern English Channel in 1999 and 2001	IMIS:dasid:1684-337	EPSG:4326	en	2021-05-05 07:59:08	urn:catalog:VLIZ:NSBP:70624	present	phantoma	Biota	1.0
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	183833.139762	Invertebrate Zoology: Crustacea	Japan	17	35.0149993896	139.143325806	observedindividualcount=6;	1969-07-17T12:00:00Z	Nakamura, K., Child, C. Allan	6.0	USNM	;; juvenile	Honshu Island, Sagami Bay	113.0	113.0	7	Alcohol (Ethanol)		Callipallene sagamiensis	Nakamura & Child	urn:lsid:marinespecies.org:taxname:239420	male; female;;	Shizuoka	Paratype	North Pacific Ocean	1969	97709219-5b07-45f1-b639-d78ab77f514e	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	113.0	-14515200000	-14515200000	-14515200000	1969	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Callipallenidae	Callipallene	Callipallene sagamiensis	2	1065	1274	1302	1358	379601	379609	1564	134581	239420	239420	Callipallene sagamiensis	[]	123.0	3271	20.11	33.51											
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	183832.139761	Invertebrate Zoology: Crustacea	Japan	17	35.0149993896	139.143325806	observedindividualcount=1;	1969-07-17T12:00:00Z	Nakamura, K., Child, C. Allan	1.0	USNM		Honshu Island, Sagami Bay	113.0	113.0	7	Alcohol (Ethanol)		Callipallene sagamiensis	Nakamura & Child	urn:lsid:marinespecies.org:taxname:239420	male	Shizuoka	Holotype	North Pacific Ocean	1969	d94192b8-1c41-4a47-af71-42446893c945	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	113.0	-14515200000	-14515200000	-14515200000	1969	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Callipallenidae	Callipallene	Callipallene sagamiensis	2	1065	1274	1302	1358	379601	379609	1564	134581	239420	239420	Callipallene sagamiensis	[]	123.0	3271	20.11	33.51											
