associatedReferences	basisOfRecord	bibliographicCitation	catalogNumber	collectionCode	country	day	decimalLatitude	decimalLongitude	dynamicProperties	eventDate	identifiedBy	individualCount	institutionCode	locality	maximumDepthInMeters	minimumDepthInMeters	month	preparations	scientificName	scientificNameAuthorship	scientificNameID	stateProvince	waterBody	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	subfamily	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	subfamilyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	typeStatus	datasetID	modified	occurrenceID	occurrenceStatus	references	specificEpithet	superdomain	superdomainid
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	80557.273431	Invertebrate Zoology: Crustacea	Japan	19	43.0	140.175003052	observedindividualcount=4;	1906-09-19T12:00:00Z	Hedgpeth, J. W.	4.0	USNM	In Sea Of Japan	783.0	713	9	Alcohol (Ethanol)	Hedgpethia chitinosa	(Hilton)	urn:lsid:marinespecies.org:taxname:239761	Hokkaido	North Pacific Ocean	1906	22ff9941-5390-409e-af63-10bc76ab117b	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	748.0	-1997136000000	-1997136000000	-1997136000000	1906	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Colossendeidoidea	Colossendeidae	Hedgpethiinae	Hedgpethia	Hedgpethia chitinosa	2	1065	1274	1302	1358	379601	379607	22617	379614	134587	239761	239761	Hedgpethia chitinosa	['DEPTH_EXCEEDS_BATH']	656	19178	13.21	33.69									
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	183981.139910	Invertebrate Zoology: Crustacea	Japan	13	34.6633300781	138.759994507	observedindividualcount=17;	1969-07-13T12:00:00Z	Nakamura, K., Child, C. Allan	17.0	USNM	Honshu Island, Suruga Bay	85.0	75	7	Alcohol (Ethanol)	Hedgpethia chitinosa	(Hilton)	urn:lsid:marinespecies.org:taxname:239761	Shizuoka	North Pacific Ocean	1969	3c5709a1-9325-4157-8080-7987adba293c	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	80.0	-14860800000	-14860800000	-14860800000	1969	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Colossendeidoidea	Colossendeidae	Hedgpethiinae	Hedgpethia	Hedgpethia chitinosa	2	1065	1274	1302	1358	379601	379607	22617	379614	134587	239761	239761	Hedgpethia chitinosa	[]	67	1016	20.46	34.04									
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	81496.274048	Invertebrate Zoology: Crustacea	United States	17	56.03332901	-169.5	observedindividualcount=1;	1893-07-17T12:00:00Z	Hilton, W. A.	1.0	USNM	Aleutian Islands, N Of Mid Aleutian Islands	221.0	221	7	Alcohol (Ethanol)	Hedgpethia chitinosa	Hilton	urn:lsid:marinespecies.org:taxname:379390	Alaska	North Pacific Ocean	1893	6ec3c0e8-cc68-4419-99ac-e1c97cf36f55	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	221.0	-2412806400000	-2412806400000	-2412806400000	1893	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Colossendeidoidea	Colossendeidae	Hedgpethiinae	Hedgpethia	Hedgpethia chitinosa	2	1065	1274	1302	1358	379601	379607	22617	379614	134587	239761	239761	Colossendeis chitinosa	[]	456	55641	5.16	32.53	Holotype								
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	125535.89824	Invertebrate Zoology: Crustacea	United States	21	54.0125007629	-166.897216797	observedindividualcount=1;	1890-08-21T12:00:00Z	Child, C. Allan	1.0	USNM	Aleutian Islands	642.0	642	8	Alcohol (Ethanol)	Hedgpethia chitinosa	(Hilton)	urn:lsid:marinespecies.org:taxname:239761	Alaska	North Pacific Ocean	1890	7bfd18c0-d407-49b9-a806-1b237408f6ce	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	642.0	-2504476800000	-2504476800000	-2504476800000	1890	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Colossendeidoidea	Colossendeidae	Hedgpethiinae	Hedgpethia	Hedgpethia chitinosa	2	1065	1274	1302	1358	379601	379607	22617	379614	134587	239761	239761	Hedgpethia chitinosa	['DEPTH_EXCEEDS_BATH']	292	2800	5.51	32.51									
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	183980.139909	Invertebrate Zoology: Crustacea	Japan	13	34.6966705322	138.729995728	observedindividualcount=6;	1969-07-13T12:00:00Z	Nakamura, K., Child, C. Allan	6.0	USNM	Honshu Island, Suruga Bay	210.0	165	7	Alcohol (Ethanol)	Hedgpethia chitinosa	(Hilton)	urn:lsid:marinespecies.org:taxname:239761	Shizuoka	North Pacific Ocean	1969	8d1e0445-de57-486a-a902-c236c2b1bdf7	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	187.5	-14860800000	-14860800000	-14860800000	1969	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Colossendeidoidea	Colossendeidae	Hedgpethiinae	Hedgpethia	Hedgpethia chitinosa	2	1065	1274	1302	1358	379601	379607	22617	379614	134587	239761	239761	Hedgpethia chitinosa	['DEPTH_EXCEEDS_BATH']	93	898	20.36	33.94									
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	125536.89825	Invertebrate Zoology: Crustacea	United States	9	56.0	-154.332992554	observedindividualcount=1;	1888-08-09T12:00:00Z	Child, C. Allan	1.0	USNM	Portlock Bank	291.0	291	8	Alcohol (Ethanol)	Hedgpethia chitinosa	(Hilton)	urn:lsid:marinespecies.org:taxname:239761	Alaska	North Pacific Ocean	1888	c039e237-f582-496c-9c92-3cefee8f301f	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	291.0	-2568585600000	-2568585600000	-2568585600000	1888	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Colossendeidoidea	Colossendeidae	Hedgpethiinae	Hedgpethia	Hedgpethia chitinosa	2	1065	1274	1302	1358	379601	379607	22617	379614	134587	239761	239761	Hedgpethia chitinosa	['DEPTH_EXCEEDS_BATH']	202	51217	6.93	32.2									
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	183982.139911	Invertebrate Zoology: Crustacea	Japan	14	34.5699996948	138.868331909	observedindividualcount=2;	1969-07-14T12:00:00Z	Nakamura, K., Child, C. Allan	2.0	USNM	Honshu Island, Sagami Bay	94.0	76	7	Alcohol (Ethanol)	Hedgpethia chitinosa	(Hilton)	urn:lsid:marinespecies.org:taxname:239761	Shizuoka	North Pacific Ocean	1969	e2b5e985-b42d-4dbe-86e4-2e0f2e08fee1	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	85.0	-14774400000	-14774400000	-14774400000	1969	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Colossendeidoidea	Colossendeidae	Hedgpethiinae	Hedgpethia	Hedgpethia chitinosa	2	1065	1274	1302	1358	379601	379607	22617	379614	134587	239761	239761	Hedgpethia chitinosa	[]	89	3966	20.57	34.11									
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	183983.139912	Invertebrate Zoology: Crustacea	Japan	1	34.9766693115	139.173324585	observedindividualcount=1;	1971-02-01T12:00:00Z	Nakamura, K., Child, C. Allan	1.0	USNM	Honshu Island, Sagami Bay	300.0	290	2	Alcohol (Ethanol)	Hedgpethia chitinosa	(Hilton)	urn:lsid:marinespecies.org:taxname:239761	Shizuoka	North Pacific Ocean	1971	f5243ddc-5aea-4c75-ada7-c79a346988c2	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	295.0	34214400000	34214400000	34214400000	1971	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Colossendeidoidea	Colossendeidae	Hedgpethiinae	Hedgpethia	Hedgpethia chitinosa	2	1065	1274	1302	1358	379601	379607	22617	379614	134587	239761	239761	Hedgpethia chitinosa	[]	273	3278	20.23	33.5									
	PreservedSpecimen	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Hedgpethia chitinosa</i> (Hilton, 1943). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239761	sm_id_1900	WoRMS type localities		21	54.03	-166.8		1890-08-21			WoRMS Editorial Board	Pacific Ocean		640	8		Hedgpethia chitinosa	(Hilton, 1943)	urn:lsid:marinespecies.org:taxname:239761			1890	fff01cf9-1225-48fc-954e-bf04344f11dd	b74b429a-4052-4f5b-bff3-fe0b5a2e8669	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	640.0	-2504476800000	-2504476800000	-2504476800000	1890	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Colossendeidoidea	Colossendeidae	Hedgpethiinae	Hedgpethia	Hedgpethia chitinosa	2	1065	1274	1302	1358	379601	379607	22617	379614	134587	239761	239761	Hedgpethia chitinosa	['DEPTH_EXCEEDS_BATH']	155	3442	5.53	32.51	holotype	https://marineinfo.org/id/dataset/5184	2007-06-20 15:52:33	WoRMS Editorial Board:WoRMS type localities:sm_id_1900	present	http://www.marinespecies.org/aphia.php?p=specdetails&id=1900	chitinosa	Biota	1.0
