basisOfRecord	catalogNumber	class	coordinateUncertaintyInMeters	countryCode	day	decimalLatitude	decimalLongitude	eventDate	eventID	family	fieldNumber	footprintWKT	genus	geodeticDatum	identifiedBy	identifiedByID	institutionCode	institutionID	kingdom	language	maximumDepthInMeters	minimumDepthInMeters	month	occurrenceID	occurrenceStatus	order	organismQuantity	organismQuantityType	phylum	preparations	samplingProtocol	scientificName	scientificNameAuthorship	scientificNameID	specificEpithet	taxonRank	type	verbatimEventDate	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	superdomain	subphylum	suborder	superfamily	species	superdomainid	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	occurrenceRemarks	sex	bibliographicCitation	collectionCode	datasetID	locality	modified	references	typeStatus
PreservedSpecimen	ANTXXVII/3_PS77_1291_1.3	Pycnogonida	766	AQ	31	-70.8352	-10.5806	2011-03-31	PS77	Ammotheidae	PS77_PS77/291-1	LINESTRING (-10.587333 -70.84167, -10.57383333 -70.82866667)	Ammothea	EPSG:4326	Jamie Maxwell	https://orcid.org/0000-0001-5705-2811	BAS	https://ror.org/01rhff309	Animalia	en	284.0	231.2	3	ANTXXVII/3_PS77_1291_1.3	Present	Pantopoda	1	individuals	Arthropoda	Whole animal in 96% ethanol	bottom trawl|https://epic.awi.de/id/eprint/30175/1/644-2012%20ANT27-3%20RKnust.pdf	Ammothea bicorniculata	Stiboy-Risch, 1992	urn:lsid:marinespecies.org:taxname:172897	bicorniculata	species	PhysicalObject	31/03/2011	2011	0e486190-7dc5-4d2c-b963-dd89d212cac3	5080b123-3bcf-4be9-85cd-39eb81940fb1	['dc6c6ea2-83f5-4b18-985a-9efff6320d69']	257.6	1301529600000.0	1301529600000.0	1301529600000.0	2011.0	False	False	True	False	Biota	Chelicerata	Eupantopodida	Ascorhynchoidea	Ammothea bicorniculata	1.0	2	1065	1274	1302	1358	379601	379608	1562	134569	172897	172897	Ammothea bicorniculata	[]	242	15521	-1.72	33.77									
PreservedSpecimen	PS118_0178_01	Pycnogonida	240	AQ	23	-63.0541	-54.3203	2019-03-23	PS118	Ammotheidae	PS118_38_10	LINESTRING (-54.316673 -63.05552, -54.32385 -63.0527)	Ammothea	EPSG:4326	Jamie Maxwell	https://orcid.org/0000-0001-5705-2811	BAS	https://ror.org/01rhff309	Animalia	en	445.0	442.0	3	PS118_0178_01	Present	Pantopoda	1	individuals	Arthropoda	Whole animal in 96% ethanol	Agassiz trawl|https://epic.awi.de/id/eprint/48988/1/Expeditionsprogramm_PS118_Dorschel.pdf	Ammothea bicorniculata	Stiboy-Risch, 1992	urn:lsid:marinespecies.org:taxname:172897	bicorniculata	species	PhysicalObject	23/03/2019	2019	18ed6c5c-feff-4515-bc54-fd8e3fb329ec	5080b123-3bcf-4be9-85cd-39eb81940fb1	['dc6c6ea2-83f5-4b18-985a-9efff6320d69']	443.5	1553299200000.0	1553299200000.0	1553299200000.0	2019.0	False	False	True	False	Biota	Chelicerata	Eupantopodida	Ascorhynchoidea	Ammothea bicorniculata	1.0	2	1065	1274	1302	1358	379601	379608	1562	134569	172897	172897	Ammothea bicorniculata	[]	410	39320	-1.49	33.68	Larvae present	Male							
PreservedSpecimen	PS118_0041_01	Pycnogonida	378	AQ	12	-64.021	-55.9186	2019-03-12	PS118	Ammotheidae	PS118_9_7	LINESTRING (-55.911008 -64.02164, -55.92614 -64.02027)	Ammothea	EPSG:4326	Jamie Maxwell	https://orcid.org/0000-0001-5705-2811	BAS	https://ror.org/01rhff309	Animalia	en	403.0	402.0	3	PS118_0041_01	Present	Pantopoda	1	individuals	Arthropoda	Whole animal in 96% ethanol	Agassiz trawl|https://epic.awi.de/id/eprint/48988/1/Expeditionsprogramm_PS118_Dorschel.pdf	Ammothea bicorniculata	Stiboy-Risch, 1992	urn:lsid:marinespecies.org:taxname:172897	bicorniculata	species	PhysicalObject	12/3/2019	2019	a1c5d932-9fe4-47b0-8112-cfe4629deaea	5080b123-3bcf-4be9-85cd-39eb81940fb1	['dc6c6ea2-83f5-4b18-985a-9efff6320d69']	402.5	1552348800000.0	1552348800000.0	1552348800000.0	2019.0	False	False	True	False	Biota	Chelicerata	Eupantopodida	Ascorhynchoidea	Ammothea bicorniculata	1.0	2	1065	1274	1302	1358	379601	379608	1562	134569	172897	172897	Ammothea bicorniculata	[]	401	39367	-1.55	33.19									
PreservedSpecimen	PS118_0119_04	Pycnogonida	443	AQ	14	-63.8366	-55.5772	2019-03-14	PS118	Ammotheidae	PS118_12_10	LINESTRING (-55.586023 -63.83744, -55.56843 -63.83575)	Ammothea	EPSG:4326	Jamie Maxwell	https://orcid.org/0000-0001-5705-2811	BAS	https://ror.org/01rhff309	Animalia	en	412.0	405.0	3	PS118_0119_04	Present	Pantopoda	1	individuals	Arthropoda	Whole animal in 96% ethanol	Agassiz trawl|https://epic.awi.de/id/eprint/48988/1/Expeditionsprogramm_PS118_Dorschel.pdf	Ammothea bicorniculata	Stiboy-Risch, 1992	urn:lsid:marinespecies.org:taxname:172897	bicorniculata	species	PhysicalObject	14/03/2019	2019	b14934d0-72c7-4a27-b497-a27494f1691c	5080b123-3bcf-4be9-85cd-39eb81940fb1	['dc6c6ea2-83f5-4b18-985a-9efff6320d69']	408.5	1552521600000.0	1552521600000.0	1552521600000.0	2019.0	False	False	True	False	Biota	Chelicerata	Eupantopodida	Ascorhynchoidea	Ammothea bicorniculata	1.0	2	1065	1274	1302	1358	379601	379608	1562	134569	172897	172897	Ammothea bicorniculata	[]	367	29421	-1.54	33.29									
PreservedSpecimen	sm_id_654	Pycnogonida			18	-73.38	-21.5	1985-02-18		Ammotheidae			Ammothea				WoRMS Editorial Board		Animalia			473.0	2	WoRMS Editorial Board:WoRMS type localities:sm_id_654	present	Pantopoda			Arthropoda			Ammothea bicorniculata	Stiboy-Risch, 1992	urn:lsid:marinespecies.org:taxname:172897	bicorniculata				1985	b6b29667-38cd-472f-9dca-1af490ec9c99	b74b429a-4052-4f5b-bff3-fe0b5a2e8669	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	473.0	477532800000.0	477532800000.0	477532800000.0	1985.0	False	False	True	False	Biota	Chelicerata	Eupantopodida	Ascorhynchoidea	Ammothea bicorniculata	1.0	2	1065	1274	1302	1358	379601	379608	1562	134569	172897	172897	Ammothea bicorniculata	[]	475	30014	-1.68	33.86			Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Ammothea bicorniculata</i> Stiboy-Risch, 1992. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=172897	WoRMS type localities	https://marineinfo.org/id/dataset/5184	Weddell Sea	2007-06-20 15:52:33	http://www.marinespecies.org/aphia.php?p=specdetails&id=654	holotype
HumanObservation	39599	Pycnogonida				-63.5	-54.25			Ammotheidae			Ammothea				BAS		Animalia		220.0	220.0				Pantopoda			Arthropoda			Ammothea bicorniculata		urn:lsid:marinespecies.org:taxname:172897						c1483386-8d12-4218-89d4-e276e3eb0c47	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	220.0					False	False	True	False		Chelicerata	Eupantopodida	Ascorhynchoidea	Ammothea bicorniculata		2	1065	1274	1302	1358	379601	379608	1562	134569	172897	172897	Ammothea bicorniculata	[]	253	19868	-1.55	33.66				SOMBASE Pycnogonids					
HumanObservation	39600	Pycnogonida				-73.3799972534	-21.5			Ammotheidae			Ammothea				BAS		Animalia		473.0	473.0				Pantopoda			Arthropoda			Ammothea bicorniculata		urn:lsid:marinespecies.org:taxname:172897						cbe766b5-7398-4e87-8b05-204aa8f77f9b	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	473.0					False	False	True	False		Chelicerata	Eupantopodida	Ascorhynchoidea	Ammothea bicorniculata		2	1065	1274	1302	1358	379601	379608	1562	134569	172897	172897	Ammothea bicorniculata	[]	475	30014	-1.68	33.86				SOMBASE Pycnogonids					
PreservedSpecimen	JR230_09_0221	Pycnogonida	1000	AQ	4	-67.163	-69.45	2009-12-04	JR230	Ammotheidae	JR230_BASWAP3-AGT-7c		Ammothea	EPSG:4326	Claudia Arango	https://orcid.org/0000-0003-1098-830X	BAS	https://ror.org/01rhff309	Animalia	en	460.37	460.37	12	JR230_09_0221	Present	Pantopoda	1	individuals	Arthropoda	Whole animal in 96% ethanol	Agassiz trawl|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr230.pdf	Ammothea bicorniculata	Stiboy-Risch, 1992	urn:lsid:marinespecies.org:taxname:172897	bicorniculata	species	PhysicalObject	4/12/2009	2009	daf24cf8-96a7-49d7-8147-0766847261c3	5080b123-3bcf-4be9-85cd-39eb81940fb1	['dc6c6ea2-83f5-4b18-985a-9efff6320d69']	460.37	1259884800000.0	1259884800000.0	1259884800000.0	2009.0	False	False	True	False	Biota	Chelicerata	Eupantopodida	Ascorhynchoidea	Ammothea bicorniculata	1.0	2	1065	1274	1302	1358	379601	379608	1562	134569	172897	172897	Ammothea bicorniculata	[]	452	27811	-0.9	33.08		Male							
