associatedReferences	basisOfRecord	bibliographicCitation	catalogNumber	collectionCode	country	day	decimalLatitude	decimalLongitude	dynamicProperties	eventDate	identifiedBy	individualCount	institutionCode	locality	maximumDepthInMeters	minimumDepthInMeters	month	preparations	scientificName	scientificNameAuthorship	scientificNameID	sex	typeStatus	waterBody	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	datasetID	modified	occurrenceID	occurrenceStatus	references	specificEpithet	superdomain	superdomainid
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	234567.186324	Invertebrate Zoology: Crustacea	Ecuador	8	-2.21917009354	-80.9105606079	observedindividualcount=5;	1966-05-08T12:00:00Z	Bowman, Thomas E.	5.0	USNM	Santa Elena Bay	3.0	3	5	Alcohol (Ethanol)	Tanystylum cinctum	Child	urn:lsid:marinespecies.org:taxname:239821	male; female	Paratype	South Pacific Ocean	1966	2e796878-c9e0-4afe-a304-b6b7c65d5519	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	3	-115257600000	-115257600000	-115257600000	1966	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Tanystylum	Tanystylum cinctum	2	1065	1274	1302	1358	379601	379608	1562	134577	239821	239821	Tanystylum cinctum	[]	-10	75	24.02	32.94								
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	234566.186323	Invertebrate Zoology: Crustacea	Ecuador	8	-2.21917009354	-80.9105606079	observedindividualcount=1;	1966-05-08T12:00:00Z	Bowman, Thomas E.	1.0	USNM	Santa Elena Bay	3.0	3	5	Alcohol (Ethanol)	Tanystylum cinctum	Child	urn:lsid:marinespecies.org:taxname:239821	male	Holotype	South Pacific Ocean	1966	9ac4d6bc-1796-49df-a4ad-283aed1d1c24	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	3	-115257600000	-115257600000	-115257600000	1966	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Tanystylum	Tanystylum cinctum	2	1065	1274	1302	1358	379601	379608	1562	134577	239821	239821	Tanystylum cinctum	[]	-10	75	24.02	32.94								
	PreservedSpecimen	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Tanystylum cinctum</i> Child, 1992. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239821	sm_id_2312	WoRMS type localities		8	-2.22	-80.91		1966-05-08			WoRMS Editorial Board	Pacific Ocean		3	5		Tanystylum cinctum	Child, 1992	urn:lsid:marinespecies.org:taxname:239821		holotype		1966	c06e1b41-f820-48f9-bf46-6f3893372ecb	b74b429a-4052-4f5b-bff3-fe0b5a2e8669	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	3	-115257600000	-115257600000	-115257600000	1966	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Tanystylum	Tanystylum cinctum	2	1065	1274	1302	1358	379601	379608	1562	134577	239821	239821	Tanystylum cinctum	[]	-10	10	24.02	32.94	https://marineinfo.org/id/dataset/5184	2007-06-20 15:52:33	WoRMS Editorial Board:WoRMS type localities:sm_id_2312	present	http://www.marinespecies.org/aphia.php?p=specdetails&id=2312	cinctum	Biota	1.0
