basisOfRecord	catalogNumber	class	collectionCode	coordinateUncertaintyInMeters	datasetID	datasetName	day	decimalLatitude	decimalLongitude	eventDate	eventID	eventTime	family	fieldNumber	footprintSRS	genus	identifiedBy	kingdom	language	locality	maximumDepthInMeters	minimumDepthInMeters	modified	month	occurrenceID	occurrenceRemarks	occurrenceStatus	order	phylum	recordedBy	samplingProtocol	scientificName	scientificNameID	specificEpithet	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	superdomain	subphylum	suborder	superfamily	species	superdomainid	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	bibliographicCitation	institutionCode	references	scientificNameAuthorship	typeStatus
HumanObservation	25202	Pycnogonida	bio_dba	50.0	https://marineinfo.org/id/dataset/490	Bigood	1	35.0	-6.0	1984-06-01T00:00:00+00:00	Rock sledge_198461_DR/D-40_NA	00:00:00+00:00	Nymphonidae	DR/D-40	EPSG:4326	Nymphon	STOCK Jan	Animalia	en	Detroit de Gibraltar	362.0	362	2022-01-18 09:29:51	6	Ifremer_bio_dba_25202	holotype	present	Pantopoda	Arthropoda	BOUCHET Philippe	Rock sledge	Nymphon caldarium	urn:lsid:marinespecies.org:taxname:134683	caldarium	1984	00794720-2152-42bb-97cc-b668dd93e76d	b0a7add2-dd9e-4020-9ca4-5df048c8f6a2	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	362	454896000000	454896000000	454896000000	1984	False	False	True	False	Biota	Chelicerata	Eupantopodida	Nymphonoidea	Nymphon caldarium	1	2	1065	1274	1302	1358	379601	379609	1566	134591	134683	134683	Nymphon caldarium	['DEPTH_EXCEEDS_BATH', 'ON_LAND']	-82	-21152					
HumanObservation	25440	Pycnogonida	bio_dba	50.0	https://marineinfo.org/id/dataset/490	Bigood	1	35.0	-5.0	1984-06-01T00:00:00+00:00	Rock sledge_198461_DR/D-152_NA	00:00:00+00:00	Nymphonidae	DR/D-152	EPSG:4326	Nymphon	STOCK Jan	Animalia	en	Detroit de Gibraltar	534.0	534	2022-01-18 09:29:51	6	Ifremer_bio_dba_25440		present	Pantopoda	Arthropoda	BOUCHET Philippe	Rock sledge	Nymphon caldarium	urn:lsid:marinespecies.org:taxname:134683	caldarium	1984	b88e7e2b-252a-4ea6-b282-6d6969caa655	b0a7add2-dd9e-4020-9ca4-5df048c8f6a2	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	534	454896000000	454896000000	454896000000	1984	False	False	True	False	Biota	Chelicerata	Eupantopodida	Nymphonoidea	Nymphon caldarium	1	2	1065	1274	1302	1358	379601	379609	1566	134591	134683	134683	Nymphon caldarium	['DEPTH_EXCEEDS_BATH', 'ON_LAND']	-1042	-33051					
HumanObservation	25466	Pycnogonida	bio_dba	50.0	https://marineinfo.org/id/dataset/490	Bigood	1	35.0	-6.0	1984-06-01T00:00:00+00:00	Rock sledge_198461_DR/D-115_NA	00:00:00+00:00	Nymphonidae	DR/D-115	EPSG:4326	Nymphon	STOCK Jan	Animalia	en	Detroit de Gibraltar	332.0	332	2022-01-18 09:29:51	6	Ifremer_bio_dba_25466		present	Pantopoda	Arthropoda	BOUCHET Philippe	Rock sledge	Nymphon caldarium	urn:lsid:marinespecies.org:taxname:134683	caldarium	1984	ce5ce833-009a-4670-8ad2-6a872014e3d4	b0a7add2-dd9e-4020-9ca4-5df048c8f6a2	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	332	454896000000	454896000000	454896000000	1984	False	False	True	False	Biota	Chelicerata	Eupantopodida	Nymphonoidea	Nymphon caldarium	1	2	1065	1274	1302	1358	379601	379609	1566	134591	134683	134683	Nymphon caldarium	['DEPTH_EXCEEDS_BATH', 'ON_LAND']	-82	-21152					
HumanObservation	25217	Pycnogonida	bio_dba	50.0	https://marineinfo.org/id/dataset/490	Bigood	1	35.0	-5.0	1984-06-01T00:00:00+00:00	Rock sledge_198461_DR/D-153_NA	00:00:00+00:00	Nymphonidae	DR/D-153	EPSG:4326	Nymphon	STOCK Jan	Animalia	en	Detroit de Gibraltar	568.0	568	2022-01-18 09:29:51	6	Ifremer_bio_dba_25217		present	Pantopoda	Arthropoda	BOUCHET Philippe	Rock sledge	Nymphon caldarium	urn:lsid:marinespecies.org:taxname:134683	caldarium	1984	f1472a52-de9f-4ec3-a162-c6ecbe9b7373	b0a7add2-dd9e-4020-9ca4-5df048c8f6a2	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	568	454896000000	454896000000	454896000000	1984	False	False	True	False	Biota	Chelicerata	Eupantopodida	Nymphonoidea	Nymphon caldarium	1	2	1065	1274	1302	1358	379601	379609	1566	134591	134683	134683	Nymphon caldarium	['DEPTH_EXCEEDS_BATH', 'ON_LAND']	-1042	-33051					
PreservedSpecimen	sm_id_1038	Pycnogonida	WoRMS type localities		https://marineinfo.org/id/dataset/5184		2	36.83	-6.14	1984-06-02			Nymphonidae			Nymphon		Animalia		Strait of Gibraltar		362	2007-06-20 15:52:33	6	WoRMS Editorial Board:WoRMS type localities:sm_id_1038		present	Pantopoda	Arthropoda			Nymphon caldarium	urn:lsid:marinespecies.org:taxname:134683	caldarium	1984	f66621c6-85c2-4fb3-aac3-a899234ead05	b74b429a-4052-4f5b-bff3-fe0b5a2e8669	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	362	454982400000	454982400000	454982400000	1984	False	False	True	False	Biota	Chelicerata	Eupantopodida	Nymphonoidea	Nymphon caldarium	1	2	1065	1274	1302	1358	379601	379609	1566	134591	134683	134683	Nymphon caldarium	['DEPTH_EXCEEDS_BATH', 'ON_LAND']	-3	-18441	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Nymphon caldarium</i> Stock, 1987. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=134683	WoRMS Editorial Board	http://www.marinespecies.org/aphia.php?p=specdetails&id=1038	Stock, 1987	holotype
