associatedReferences	basisOfRecord	bibliographicCitation	catalogNumber	collectionCode	country	day	decimalLatitude	decimalLongitude	dynamicProperties	eventDate	identifiedBy	individualCount	institutionCode	locality	maximumDepthInMeters	minimumDepthInMeters	month	preparations	scientificName	scientificNameAuthorship	scientificNameID	sex	typeStatus	waterBody	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	lifeStage	datasetID	modified	occurrenceID	occurrenceStatus	references	specificEpithet	superdomain	superdomainid
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	81098.273784	Invertebrate Zoology: Crustacea	United States	22	39.9916687012	-70.5124969482	observedindividualcount=1;	1884-08-22T12:00:00Z	Hedgpeth, J. W.	1.0	USNM	S Of Nantucket Island To Cape Hatteras	783.0	783	8	Alcohol (Ethanol)	Megarhethus brevicheliferus	Hedgpeth	urn:lsid:marinespecies.org:taxname:379216	male	Paratype	North Atlantic Ocean	1884	2d0d5d4f-0c2a-4ae3-8f77-8ba36eeeb90f	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	783	-2693692800000	-2693692800000	-2693692800000	1884	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Megarhethus	Megarhethus brevicheliferus	2	1065	1274	1302	1358	379601	379608	1562	236271	240183	240183	Achelia brevichelifera	['DEPTH_EXCEEDS_BATH']	506	142039	15.82	33.94									
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	181099.137052	Invertebrate Zoology: Crustacea		27	39.4249992371	-70.5830001831	observedindividualcount=1;	1961-09-27T12:00:00Z	Child, C. Allan	1.0	USNM	North American Slope, Off New England	2500.0	2500	9	Alcohol (Ethanol)	Megarhethus brevicheliferus	(Hedgpeth)	urn:lsid:marinespecies.org:taxname:240183			North Atlantic Ocean	1961	45572bba-41ae-4eaf-8647-b4a553b5ef2b	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	2500	-260755200000	-260755200000	-260755200000	1961	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Megarhethus	Megarhethus brevicheliferus	2	1065	1274	1302	1358	379601	379608	1562	236271	240183	240183	Megarhethus brevicheliferus	[]	2545	203756	17.87	35.0	juvenile								
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	181098.137051	Invertebrate Zoology: Crustacea		21	39.4329986572	-70.5500030518	observedindividualcount=7;	1964-08-21T12:00:00Z	Child, C. Allan	7.0	USNM	North American Slope, off New England	2496.0	2496	8	Alcohol (Ethanol)	Megarhethus brevicheliferus	(Hedgpeth)	urn:lsid:marinespecies.org:taxname:240183	male; female;;		North Atlantic Ocean	1964	59dabcf3-cc96-40b0-9e08-8be97e97f115	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	2496	-169257600000	-169257600000	-169257600000	1964	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Megarhethus	Megarhethus brevicheliferus	2	1065	1274	1302	1358	379601	379608	1562	236271	240183	240183	Megarhethus brevicheliferus	[]	2552	203149	17.87	35.0	;; juvenile								
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	181097.137050	Invertebrate Zoology: Crustacea		21	39.8549995422	-70.9049987793	observedindividualcount=25;	1969-02-21T12:00:00Z	Child, C. Allan	25.0	USNM	North American Slope, Off New England	811.0	805	2	Alcohol (Ethanol)	Megarhethus brevicheliferus	(Hedgpeth)	urn:lsid:marinespecies.org:taxname:240183	male; female;;		North Atlantic Ocean	1969	622482fb-e1d6-46e7-b98a-d0d10262a3e7	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	808	-27129600000	-27129600000	-27129600000	1969	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Megarhethus	Megarhethus brevicheliferus	2	1065	1274	1302	1358	379601	379608	1562	236271	240183	240183	Megarhethus brevicheliferus	[]	885	154182	16.11	34.14	;; juvenile								
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	181995.137926	Invertebrate Zoology: Crustacea	United States	3	39.9016685486	-70.1783294678	observedindividualcount=1;	1973-12-03T12:00:00Z	Child, C. Allan	1.0	USNM	North American Slope	457.0	457	12	Alcohol (Ethanol)	Megarhethus brevicheliferus	(Hedgpeth)	urn:lsid:marinespecies.org:taxname:240183	male		North Atlantic Ocean	1973	7b255234-4668-45b6-ad33-432ad8403481	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	457	123724800000	123724800000	123724800000	1973	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Megarhethus	Megarhethus brevicheliferus	2	1065	1274	1302	1358	379601	379608	1562	236271	240183	240183	Megarhethus brevicheliferus	[]	582	148973	16.13	34.18									
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	81097.273783	Invertebrate Zoology: Crustacea	United States	14	39.9500007629	-69.2829971313	observedindividualcount=1;	1881-09-14T12:00:00Z	Hedgpeth, J. W.	1.0	USNM	S Of Nantucket Island To Cape Hatteras	750.0	750	9	Alcohol (Ethanol)	Megarhethus brevicheliferus	Hedgpeth	urn:lsid:marinespecies.org:taxname:379216	female	Holotype	North Atlantic Ocean	1881	af22f270-ad4d-4853-8202-5c62a1ffacd6	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	750	-2786400000000	-2786400000000	-2786400000000	1881	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Megarhethus	Megarhethus brevicheliferus	2	1065	1274	1302	1358	379601	379608	1562	236271	240183	240183	Achelia brevichelifera	['DEPTH_EXCEEDS_BATH']	383	155631	15.72	33.95									
	PreservedSpecimen	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Megarhethus brevicheliferus</i> (Hedgpeth, 1948). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240183	sm_id_1929	WoRMS type localities		14	39.95	-69.28		1881-09-14			WoRMS Editorial Board	Atlantic Ocean		750	9		Megarhethus brevicheliferus	(Hedgpeth, 1948)	urn:lsid:marinespecies.org:taxname:240183		holotype		1881	e2e4e03b-986e-40b9-97ad-2f070a7c923a	b74b429a-4052-4f5b-bff3-fe0b5a2e8669	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	750	-2786400000000	-2786400000000	-2786400000000	1881	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Megarhethus	Megarhethus brevicheliferus	2	1065	1274	1302	1358	379601	379608	1562	236271	240183	240183	Megarhethus brevicheliferus	['DEPTH_EXCEEDS_BATH']	390	155727	15.72	33.95		https://marineinfo.org/id/dataset/5184	2007-06-20 15:52:33	WoRMS Editorial Board:WoRMS type localities:sm_id_1929	present	http://www.marinespecies.org/aphia.php?p=specdetails&id=1929	brevicheliferus	Biota	1.0
