basisOfRecord	catalogNumber	collectionCode	decimalLatitude	decimalLongitude	institutionCode	scientificName	scientificNameID	id	dataset_id	node_id	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss
HumanObservation	37217	SOMBASE Pycnogonids	-35.4500007629	23.4899997711	BAS	Nymphon comes	urn:lsid:marinespecies.org:taxname:240022	c23520c5-cc83-4992-bddd-66e6a21ee58e	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon comes	2	1065	1274	1302	1358	379601	379609	1566	134591	240022	240022	Nymphon comes	['NO_DEPTH']	1798	149036	21.47	35.43
HumanObservation	37218	SOMBASE Pycnogonids	-35.4500007629	23.4899997711	BAS	Nymphon comes	urn:lsid:marinespecies.org:taxname:239733	e8469a7c-4d82-4bcb-9ece-15f8856c72ac	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon comes	2	1065	1274	1302	1358	379601	379609	1566	134591	240022	240022	Nymphon affinis	['NO_DEPTH']	1798	149036	21.47	35.43
