basisOfRecord	catalogNumber	class	collectionCode	countryCode	day	decimalLatitude	decimalLongitude	eventDate	family	fieldNumber	footprintWKT	genus	geodeticDatum	identifiedBy	individualCount	institutionCode	kingdom	license	locality	modified	month	occurrenceID	order	phylum	recordedBy	references	scientificName	scientificNameAuthorship	scientificNameID	specificEpithet	taxonRank	typeStatus	waterBody	year	id	dataset_id	node_id	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	subphylum	suborder	superfamily	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	bibliographicCitation	country	datasetID	maximumDepthInMeters	minimumDepthInMeters	occurrenceStatus	depth	superdomain	superdomainid
PreservedSpecimen	2007-4569	Pycnogonida	IU	SB	29	-8.52	160.628326	2001-09-29T02:00Z	Ammotheidae	SALOMON 1/CP1781	POINT  (160.628326 -8.52)	Cilunculus	WGS84	Bamber	1	MNHN	Animalia	CC_BY_4_0	NW Malaita	2015-06-19T21:23Z	9	439998152	Pantopoda	Arthropoda	Bouchet, Dayrat, Warén & Richer de Forges-IRD coll.	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2007-4569	Cilunculus mergus	Bamber, 2004	urn:lsid:marinespecies.org:taxname:239684	mergus	SPECIES	HOLOTYPE	Pacific Ocean	2001	0602f81e-abec-4433-b726-1f19ef5f89f6	0c9c73d0-7fa1-4c6d-b18b-9affde19eb60	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']	1001721600000.0	1001721600000.0	1001721600000.0	2001.0	False	False	True	False	Chelicerata	Eupantopodida	Ascorhynchoidea	Cilunculus mergus	2	1065	1274	1302	1358	379601	379608	1562	134572	239684	239684	Cilunculus mergus Bamber, 2004	['NO_DEPTH']	623	5957	29.47	34.42									
Occurrence	48292	Pycnogonida	NewCaledonia			-8.52000045776367	160.619995117188		Ammotheidae			Cilunculus				IRD-MNHN	Animalia		Salomon 1, CP1781	2013-06-11 14:46:43		urn:catalog:IRD-MNHN:NewCaledonia:48292:0x89D2E00001000300	Pantopoda	Arthropoda			Cilunculus mergus		urn:lsid:marinespecies.org:taxname:239684						ba87e893-54f2-4f07-bd78-054882dc96e6	e971710e-054e-43f2-b23c-c149d6c76cb4	['4bf79a01-65a9-4db6-b37b-18434f26ddfc', 'f92d5d7f-47a6-4605-9fd0-a8538dfde3fd']					False	False	True	False	Chelicerata	Eupantopodida	Ascorhynchoidea	Cilunculus mergus	2	1065	1274	1302	1358	379601	379608	1562	134572	239684	239684	Cilunculus mergus	['DEPTH_EXCEEDS_BATH']	752	6787	29.47	34.42	Crosnier A (2003).	Salomon	https://marineinfo.org/id/dataset/3128	1138.0	1036.0	present	1087.0	Biota	1.0
