associatedReferences	basisOfRecord	bibliographicCitation	catalogNumber	collectionCode	country	day	decimalLatitude	decimalLongitude	dynamicProperties	eventDate	identifiedBy	individualCount	institutionCode	locality	maximumDepthInMeters	minimumDepthInMeters	month	preparations	scientificName	scientificNameAuthorship	scientificNameID	sex	typeStatus	waterBody	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	lifeStage
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	234592.186349	Invertebrate Zoology: Crustacea	New Zealand	3	-49.6669998169	178.882995605	observedindividualcount=1;	1967-01-03T12:00:00Z	Bowman, Thomas E.	1.0	USNM	New Zealand Plateau, Near Antipodes Islands	103	86	1	Alcohol (Ethanol)	Austrodecus cestum	Child	urn:lsid:marinespecies.org:taxname:239703	male	Holotype	South Pacific Ocean	1967	2d749182-bd6e-4b61-9edf-c274ebeaa09b	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	94.5	-94521600000.0	-94521600000.0	-94521600000.0	1967.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Stiripasterida	Austrodecidae	Austrodecus	Austrodecus cestum	2	1065	1274	1302	1358	379600	22616	134579	239703	239703	Austrodecus cestum	[]	112	4803	7.77	34.19	
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	234594.186351	Invertebrate Zoology: Crustacea	New Zealand	22	-49.3170013428	171.600006104	observedindividualcount=5;	1965-02-22T12:00:00Z	Bowman, Thomas E.	5.0	USNM	New Zealand Plateau, E Of Auckland Island	207	165	2	Alcohol (Ethanol)	Austrodecus cestum	Child	urn:lsid:marinespecies.org:taxname:239703	male; female		South Pacific Ocean	1965	5096c46c-2d60-494d-80fd-19dad27c688e	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	186.0	-153273600000.0	-153273600000.0	-153273600000.0	1965.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Stiripasterida	Austrodecidae	Austrodecus	Austrodecus cestum	2	1065	1274	1302	1358	379600	22616	134579	239703	239703	Austrodecus cestum	[]	182	339475	9.07	34.34	
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	234595.186352	Invertebrate Zoology: Crustacea	New Zealand	26	-49.6669998169	178.867004395	observedindividualcount=2;	1968-02-26T12:00:00Z	Bowman, Thomas E.	2.0	USNM	New Zealand Plateau, Off Antipodes Islands	95	86	2	Alcohol (Ethanol)	Austrodecus cestum	Child	urn:lsid:marinespecies.org:taxname:239703	male; female		South Pacific Ocean	1968	8ce65b81-0859-4b3b-af71-4c74d39176f1	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	90.5	-58320000000.0	-58320000000.0	-58320000000.0	1968.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Stiripasterida	Austrodecidae	Austrodecus	Austrodecus cestum	2	1065	1274	1302	1358	379600	22616	134579	239703	239703	Austrodecus cestum	[]	132	3782	7.77	34.19	; juvenile
	HumanObservation		22289	SOMBASE Pycnogonids			-49.6665992737	178.866592407					BAS		95	86			Austrodecus cestum		urn:lsid:marinespecies.org:taxname:239703					c8f2164a-9857-4399-86af-f277dc4d764f	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	90.5					False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Stiripasterida	Austrodecidae	Austrodecus	Austrodecus cestum	2	1065	1274	1302	1358	379600	22616	134579	239703	239703	Austrodecus cestum	[]	211	3734	7.79	34.2	
	HumanObservation		22287	SOMBASE Pycnogonids			-49.6665992737	178.883300781					BAS		103	103			Austrodecus cestum		urn:lsid:marinespecies.org:taxname:239703					cf53f979-7ffe-4ff8-8d0a-39619dc73fd2	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	103.0					False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Stiripasterida	Austrodecidae	Austrodecus	Austrodecus cestum	2	1065	1274	1302	1358	379600	22616	134579	239703	239703	Austrodecus cestum	[]	157	4806	7.79	34.2	
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	234593.186350	Invertebrate Zoology: Crustacea	New Zealand	3	-49.6669998169	178.882995605	observedindividualcount=109;	1967-01-03T12:00:00Z	Bowman, Thomas E.	109.0	USNM	New Zealand Plateau, Near Antipodes Islands	103	86	1	Alcohol (Ethanol)	Austrodecus cestum	Child	urn:lsid:marinespecies.org:taxname:239703		Paratype	South Pacific Ocean	1967	ef147c9f-73ed-454f-b9b5-8d46bf552b14	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	94.5	-94521600000.0	-94521600000.0	-94521600000.0	1967.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Stiripasterida	Austrodecidae	Austrodecus	Austrodecus cestum	2	1065	1274	1302	1358	379600	22616	134579	239703	239703	Austrodecus cestum	[]	112	4803	7.77	34.19	
