associatedReferences	basisOfRecord	bibliographicCitation	catalogNumber	collectionCode	country	day	decimalLatitude	decimalLongitude	dynamicProperties	eventDate	identifiedBy	individualCount	institutionCode	locality	maximumDepthInMeters	minimumDepthInMeters	month	preparations	scientificName	scientificNameAuthorship	scientificNameID	sex	typeStatus	waterBody	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	datasetID	modified	occurrenceID	occurrenceStatus	references	specificEpithet	superdomain	superdomainid	lifeStage
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	233607.286734	Invertebrate Zoology: Crustacea	Antarctica	10	-72.0	172.466995239	observedindividualcount=1;	1968-01-10T12:00:00Z	Child, C. Allan	1.0	USNM	E Of Adare Peninsula	528	523	1	Alcohol (Ethanol)	Eurycyde antarctica	Child	urn:lsid:marinespecies.org:taxname:172982	female	Paratype	Antarctic Ocean	1968	188e59dd-0d50-4991-b563-c15c999548a1	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	525.5	-62380800000.0	-62380800000.0	-62380800000.0	1968.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ascorhynchidae	Eurycyde	Eurycyde antarctica	2	1065	1274	1302	1358	379601	379608	379788	134573	172982	172982	Eurycyde antarctica	[]	656	45050	-1.64	34.15									
	PreservedSpecimen	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Eurycyde antarctica</i> Child, 1987. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=172982	sm_id_1885	WoRMS type localities		10	-72.0	172.47		1968-01-10			WoRMS Editorial Board	Ross Sea	528	523	1		Eurycyde antarctica	Child, 1987	urn:lsid:marinespecies.org:taxname:172982		holotype		1968	63648054-d916-4964-8656-a7069a648675	b74b429a-4052-4f5b-bff3-fe0b5a2e8669	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	525.5	-62380800000.0	-62380800000.0	-62380800000.0	1968.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ascorhynchidae	Eurycyde	Eurycyde antarctica	2	1065	1274	1302	1358	379601	379608	379788	134573	172982	172982	Eurycyde antarctica	[]	656	45149	-1.64	34.15	https://marineinfo.org/id/dataset/5184	2007-06-20 15:52:33	WoRMS Editorial Board:WoRMS type localities:sm_id_1885	present	http://www.marinespecies.org/aphia.php?p=specdetails&id=1885	antarctica	Biota	1.0	
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	233606.286733	Invertebrate Zoology: Crustacea	Antarctica	10	-72.0	172.466995239	observedindividualcount=1;	1968-01-10T12:00:00Z	Child, C. Allan	1.0	USNM	E Of Adare Peninsula	528	523	1	Alcohol (Ethanol)	Eurycyde antarctica	Child	urn:lsid:marinespecies.org:taxname:172982	male	Holotype	Antarctic Ocean	1968	91cf2774-b86f-41be-a45b-429a094e7837	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	525.5	-62380800000.0	-62380800000.0	-62380800000.0	1968.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ascorhynchidae	Eurycyde	Eurycyde antarctica	2	1065	1274	1302	1358	379601	379608	379788	134573	172982	172982	Eurycyde antarctica	[]	656	45050	-1.64	34.15									
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	233608.286735	Invertebrate Zoology: Crustacea	Antarctica	14	-71.2829971313	171.550003052	observedindividualcount=2;	1967-01-14T12:00:00Z	Child, C. Allan	2.0	USNM	NE Of Cape Adare	714	659	1	Alcohol (Ethanol)	Eurycyde antarctica	Child	urn:lsid:marinespecies.org:taxname:172982	female;;	Paratype	Antarctic Ocean	1967	943ed89c-f802-4995-8ba6-1425b7ca2ec7	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	686.5	-93571200000.0	-93571200000.0	-93571200000.0	1967.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ascorhynchidae	Eurycyde	Eurycyde antarctica	2	1065	1274	1302	1358	379601	379608	379788	134573	172982	172982	Eurycyde antarctica	[]	1615	41886	-1.63	34.14									; juvenile
	HumanObservation		39646	SOMBASE Pycnogonids			-72.0	172.466598511					BAS		528	523			Eurycyde antarctica		urn:lsid:marinespecies.org:taxname:172982					cdd05f17-44ed-4a75-a9cd-1f81d4388f69	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	525.5					False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ascorhynchidae	Eurycyde	Eurycyde antarctica	2	1065	1274	1302	1358	379601	379608	379788	134573	172982	172982	Eurycyde antarctica	[]	654	45036	-1.64	34.15									
	HumanObservation		39647	SOMBASE Pycnogonids			-71.2833023071	171.550003052					BAS		714	659			Eurycyde antarctica		urn:lsid:marinespecies.org:taxname:172982					fb5d53ff-5208-487b-bd47-d908772bbb9b	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	686.5					False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ascorhynchidae	Eurycyde	Eurycyde antarctica	2	1065	1274	1302	1358	379601	379608	379788	134573	172982	172982	Eurycyde antarctica	[]	1615	41878	-1.63	34.14									
