associatedReferences	basisOfRecord	bibliographicCitation	catalogNumber	collectionCode	country	day	decimalLatitude	decimalLongitude	dynamicProperties	eventDate	identifiedBy	individualCount	institutionCode	locality	maximumDepthInMeters	minimumDepthInMeters	month	preparations	scientificName	scientificNameAuthorship	scientificNameID	sex	stateProvince	waterBody	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	lifeStage
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	195240.150502	Invertebrate Zoology: Crustacea	Japan	14	34.6183280945	138.979995728	observedindividualcount=2;	1969-07-14T12:00:00Z	Nakamura, K., Child, C. Allan	2.0	USNM	Honshu Island, Sagami Bay	140	138	7	Alcohol (Ethanol)	Nymphon ortmanni	Helfer	urn:lsid:marinespecies.org:taxname:240244	male	Shizuoka	North Pacific Ocean	1969	2037cc95-8f06-4cd5-8c4c-fb4e076e7051	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	139.0	-14774400000	-14774400000	-14774400000	1969	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon ortmanni	2	1065	1274	1302	1358	379601	379609	1566	134591	240244	240244	Nymphon ortmanni	[]	126	3441	20.53	34.06	
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	195242.150504	Invertebrate Zoology: Crustacea	Japan	3	34.8583297729	139.128326416	observedindividualcount=1;	1971-02-03T12:00:00Z	Nakamura, K., Child, C. Allan	1.0	USNM	Honshu Island, Sagami Bay	336	315	2	Alcohol (Ethanol)	Nymphon ortmanni	Helfer	urn:lsid:marinespecies.org:taxname:240244	male	Shizuoka	North Pacific Ocean	1971	9b932598-44b4-44aa-941d-ed9678de1925	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	325.5	34387200000	34387200000	34387200000	1971	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon ortmanni	2	1065	1274	1302	1358	379601	379609	1566	134591	240244	240244	Nymphon ortmanni	[]	515	1764	20.25	33.75	
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	195241.150503	Invertebrate Zoology: Crustacea	Japan	17	35.0149993896	139.143325806	observedindividualcount=505;	1969-07-17T12:00:00Z	Nakamura, K., Child, C. Allan	505.0	USNM	Honshu Island, Sagami Bay	113	113	7	Alcohol (Ethanol)	Nymphon ortmanni	Helfer	urn:lsid:marinespecies.org:taxname:240244	male; female;;	Shizuoka	North Pacific Ocean	1969	c44d5384-21ce-4966-baca-ced9bea34395	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	113.0	-14515200000	-14515200000	-14515200000	1969	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon ortmanni	2	1065	1274	1302	1358	379601	379609	1566	134591	240244	240244	Nymphon ortmanni	[]	123	3271	20.11	33.51	;; juvenile
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	195238.150500	Invertebrate Zoology: Crustacea	Japan	13	34.6766700745	138.718322754	observedindividualcount=12;	1969-07-13T12:00:00Z	Nakamura, K., Child, C. Allan	12.0	USNM	Honshu Island, Suruga Bay	210	165	7	Alcohol (Ethanol)	Nymphon ortmanni	Helfer	urn:lsid:marinespecies.org:taxname:240244	male; female;;	Shizuoka	North Pacific Ocean	1969	dab23058-65a1-4147-932e-bfdd1263fc9f	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	187.5	-14860800000	-14860800000	-14860800000	1969	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon ortmanni	2	1065	1274	1302	1358	379601	379609	1566	134591	240244	240244	Nymphon ortmanni	[]	153	2362	20.36	33.94	;; juvenile
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	195239.150501	Invertebrate Zoology: Crustacea	Japan	13	34.6633300781	138.759994507	observedindividualcount=2;	1969-07-13T12:00:00Z	Nakamura, K., Child, C. Allan	2.0	USNM	Honshu Island, Suruga Bay	85	75	7	Alcohol (Ethanol)	Nymphon ortmanni	Helfer	urn:lsid:marinespecies.org:taxname:240244		Shizuoka	North Pacific Ocean	1969	e927d5f1-6746-44ab-aace-46593d986da5	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	80.0	-14860800000	-14860800000	-14860800000	1969	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon ortmanni	2	1065	1274	1302	1358	379601	379609	1566	134591	240244	240244	Nymphon ortmanni	[]	67	1016	20.46	34.04	juvenile
