basisOfRecord	catalogNumber	collectionCode	decimalLatitude	decimalLongitude	institutionCode	maximumDepthInMeters	minimumDepthInMeters	scientificName	scientificNameID	id	dataset_id	node_id	depth	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	coordinateUncertaintyInMeters	countryCode	day	eventDate	eventID	fieldNumber	footprintWKT	geodeticDatum	identifiedBy	identifiedByID	institutionID	language	month	occurrenceID	occurrenceStatus	organismQuantity	organismQuantityType	preparations	samplingProtocol	scientificNameAuthorship	specificEpithet	taxonRank	type	verbatimEventDate	year	date_start	date_mid	date_end	date_year	superdomain	superdomainid	associatedReferences	bibliographicCitation	country	dynamicProperties	individualCount	locality	recordedBy	sex	waterBody
HumanObservation	22985	SOMBASE Pycnogonids	-73.3165969849	-174.883300781	BAS	2907.0	2897.0	Nymphon tenuimanum	urn:lsid:marinespecies.org:taxname:173515	42820df0-3797-4aba-a645-b725758a8709	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	2902.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon tenuimanum	2	1065	1274	1302	1358	379601	379609	1566	134591	173515	173515	Nymphon tenuimanum	[]	2961	480246	-1.68	34.0																																								
PreservedSpecimen	JR179_BIO8_EBS_3500B_Supra		-70.0175	-108.3161	BAS	3464.0	3464.0	Nymphon tenuimanum	urn:lsid:marinespecies.org:taxname:173515	550aa994-3875-4a1e-a8ca-3b6e17fc323b	5080b123-3bcf-4be9-85cd-39eb81940fb1	['dc6c6ea2-83f5-4b18-985a-9efff6320d69']	3464.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon tenuimanum	2	1065	1274	1302	1358	379601	379609	1566	134591	173515	173515	Nymphon tenuimanum	[]	3429	306870	-1.45	33.4	296	AQ	18	2008-03-18	JR179	JR179_BIO8_EBS_3500B	LINESTRING (-108.3187 -70.01998, -108.3134 -70.015)	EPSG:4326	Jamie Maxwell	https://orcid.org/0000-0001-5705-2811	https://ror.org/01rhff309	en	3	JR179_BIO8_EBS_3500B_Supra	Present	1	individuals	Whole animal in 96% ethanol	epibenthic sledge|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr179.pdf	Hodgson, 1915	tenuimanum	species	PhysicalObject	18/03/2008	2008	1205798400000.0	1205798400000.0	1205798400000.0	2008.0	Biota	1.0									
PreservedSpecimen	234676.286935	Invertebrate Zoology: Crustacea	-73.3170013428	-174.875	USNM			Nymphon tenuimanum	urn:lsid:marinespecies.org:taxname:173515	6c89522a-be1e-4a0b-8a8b-b015e32a3050	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']		False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon tenuimanum	2	1065	1274	1302	1358	379601	379609	1566	134591	173515	173515	Nymphon tenuimanum	['NO_DEPTH']	2960	480499	-1.68	34.0			9	1968-02-09T12:00:00Z					Child, C. Allan				2					Alcohol (Ethanol)		Hodgson					1968	-59788800000.0	-59788800000.0	-59788800000.0	1968.0			National Museum of Natural History, Smithsonian Institution	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	Antarctica	observedindividualcount=9;	9.0	Pennell Bank, East Of	University of Southern California	male; female	Antarctic Ocean
PreservedSpecimen	JR179_BIO8_EBS_3500A_Supra		-70.0415	-108.3417	BAS	3501.0	3501.0	Nymphon tenuimanum	urn:lsid:marinespecies.org:taxname:173515	7feeb10d-15ee-439c-b4d7-eb6913ff2415	5080b123-3bcf-4be9-85cd-39eb81940fb1	['dc6c6ea2-83f5-4b18-985a-9efff6320d69']	3501.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon tenuimanum	2	1065	1274	1302	1358	379601	379609	1566	134591	173515	173515	Nymphon tenuimanum	[]	3470	305168	-1.45	33.4	307	AQ	18	2008-03-18	JR179	JR179_BIO8_EBS_3500A	LINESTRING (-108.3444 -70.04413, -108.3389 -70.03896)	EPSG:4326	Jamie Maxwell	https://orcid.org/0000-0001-5705-2811	https://ror.org/01rhff309	en	3	JR179_BIO8_EBS_3500A_Supra	Present	1	individuals	Whole animal in 96% ethanol	epibenthic sledge|https://www.bodc.ac.uk/resources/inventories/cruise_inventory/reports/jr179.pdf	Hodgson, 1915	tenuimanum	species	PhysicalObject	18/03/2008	2008	1205798400000.0	1205798400000.0	1205798400000.0	2008.0	Biota	1.0									
PreservedSpecimen	234666.286926	Invertebrate Zoology: Crustacea	-73.3170013428	-174.882995605	USNM	2907.0	2897.0	Nymphon tenuimanum	urn:lsid:marinespecies.org:taxname:173515	8a70c843-71b7-443d-b4fa-cc70f83f1909	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	2902.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon tenuimanum	2	1065	1274	1302	1358	379601	379609	1566	134591	173515	173515	Nymphon tenuimanum	[]	2959	480248	-1.68	34.0			9	1968-02-09T12:00:00Z					Bowman, Thomas E.				2					Alcohol (Ethanol)		Hodgson					1968	-59788800000.0	-59788800000.0	-59788800000.0	1968.0			National Museum of Natural History, Smithsonian Institution	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	Antarctica	observedindividualcount=9;	9.0			male; female	Antarctic Ocean
