basisOfRecord	catalogNumber	collectionCode	decimalLatitude	decimalLongitude	institutionCode	maximumDepthInMeters	minimumDepthInMeters	scientificName	scientificNameID	id	dataset_id	node_id	depth	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	coordinatePrecision	day	eventDate	fieldNumber	identifiedBy	locality	month	occurrenceRemarks	recordedBy	year	date_start	date_mid	date_end	date_year
HumanObservation	33939	SOMBASE Pycnogonids	-46.7165985107	37.9500007629	BAS	775	0	Cilunculus kravcovi	urn:lsid:marinespecies.org:taxname:240162	029c88e7-06d4-4758-ab09-815c746bab44	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	387.5	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Cilunculus	Cilunculus kravcovi	2	1065	1274	1302	1358	379601	379608	1562	134572	240162	240162	Cilunculus kravcovi	['DEPTH_EXCEEDS_BATH']	176	5017	5.71	33.82														
HumanObservation	38069	SOMBASE Pycnogonids	-46.0666007996	51.3300018311	BAS	309	300	Cilunculus kravcovi	urn:lsid:marinespecies.org:taxname:240162	1ef0d9f0-b4e2-49d8-83d0-dd317aa544a5	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	304.5	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Cilunculus	Cilunculus kravcovi	2	1065	1274	1302	1358	379601	379608	1562	134572	240162	240162	Cilunculus kravcovi	[]	1766	41546	5.46	33.74														
HumanObservation	37865	SOMBASE Pycnogonids	-46.0433006287	49.4082984924	BAS	270	255	Cilunculus kravcovi	urn:lsid:marinespecies.org:taxname:240162	662fefd1-a88c-4250-a69b-6a953a78b99c	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	262.5	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Cilunculus	Cilunculus kravcovi	2	1065	1274	1302	1358	379601	379608	1562	134572	240162	240162	Cilunculus kravcovi	[]	229	58632	5.68	33.73														
HumanObservation	SAMC-MBR-000176	MBR	-47.0041007996	38.0180015564	SAMC	376	360	Cilunculus kravcovi	urn:lsid:marinespecies.org:taxname:240162	b502f066-3c1e-4c09-bd83-2f0d7a67ea56	4f46f9d8-dc63-4546-9dd5-075df3d25e4a	['14fc439c-707d-41d6-a3d4-b9d2696205fe']	368.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Cilunculus	Cilunculus kravcovi	2	1065	1274	1302	1358	379601	379608	1562	134572	240162	240162	Cilunculus krovcovi	[]	1232	12479	5.57	33.81	100.0	26	1987-08-26T12:00:00Z	MAD39 NA	Arnaud	Marion & Prince Edward Islands; 46 59.75' S 38 00.65' E	8	Gear:Bottom Trawl;Preparation:alch	UCT Marion Island Survey	1987	556934400000.0	556934400000.0	556934400000.0	1987.0
