basisOfRecord	catalogNumber	collectionCode	decimalLatitude	decimalLongitude	institutionCode	maximumDepthInMeters	minimumDepthInMeters	scientificName	scientificNameID	id	dataset_id	node_id	depth	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	subfamily	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	subfamilyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss
HumanObservation	38173	SOMBASE Pycnogonids	-47.2832984924	-59.9000015259	BAS	750	750	Colossendeis insolitus	urn:lsid:marinespecies.org:taxname:239974	1dda09cd-03a5-42e2-b42a-0ac403133acb	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	750	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Colossendeidoidea	Colossendeidae	Colossendeinae	Colossendeis	Colossendeis insolitus	2	1065	1274	1302	1358	379601	379607	22617	379613	134586	239974	239974	Colossendeis insolitus	[]	771	425002	7.66	34.05
HumanObservation	38181	SOMBASE Pycnogonids	-46.4500007629	-60.3166007996	BAS	145	145	Colossendeis insolitus	urn:lsid:marinespecies.org:taxname:239974	c1b7581d-dff8-4e8f-a9d5-c228a543a117	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	145	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Colossendeidoidea	Colossendeidae	Colossendeinae	Colossendeis	Colossendeis insolitus	2	1065	1274	1302	1358	379601	379607	22617	379613	134586	239974	239974	Colossendeis insolitus	[]	440	418523	8.47	34.07
