associatedReferences	basisOfRecord	bibliographicCitation	catalogNumber	collectionCode	country	day	decimalLatitude	decimalLongitude	dynamicProperties	eventDate	identifiedBy	individualCount	institutionCode	locality	maximumDepthInMeters	minimumDepthInMeters	month	preparations	scientificName	scientificNameAuthorship	scientificNameID	sex	stateProvince	typeStatus	waterBody	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	datasetID	modified	occurrenceID	occurrenceStatus	references	specificEpithet	superdomain	superdomainid	collectionID	continent	eventRemarks	eventTime	fieldNumber	georeferenceProtocol	higherClassification	institutionID	language	license	locationID	nomenclaturalCode	startDayOfYear	taxonRank	type	verbatimEventDate	verbatimLatitude	verbatimLongitude
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	234635.186376	Invertebrate Zoology: Crustacea	United States	30	34.6829986572	-123.133003235	observedindividualcount=2;	1989-10-30T12:00:00Z	Bowman, Thomas E.	2.0	USNM	W Of Point Arguelo	4100.0	4100	10	Alcohol (Ethanol)	Nymphon aculeatum	Child	urn:lsid:marinespecies.org:taxname:239602	male	California	Paratype	North Pacific Ocean	1989	40794622-76b0-4664-b9c0-441e155a84f0	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	4100	625708800000	625708800000	625708800000	1989	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon aculeatum	2	1065	1274	1302	1358	379601	379609	1566	134591	239602	239602	Nymphon aculeatum	[]	4114	199965	14.57	33.08																										
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	234634.186375	Invertebrate Zoology: Crustacea	United States	26	34.7999992371	-123.0	observedindividualcount=1;	1989-10-26T12:00:00Z	Bowman, Thomas E.	1.0	USNM	W Of Point Arguelo	4100.0	4100	10	Alcohol (Ethanol)	Nymphon aculeatum	Child	urn:lsid:marinespecies.org:taxname:239602	female	California	Paratype	North Pacific Ocean	1989	899c5e95-bae3-4463-aa2b-96b37af1751b	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	4100	625363200000	625363200000	625363200000	1989	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon aculeatum	2	1065	1274	1302	1358	379601	379609	1566	134591	239602	239602	Nymphon aculeatum	[]	4045	182691	14.42	33.09																										
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	234633.186374	Invertebrate Zoology: Crustacea	United States	26	34.7999992371	-123.0	observedindividualcount=1;	1989-10-26T12:00:00Z	Bowman, Thomas E.	1.0	USNM	W Of Point Arguelo	4100.0	4100	10	Alcohol (Ethanol)	Nymphon aculeatum	Child	urn:lsid:marinespecies.org:taxname:239602	male	California	Holotype	North Pacific Ocean	1989	954edf9f-0581-4a33-ad1e-13c5461d08a1	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	4100	625363200000	625363200000	625363200000	1989	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon aculeatum	2	1065	1274	1302	1358	379601	379609	1566	134591	239602	239602	Nymphon aculeatum	[]	4045	182691	14.42	33.09																										
	PreservedSpecimen	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Nymphon aculeatum</i> Child, 1994. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239602	sm_id_1936	WoRMS type localities		26	34.8	-123.0		1989-10-26			WoRMS Editorial Board	Pacific Ocean		4100	10		Nymphon aculeatum	Child, 1994	urn:lsid:marinespecies.org:taxname:239602			holotype		1989	a42e0c78-8eb5-4f92-ab33-751e4d641b30	b74b429a-4052-4f5b-bff3-fe0b5a2e8669	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	4100	625363200000	625363200000	625363200000	1989	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon aculeatum	2	1065	1274	1302	1358	379601	379609	1566	134591	239602	239602	Nymphon aculeatum	[]	4045	182691	14.42	33.09	https://marineinfo.org/id/dataset/5184	2007-06-20 15:52:33	WoRMS Editorial Board:WoRMS type localities:sm_id_1936	present	http://www.marinespecies.org/aphia.php?p=specdetails&id=1936	aculeatum	Biota	1.0																		
	PreservedSpecimen		237242	IZ		2	37.6656833333	-123.51565		2004-10-02			CAS	North Pacific Ocean, Northeast Pacific Ocean, W of the Gulf of the Farallones		2897	10	Fluid-75% EtOH(1)	Nymphon aculeatum	Child, 1994						2004	a8125c5a-7001-4e76-a3c6-cc02100d7e40	aa16d305-d413-4c4a-90be-b1ec3298d58d	['b7c47783-a020-4173-b390-7b57c4fa1426']	2897	1096675200000	1096675200000	1096675200000	2004	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon aculeatum	2	1065	1274	1302	1358	379601	379609	1566	134591	239602	239602	Nymphon aculeatum	[]	2920	37726	12.72	32.97		2023-07-24 09:16:30	urn:catalog:CAS:IZ:237242			aculeatum	Biota	1.0	https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470	North America	SAIC, ENSR, & GANDA. 2005. San Francisco Deep Ocean Dredged Material Disposal Site (SF-DODS) Monitoring Program. Physical, Chemical, and Benthic Community Monitoring September-October 2004. Final Report. Submitted to Department of the Army, San Francisco District, Corps of Engineers, San Francisco, CA. Submitted by Science Applications International Corporation, Bothell, WA, in association with ENSR Marine & Coastal Center, Woods Hole, MA, on behalf of Garcia and Associates, San Anselmo, CA. July 27, 2005.SF-DODS is the acronym for San Francisco Deep Ocean Disposal Site.	0314	084766	GPS	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Eupantopodida, Nymphonoidea, Nymphonidae	http://grscicoll.org/institution/california-academy-sciences	en	https://creativecommons.org/publicdomain/zero/1.0/	06d6b5c5-2598-11ed-aace-005056be1b7a	ICZN	276	species	Physical Object	02 Oct 2004	37° 39.941' N	123° 30.939' W
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	234636.186377	Invertebrate Zoology: Crustacea	United States	18	34.733001709	-123.182998657	observedindividualcount=3;	1990-02-18T12:00:00Z	Bowman, Thomas E.	3.0	USNM	W Of Point Arguelo	4100.0	4100	2	Alcohol (Ethanol)	Nymphon aculeatum	Child	urn:lsid:marinespecies.org:taxname:239602	male; female	California	Paratype	North Pacific Ocean	1990	b6299bd3-dcb5-4370-be7d-4a687174b994	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	4100	635299200000	635299200000	635299200000	1990	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon aculeatum	2	1065	1274	1302	1358	379601	379609	1566	134591	239602	239602	Nymphon aculeatum	[]	4109	200819	14.57	33.07																										
