associatedReferences	basisOfRecord	bibliographicCitation	catalogNumber	collectionCode	day	decimalLatitude	decimalLongitude	dynamicProperties	eventDate	identifiedBy	individualCount	institutionCode	lifeStage	locality	maximumDepthInMeters	minimumDepthInMeters	month	preparations	scientificName	scientificNameAuthorship	scientificNameID	sex	typeStatus	waterBody	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	datasetID	modified	occurrenceID	occurrenceStatus	superdomain	superdomainid
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	181002.136953	Invertebrate Zoology: Crustacea	4	39.6416702271	-70.6083297729	observedindividualcount=3;	1966-05-04T12:00:00Z	Child, C. Allan	3.0	USNM	; juvenile	North American Basin	2178.0	2178	5	Alcohol (Ethanol)	Heteronymphon ponsitor	Child	urn:lsid:marinespecies.org:taxname:134680	female;;	Paratype	North Atlantic Ocean	1966	08a67166-1547-4358-b83c-014e664b91d2	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	2178	-115603200000	-115603200000	-115603200000	1966	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Heteronymphon	Heteronymphon ponsitor	2	1065	1274	1302	1358	379601	379609	1566	134590	134680	134680	Heteronymphon ponsitor	[]	2203	179566	17.27	34.73						
	HumanObservation	Turpaeva, E.P.; Raiskiy, A.K. (2014). Deep-sea fauna of European seas: An annotated species check-list of benthic invertebrates living deeper than 2000 m in the seas bordering Europe. Pycnogonida. Inv. Zool. 11(1): 240-247	Deepsea_Pycnogonida_8962	Deep-sea Fauna of European Seas: Pycnogonida		39.63	-67.95		1965/1965			P.P.Shirshov Institute of Oceanology, Russian Academy of Sciences		“Chain”,St. 76(HH)		2862			Heteronymphon ponsitor	Child, 1982	urn:lsid:marinespecies.org:taxname:134680				1965	63918e98-2338-4ed8-8bee-4db08171943d	7f4428a6-f463-45d7-b603-43982b0b089a	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	2862	-157766400000	-142041600000	-126316800000	1965	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Heteronymphon	Heteronymphon ponsitor	2	1065	1274	1302	1358	379601	379609	1566	134590	134680	134680	Heteronymphon ponsitor	[]	2947	248291	18.52	35.3	https://marineinfo.org/id/dataset/5146	2016-03-24 10:26:12	Deepsea_Pycnogonida_8962	present	Biota	1.0
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	181003.136954	Invertebrate Zoology: Crustacea	29	39.6383285522	-67.9633331299	observedindividualcount=2;	1965-06-29T12:00:00Z	Child, C. Allan	2.0	USNM		North American Basin	2862.0	2862	6	Alcohol (Ethanol)	Heteronymphon ponsitor	Child	urn:lsid:marinespecies.org:taxname:134680	male; female	Paratype	North Atlantic Ocean	1965	816dae7f-58b5-44a8-84b4-634231be8241	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	2862	-142300800000	-142300800000	-142300800000	1965	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Heteronymphon	Heteronymphon ponsitor	2	1065	1274	1302	1358	379601	379609	1566	134590	134680	134680	Heteronymphon ponsitor	[]	2929	246836	18.52	35.3						
	HumanObservation	Turpaeva, E.P.; Raiskiy, A.K. (2014). Deep-sea fauna of European seas: An annotated species check-list of benthic invertebrates living deeper than 2000 m in the seas bordering Europe. Pycnogonida. Inv. Zool. 11(1): 240-247	Deepsea_Pycnogonida_8963	Deep-sea Fauna of European Seas: Pycnogonida		39.71	-70.61		1966/1966			P.P.Shirshov Institute of Oceanology, Russian Academy of Sciences		“Chain”,St. 103G		2022			Heteronymphon ponsitor	Child, 1982	urn:lsid:marinespecies.org:taxname:134680				1966	d1d36c4f-7f0a-4b15-85e8-14c934e5bdb1	7f4428a6-f463-45d7-b603-43982b0b089a	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	2022	-126230400000	-110505600000	-94780800000	1966	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Heteronymphon	Heteronymphon ponsitor	2	1065	1274	1302	1358	379601	379609	1566	134590	134680	134680	Heteronymphon ponsitor	[]	1968	171988	16.99	34.68	https://marineinfo.org/id/dataset/5146	2016-03-24 10:26:12	Deepsea_Pycnogonida_8963	present	Biota	1.0
	HumanObservation	Turpaeva, E.P.; Raiskiy, A.K. (2014). Deep-sea fauna of European seas: An annotated species check-list of benthic invertebrates living deeper than 2000 m in the seas bordering Europe. Pycnogonida. Inv. Zool. 11(1): 240-247	Deepsea_Pycnogonida_8961	Deep-sea Fauna of European Seas: Pycnogonida		39.63	-70.6		1966/1966			P.P.Shirshov Institute of Oceanology, Russian Academy of Sciences		“Atlantis II”, St. 131		2178			Heteronymphon ponsitor	Child, 1982	urn:lsid:marinespecies.org:taxname:134680				1966	d48bd3e7-411b-4f39-9889-073545f5d04b	7f4428a6-f463-45d7-b603-43982b0b089a	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	2178	-126230400000	-110505600000	-94780800000	1966	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Heteronymphon	Heteronymphon ponsitor	2	1065	1274	1302	1358	379601	379609	1566	134590	134680	134680	Heteronymphon ponsitor	[]	2207	180924	17.27	34.73	https://marineinfo.org/id/dataset/5146	2016-03-24 10:26:12	Deepsea_Pycnogonida_8961	present	Biota	1.0
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	181001.136952	Invertebrate Zoology: Crustacea	4	39.7266693115	-70.6233291626	observedindividualcount=2;	1966-05-04T12:00:00Z	Child, C. Allan	2.0	USNM		North American Basin	2022.0	2022	5	Alcohol (Ethanol)	Heteronymphon ponsitor	Child	urn:lsid:marinespecies.org:taxname:134680	male	Paratype	North Atlantic Ocean	1966	f82d5ba5-76b8-4766-a16e-60023e4874a4	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	2022	-115603200000	-115603200000	-115603200000	1966	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Heteronymphon	Heteronymphon ponsitor	2	1065	1274	1302	1358	379601	379609	1566	134590	134680	134680	Heteronymphon ponsitor	[]	1937	170037	16.99	34.68						
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	181000.136951	Invertebrate Zoology: Crustacea	4	39.7266693115	-70.6233291626	observedindividualcount=1;	1966-05-04T12:00:00Z	Child, C. Allan	1.0	USNM		North American Basin	2022.0	2022	5	Alcohol (Ethanol)	Heteronymphon ponsitor	Child	urn:lsid:marinespecies.org:taxname:134680	male	Holotype	North Atlantic Ocean	1966	fc28cf55-f763-40d4-b2a4-38531af3a3b1	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	2022	-115603200000	-115603200000	-115603200000	1966	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Heteronymphon	Heteronymphon ponsitor	2	1065	1274	1302	1358	379601	379609	1566	134590	134680	134680	Heteronymphon ponsitor	[]	1937	170037	16.99	34.68						
