basisOfRecord	catalogNumber	collectionCode	decimalLatitude	decimalLongitude	institutionCode	maximumDepthInMeters	minimumDepthInMeters	scientificName	scientificNameID	id	dataset_id	node_id	depth	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	coordinateUncertaintyInMeters	datasetName	day	eventDate	eventID	fieldNumber	footprintWKT	geodeticDatum	individualCount	language	locality	modified	month	occurrenceID	occurrenceRemarks	occurrenceStatus	samplingProtocol	scientificNameAuthorship	specificEpithet	startDayOfYear	waterBody	year	date_start	date_mid	date_end	date_year	bibliographicCitation	country	informationWithheld
HumanObservation	34614	SOMBASE Pycnogonids	-60.6833000183	-45.6166992188	BAS	36.0	24.0	Nymphon orcadense	urn:lsid:marinespecies.org:taxname:173474	80b10afe-f6f2-4a49-81f9-73f419b5226a	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	30.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon orcadense	2	1065	1274	1302	1358	379601	379609	1566	134591	173474	173474	Nymphon orcadense	['ON_LAND']	23	-338	-0.96	33.79																													
HumanObservation	34349	SOMBASE Pycnogonids	-60.75	-44.6500015259	BAS	25.0	25.0	Nymphon orcadense	urn:lsid:marinespecies.org:taxname:173474	a5204ecd-4d9c-4253-94b3-60e04e462b57	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	25.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon orcadense	2	1065	1274	1302	1358	379601	379609	1566	134591	173474	173474	Nymphon orcadense	[]	8	43	-0.99	33.79																													
HumanObservation	34613	SOMBASE Pycnogonids	-60.7167015076	-45.5833015442	BAS	27.0	18.0	Nymphon orcadense	urn:lsid:marinespecies.org:taxname:173474	ad66a164-27ab-482e-b4ba-ee634cbdcc44	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	22.5	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon orcadense	2	1065	1274	1302	1358	379601	379609	1566	134591	173474	173474	Nymphon orcadense	[]	33	271	-0.97	33.79																													
HumanObservation	Stn 163 Nymphon orcadense	Discovery Reports	-60.7057	-45.6	NIWA	27.0	18.0	Nymphon orcadense	urn:lsid:marinespecies.org:taxname:173474	af1280b6-5e78-4888-9b8b-1a376d4318d2	364e5a12-8028-4329-be50-fc548c2d6ce4	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']	22.5	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon orcadense	2	1065	1274	1302	1358	379601	379609	1566	134591	173474	173474	Nymphon orcadense	[]	8	61	-0.96	33.79	1000	Discovery Expedition Biological Reports	17	1927-02-17	56	Stn 163	POINT (-45.6 -60.7057)	WGS84	18	en	Paul Harbour, Signy Island, South Orkneys	2019-03-15	2	5382	Small beam trawl. Beam 2.45m in length, 12.5mm mesh	present	Small beam trawl. Beam 2.45m in length, 12.5mm mesh	(Hodgson, 1908)	orcadense	48	Southern Ocean	1927	-1352937600000.0	-1352937600000.0	-1352937600000.0	1927.0			
HumanObservation	BLOCK-2772	BLOCK	-60.7167	-45.6333	AADC			Nymphon orcadense	http://www.marinespecies.org/aphia.php?p=taxdetails&id=173474	b61fc2ef-eea3-41e0-b926-36b8761e91ca	ed62786d-6530-43ad-8dd3-a63527bc5d43	['2a57cd59-6799-4579-955e-27c9af97aea4']		False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon orcadense	2	1065	1274	1302	1358	379601	379609	1566	134591	173474	173474	Nymphon oracadense	['NO_DEPTH', 'ON_LAND']	3	-1362	-0.96	33.79	1000.00000000		3	1905-06-03 00:00:00+00							Bare Rock at Borge Bay-Signy Island-South Orkney Islands	2001-08-28 12:15:12	6	urn:catalog:AADC:BLOCK:BLOCK-2772		present			oracadense		Antarctica	1905	-2038003200000.0	-2038003200000.0	-2038003200000.0	1905.0	see http://data.aad.gov.au/metadata/records/block_invertebrates	Antarctica	collector identities withheld
HumanObservation	34802	SOMBASE Pycnogonids	-67.7666015625	67.0500030518	BAS	163.0	163.0	Nymphon orcadense	urn:lsid:marinespecies.org:taxname:173474	dab00a74-3949-43ac-a694-73b743298c66	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	163.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon orcadense	2	1065	1274	1302	1358	379601	379609	1566	134591	173474	173474	Nymphon orcadense	['DEPTH_EXCEEDS_BATH', 'ON_LAND']	74	-514	-1.59	33.97																													
HumanObservation	Stn 164 Nymphon orcadense	Discovery Reports	-60.672	-45.6	NIWA	36.0	24.0	Nymphon orcadense	urn:lsid:marinespecies.org:taxname:173474	f0d4dd82-aa29-48dc-a6a7-35d60e966428	364e5a12-8028-4329-be50-fc548c2d6ce4	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']	30.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon orcadense	2	1065	1274	1302	1358	379601	379609	1566	134591	173474	173474	Nymphon orcadense	[]	188	625	-0.96	33.79	1000	Discovery Expedition Biological Reports	18	1927-02-18	60	Stn 164	POINT (-45.6 -60.672)	WGS84		en	Normanna Strait, Coronation Island, South Orkneys	2019-03-15	2	5383	Small beam trawl. Beam 2.45m in length, 12.5mm mesh	present	Small beam trawl. Beam 2.45m in length, 12.5mm mesh	(Hodgson, 1908)	orcadense	49	Southern Ocean	1927	-1352851200000.0	-1352851200000.0	-1352851200000.0	1927.0			
