associatedReferences	basisOfRecord	bibliographicCitation	catalogNumber	collectionCode	country	day	decimalLatitude	decimalLongitude	dynamicProperties	eventDate	identifiedBy	individualCount	institutionCode	locality	maximumDepthInMeters	minimumDepthInMeters	month	preparations	scientificName	scientificNameAuthorship	scientificNameID	sex	typeStatus	waterBody	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	234503.186259	Invertebrate Zoology: Crustacea	Japan	25	38.7599983215	143.191665649	observedindividualcount=1;	1981-07-25T12:00:00Z	Bowman, Thomas E.	1.0	USNM	Honshu Island, Sanriku-Oki	1970	1950	7	Alcohol (Ethanol)	Nymphon simulatum	Nakamura & Child	urn:lsid:marinespecies.org:taxname:239819	female	Paratype	North Pacific Ocean	1981	52c0a737-9cd0-40ee-87a5-fb047dd4c994	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	1960	364867200000	364867200000	364867200000	1981	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon simulatum	2	1065	1274	1302	1358	379601	379609	1566	134591	239819	239819	Nymphon simulatum	[]	1927	116208	15.93	33.8
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	234502.186258	Invertebrate Zoology: Crustacea	Japan	25	38.7599983215	143.191665649	observedindividualcount=1;	1981-07-25T12:00:00Z	Bowman, Thomas E.	1.0	USNM	Honshu Island, Sanriku-Oki	1970	1950	7	Alcohol (Ethanol)	Nymphon simulatum	Nakamura & Child	urn:lsid:marinespecies.org:taxname:239819	male	Holotype	North Pacific Ocean	1981	659e5e73-e96b-4620-9e2d-4de33d5308d1	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	1960	364867200000	364867200000	364867200000	1981	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon simulatum	2	1065	1274	1302	1358	379601	379609	1566	134591	239819	239819	Nymphon simulatum	[]	1927	116208	15.93	33.8
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	234504.186260	Invertebrate Zoology: Crustacea	Japan	10	40.3733291626	143.399993896	observedindividualcount=2;	1981-07-10T12:00:00Z	Bowman, Thomas E.	2.0	USNM	Honshu Island, Sanriku-Oki	2000	1970	7	Alcohol (Ethanol)	Nymphon simulatum	Nakamura & Child	urn:lsid:marinespecies.org:taxname:239819	female	Paratype	North Pacific Ocean	1981	66516195-14e6-4c0f-a01f-79cce2d0313c	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	1985	363571200000	363571200000	363571200000	1981	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon simulatum	2	1065	1274	1302	1358	379601	379609	1566	134591	239819	239819	Nymphon simulatum	[]	2001	126545	12.58	33.38
