associatedReferences	basisOfRecord	bibliographicCitation	catalogNumber	collectionCode	country	decimalLatitude	decimalLongitude	dynamicProperties	eventDate	identifiedBy	individualCount	institutionCode	locality	month	preparations	recordedBy	scientificName	scientificNameAuthorship	scientificNameID	sex	waterBody	year	id	dataset_id	node_id	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	day	maximumDepthInMeters	minimumDepthInMeters	typeStatus	depth	occurrenceID	occurrenceStatus	ownerInstitutionCode	references	superdomain	superdomainid	lifeStage
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	234423.186173	Invertebrate Zoology: Crustacea	Seychelles	-9.38300037384	46.2000007629	observedindividualcount=1;	1983-04-30T12:00:00Z	Bowman, Thomas E.	1.0	USNM	Aldabra Atoll, Picard Island, Reef Crest Fronting Lab	4	Alcohol (Ethanol)	B. Kensley	Cheilopallene hirta	Child	urn:lsid:marinespecies.org:taxname:239854	female	Indian Ocean	1983	020d3df6-c274-42fe-9650-4b97ca5007a5	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	420508800000.0	420508800000.0	420508800000.0	1983.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Callipallenidae	Cheilopallene	Cheilopallene hirta	2	1065	1274	1302	1358	379601	379609	1564	173055	239854	239854	Cheilopallene hirta	['NO_DEPTH']	323	633	27.13	35.08												
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	234252.185993	Invertebrate Zoology: Crustacea	Seychelles	-9.35000038147	46.4329986572	observedindividualcount=1;	1987-04-12T12:00:00Z	Bowman, Thomas E.	1.0	USNM	Aldabra Atoll, Malabar Island, Passe Houareau, Channel Edge	4	Alcohol (Ethanol)	B. Kensley	Cheilopallene hirta	Child	urn:lsid:marinespecies.org:taxname:239854	female	Indian Ocean	1987	43903df7-b2da-41e9-a394-5f04a0d93372	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	545184000000.0	545184000000.0	545184000000.0	1987.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Callipallenidae	Cheilopallene	Cheilopallene hirta	2	1065	1274	1302	1358	379601	379609	1564	173055	239854	239854	Cheilopallene hirta	[]	14	2557	27.11	35.08	12	0.15	0.15	Paratype	0.15							
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	234422.186172	Invertebrate Zoology: Crustacea	Seychelles	-9.38300037384	46.2000007629	observedindividualcount=1;	1983-04-30T12:00:00Z	Bowman, Thomas E.	1.0	USNM	Aldabra Atoll, Picard Island, Reef Crest Fronting Lab	4	Alcohol (Ethanol)	B. Kensley	Cheilopallene hirta	Child	urn:lsid:marinespecies.org:taxname:239854	female	Indian Ocean	1983	5bae2de4-2a5e-4f14-86c7-b3fb7e3bff65	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	420508800000.0	420508800000.0	420508800000.0	1983.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Callipallenidae	Cheilopallene	Cheilopallene hirta	2	1065	1274	1302	1358	379601	379609	1564	173055	239854	239854	Cheilopallene hirta	['NO_DEPTH']	323	633	27.13	35.08												
	HumanObservation		122652			-9.4	46.5		1988			CMLRE	Aldabra Islands				Cheilopallene hirta		urn:lsid:marinespecies.org:taxname:239854				7b2688e1-9f7c-4827-a4d9-baa01766bb5d	248d4349-7c65-4291-b849-57127a20aec8	['1a3b0f1a-4474-4d73-9ee1-d28f92a83996']	567993600000.0	583718400000.0	599529600000.0	1988.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Callipallenidae	Cheilopallene	Cheilopallene hirta	2	1065	1274	1302	1358	379601	379609	1564	173055	239854	239854	Cheilopallene hirta	['NO_DEPTH', 'ON_LAND']	-6	-1275	27.11	35.08						11512	present	NIO	This dataset was transferred from National Institute of Oceanography (NIO) by Dr. Mohideen Wafar			
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	234251.185992	Invertebrate Zoology: Crustacea	Seychelles	-9.35000038147	46.4329986572	observedindividualcount=1;	1987-04-12T12:00:00Z	Bowman, Thomas E.	1.0	USNM	Aldabra Atoll, Malabar Island, Passe Houareau, Channel Edge	4	Alcohol (Ethanol)	B. Kensley	Cheilopallene hirta	Child	urn:lsid:marinespecies.org:taxname:239854	male	Indian Ocean	1987	a8b8ceb4-3095-40e9-b614-903726b8750a	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	545184000000.0	545184000000.0	545184000000.0	1987.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Callipallenidae	Cheilopallene	Cheilopallene hirta	2	1065	1274	1302	1358	379601	379609	1564	173055	239854	239854	Cheilopallene hirta	[]	14	2557	27.11	35.08	12	0.15	0.15	Holotype	0.15							
	HumanObservation		122652			-9.39999961853	46.5						Aldabra Islands				Cheilopallene hirta		urn:lsid:marinespecies.org:taxname:239854				af0523d5-acc8-4216-8c63-a3b278c9b97f	d0d2a510-ba24-487b-80ca-afc86922cb1c	['310922b4-9d0c-4de1-92d7-9b442d34765b']					False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Callipallenidae	Cheilopallene	Cheilopallene hirta	2	1065	1274	1302	1358	379601	379609	1564	173055	239854	239854	Cheilopallene hirta	['NO_DEPTH', 'ON_LAND']	-5	-1275	27.11	35.08				Accepted						Biota	1.0	
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	234425.186175	Invertebrate Zoology: Crustacea	Seychelles	-9.35000038147	46.3330001831	observedindividualcount=1;	1985-03-20T12:00:00Z	Bowman, Thomas E.	1.0	USNM	Aldabra Atoll, Ile Malabar, Middle Camp, E Channel, Reef Flat Net To Posse Houareau	3	Alcohol (Ethanol)	B. Kensley	Cheilopallene hirta	Child	urn:lsid:marinespecies.org:taxname:239854	male	Indian Ocean	1985	bec1551a-3fe7-4016-83de-ed841bad63ea	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	480124800000.0	480124800000.0	480124800000.0	1985.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Callipallenidae	Cheilopallene	Cheilopallene hirta	2	1065	1274	1302	1358	379601	379609	1564	173055	239854	239854	Cheilopallene hirta	[]	36	2072	27.12	35.08	20	0.3	0.3		0.3							
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	234421.186171	Invertebrate Zoology: Crustacea	Seychelles	-9.38300037384	-46.2000007629	observedindividualcount=1;	1983-04-11T12:00:00Z	Bowman, Thomas E.	1.0	USNM	Aldabra Atoll, Picard Island, Outer Reef Slope, Fronting Lab	4	Alcohol (Ethanol)	B. Kensley	Cheilopallene hirta	Child	urn:lsid:marinespecies.org:taxname:239854		Indian Ocean	1983	d1278396-dec0-4951-ab3a-4053302e06d4	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	418867200000.0	418867200000.0	418867200000.0	1983.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Callipallenidae	Cheilopallene	Cheilopallene hirta	2	1065	1274	1302	1358	379601	379609	1564	173055	239854	239854	Cheilopallene hirta	['DEPTH_EXCEEDS_BATH', 'ON_LAND']	-430	-683873			11	21.0	21.0		21.0							juvenile
