associatedReferences	basisOfRecord	bibliographicCitation	catalogNumber	collectionCode	country	day	decimalLatitude	decimalLongitude	dynamicProperties	eventDate	identifiedBy	individualCount	institutionCode	locality	maximumDepthInMeters	minimumDepthInMeters	month	preparations	recordedBy	scientificName	scientificNameAuthorship	scientificNameID	sex	typeStatus	waterBody	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	lifeStage
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	184556.140486	Invertebrate Zoology: Crustacea	Japan	10	34.65832901	138.944442749	observedindividualcount=5;	1970-07-10T12:00:00Z	Nakamura, K., Child, C. Allan	5.0	USNM	Honshu Island, Ise, Sagami Bay, Nabeta Bay	15	7	7	Alcohol (Ethanol)	K. Nakamura	Ascorhynchus utinomii	Nakamura & Child	urn:lsid:marinespecies.org:taxname:240283	male; female	Paratype	North Pacific Ocean	1970	53b2bc0c-8c98-4c3b-9844-e159c58470d3	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	11	16416000000	16416000000	16416000000	1970	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ascorhynchidae	Ascorhynchus	Ascorhynchus utinomii	2	1065	1274	1302	1358	379601	379608	379788	134571	240283	240283	Ascorhynchus utinomii	[]	24	434	20.53	34.06	
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	184557.140487	Invertebrate Zoology: Crustacea	Japan	13	34.65832901	138.944442749	observedindividualcount=7;	1980-06-13T12:00:00Z	Nakamura, K., Child, C. Allan	7.0	USNM	Honshu Island, Ise, Sagami Bay, Nabeta Bay	7	5	6	Alcohol (Ethanol)	K. Nakamura	Ascorhynchus utinomii	Nakamura & Child	urn:lsid:marinespecies.org:taxname:240283	male; female	Paratype	North Pacific Ocean	1980	56bc97ec-a40f-4e6b-b7b6-63c351599b53	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	6	329702400000	329702400000	329702400000	1980	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ascorhynchidae	Ascorhynchus	Ascorhynchus utinomii	2	1065	1274	1302	1358	379601	379608	379788	134571	240283	240283	Ascorhynchus utinomii	[]	24	434	20.53	34.06	
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	184555.140485	Invertebrate Zoology: Crustacea	Japan	10	34.65832901	138.944442749	observedindividualcount=1;	1970-07-10T12:00:00Z	Nakamura, K., Child, C. Allan	1.0	USNM	Honshu Island, Ise, Sagami Bay, Nabeta Bay	15	7	7	Alcohol (Ethanol)	K. Nakamura	Ascorhynchus utinomii	Nakamura & Child	urn:lsid:marinespecies.org:taxname:240283	male	Holotype	North Pacific Ocean	1970	cddfc4ac-2375-4d58-950b-95a1ab31a999	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	11	16416000000	16416000000	16416000000	1970	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ascorhynchidae	Ascorhynchus	Ascorhynchus utinomii	2	1065	1274	1302	1358	379601	379608	379788	134571	240283	240283	Ascorhynchus utinomii	[]	24	434	20.53	34.06	
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	184558.140488	Invertebrate Zoology: Crustacea	Japan	3	34.65832901	138.944442749	observedindividualcount=7;	1969-10-03T12:00:00Z	Nakamura, K., Child, C. Allan	7.0	USNM	Honshu Island, Ise, Sagami Bay, Nabeta Bay	15	7	10	Alcohol (Ethanol)	K. Nakamura	Ascorhynchus utinomii	Nakamura & Child	urn:lsid:marinespecies.org:taxname:240283	male; female;;	Paratype	North Pacific Ocean	1969	f4a00edb-8af5-4081-b5b2-596e9a77abb3	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	11	-7776000000	-7776000000	-7776000000	1969	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ascorhynchidae	Ascorhynchus	Ascorhynchus utinomii	2	1065	1274	1302	1358	379601	379608	379788	134571	240283	240283	Ascorhynchus utinomii	[]	24	434	20.53	34.06	;; juvenile
