basisOfRecord	catalogNumber	class	collectionCode	countryCode	day	decimalLatitude	decimalLongitude	eventDate	family	fieldNumber	footprintWKT	genus	geodeticDatum	identifiedBy	individualCount	institutionCode	kingdom	license	locality	modified	month	occurrenceID	order	phylum	recordedBy	references	scientificName	scientificNameAuthorship	scientificNameID	specificEpithet	taxonRank	typeStatus	waterBody	year	id	dataset_id	node_id	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	subphylum	suborder	superfamily	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	bibliographicCitation	country	datasetID	maximumDepthInMeters	minimumDepthInMeters	occurrenceStatus	depth	superdomain	superdomainid
PreservedSpecimen	2007-4565	Pycnogonida	IU	SB	29	-8.52	160.628326	2001-09-29T02:00Z	Ascorhynchidae	SALOMON 1/CP1781	POINT  (160.628326 -8.52)	Bathyzetes	WGS84	Bamber	1	MNHN	Animalia	CC_BY_4_0	NW Malaita	2015-06-19T21:23Z	9	440004225	Pantopoda	Arthropoda	Bouchet, Dayrat, Warén & Richer de Forges-IRD coll.	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2007-4565	Bathyzetes umbrella	Bamber, 2004	urn:lsid:marinespecies.org:taxname:239936	umbrella	SPECIES	HOLOTYPE	Pacific Ocean	2001	94ffdd1d-f00e-4ed8-bb6c-425cc90ab7af	0c9c73d0-7fa1-4c6d-b18b-9affde19eb60	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']	1001721600000.0	1001721600000.0	1001721600000.0	2001.0	False	False	True	False	Chelicerata	Eupantopodida	Ascorhynchoidea	Bathyzetes umbrella	2	1065	1274	1302	1358	379601	379608	379788	236259	239936	239936	Bathyzetes umbrella Bamber, 2004	['NO_DEPTH']	623	5957	29.47	34.42									
Occurrence	48290	Pycnogonida	NewCaledonia			-8.52000045776367	160.619995117188		Ascorhynchidae			Bathyzetes				IRD-MNHN	Animalia		Salomon 1, CP1781	2013-06-11 14:46:43		urn:catalog:IRD-MNHN:NewCaledonia:48290:0xD48D170001000500	Pantopoda	Arthropoda			Bathyzetes umbrella		urn:lsid:marinespecies.org:taxname:239936						b6575dd6-4972-4c17-8ba9-2919ed40b584	e971710e-054e-43f2-b23c-c149d6c76cb4	['4bf79a01-65a9-4db6-b37b-18434f26ddfc', 'f92d5d7f-47a6-4605-9fd0-a8538dfde3fd']					False	False	True	False	Chelicerata	Eupantopodida	Ascorhynchoidea	Bathyzetes umbrella	2	1065	1274	1302	1358	379601	379608	379788	236259	239936	239936	Bathyzetes umbrella	['DEPTH_EXCEEDS_BATH']	752	6787	29.47	34.42	Crosnier A (2003).	Salomon	https://marineinfo.org/id/dataset/3128	1138.0	1036.0	present	1087.0	Biota	1.0
PreservedSpecimen	2007-4566	Pycnogonida	IU	SB	29	-8.52	160.628326	2001-09-29T02:00Z	Ascorhynchidae	SALOMON 1/CP1781	POINT  (160.628326 -8.52)	Bathyzetes	WGS84	Bamber	13	MNHN	Animalia	CC_BY_4_0	NW Malaita	2015-06-19T21:23Z	9	439998151	Pantopoda	Arthropoda	Bouchet, Dayrat, Warén & Richer de Forges-IRD coll.	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2007-4566	Bathyzetes umbrella	Bamber, 2004	urn:lsid:marinespecies.org:taxname:239936	umbrella	SPECIES	PARATYPE	Pacific Ocean	2001	cf2581f9-2d19-4d11-80ec-c1dce6f0cbfa	0c9c73d0-7fa1-4c6d-b18b-9affde19eb60	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']	1001721600000.0	1001721600000.0	1001721600000.0	2001.0	False	False	True	False	Chelicerata	Eupantopodida	Ascorhynchoidea	Bathyzetes umbrella	2	1065	1274	1302	1358	379601	379608	379788	236259	239936	239936	Bathyzetes umbrella Bamber, 2004	['NO_DEPTH']	623	5957	29.47	34.42									
PreservedSpecimen	2008-20492	Pycnogonida	IU	SB		-9.914333	161.546829		Ascorhynchidae	SALOMONBOA 3/CP2817	POINT  (161.546829 -9.914333)	Bathyzetes	WGS84	Bamber R.	1	MNHN	Animalia	CC_BY_4_0	S Malaita	2015-09-14T13:48Z		462402992	Pantopoda	Arthropoda	Richer & Boisselier rec.	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2008-20492	Bathyzetes umbrella	Bamber, 2004	urn:lsid:marinespecies.org:taxname:239936	umbrella	SPECIES		Pacific Ocean		e3eb015b-d25e-4712-b0db-b6e08dfeeb00	0c9c73d0-7fa1-4c6d-b18b-9affde19eb60	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']					False	False	True	False	Chelicerata	Eupantopodida	Ascorhynchoidea	Bathyzetes umbrella	2	1065	1274	1302	1358	379601	379608	379788	236259	239936	239936	Bathyzetes umbrella Bamber, 2004	['NO_DEPTH']	1722	20757	29.27	34.38									
PreservedSpecimen	2012-495	Pycnogonida	IU	SB		-9.914333	161.546829		Ascorhynchidae	SALOMONBOA 3/CP2817	POINT  (161.546829 -9.914333)	Bathyzetes	WGS84	Bamber R.	1	MNHN	Animalia	CC_BY_4_0	S Malaita	2015-08-25T14:39Z		694181317	Pantopoda	Arthropoda	Richer & Boisselier rec.	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2012-495	Bathyzetes umbrella	Bamber, 2004	urn:lsid:marinespecies.org:taxname:239936	umbrella	SPECIES		Pacific Ocean		f7babde2-29d1-44ad-801a-f184ddb7527c	0c9c73d0-7fa1-4c6d-b18b-9affde19eb60	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']					False	False	True	False	Chelicerata	Eupantopodida	Ascorhynchoidea	Bathyzetes umbrella	2	1065	1274	1302	1358	379601	379608	379788	236259	239936	239936	Bathyzetes umbrella Bamber, 2004	['NO_DEPTH']	1722	20757	29.27	34.38									
