basisOfRecord	catalogNumber	class	collectionCode	countryCode	day	decimalLatitude	decimalLongitude	eventDate	family	fieldNumber	footprintWKT	genus	geodeticDatum	identifiedBy	individualCount	institutionCode	kingdom	license	locality	modified	month	occurrenceID	order	phylum	references	scientificName	scientificNameAuthorship	scientificNameID	specificEpithet	taxonRank	verbatimLocality	waterBody	year	id	dataset_id	node_id	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	subphylum	suborder	superfamily	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss
PreservedSpecimen	2012-1269	Pycnogonida	IU	PG	19	-5.024133	145.800583	2012-11-19T01:00Z	Ammotheidae	PAPUA NIUGINI/PB21	POINT  (145.800583 -5.024133)	Achelia	WGS84	Sabroux R.	1	MNHN	Animalia	CC_BY_4_0	Hargun I.	2015-10-07T20:31Z	11	1019679793	Pantopoda	Arthropoda	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2012-1269	Achelia mixta	Stock, 1994	urn:lsid:marinespecies.org:taxname:239873	mixta	SPECIES	Outer slope	Pacific Ocean	2012	5c6f28ee-65ac-4e5d-a4ee-4c29a94f8fa2	0c9c73d0-7fa1-4c6d-b18b-9affde19eb60	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']	1353283200000.0	1353283200000.0	1353283200000.0	2012.0	False	False	True	False	Chelicerata	Eupantopodida	Ascorhynchoidea	Achelia mixta	2	1065	1274	1302	1358	379601	379608	1562	134568	239873	239873	Achelia mixta Stock, J.H., 1994	['NO_DEPTH']	84	327	28.95	34.18
PreservedSpecimen	2012-1244	Pycnogonida	IU	PG		-5.022167	145.798828		Ammotheidae	PAPUA NIUGINI/PD35	POINT  (145.798828 -5.022167)	Achelia	WGS84	Sabroux R.	1	MNHN	Animalia	CC_BY_4_0	Rempi Area	2015-10-07T20:21Z		1019679546	Pantopoda	Arthropoda	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2012-1244	Achelia mixta	Stock, 1994	urn:lsid:marinespecies.org:taxname:239873	mixta	SPECIES	S Barag Is.	Pacific Ocean		8339a802-e46f-4672-9d58-014c6920341e	0c9c73d0-7fa1-4c6d-b18b-9affde19eb60	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']					False	False	True	False	Chelicerata	Eupantopodida	Ascorhynchoidea	Achelia mixta	2	1065	1274	1302	1358	379601	379608	1562	134568	239873	239873	Achelia mixta Stock, J.H., 1994	['NO_DEPTH']	-13	160	28.95	34.18
