basisOfRecord	catalogNumber	class	collectionCode	countryCode	decimalLatitude	decimalLongitude	family	fieldNumber	footprintWKT	genus	geodeticDatum	identifiedBy	individualCount	institutionCode	kingdom	license	locality	modified	occurrenceID	order	phylum	recordedBy	references	scientificName	scientificNameAuthorship	scientificNameID	specificEpithet	taxonRank	typeStatus	waterBody	id	dataset_id	node_id	dropped	absence	marine	brackish	subphylum	suborder	superfamily	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss
PreservedSpecimen	2011-3331	Pycnogonida	IU	PG	-7.826667	148.062836	Ascorhynchidae	BIOPAPUA/CP3731	POINT  (148.062836 -7.826667)	Ascorhynchus	WGS84	Bamber	1	MNHN	Animalia	CC_BY_4_0	Au large de Mambare bay	2015-06-19T21:23Z	462401978	Pantopoda	Arthropoda	Samadi & Corbari	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2011-3331	Ascorhynchus quartogibbus	Bamber, 2013	urn:lsid:marinespecies.org:taxname:734275	quartogibbus	SPECIES	PARATYPE	Pacific Ocean	083a4c65-eb2d-4c36-af51-91942992026d	0c9c73d0-7fa1-4c6d-b18b-9affde19eb60	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']	False	False	True	False	Chelicerata	Eupantopodida	Ascorhynchoidea	Ascorhynchus quartogibbus	2	1065	1274	1302	1358	379601	379608	379788	134571	734275	734275	Ascorhynchus quartogibbus Bamber, 2013	['NO_DEPTH']	1130	22583	28.99	34.26
PreservedSpecimen	2008-20491	Pycnogonida	IU	SB	-9.914333	161.546829	Ascorhynchidae	SALOMONBOA 3/CP2817	POINT  (161.546829 -9.914333)	Ascorhynchus	WGS84	Bamber	1	MNHN	Animalia	CC_BY_4_0	S Malaita	2015-06-19T21:23Z	462426616	Pantopoda	Arthropoda	Richer & Boisselier rec.	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2008-20491	Ascorhynchus quartogibbus	Bamber, 2013	urn:lsid:marinespecies.org:taxname:734275	quartogibbus	SPECIES	PARATYPE	Pacific Ocean	66a607e7-8a0f-4772-a71b-905913739770	0c9c73d0-7fa1-4c6d-b18b-9affde19eb60	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']	False	False	True	False	Chelicerata	Eupantopodida	Ascorhynchoidea	Ascorhynchus quartogibbus	2	1065	1274	1302	1358	379601	379608	379788	134571	734275	734275	Ascorhynchus quartogibbus Bamber, 2013	['NO_DEPTH']	1722	20757	29.27	34.38
PreservedSpecimen	2008-20493	Pycnogonida	IU	SB	-8.886833	159.375504	Ascorhynchidae	SALOMONBOA 3/CP2783	POINT  (159.375504 -8.886833)	Ascorhynchus	WGS84	Bamber	1	MNHN	Animalia	CC_BY_4_0	New Georgia sound	2015-08-25T14:39Z	462401287	Pantopoda	Arthropoda	Richer & Boisselier rec.	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2008-20493	Ascorhynchus quartogibbus	Bamber, 2013	urn:lsid:marinespecies.org:taxname:734275	quartogibbus	SPECIES	HOLOTYPE	Pacific Ocean	e9d91bb4-485d-40b6-9fce-6a4ad1a1b8fe	0c9c73d0-7fa1-4c6d-b18b-9affde19eb60	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']	False	False	True	False	Chelicerata	Eupantopodida	Ascorhynchoidea	Ascorhynchus quartogibbus	2	1065	1274	1302	1358	379601	379608	379788	134571	734275	734275	Ascorhynchus quartogibbus Bamber, 2013	['NO_DEPTH']	1536	17497	29.44	34.4
