basisOfRecord	catalogNumber	class	collectionCode	countryCode	decimalLatitude	decimalLongitude	family	fieldNumber	footprintWKT	genus	geodeticDatum	identifiedBy	individualCount	institutionCode	kingdom	license	locality	modified	occurrenceID	order	phylum	recordedBy	references	scientificName	scientificNameAuthorship	scientificNameID	specificEpithet	taxonRank	typeStatus	waterBody	id	dataset_id	node_id	dropped	absence	marine	brackish	subphylum	suborder	superfamily	subfamily	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	subfamilyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	bibliographicCitation	country	datasetID	maximumDepthInMeters	minimumDepthInMeters	occurrenceStatus	depth	superdomain	superdomainid	day	eventDate	month	year	date_start	date_mid	date_end	date_year
PreservedSpecimen	2007-4581	Pycnogonida	IU	NC	-18.870001	163.354996	Colossendeidae	MUSORSTOM 4/CP194	POINT  (163.354996 -18.870001)	Hedgpethia	WGS84	Stock	1	MNHN	Animalia	CC_BY_4_0	Grand Passage	2015-10-17T16:48Z	440001145	Pantopoda	Arthropoda	Bouchet & Richer de Forges-IRD coll.	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2007-4581	Hedgpethia tibialis	Stock, 1991	urn:lsid:marinespecies.org:taxname:239774	tibialis	SPECIES	HOLOTYPE	Pacific Ocean	0baf8405-cca0-4b60-a012-1805ac83a732	0c9c73d0-7fa1-4c6d-b18b-9affde19eb60	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']	False	False	True	False	Chelicerata	Eupantopodida	Colossendeidoidea	Hedgpethiinae	Hedgpethia tibialis	2	1065	1274	1302	1358	379601	379607	22617	379614	134587	239774	239774	Hedgpethia tibialis Stock, J.H., 1991	['NO_DEPTH']	457	51232	26.38	34.98																	
PreservedSpecimen	2008-20631	Pycnogonida	IU	NC	-18.92305	163.406006	Colossendeidae	BATHUS 4/DW931	POINT  (163.406006 -18.92305)	Hedgpethia	WGS84		1	MNHN	Animalia	CC_BY_4_0	Grand Passage	2015-06-19T21:23Z	462403023	Pantopoda	Arthropoda	Métivier & Richer de Forges-IRD coll.	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2008-20631	Hedgpethia tibialis	Stock, 1991	urn:lsid:marinespecies.org:taxname:239774	tibialis	SPECIES		Pacific Ocean	1a7dcbbd-c0b8-4fa0-909b-73c24257c412	0c9c73d0-7fa1-4c6d-b18b-9affde19eb60	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']	False	False	True	False	Chelicerata	Eupantopodida	Colossendeidoidea	Hedgpethiinae	Hedgpethia tibialis	2	1065	1274	1302	1358	379601	379607	22617	379614	134587	239774	239774	Hedgpethia tibialis Stock, J.H., 1991	['NO_DEPTH']	347	59119	26.33	34.99																	
Occurrence	21681	Pycnogonida	NewCaledonia		-18.9200000762939	163.399993896484	Colossendeidae			Hedgpethia				IRD-MNHN	Animalia		Bathus 4, DW931	2013-06-11 14:46:43	urn:catalog:IRD-MNHN:NewCaledonia:21681:0x6883170001000100	Pantopoda	Arthropoda			Hedgpethia tibialis		urn:lsid:marinespecies.org:taxname:239774					1b259aed-d392-470b-895a-7e740dde7427	e971710e-054e-43f2-b23c-c149d6c76cb4	['4bf79a01-65a9-4db6-b37b-18434f26ddfc', 'f92d5d7f-47a6-4605-9fd0-a8538dfde3fd']	False	False	True	False	Chelicerata	Eupantopodida	Colossendeidoidea	Hedgpethiinae	Hedgpethia tibialis	2	1065	1274	1302	1358	379601	379607	22617	379614	134587	239774	239774	Hedgpethia tibialis	[]	397	58482	26.33	34.99	Stock JH (1997). Musorstom 18(176): 389-409.	Nouvelle Caledonie	https://marineinfo.org/id/dataset/3128	377.0	360.0	present	368.5	Biota	1.0								
Occurrence	21682	Pycnogonida	NewCaledonia		-18.8799991607666	163.360000610352	Colossendeidae			Hedgpethia				IRD-MNHN	Animalia		Musorstom 4, CP194	2013-06-11 14:46:43	urn:catalog:IRD-MNHN:NewCaledonia:21682:0xC17F170001000800	Pantopoda	Arthropoda			Hedgpethia tibialis		urn:lsid:marinespecies.org:taxname:239774					620c9cf2-0846-4d78-b131-83d95dcc58f9	e971710e-054e-43f2-b23c-c149d6c76cb4	['4bf79a01-65a9-4db6-b37b-18434f26ddfc', 'f92d5d7f-47a6-4605-9fd0-a8538dfde3fd']	False	False	True	False	Chelicerata	Eupantopodida	Colossendeidoidea	Hedgpethiinae	Hedgpethia tibialis	2	1065	1274	1302	1358	379601	379607	22617	379614	134587	239774	239774	Hedgpethia tibialis	[]	463	52451	26.38	34.98	Stock JH (1991). Musorstom 8(151): 125-212.	Nouvelle Caledonie	https://marineinfo.org/id/dataset/3128	550.0	550.0	present	550.0	Biota	1.0								
PreservedSpecimen	2011-5712	Pycnogonida	IU	NC	-18.870001	163.354996	Colossendeidae	MUSORSTOM 4/CP194	POINT  (163.354996 -18.870001)	Hedgpethia	WGS84	Stock	1	MNHN	Animalia	CC_BY_4_0	Grand Passage	2015-07-30T20:25Z	442597128	Pantopoda	Arthropoda	Bouchet & Richer de Forges-IRD coll.	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2011-5712	Hedgpethia tibialis	Stock, 1991	urn:lsid:marinespecies.org:taxname:239774	tibialis	SPECIES	PARATYPE	Pacific Ocean	95ce8e34-ece7-454c-a119-aeb5b8ff2fc6	0c9c73d0-7fa1-4c6d-b18b-9affde19eb60	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']	False	False	True	False	Chelicerata	Eupantopodida	Colossendeidoidea	Hedgpethiinae	Hedgpethia tibialis	2	1065	1274	1302	1358	379601	379607	22617	379614	134587	239774	239774	Hedgpethia tibialis Stock, J.H., 1991	['NO_DEPTH']	457	51232	26.38	34.98																	
PreservedSpecimen	2007-4582	Pycnogonida	IU	NC	-18.870001	163.354996	Colossendeidae	MUSORSTOM 4/CP194	POINT  (163.354996 -18.870001)	Hedgpethia	WGS84	Stock	1	MNHN	Animalia	CC_BY_4_0	Grand Passage	2015-10-17T16:07Z	440010146	Pantopoda	Arthropoda	Bouchet & Richer de Forges-IRD coll.	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2007-4582	Hedgpethia tibialis	Stock, 1991	urn:lsid:marinespecies.org:taxname:239774	tibialis	SPECIES	PARATYPE	Pacific Ocean	9b18fed6-9387-4867-aa5d-4881d647de55	0c9c73d0-7fa1-4c6d-b18b-9affde19eb60	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']	False	False	True	False	Chelicerata	Eupantopodida	Colossendeidoidea	Hedgpethiinae	Hedgpethia tibialis	2	1065	1274	1302	1358	379601	379607	22617	379614	134587	239774	239774	Hedgpethia tibialis Stock, J.H., 1991	['NO_DEPTH']	457	51232	26.38	34.98																	
Occurrence	21683	Pycnogonida	NewCaledonia		-22.9200000762939	167.279998779297	Colossendeidae			Hedgpethia				IRD-MNHN	Animalia		Musorstom 4, CP215	2013-06-11 14:46:43	urn:catalog:IRD-MNHN:NewCaledonia:21683:0xA423900001000300	Pantopoda	Arthropoda			Hedgpethia tibialis		urn:lsid:marinespecies.org:taxname:239774					b4f03db7-cf4d-4485-934d-c7f1e072baab	e971710e-054e-43f2-b23c-c149d6c76cb4	['4bf79a01-65a9-4db6-b37b-18434f26ddfc', 'f92d5d7f-47a6-4605-9fd0-a8538dfde3fd']	False	False	True	False	Chelicerata	Eupantopodida	Colossendeidoidea	Hedgpethiinae	Hedgpethia tibialis	2	1065	1274	1302	1358	379601	379607	22617	379614	134587	239774	239774	Hedgpethia tibialis	[]	494	25934	24.37	35.28	Stock JH (1991). Musorstom 8(151): 125-212.	Nouvelle Caledonie	https://marineinfo.org/id/dataset/3128	520.0	520.0	present	520.0	Biota	1.0								
PreservedSpecimen	2007-4634	Pycnogonida	IU	NC	-22.928333	167.28334	Colossendeidae	MUSORSTOM 4/CP215	POINT  (167.28334 -22.928333)	Hedgpethia	WGS84	Stock	1	MNHN	Animalia	CC_BY_4_0	Sud de la Grande-Terre	2015-06-19T21:23Z	440016260	Pantopoda	Arthropoda	B. Richer de Forges-IRD coll.	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2007-4634	Hedgpethia tibialis	Stock, 1991	urn:lsid:marinespecies.org:taxname:239774	tibialis	SPECIES	PARATYPE	Pacific Ocean	e9e1acac-d8e6-41c6-993f-029503e77bf8	0c9c73d0-7fa1-4c6d-b18b-9affde19eb60	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']	False	False	True	False	Chelicerata	Eupantopodida	Colossendeidoidea	Hedgpethiinae	Hedgpethia tibialis	2	1065	1274	1302	1358	379601	379607	22617	379614	134587	239774	239774	Hedgpethia tibialis Stock, J.H., 1991	['NO_DEPTH']	509	26689	24.37	35.28										28	1985-09-28T02:00Z	9	1985	496713600000.0	496713600000.0	496713600000.0	1985.0
PreservedSpecimen	2011-5711	Pycnogonida	IU	NC	-18.870001	163.354996	Colossendeidae	MUSORSTOM 4/CP194	POINT  (163.354996 -18.870001)	Hedgpethia	WGS84	Stock	1	MNHN	Animalia	CC_BY_4_0	Grand Passage	2015-07-30T20:25Z	442597834	Pantopoda	Arthropoda	Bouchet & Richer de Forges-IRD coll.	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2011-5711	Hedgpethia tibialis	Stock, 1991	urn:lsid:marinespecies.org:taxname:239774	tibialis	SPECIES	PARATYPE	Pacific Ocean	ed5815e0-a8f6-483a-aa17-c7a6cd722e16	0c9c73d0-7fa1-4c6d-b18b-9affde19eb60	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']	False	False	True	False	Chelicerata	Eupantopodida	Colossendeidoidea	Hedgpethiinae	Hedgpethia tibialis	2	1065	1274	1302	1358	379601	379607	22617	379614	134587	239774	239774	Hedgpethia tibialis Stock, J.H., 1991	['NO_DEPTH']	457	51232	26.38	34.98																	
