associatedReferences	basisOfRecord	bibliographicCitation	catalogNumber	collectionCode	day	decimalLatitude	decimalLongitude	dynamicProperties	eventDate	identifiedBy	individualCount	institutionCode	locality	maximumDepthInMeters	minimumDepthInMeters	month	preparations	scientificName	scientificNameAuthorship	scientificNameID	sex	typeStatus	waterBody	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	datasetID	modified	occurrenceID	occurrenceStatus	references	specificEpithet	superdomain	superdomainid
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	181991.137922	Invertebrate Zoology: Crustacea	22	-38.4966697693	-52.1516685486	observedindividualcount=1;	1971-03-22T12:00:00Z	Child, C. Allan	1.0	USNM	Argentine Basin, Off Rio De La Plata	4435	4435	3	Alcohol (Ethanol)	Nymphon sandersi	Child	urn:lsid:marinespecies.org:taxname:239487	female	Paratype	South Atlantic Ocean	1971	21bda20a-bbc4-4382-9b2e-5226cf3f3c1e	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	4435.0	38448000000	38448000000	38448000000	1971	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon sandersi	2	1065	1274	1302	1358	379601	379609	1566	134591	239487	239487	Nymphon sandersi	[]	4531	435918	18.58	35.55								
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	181990.137921	Invertebrate Zoology: Crustacea	14	-37.6133308411	-52.3933296204	observedindividualcount=1;	1971-03-14T12:00:00Z	Child, C. Allan	1.0	USNM	Argentine Basin, Off Rio De La Plata	3822	3815	3	Alcohol (Ethanol)	Nymphon sandersi	Child	urn:lsid:marinespecies.org:taxname:239487	female	Paratype	South Atlantic Ocean	1971	3d7114bd-6486-4007-8c6b-a27dd40f2892	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	3818.5	37756800000	37756800000	37756800000	1971	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon sandersi	2	1065	1274	1302	1358	379601	379609	1566	134591	239487	239487	Nymphon sandersi	[]	3907	363044	18.98	35.65								
	PreservedSpecimen	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Nymphon sandersi</i> Child, 1982. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239487	sm_id_2064	WoRMS type localities	14	-37.62	-52.39		1971-03-14			WoRMS Editorial Board	Atlantic Ocean	3822	3815	3		Nymphon sandersi	Child, 1982	urn:lsid:marinespecies.org:taxname:239487		holotype		1971	6e64d999-e6d7-4750-bbb5-7f1fdd9881d6	b74b429a-4052-4f5b-bff3-fe0b5a2e8669	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	3818.5	37756800000	37756800000	37756800000	1971	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon sandersi	2	1065	1274	1302	1358	379601	379609	1566	134591	239487	239487	Nymphon sandersi	[]	3914	363808	18.98	35.65	https://marineinfo.org/id/dataset/5184	2007-06-20 15:52:33	WoRMS Editorial Board:WoRMS type localities:sm_id_2064	present	http://www.marinespecies.org/aphia.php?p=specdetails&id=2064	sandersi	Biota	1.0
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	181989.137920	Invertebrate Zoology: Crustacea	14	-37.6133308411	-52.3933296204	observedindividualcount=1;	1971-03-14T12:00:00Z	Child, C. Allan	1.0	USNM	Argentine Basin, Off Rio De La Plata	3822	3815	3	Alcohol (Ethanol)	Nymphon sandersi	Child	urn:lsid:marinespecies.org:taxname:239487	female	Holotype	South Atlantic Ocean	1971	957e95d8-4a9a-4103-8db1-a3790610166d	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	3818.5	37756800000	37756800000	37756800000	1971	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon sandersi	2	1065	1274	1302	1358	379601	379609	1566	134591	239487	239487	Nymphon sandersi	[]	3907	363044	18.98	35.65								
