basisOfRecord	bibliographicCitation	catalogNumber	class	collectionCode	datasetID	day	decimalLatitude	decimalLongitude	eventDate	family	genus	institutionCode	kingdom	locality	modified	month	occurrenceID	occurrenceStatus	order	phylum	references	scientificName	scientificNameAuthorship	scientificNameID	specificEpithet	typeStatus	year	id	dataset_id	node_id	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	superdomain	subphylum	suborder	superfamily	species	superdomainid	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	associatedReferences	country	dynamicProperties	identifiedBy	individualCount	maximumDepthInMeters	minimumDepthInMeters	preparations	recordedBy	sex	stateProvince	waterBody	depth
PreservedSpecimen	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Tanystylum scrutator</i> Stock, 1954. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239599	sm_id_1435	Pycnogonida	WoRMS type localities	https://marineinfo.org/id/dataset/5184	26	35.08	139.69	1914-05-26	Ammotheidae	Tanystylum	WoRMS Editorial Board	Animalia	Pacific Ocean	2007-06-20 15:52:33	5	WoRMS Editorial Board:WoRMS type localities:sm_id_1435	present	Pantopoda	Arthropoda	http://www.marinespecies.org/aphia.php?p=specdetails&id=1435	Tanystylum scrutator	Stock, 1954	urn:lsid:marinespecies.org:taxname:239599	scrutator	holotype	1914	b8840bb6-f6fd-4a47-b65a-93dacd99b34d	b74b429a-4052-4f5b-bff3-fe0b5a2e8669	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	-1754697600000	-1754697600000	-1754697600000	1914	False	False	True	False	Biota	Chelicerata	Eupantopodida	Ascorhynchoidea	Tanystylum scrutator	1.0	2	1065	1274	1302	1358	379601	379608	1562	134577	239599	239599	Tanystylum scrutator	['NO_DEPTH']	322	6558	20.15	33.56													
PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	216865.170794	Pycnogonida	Invertebrate Zoology: Crustacea			33.8533287048	135.148330688	1981-02-28T12:00:00Z	Ammotheidae	Tanystylum	USNM	Animalia	Honshu Island, Gobo		2			Pantopoda	Arthropoda		Tanystylum scrutator	Stock	urn:lsid:marinespecies.org:taxname:239599			1981	db7ad691-ed02-4768-841d-b8eaf79cb659	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	352166400000	352166400000	352166400000	1981	False	False	True	False		Chelicerata	Eupantopodida	Ascorhynchoidea	Tanystylum scrutator		2	1065	1274	1302	1358	379601	379608	1562	134577	239599	239599	Tanystylum scrutator	[]	9	303	21.27	33.45	National Museum of Natural History, Smithsonian Institution	Japan	observedindividualcount=2;	Nakamura, K.	2.0	1.5	1.5	Alcohol (Ethanol)	Habe	male; female	Wakayama	North Pacific Ocean	1.5
PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	216866.170795	Pycnogonida	Invertebrate Zoology: Crustacea			33.8499984741	135.163330078	1981-02-28T12:00:00Z	Ammotheidae	Tanystylum	USNM	Animalia	Honshu Island, Gobo		2			Pantopoda	Arthropoda		Tanystylum scrutator	Stock	urn:lsid:marinespecies.org:taxname:239599			1981	f9534b6a-2aa4-4def-a3fa-c9be0c281bb9	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	352166400000	352166400000	352166400000	1981	False	False	True	False		Chelicerata	Eupantopodida	Ascorhynchoidea	Tanystylum scrutator		2	1065	1274	1302	1358	379601	379608	1562	134577	239599	239599	Tanystylum scrutator	[]	-1	128	21.27	33.45	National Museum of Natural History, Smithsonian Institution	Japan	observedindividualcount=1;	Nakamura, K.	1.0	3.0	3.0	Alcohol (Ethanol)	Habe	male	Wakayama	North Pacific Ocean	3.0
