basisOfRecord	catalogNumber	class	collectionCode	datasetID	datasetName	day	decimalLatitude	decimalLongitude	eventDate	eventID	eventTime	family	fieldNumber	footprintSRS	genus	identifiedBy	kingdom	language	locality	maximumDepthInMeters	minimumDepthInMeters	modified	month	occurrenceID	occurrenceStatus	order	phylum	recordedBy	samplingProtocol	scientificName	scientificNameID	specificEpithet	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	superdomain	subphylum	suborder	superfamily	species	superdomainid	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	bibliographicCitation	coordinateUncertaintyInMeters	footprintWKT	institutionCode	references	scientificNameAuthorship	typeStatus	occurrenceRemarks
HumanObservation	17874	Pycnogonida	bio_dba	https://marineinfo.org/id/dataset/490	Bigood	1	-33.0	5.0	1978-12-01T00:00:00+00:00	Beam trawl_1978121_CP / CPH-1_NA	00:00:00+00:00	Nymphonidae	CP / CPH-1	EPSG:4326	Nymphon	STOCK Jan	Animalia	en	Ride Walvis	5040.0	5040	2022-01-18 09:29:51	12	Ifremer_bio_dba_17874	present	Pantopoda	Arthropoda	SIBUET Myriam	Beam trawl	Nymphon walvisense	urn:lsid:marinespecies.org:taxname:239466	walvisense	1978	38b312ee-7bec-4df5-9dc8-a05ac4441885	b0a7add2-dd9e-4020-9ca4-5df048c8f6a2	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	5040	281318400000	281318400000	281318400000	1978	False	False	True	False	Biota	Chelicerata	Eupantopodida	Nymphonoidea	Nymphon walvisense	1	2	1065	1274	1302	1358	379601	379609	1566	134591	239466	239466	Nymphon walvisense	[]	4993	1166338	18.63	35.66								
PreservedSpecimen	sm_id_2088	Pycnogonida	WoRMS type localities	https://marineinfo.org/id/dataset/5184		30	-33.41	2.59	1978-12-30			Nymphonidae			Nymphon		Animalia		Atlantic Ocean		4500	2007-06-20 15:52:33	12	WoRMS Editorial Board:WoRMS type localities:sm_id_2088	present	Pantopoda	Arthropoda			Nymphon walvisense	urn:lsid:marinespecies.org:taxname:239466	walvisense	1978	4a68bec9-8526-46ef-a14e-cbe8396460a0	b74b429a-4052-4f5b-bff3-fe0b5a2e8669	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	4500	283824000000	283824000000	283824000000	1978	False	False	True	False	Biota	Chelicerata	Eupantopodida	Nymphonoidea	Nymphon walvisense	1	2	1065	1274	1302	1358	379601	379609	1566	134591	239466	239466	Nymphon walvisense	[]	4454	1347258	18.55	35.65	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Nymphon walvisense</i> Stock, 1981. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239466	3460.64	POLYGON ((2.6 -33.38, 2.6 -33.44, 2.58 -33.44, 2.58 -33.38, 2.6 -33.38))	WoRMS Editorial Board	http://www.marinespecies.org/aphia.php?p=specdetails&id=2088	Stock, 1981	holotype	
HumanObservation	17817	Pycnogonida	bio_dba	https://marineinfo.org/id/dataset/490	Bigood	1	-33.0	2.0	1978-12-01T00:00:00+00:00	Beam trawl_1978121_CP / CPH-5_NA	00:00:00+00:00	Nymphonidae	CP / CPH-5	EPSG:4326	Nymphon	STOCK Jan	Animalia	en	Ride Walvis	4500.0	4500	2022-01-18 09:29:51	12	Ifremer_bio_dba_17817	present	Pantopoda	Arthropoda	SIBUET Myriam	Beam trawl	Nymphon walvisense	urn:lsid:marinespecies.org:taxname:239466	walvisense	1978	edac3547-cdf5-42b6-a3db-aeaa820e9eb9	b0a7add2-dd9e-4020-9ca4-5df048c8f6a2	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	4500	281318400000	281318400000	281318400000	1978	False	False	True	False	Biota	Chelicerata	Eupantopodida	Nymphonoidea	Nymphon walvisense	1	2	1065	1274	1302	1358	379601	379609	1566	134591	239466	239466	Nymphon walvisense	['DEPTH_EXCEEDS_BATH']	2879	1333936	18.7	35.68								
HumanObservation	17784	Pycnogonida	bio_dba	https://marineinfo.org/id/dataset/490	Bigood	1	-33.0	2.0	1978-12-01T00:00:00+00:00	Beam trawl_1978121_CP / CPH-6_NA	00:00:00+00:00	Nymphonidae	CP / CPH-6	EPSG:4326	Nymphon	STOCK Jan	Animalia	en	Ride Walvis	4550.0	4550	2022-01-18 09:29:51	12	Ifremer_bio_dba_17784	present	Pantopoda	Arthropoda	SIBUET Myriam	Beam trawl	Nymphon walvisense	urn:lsid:marinespecies.org:taxname:239466	walvisense	1978	f983451f-dcb3-4378-8db3-d2b4c61fc450	b0a7add2-dd9e-4020-9ca4-5df048c8f6a2	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	4550	281318400000	281318400000	281318400000	1978	False	False	True	False	Biota	Chelicerata	Eupantopodida	Nymphonoidea	Nymphon walvisense	1	2	1065	1274	1302	1358	379601	379609	1566	134591	239466	239466	Nymphon walvisense	['DEPTH_EXCEEDS_BATH']	2879	1333936	18.7	35.68								holotype
