basisOfRecord	catalogNumber	class	collectionCode	coordinateUncertaintyInMeters	country	decimalLatitude	decimalLongitude	family	footprintWKT	genus	individualCount	institutionCode	kingdom	locality	modified	occurrenceID	occurrenceStatus	organismQuantity	organismQuantityType	phylum	scientificName	scientificNameID	sex	specificEpithet	taxonRank	id	dataset_id	node_id	dropped	absence	marine	brackish	subphylum	order	suborder	superfamily	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	eventDate	date_start	date_mid	date_end	date_year	coordinatePrecision
PreservedSpecimen	J12938	Pycnogonida	co119	1000	Australia	-38.5	145.15	Pycnogonidae	POINT (145.15000 -38.50000)	Pycnogonum	1	NMV	Animalia	Cat Bay, Phillip Island, Western Port	2017-02-10T11:39:37	J12938	present	1	individuals	Arthropoda	Pycnogonum aurilineatum	urn:lsid:marinespecies.org:taxname:240364	Unknown	aurilineatum	species	563e65c3-b132-453e-ab41-93d91fc54d0a	d104db68-63cf-4f34-b92a-54bd55a07394	['2a57cd59-6799-4579-955e-27c9af97aea4']	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Pycnogonoidea	Pycnogonum aurilineatum	2	1065	1274	1302	1358	379601	379611	1567	134595	240364	240364	Pycnogonum aurilineatum	['NO_DEPTH', 'ON_LAND']	-18.0	-151	15.77	35.7						
PreservedSpecimen	J12936	Pycnogonida	co119	1000	Australia	-38.65	145.58	Pycnogonidae	POINT (145.58000 -38.65000)	Pycnogonum	1	NMV	Animalia	Harmers Haven, S. of Wonthaggi	2017-02-10T11:39:36	J12936	present	1	individuals	Arthropoda	Pycnogonum aurilineatum	urn:lsid:marinespecies.org:taxname:240364	Unknown	aurilineatum	species	5f705392-3869-490c-b6b9-a5c46a1500ca	d104db68-63cf-4f34-b92a-54bd55a07394	['2a57cd59-6799-4579-955e-27c9af97aea4']	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Pycnogonoidea	Pycnogonum aurilineatum	2	1065	1274	1302	1358	379601	379611	1567	134595	240364	240364	Pycnogonum aurilineatum	['NO_DEPTH', 'ON_LAND']	-19.0	-923	15.73	35.71	1983-05-18	422064000000.0	422064000000.0	422064000000.0	1983.0	
PreservedSpecimen	P.42891	Pycnogonida	co113	1000	Australia	-28.85	153.60833	Pycnogonidae	POINT (153.60833 -28.85000)	Pycnogonum		AM	Animalia	Sand Point, south of Lennox Head	2017-03-02T15:57:58	urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.42891	present			Arthropoda	Pycnogonum aurilineatum	urn:lsid:marinespecies.org:taxname:240364	Female	aurilineatum	species	6ac258fe-0a41-4e44-80f1-1a17cf404715	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Pycnogonoidea	Pycnogonum aurilineatum	2	1065	1274	1302	1358	379601	379611	1567	134595	240364	240364	Pycnogonum aurilineatum	['NO_DEPTH']	5.59	537	23.1	35.41	1992-03-01	699408000000.0	699408000000.0	699408000000.0	1992.0	0.009
PreservedSpecimen	P.42928	Pycnogonida	co113	100	Australia	-22.64733	150.79199	Pycnogonidae	POINT (150.79199 -22.64733)	Pycnogonum		AM	Animalia	island off southern end of Freshwater Bay	2017-03-02T15:58:06	urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.42928	present			Arthropoda	Pycnogonum aurilineatum	urn:lsid:marinespecies.org:taxname:240364	Female	aurilineatum	species	6d46a071-b8d2-430b-b358-03a7effc465a	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Pycnogonoidea	Pycnogonum aurilineatum	2	1065	1274	1302	1358	379601	379611	1567	134595	240364	240364	Pycnogonum aurilineatum	['NO_DEPTH']	-12.5	44	24.1	35.44	1993-09-22	748656000000.0	748656000000.0	748656000000.0	1993.0	0.0009
PreservedSpecimen	J48816	Pycnogonida	co119	1000	Australia	-37.87	148.07	Pycnogonidae	POINT (148.07000 -37.87000)	Pycnogonum	1	NMV	Animalia	Red bluff, Lake Tyers	2017-02-10T11:36:11	J48816	present	1	individuals	Arthropoda	Pycnogonum aurilineatum	urn:lsid:marinespecies.org:taxname:240364	Male	aurilineatum	species	76849abf-0749-4907-bfa0-cafbb66f538f	d104db68-63cf-4f34-b92a-54bd55a07394	['2a57cd59-6799-4579-955e-27c9af97aea4']	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Pycnogonoidea	Pycnogonum aurilineatum	2	1065	1274	1302	1358	379601	379611	1567	134595	240364	240364	Pycnogonum aurilineatum	['NO_DEPTH']	1.0	503	15.73	35.62	1984-04-12	450576000000.0	450576000000.0	450576000000.0	1984.0	
PreservedSpecimen	J12939	Pycnogonida	co119	1000	Australia	-38.48	145.03	Pycnogonidae	POINT (145.03000 -38.48000)	Pycnogonum	1	NMV	Animalia	Flinders, Ocean Reef Western Port	2017-02-10T11:39:37	J12939	present	1	individuals	Arthropoda	Pycnogonum aurilineatum	urn:lsid:marinespecies.org:taxname:240364	Unknown	aurilineatum	species	c9dd18cc-3c6c-4887-ac40-e35151d51803	d104db68-63cf-4f34-b92a-54bd55a07394	['2a57cd59-6799-4579-955e-27c9af97aea4']	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Pycnogonoidea	Pycnogonum aurilineatum	2	1065	1274	1302	1358	379601	379611	1567	134595	240364	240364	Pycnogonum aurilineatum	['NO_DEPTH']	-3.0	175	15.76	35.7	1979-05-29	296784000000.0	296784000000.0	296784000000.0	1979.0	
PreservedSpecimen	J12941	Pycnogonida	co119	1000	Australia	-38.6	142.87	Pycnogonidae	POINT (142.87000 -38.60000)	Pycnogonum	1	NMV	Animalia	Crown Of Thorns, Peterborough	2017-02-10T11:39:37	J12941	present	1	individuals	Arthropoda	Pycnogonum aurilineatum	urn:lsid:marinespecies.org:taxname:240364	Unknown	aurilineatum	species	d6ae8c1f-ce27-4656-bd67-f8c11365873a	d104db68-63cf-4f34-b92a-54bd55a07394	['2a57cd59-6799-4579-955e-27c9af97aea4']	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Pycnogonoidea	Pycnogonum aurilineatum	2	1065	1274	1302	1358	379601	379611	1567	134595	240364	240364	Pycnogonum aurilineatum	['NO_DEPTH', 'ON_LAND']	-5.0	-406	15.61	35.58	1984-02-22	446256000000.0	446256000000.0	446256000000.0	1984.0	
PreservedSpecimen	J12940	Pycnogonida	co119	1000	Australia	-38.33	144.32	Pycnogonidae	POINT (144.32000 -38.33000)	Pycnogonum	1	NMV	Animalia	Point Danger, Torquay	2017-02-10T11:39:37	J12940	present	1	individuals	Arthropoda	Pycnogonum aurilineatum	urn:lsid:marinespecies.org:taxname:240364	Unknown	aurilineatum	species	e828e2e3-36f4-4e46-995e-c6ca11884e59	d104db68-63cf-4f34-b92a-54bd55a07394	['2a57cd59-6799-4579-955e-27c9af97aea4']	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Pycnogonoidea	Pycnogonum aurilineatum	2	1065	1274	1302	1358	379601	379611	1567	134595	240364	240364	Pycnogonum aurilineatum	['NO_DEPTH', 'ON_LAND']	-29.0	-614	15.8	35.66						
PreservedSpecimen	J12937	Pycnogonida	co119	1000	Australia	-38.43	145.05	Pycnogonidae	POINT (145.05000 -38.43000)	Pycnogonum	1	NMV	Animalia	Shoreham, Western Port	2017-02-10T11:39:36	J12937	present	1	individuals	Arthropoda	Pycnogonum aurilineatum	urn:lsid:marinespecies.org:taxname:240364	Unknown	aurilineatum	species	ff8f7dd1-2d6a-4027-9c36-53b715b16734	d104db68-63cf-4f34-b92a-54bd55a07394	['2a57cd59-6799-4579-955e-27c9af97aea4']	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Pycnogonoidea	Pycnogonum aurilineatum	2	1065	1274	1302	1358	379601	379611	1567	134595	240364	240364	Pycnogonum aurilineatum	['NO_DEPTH', 'ON_LAND']	-18.0	-65	15.76	35.7	1981-01-13	348192000000.0	348192000000.0	348192000000.0	1981.0	
