associatedReferences	basisOfRecord	bibliographicCitation	catalogNumber	collectionCode	country	day	decimalLatitude	decimalLongitude	dynamicProperties	eventDate	identifiedBy	individualCount	institutionCode	locality	maximumDepthInMeters	minimumDepthInMeters	month	preparations	scientificName	scientificNameAuthorship	scientificNameID	sex	typeStatus	waterBody	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	lifeStage
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	234470.186223	Invertebrate Zoology: Crustacea	Japan	11	38.9766693115	142.945007324	observedindividualcount=1;	1984-07-11T12:00:00Z	Bowman, Thomas E.	1.0	USNM	Honshu Island, Sanriku-Oki, E Of Otsuchi	1440	1430	7	Alcohol (Ethanol)	Ammothella gracilis	Nakamura & Child	urn:lsid:marinespecies.org:taxname:240142	male	Holotype	North Pacific Ocean	1984	36b38b2a-12f1-43c8-ac62-474bc5d843a8	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	1435	458352000000	458352000000	458352000000	1984	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Ammothella	Ammothella gracilis	2	1065	1274	1302	1358	379601	379608	1562	134570	1646012	1646012	Cilunculus gracilis	[]	1524	89106	15.47	33.7	
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	234472.186225	Invertebrate Zoology: Crustacea	Japan	10	39.2066688538	142.311676025	observedindividualcount=9;	1984-07-10T12:00:00Z	Bowman, Thomas E.	9.0	USNM	Honshu Island, Sanriku-Oki, E Of Otsuchi	736	700	7	Alcohol (Ethanol)	Ammothella gracilis	Nakamura & Child	urn:lsid:marinespecies.org:taxname:240142	male; female	Paratype	North Pacific Ocean	1984	74e24caa-c97b-41d3-9aee-cb69c4e27248	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	718	458265600000	458265600000	458265600000	1984	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Ammothella	Ammothella gracilis	2	1065	1274	1302	1358	379601	379608	1562	134570	1646012	1646012	Cilunculus gracilis	[]	796	29531	14.33	33.54	
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	234471.186224	Invertebrate Zoology: Crustacea	Japan	11	38.9766693115	142.945007324	observedindividualcount=4;	1984-07-11T12:00:00Z	Bowman, Thomas E.	4.0	USNM	Honshu Island, Sanriku-Oki, E Of Otsuchi	1440	1430	7	Alcohol (Ethanol)	Ammothella gracilis	Nakamura & Child	urn:lsid:marinespecies.org:taxname:240142	male;;	Paratype	North Pacific Ocean	1984	8cfb4286-3e95-4b75-9a8e-4ceafb410b1c	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	1435	458352000000	458352000000	458352000000	1984	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Ammothella	Ammothella gracilis	2	1065	1274	1302	1358	379601	379608	1562	134570	1646012	1646012	Cilunculus gracilis	[]	1524	89106	15.47	33.7	; juvenile
