basisOfRecord	catalogNumber	collectionCode	decimalLatitude	decimalLongitude	institutionCode	maximumDepthInMeters	minimumDepthInMeters	scientificName	scientificNameID	id	dataset_id	node_id	depth	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	bibliographicCitation	datasetID	day	eventDate	individualCount	modified	month	occurrenceID	occurrenceStatus	references	scientificNameAuthorship	specificEpithet	typeStatus	year	date_start	date_mid	date_end	date_year	superdomain	superdomainid	continent	coordinateUncertaintyInMeters	country	datasetName	dateIdentified	footprintWKT	geodeticDatum	identifiedBy	language	locationID	preparations	samplingProtocol	locality
HumanObservation	34194	SOMBASE Pycnogonids	-41.3300018311	174.839996338	BAS	10.0	0	Ammothea makara	urn:lsid:marinespecies.org:taxname:239436	1eeae60a-2c7e-4259-a838-7f68459308f8	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	5	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Ammothea	Ammothea makara	2	1065	1274	1302	1358	379601	379608	1562	134569	239436	239436	Ammothea makara	[]	-5	163	14.07	34.97																																	
PreservedSpecimen	sm_id_89974	WoRMS type localities	-41.2192001343	174.7117004395	WoRMS Editorial Board		3	Ammothea makara	urn:lsid:marinespecies.org:taxname:239436	64421f22-54bc-4195-a10c-ff6c035d0624	b74b429a-4052-4f5b-bff3-fe0b5a2e8669	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	3	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Ammothea	Ammothea makara	2	1065	1274	1302	1358	379601	379608	1562	134569	239436	239436	Ammothea makara	[]	-32	75	14.27	34.98	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Ammothea makara</i> Clark, 1977. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239436	https://marineinfo.org/id/dataset/5184	30	1963-11-30	1.0	2020-11-16 11:12:20	11	WoRMS Editorial Board:WoRMS type localities:sm_id_89974	present	http://www.marinespecies.org/aphia.php?p=specdetails&id=89974	Clark, 1977	makara	holotype	1963	-192153600000.0	-192153600000.0	-192153600000.0	1963.0	Biota	1.0													
PreservedSpecimen	1569	NIWA	-41.2192	174.7117	NIWA Invertebrate Collection	3.0	3	Ammothea makara	urn:lsid:marinespecies.org:taxname:239436	a2b1120f-fb9c-4d91-a765-cd0efb016290	2c6db58f-ae91-4a17-9f0f-7db28506b94f	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']	3	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Ammothea	Ammothea makara	2	1065	1274	1302	1358	379601	379608	1562	134569	239436	239436	Ammothea makara	[]	-32	75	14.27	34.98			30	30/11/1963		8/04/2022	11	5e5ca6ac-fa36-11e2-96b3-aa6f927c92a3	present		Clark, 1977	makara	HOLOTYPE	1963							Oceania	500	New Zealand	NIWA Invertebrate Collection	1977	POINT (174.7117 -41.2192)	WGS84	Clark, W.C.	en	Z1916	Specimen(s), Unknown = 1,  Missing	Underwater hand sampler	
PreservedSpecimen	sm_id_671	WoRMS type localities	-41.28	174.77	WoRMS Editorial Board		0	Ammothea makara	urn:lsid:marinespecies.org:taxname:239436	cf1a4a7c-ed65-4f27-8e0e-21e5b27791f3	b74b429a-4052-4f5b-bff3-fe0b5a2e8669	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Ammothea	Ammothea makara	2	1065	1274	1302	1358	379601	379608	1562	134569	239436	239436	Ammothea makara	['DEPTH_EXCEEDS_BATH', 'ON_LAND']	-68	-817			Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Ammothea makara</i> Clark, 1977. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239436	https://marineinfo.org/id/dataset/5184	30	1963-11-30		2007-06-20 15:52:33	11	WoRMS Editorial Board:WoRMS type localities:sm_id_671	present	http://www.marinespecies.org/aphia.php?p=specdetails&id=671	Clark, 1977	makara	holotype	1963	-192153600000.0	-192153600000.0	-192153600000.0	1963.0	Biota	1.0													Cook Strait
