basisOfRecord	catalogNumber	class	collectionCode	datasetID	datasetName	day	decimalLatitude	decimalLongitude	eventDate	eventID	eventTime	family	fieldNumber	footprintSRS	genus	identifiedBy	kingdom	language	locality	maximumDepthInMeters	minimumDepthInMeters	modified	month	occurrenceID	occurrenceStatus	order	phylum	recordedBy	samplingProtocol	scientificName	scientificNameID	specificEpithet	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	superdomain	subphylum	suborder	superfamily	subfamily	species	superdomainid	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	subfamilyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	bibliographicCitation	institutionCode	occurrenceRemarks	scientificNameAuthorship	countryCode	footprintWKT	geodeticDatum	individualCount	license	references	taxonRank	waterBody
HumanObservation	20826	Pycnogonida	bio_dba	https://marineinfo.org/id/dataset/490	Bigood	1	47.0	-9.0	1974-10-01T00:00:00+00:00	Beam trawl_1974101_CP / CPH-10_NA	00:00:00+00:00	Colossendeidae	CP / CPH-10	EPSG:4326	Colossendeis	STOCK Jan	Animalia	en	Golfe de Gascogne	2878.0	2878.0	2022-01-18 09:29:51	10	Ifremer_bio_dba_20826	present	Pantopoda	Arthropoda	LAUBIER Lucien	Beam trawl	Colossendeis bicincta	urn:lsid:marinespecies.org:taxname:134661	bicincta	1974	347964b8-b3f2-4af2-b619-c92a0b157e8b	b0a7add2-dd9e-4020-9ca4-5df048c8f6a2	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	2878.0	149817600000.0	149817600000.0	149817600000.0	1974.0	False	False	True	False	Biota	Chelicerata	Eupantopodida	Colossendeidoidea	Colossendeinae	Colossendeis bicincta	1.0	2	1065	1274	1302	1358	379601	379607	22617	379613	134586	134661	134661	Colossendeis bicincta	[]	4464.4	329692	14.83	35.66												
HumanObservation	Deepsea_Pycnogonida_9026	Pycnogonida	Deep-sea Fauna of European Seas: Pycnogonida	https://marineinfo.org/id/dataset/5146			47.53	-8.56	1974/1974			Colossendeidae			Colossendeis		Animalia		BIOGAS  IV, St.1 CP 03		2119.0	2016-03-24 10:26:12		Deepsea_Pycnogonida_9026	present	Pantopoda	Arthropoda			Colossendeis bicincta	urn:lsid:marinespecies.org:taxname:134661		1974	63eefd47-0d81-4102-93f3-e462dc8fee98	7f4428a6-f463-45d7-b603-43982b0b089a	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	2119.0	126230400000.0	141955200000.0	157680000000.0	1974.0	False	False	True	False	Biota	Chelicerata	Eupantopodida	Colossendeidoidea	Colossendeinae	Colossendeis bicincta	1.0	2	1065	1274	1302	1358	379601	379607	22617	379613	134586	134661	134661	Colossendeis bicincta	[]	2099.0	273338	14.56	35.62	Turpaeva, E.P.; Raiskiy, A.K. (2014). Deep-sea fauna of European seas: An annotated species check-list of benthic invertebrates living deeper than 2000 m in the seas bordering Europe. Pycnogonida. Inv. Zool. 11(1): 240-247	P.P.Shirshov Institute of Oceanology, Russian Academy of Sciences	The holotype C. bicincta was collected at “Albatross” St. 3360 off the west coast of Panama in 3060 m.In the Atlantic this species was recorded in the Bay of Biscay and in the North-East Atlantic.	Schimkewitsch, 1893								
HumanObservation	Deepsea_Pycnogonida_9027	Pycnogonida	Deep-sea Fauna of European Seas: Pycnogonida	https://marineinfo.org/id/dataset/5146			47.49	-9.07	1974/1974			Colossendeidae			Colossendeis		Animalia		BIOGAS VI, St.2 CP 10		2878.0	2016-03-24 10:26:12		Deepsea_Pycnogonida_9027	present	Pantopoda	Arthropoda			Colossendeis bicincta	urn:lsid:marinespecies.org:taxname:134661		1974	d2e34032-07fb-4c2e-9f39-a01fff246621	7f4428a6-f463-45d7-b603-43982b0b089a	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	2878.0	126230400000.0	141955200000.0	157680000000.0	1974.0	False	False	True	False	Biota	Chelicerata	Eupantopodida	Colossendeidoidea	Colossendeinae	Colossendeis bicincta	1.0	2	1065	1274	1302	1358	379601	379607	22617	379613	134586	134661	134661	Colossendeis bicincta	[]	3076.0	310473	14.62	35.64	Turpaeva, E.P.; Raiskiy, A.K. (2014). Deep-sea fauna of European seas: An annotated species check-list of benthic invertebrates living deeper than 2000 m in the seas bordering Europe. Pycnogonida. Inv. Zool. 11(1): 240-247	P.P.Shirshov Institute of Oceanology, Russian Academy of Sciences		Schimkewitsch, 1893								
HumanObservation	Deepsea_Pycnogonida_9029	Pycnogonida	Deep-sea Fauna of European Seas: Pycnogonida	https://marineinfo.org/id/dataset/5146			48.87	-16.55	1979/1999			Colossendeidae			Colossendeis		Animalia		“Challenger”,St. 52701/42	4849.0	4843.0	2016-03-24 10:26:12		Deepsea_Pycnogonida_9029	present	Pantopoda	Arthropoda			Colossendeis bicincta	urn:lsid:marinespecies.org:taxname:134661			d8289837-9f40-4217-8242-93a2014165e9	7f4428a6-f463-45d7-b603-43982b0b089a	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	4846.0	283996800000.0	615254400000.0	946598400000.0	1989.0	False	False	True	False	Biota	Chelicerata	Eupantopodida	Colossendeidoidea	Colossendeinae	Colossendeis bicincta	1.0	2	1065	1274	1302	1358	379601	379607	22617	379613	134586	134661	134661	Colossendeis bicincta	[]	4848.0	534226	14.2	35.63	Turpaeva, E.P.; Raiskiy, A.K. (2014). Deep-sea fauna of European seas: An annotated species check-list of benthic invertebrates living deeper than 2000 m in the seas bordering Europe. Pycnogonida. Inv. Zool. 11(1): 240-247	P.P.Shirshov Institute of Oceanology, Russian Academy of Sciences		Schimkewitsch, 1893								
HumanObservation	34111	Pycnogonida	bio_dba	https://marineinfo.org/id/dataset/490	Bigood	1	47.0	-8.0	1974-02-01T00:00:00+00:00	Beam trawl_197421_CP / CPH-3_NA	00:00:00+00:00	Colossendeidae	CP / CPH-3	EPSG:4326	Colossendeis	STOCK Jan	Animalia	en	Golfe de Gascogne	2119.0	2119.0	2022-01-18 09:29:51	2	Ifremer_bio_dba_34111	present	Pantopoda	Arthropoda	CHARDY Pierre	Beam trawl	Colossendeis bicincta	urn:lsid:marinespecies.org:taxname:134661	bicincta	1974	da2075ee-fc2b-4c36-bda2-d3304ba31423	b0a7add2-dd9e-4020-9ca4-5df048c8f6a2	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	2119.0	128908800000.0	128908800000.0	128908800000.0	1974.0	False	False	True	False	Biota	Chelicerata	Eupantopodida	Colossendeidoidea	Colossendeinae	Colossendeis bicincta	1.0	2	1065	1274	1302	1358	379601	379607	22617	379613	134586	134661	134661	Colossendeis bicincta	[]	4442.0	261836	14.83	35.65												
HumanObservation	Deepsea_Pycnogonida_9028	Pycnogonida	Deep-sea Fauna of European Seas: Pycnogonida	https://marineinfo.org/id/dataset/5146			48.8	-16.53	1979/1999			Colossendeidae			Colossendeis		Animalia		“Challenger”,St. 52602/13		4853.0	2016-03-24 10:26:12		Deepsea_Pycnogonida_9028	present	Pantopoda	Arthropoda			Colossendeis bicincta	urn:lsid:marinespecies.org:taxname:134661			ddd7f85b-5142-4d87-8561-1c379e45d102	7f4428a6-f463-45d7-b603-43982b0b089a	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	4853.0	283996800000.0	615254400000.0	946598400000.0	1989.0	False	False	True	False	Biota	Chelicerata	Eupantopodida	Colossendeidoidea	Colossendeinae	Colossendeis bicincta	1.0	2	1065	1274	1302	1358	379601	379607	22617	379613	134586	134661	134661	Colossendeis bicincta	[]	4844.0	538077	14.24	35.63	Turpaeva, E.P.; Raiskiy, A.K. (2014). Deep-sea fauna of European seas: An annotated species check-list of benthic invertebrates living deeper than 2000 m in the seas bordering Europe. Pycnogonida. Inv. Zool. 11(1): 240-247	P.P.Shirshov Institute of Oceanology, Russian Academy of Sciences		Schimkewitsch, 1893								
HumanObservation	32347	Pycnogonida	bio_dba	https://marineinfo.org/id/dataset/490	Bigood	1	47.0	-8.0	1978-07-01T00:00:00+00:00	Beam trawl_197871_CP / CPH-27_NA	00:00:00+00:00	Colossendeidae	CP / CPH-27	EPSG:4326	Colossendeis	STOCK Jan	Animalia	en	Golfe de Gascogne	1920.0	1920.0	2022-01-18 09:29:51	7	Ifremer_bio_dba_32347	present	Pantopoda	Arthropoda	DESBRUYERES Daniel	Beam trawl	Colossendeis bicincta	urn:lsid:marinespecies.org:taxname:134661	bicincta	1978	ed2edc49-d59a-487b-96b9-b5367c2a4019	b0a7add2-dd9e-4020-9ca4-5df048c8f6a2	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	1920.0	268099200000.0	268099200000.0	268099200000.0	1978.0	False	False	True	False	Biota	Chelicerata	Eupantopodida	Colossendeidoidea	Colossendeinae	Colossendeis bicincta	1.0	2	1065	1274	1302	1358	379601	379607	22617	379613	134586	134661	134661	Colossendeis bicincta	[]	4442.0	261836	14.83	35.65			Envoye a H. LE GUYADER le 22/01/2001 pour ADN									
PreservedSpecimen	2007-4743	Pycnogonida	IU				-7.972	157.574173				Colossendeidae	SALOMON 2/CP2219		Colossendeis	Bamber R.	Animalia		New Georgia			2015-07-30T20:25Z		440013754		Pantopoda	Arthropoda	Bouchet, Warén & Samadi-IRD		Colossendeis bicincta	urn:lsid:marinespecies.org:taxname:134661	bicincta		f11f1d4d-6149-47fe-b1f9-bd84c624a9ff	0c9c73d0-7fa1-4c6d-b18b-9affde19eb60	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']						False	False	True	False		Chelicerata	Eupantopodida	Colossendeidoidea	Colossendeinae	Colossendeis bicincta		2	1065	1274	1302	1358	379601	379607	22617	379613	134586	134661	134661	Colossendeis bicincta Schimkewitsch, W., 1893	['NO_DEPTH']	665.0	3298	29.48	34.38		MNHN		Schimkewitsch, 1893	SB	POINT  (157.574173 -7.972)	WGS84	1	CC_BY_4_0	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2007-4743	SPECIES	Pacific Ocean
