basisOfRecord	catalogNumber	class	collectionCode	coordinatePrecision	coordinateUncertaintyInMeters	country	decimalLatitude	decimalLongitude	family	footprintWKT	genus	institutionCode	kingdom	locality	modified	occurrenceID	occurrenceStatus	phylum	scientificName	scientificNameID	sex	specificEpithet	taxonRank	id	dataset_id	node_id	dropped	absence	marine	brackish	subphylum	order	suborder	superfamily	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	eventDate	date_start	date_mid	date_end	date_year
PreservedSpecimen	P.13669	Pycnogonida	co113	0.0896	10000	Australia	-33.85	151.266	Ascorhynchidae	POINT (151.26600 -33.85000)	Ascorhynchus	AM	Animalia	Port Jackson	2017-03-02T11:16:15	urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.13669	present	Arthropoda	Ascorhynchus compactus	urn:lsid:marinespecies.org:taxname:240023	Male	compactum	species	55adfa69-5399-46f8-ace9-3ea94b1e9f1c	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Ascorhynchoidea	Ascorhynchus compactus	2	1065	1274	1302	1358	379601	379608	379788	134571	240023	240023	Ascorhynchus compactum	['NO_DEPTH', 'ON_LAND']	-2	-1884	20.41	35.54					
PreservedSpecimen	P.13700	Pycnogonida	co113		10000	Australia	-43.016	147.916	Ascorhynchidae	POINT (147.91600 -43.01600)	Ascorhynchus	AM	Animalia	inside Fossil Island, Eaglehawk Neck	2017-03-02T11:16:20	urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.13700	present	Arthropoda	Ascorhynchus compactus	urn:lsid:marinespecies.org:taxname:240023	Male	compactum	species	5afa6222-efef-4340-85be-f68fb4c12920	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Ascorhynchoidea	Ascorhynchus compactus	2	1065	1274	1302	1358	379601	379608	379788	134571	240023	240023	Ascorhynchus compactum	['NO_DEPTH']	-61	90	14.15	35.26					
PreservedSpecimen	P.13668	Pycnogonida	co113	0.0896	10000	Australia	-33.85	151.266	Ascorhynchidae	POINT (151.26600 -33.85000)	Ascorhynchus	AM	Animalia	Port Jackson	2017-03-02T11:16:15	urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.13668	present	Arthropoda	Ascorhynchus compactus	urn:lsid:marinespecies.org:taxname:240023	Male	compactum	species	5bf9a84d-25d1-4acb-b9f2-892c30763e23	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Ascorhynchoidea	Ascorhynchus compactus	2	1065	1274	1302	1358	379601	379608	379788	134571	240023	240023	Ascorhynchus compactum	['NO_DEPTH', 'ON_LAND']	-2	-1884	20.41	35.54					
PreservedSpecimen	P.14492	Pycnogonida	co113	0.0896	10000	Australia	-34.19166	151.05	Ascorhynchidae	POINT (151.05000 -34.19166)	Ascorhynchus	AM	Animalia	Burning Palms Beach, south of Port Hacking	2017-03-02T11:18:12	urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.14492	present	Arthropoda	Ascorhynchus compactus	urn:lsid:marinespecies.org:taxname:240023	Female	compactum	species	665b938b-69b2-40ed-be52-40403d6d7c15	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Ascorhynchoidea	Ascorhynchus compactus	2	1065	1274	1302	1358	379601	379608	379788	134571	240023	240023	Ascorhynchus compactum	['NO_DEPTH']	-1	627	20.23	35.53	1934-02-11	-1132531200000.0	-1132531200000.0	-1132531200000.0	1934.0
PreservedSpecimen	P.13670	Pycnogonida	co113	0.0896	10000	Australia	-33.85	151.266	Ascorhynchidae	POINT (151.26600 -33.85000)	Ascorhynchus	AM	Animalia	Port Jackson	2017-03-02T11:16:15	urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.13670	present	Arthropoda	Ascorhynchus compactus	urn:lsid:marinespecies.org:taxname:240023	Female	compactum	species	6baa1dc7-66d1-41ab-ab07-062fa3dc6da3	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Ascorhynchoidea	Ascorhynchus compactus	2	1065	1274	1302	1358	379601	379608	379788	134571	240023	240023	Ascorhynchus compactum	['NO_DEPTH', 'ON_LAND']	-2	-1884	20.41	35.54					
PreservedSpecimen	P.49940	Pycnogonida	co113	0.0896	10000	Australia	-34.183	151.05	Ascorhynchidae	POINT (151.05000 -34.18300)	Ascorhynchus	AM	Animalia	Burning Palms Beach, south of Port Hacking	2017-03-02T14:49:15	urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.49940	present	Arthropoda	Ascorhynchus compactus	urn:lsid:marinespecies.org:taxname:240023	Female	compactum	species	a886e387-6d24-46b6-b416-bea895b92124	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Ascorhynchoidea	Ascorhynchus compactus	2	1065	1274	1302	1358	379601	379608	379788	134571	240023	240023	Ascorhynchus compactum	['NO_DEPTH', 'ON_LAND']	-23	-229	20.23	35.53					
