basisOfRecord	catalogNumber	class	collectionCode	coordinateUncertaintyInMeters	datasetID	datasetName	day	decimalLatitude	decimalLongitude	eventDate	eventID	eventTime	family	fieldNumber	footprintSRS	genus	identifiedBy	kingdom	language	locality	maximumDepthInMeters	minimumDepthInMeters	modified	month	occurrenceID	occurrenceStatus	order	phylum	recordedBy	samplingProtocol	scientificName	scientificNameID	specificEpithet	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	superdomain	subphylum	suborder	superfamily	species	superdomainid	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	bibliographicCitation	institutionCode	occurrenceRemarks	scientificNameAuthorship
HumanObservation	30439	Pycnogonida	bio_dba	50.0	https://marineinfo.org/id/dataset/490	Bigood	1	48.0	-10.0	1973-10-01T00:00:00+00:00	Boillot sledge small_1973101_DR-BOILp-428_NA	00:00:00+00:00	Phoxichilidiidae	DR-BOILp-428	EPSG:4326	Anoplodactylus	STOCK Jan	Animalia	en	Golfe de Gascogne	850.0	850.0	2022-01-18 09:29:51	10	Ifremer_bio_dba_30439	present	Pantopoda	Arthropoda	CABIOCH Louis	Boillot sledge small	Anoplodactylus oculatus	urn:lsid:marinespecies.org:taxname:134721	oculatus	1973	1dfe8e25-a720-4acb-8ff8-6e7b0ee7cbf4	b0a7add2-dd9e-4020-9ca4-5df048c8f6a2	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	850.0	118281600000.0	118281600000.0	118281600000.0	1973.0	False	False	True	False	Biota	Chelicerata	Eupantopodida	Phoxichilidoidea	Anoplodactylus oculatus	1	2	1065	1274	1302	1358	379601	379610	14469	134592	134721	134721	Anoplodactylus oculatus	[]	3654.4	332752	14.37	35.63				
HumanObservation	30242	Pycnogonida	bio_dba	50.0	https://marineinfo.org/id/dataset/490	Bigood	1	48.0	-9.0	1973-10-01T00:00:00+00:00	Boillot sledge small_1973101_DR-BOILp-434_NA	00:00:00+00:00	Phoxichilidiidae	DR-BOILp-434	EPSG:4326	Anoplodactylus	STOCK Jan	Animalia	en	Golfe de Gascogne	720.0	720.0	2022-01-18 09:29:51	10	Ifremer_bio_dba_30242	present	Pantopoda	Arthropoda	CABIOCH Louis	Boillot sledge small	Anoplodactylus oculatus	urn:lsid:marinespecies.org:taxname:134721	oculatus	1973	720b25dd-3a85-424d-b3fc-d406dae5b448	b0a7add2-dd9e-4020-9ca4-5df048c8f6a2	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	720.0	118281600000.0	118281600000.0	118281600000.0	1973.0	False	False	True	False	Biota	Chelicerata	Eupantopodida	Phoxichilidoidea	Anoplodactylus oculatus	1	2	1065	1274	1302	1358	379601	379610	14469	134592	134721	134721	Anoplodactylus oculatus	[]	2662.4	279564	14.24	35.61				
HumanObservation	30908	Pycnogonida	bio_dba	50.0	https://marineinfo.org/id/dataset/490	Bigood	1	48.0	-9.0	1973-10-01T00:00:00+00:00	Boillot sledge small_1973101_DR-BOILp-420_NA	00:00:00+00:00	Phoxichilidiidae	DR-BOILp-420	EPSG:4326	Anoplodactylus	STOCK Jan	Animalia	en	Golfe de Gascogne	507.0	507.0	2022-01-18 09:29:51	10	Ifremer_bio_dba_30908	present	Pantopoda	Arthropoda	CABIOCH Louis	Boillot sledge small	Anoplodactylus oculatus	urn:lsid:marinespecies.org:taxname:134721	oculatus	1973	839bd4c8-1b1e-4d8f-b9b1-504cd9930f51	b0a7add2-dd9e-4020-9ca4-5df048c8f6a2	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	507.0	118281600000.0	118281600000.0	118281600000.0	1973.0	False	False	True	False	Biota	Chelicerata	Eupantopodida	Phoxichilidoidea	Anoplodactylus oculatus	1	2	1065	1274	1302	1358	379601	379610	14469	134592	134721	134721	Anoplodactylus oculatus	[]	2662.4	279564	14.24	35.61				
Occurrence	411520	Pycnogonida	Tisbe	583259.0	https://marineinfo.org/id/dataset/82			52.654708308725	-11.802196277329				Phoxichilidiidae			Anoplodactylus		Animalia		Irish Exclusive economic Zone			2005-10-03 12:19:12		urn:catalog:VLIZ:Tisbe:411520	present	Pantopoda	Arthropoda			Anoplodactylus oculatus	urn:lsid:marinespecies.org:taxname:134721	oculatus		b621ba9c-ca8c-4b5e-a3ec-178cbfa87396	10fe54bb-b93b-4f00-bf4c-bd51542614ef	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']						False	False	True	False	Biota	Chelicerata	Eupantopodida	Phoxichilidoidea	Anoplodactylus oculatus	1	2	1065	1274	1302	1358	379601	379610	14469	134592	134721	134721	Anoplodactylus oculatus	['NO_DEPTH']	175.0	100361	12.77	35.44	Carpenter, G.H. (1905). The marine fauna of the coast of Ireland: 6. Pycnogonida. <i>Fisheries, Ireland, Sci. Invest. 1904(IV, [1905])</i>: 1-8, plates I-III	VLIZ	AphiaID: 134721	Carpenter, 1905
HumanObservation	30689	Pycnogonida	bio_dba	50.0	https://marineinfo.org/id/dataset/490	Bigood	1	48.0	-9.0	1973-10-01T00:00:00+00:00	Boillot sledge small_1973101_DR-BOILp-425_NA	00:00:00+00:00	Phoxichilidiidae	DR-BOILp-425	EPSG:4326	Anoplodactylus	STOCK Jan	Animalia	en	Golfe de Gascogne	700.0	700.0	2022-01-18 09:29:51	10	Ifremer_bio_dba_30689	present	Pantopoda	Arthropoda	CABIOCH Louis	Boillot sledge small	Anoplodactylus oculatus	urn:lsid:marinespecies.org:taxname:134721	oculatus	1973	e72d0e5e-3c29-4e0c-aa8d-627daafb981f	b0a7add2-dd9e-4020-9ca4-5df048c8f6a2	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	700.0	118281600000.0	118281600000.0	118281600000.0	1973.0	False	False	True	False	Biota	Chelicerata	Eupantopodida	Phoxichilidoidea	Anoplodactylus oculatus	1	2	1065	1274	1302	1358	379601	379610	14469	134592	134721	134721	Anoplodactylus oculatus	[]	2662.4	279564	14.24	35.61				
