associatedReferences	basisOfRecord	bibliographicCitation	catalogNumber	collectionCode	country	day	decimalLatitude	decimalLongitude	dynamicProperties	eventDate	identifiedBy	individualCount	institutionCode	locality	maximumDepthInMeters	minimumDepthInMeters	month	preparations	scientificName	scientificNameAuthorship	scientificNameID	sex	waterBody	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	stateProvince	lifeStage
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	80558.273432	Invertebrate Zoology: Crustacea	Russia	27	48.5416717529	145.145828247	observedindividualcount=2;	1906-09-27T12:00:00Z	Hedgpeth, J. W.	2.0	USNM	Off Ostrov Sakhalin	134	134	9	Alcohol (Ethanol)	Cilunculus armatus	(Bohm)	urn:lsid:marinespecies.org:taxname:240212	male; female	North Pacific Ocean	1906	1ec60833-6a1e-4798-b34a-d8a8e235e8b6	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	134.0	-1996444800000	-1996444800000	-1996444800000	1906	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Cilunculus	Cilunculus armatus	2	1065	1274	1302	1358	379601	379608	1562	134572	240212	240212	Cilunculus armatus	[]	155	31475	4.57	31.84		
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	80561.273435	Invertebrate Zoology: Crustacea	Japan	1	42.0444412231	142.555557251	observedindividualcount=1;	1906-10-01T12:00:00Z	Hedgpeth, J. W.	1.0	USNM	Off Hokkaido	638	320	10	Alcohol (Ethanol)	Cilunculus armatus	(Bohm)	urn:lsid:marinespecies.org:taxname:240212	female	North Pacific Ocean	1906	5e12ceb0-2284-4ced-b2d6-a7b437a9308f	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	479.0	-1996099200000	-1996099200000	-1996099200000	1906	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Cilunculus	Cilunculus armatus	2	1065	1274	1302	1358	379601	379608	1562	134572	240212	240212	Cilunculus armatus	[]	541	18893	11.0	32.84	Hokkaido	
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	183945.139874	Invertebrate Zoology: Crustacea	Japan	3	34.8899993896	139.158325195	observedindividualcount=1;	1971-02-03T12:00:00Z	Nakamura, K., Child, C. Allan	1.0	USNM	Honshu Island, Sagami Bay	174	160	2	Alcohol (Ethanol)	Cilunculus armatus	(Bohm)	urn:lsid:marinespecies.org:taxname:240212	female	North Pacific Ocean	1971	774911ee-124b-41b4-886d-c6ae0d0adf3a	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	167.0	34387200000	34387200000	34387200000	1971	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Cilunculus	Cilunculus armatus	2	1065	1274	1302	1358	379601	379608	1562	134572	240212	240212	Cilunculus armatus	[]	231	1605	20.25	33.75	Shizuoka	
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	183942.139871	Invertebrate Zoology: Crustacea	Japan	13	34.6633300781	138.759994507	observedindividualcount=75;	1969-07-13T12:00:00Z	Nakamura, K., Child, C. Allan	75.0	USNM	Honshu Island, Suruga Bay	85	75	7	Alcohol (Ethanol)	Cilunculus armatus	(Bohm)	urn:lsid:marinespecies.org:taxname:240212	male; female;;	North Pacific Ocean	1969	80df81e4-4063-4bbc-8dd5-e2371afda675	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	80.0	-14860800000	-14860800000	-14860800000	1969	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Cilunculus	Cilunculus armatus	2	1065	1274	1302	1358	379601	379608	1562	134572	240212	240212	Cilunculus armatus	[]	67	1016	20.46	34.04	Shizuoka	;; juvenile
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	183952.139881	Invertebrate Zoology: Crustacea	Japan	17	35.0149993896	139.143325806	observedindividualcount=649;	1969-07-17T12:00:00Z	Nakamura, K., Child, C. Allan	649.0	USNM	Honshu Island, Sagami Bay	113	113	7	Alcohol (Ethanol)	Cilunculus armatus	(Bohm)	urn:lsid:marinespecies.org:taxname:240212	male; female;;	North Pacific Ocean	1969	87b4ef42-830d-45b1-96a4-5ded1eb57e73	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	113.0	-14515200000	-14515200000	-14515200000	1969	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Cilunculus	Cilunculus armatus	2	1065	1274	1302	1358	379601	379608	1562	134572	240212	240212	Cilunculus armatus	[]	123	3271	20.11	33.51	Shizuoka	;; juvenile
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	183943.139872	Invertebrate Zoology: Crustacea	Japan	14	34.625	138.949996948	observedindividualcount=1;	1969-07-14T12:00:00Z	Nakamura, K., Child, C. Allan	1.0	USNM	Honshu Island, Sagami Bay	72	54	7	Alcohol (Ethanol)	Cilunculus armatus	(Bohm)	urn:lsid:marinespecies.org:taxname:240212	female	North Pacific Ocean	1969	af6773a0-9a3b-4a68-8bd7-bfa6e226f43b	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	63.0	-14774400000	-14774400000	-14774400000	1969	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Cilunculus	Cilunculus armatus	2	1065	1274	1302	1358	379601	379608	1562	134572	240212	240212	Cilunculus armatus	[]	51	2224	20.53	34.06	Shizuoka	
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	183946.139875	Invertebrate Zoology: Crustacea	Japan	3	34.8583297729	139.128326416	observedindividualcount=2;	1971-02-03T12:00:00Z	Nakamura, K., Child, C. Allan	2.0	USNM	Honshu Island, Sagami Bay	336	315	2	Alcohol (Ethanol)	Cilunculus armatus	(Bohm)	urn:lsid:marinespecies.org:taxname:240212	male	North Pacific Ocean	1971	bde1b20a-20b5-496a-a9d8-bf921317b0df	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	325.5	34387200000	34387200000	34387200000	1971	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Cilunculus	Cilunculus armatus	2	1065	1274	1302	1358	379601	379608	1562	134572	240212	240212	Cilunculus armatus	[]	515	1764	20.25	33.75	Shizuoka	
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	183944.139873	Invertebrate Zoology: Crustacea	Japan	18	34.6366691589	138.940002441	observedindividualcount=20;	1969-07-18T12:00:00Z	Nakamura, K., Child, C. Allan	20.0	USNM	Honshu Island, Sagami Bay	40	37	7	Alcohol (Ethanol)	Cilunculus armatus	(Bohm)	urn:lsid:marinespecies.org:taxname:240212	male; female;;	North Pacific Ocean	1969	d050d971-d5c6-42ea-992c-63bd048a56f8	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	38.5	-14428800000	-14428800000	-14428800000	1969	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Cilunculus	Cilunculus armatus	2	1065	1274	1302	1358	379601	379608	1562	134572	240212	240212	Cilunculus armatus	[]	38	1974	20.53	34.06	Shizuoka	;; juvenile
