basisOfRecord	catalogNumber	class	collectionCode	countryCode	day	decimalLatitude	decimalLongitude	eventDate	family	fieldNumber	footprintWKT	genus	geodeticDatum	identifiedBy	individualCount	institutionCode	kingdom	license	locality	modified	month	occurrenceID	order	phylum	recordedBy	references	scientificName	scientificNameAuthorship	scientificNameID	specificEpithet	taxonRank	typeStatus	waterBody	year	id	dataset_id	node_id	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	subphylum	suborder	superfamily	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	bibliographicCitation	country	datasetID	maximumDepthInMeters	minimumDepthInMeters	occurrenceStatus	depth	superdomain	superdomainid
PreservedSpecimen	2008-20681	Pycnogonida	IU	FJ	13	-17.808167	178.778336	1998-08-13T02:00Z	Pallenopsidae	MUSORSTOM 10/CP1358	POINT  (178.778336 -17.808167)	Pallenopsis	WGS84	Bamber R.	1	MNHN	Animalia	CC_BY_4_0	SE Viti Levu	2015-10-17T16:21Z	8	453780882	Pantopoda	Arthropoda	Bouchet & Richer de Forges-IRD coll.	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2008-20681	Pallenopsis sexacentra	Bamber, 2000	urn:lsid:marinespecies.org:taxname:240262	sexacentra	SPECIES	PARATYPE	Pacific Ocean	1998	008042d7-f318-46bf-8733-2438f8e03758	0c9c73d0-7fa1-4c6d-b18b-9affde19eb60	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']	902966400000.0	902966400000.0	902966400000.0	1998.0	False	False	True	False	Chelicerata	Eupantopodida	Nymphonoidea	Pallenopsis sexacentra	2	1065	1274	1302	1358	379601	379609	236317	134593	240262	240262	Pallenopsis sexacentra Bamber, R.N., 2000	['NO_DEPTH']	30	2845	27.16	34.74									
PreservedSpecimen	2008-20682	Pycnogonida	IU	FJ	13	-17.808167	178.778336	1998-08-13T02:00Z	Pallenopsidae	MUSORSTOM 10/CP1358	POINT  (178.778336 -17.808167)	Pallenopsis	WGS84	Bamber R.	1	MNHN	Animalia	CC_BY_4_0	SE Viti Levu	2015-07-30T20:25Z	8	453783217	Pantopoda	Arthropoda	Bouchet & Richer de Forges-IRD coll.	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2008-20682	Pallenopsis sexacentra	Bamber, 2000	urn:lsid:marinespecies.org:taxname:240262	sexacentra	SPECIES	PARATYPE	Pacific Ocean	1998	3ed3d50f-c10a-4b29-a8bc-6c7ea3d4e8c2	0c9c73d0-7fa1-4c6d-b18b-9affde19eb60	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']	902966400000.0	902966400000.0	902966400000.0	1998.0	False	False	True	False	Chelicerata	Eupantopodida	Nymphonoidea	Pallenopsis sexacentra	2	1065	1274	1302	1358	379601	379609	236317	134593	240262	240262	Pallenopsis sexacentra Bamber, R.N., 2000	['NO_DEPTH']	30	2845	27.16	34.74									
PreservedSpecimen	2007-4641	Pycnogonida	IU	FJ	13	-17.808167	178.778336	1998-08-13T02:00Z	Pallenopsidae	MUSORSTOM 10/CP1358	POINT  (178.778336 -17.808167)	Pallenopsis	WGS84	Bamber	1	MNHN	Animalia	CC_BY_4_0	SE Viti Levu	2015-06-19T21:23Z	8	440001166	Pantopoda	Arthropoda	Bouchet & Richer de Forges-IRD coll.	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2007-4641	Pallenopsis sexacentra	Bamber, 2000	urn:lsid:marinespecies.org:taxname:240262	sexacentra	SPECIES	HOLOTYPE	Pacific Ocean	1998	3ee151ca-37ac-4c63-9a77-0722f95eeb20	0c9c73d0-7fa1-4c6d-b18b-9affde19eb60	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']	902966400000.0	902966400000.0	902966400000.0	1998.0	False	False	True	False	Chelicerata	Eupantopodida	Nymphonoidea	Pallenopsis sexacentra	2	1065	1274	1302	1358	379601	379609	236317	134593	240262	240262	Pallenopsis sexacentra Bamber, R.N., 2000	['NO_DEPTH']	30	2845	27.16	34.74									
Occurrence	44503	Pycnogonida	NewCaledonia			-17.7999992370605	178.770004272461		Pallenopsidae			Pallenopsis				IRD-MNHN	Animalia		Musorstom 10, CP1358	2013-06-11 14:46:43		urn:catalog:IRD-MNHN:NewCaledonia:44503:0x3D0C900001000400	Pantopoda	Arthropoda			Pallenopsis sexacentra		urn:lsid:marinespecies.org:taxname:240262						68595893-891e-4397-80af-8839faf359c4	e971710e-054e-43f2-b23c-c149d6c76cb4	['4bf79a01-65a9-4db6-b37b-18434f26ddfc', 'f92d5d7f-47a6-4605-9fd0-a8538dfde3fd']					False	False	True	False	Chelicerata	Eupantopodida	Nymphonoidea	Pallenopsis sexacentra	2	1065	1274	1302	1358	379601	379609	236317	134593	240262	240262	Pallenopsis sexacentra	['DEPTH_EXCEEDS_BATH']	3	1646	27.16	34.74	Bamber RN (2000). Musorstom 21(184): 611-625.	Fidji	https://marineinfo.org/id/dataset/3128	120.0	80.0	present	100.0	Biota	1.0
PreservedSpecimen	2007-4642	Pycnogonida	IU	FJ	13	-17.808167	178.778336	1998-08-13T02:00Z	Pallenopsidae	MUSORSTOM 10/CP1358	POINT  (178.778336 -17.808167)	Pallenopsis	WGS84	Bamber	2	MNHN	Animalia	CC_BY_4_0	SE Viti Levu	2015-10-17T16:16Z	8	440004219	Pantopoda	Arthropoda	Bouchet & Richer de Forges-IRD coll.	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2007-4642	Pallenopsis sexacentra	Bamber, 2000	urn:lsid:marinespecies.org:taxname:240262	sexacentra	SPECIES	PARATYPE	Pacific Ocean	1998	946dc8a3-ea4b-4a0d-ba44-b23e3449128b	0c9c73d0-7fa1-4c6d-b18b-9affde19eb60	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']	902966400000.0	902966400000.0	902966400000.0	1998.0	False	False	True	False	Chelicerata	Eupantopodida	Nymphonoidea	Pallenopsis sexacentra	2	1065	1274	1302	1358	379601	379609	236317	134593	240262	240262	Pallenopsis sexacentra Bamber, R.N., 2000	['NO_DEPTH']	30	2845	27.16	34.74									
PreservedSpecimen	sm_id_2127	Pycnogonida	WoRMS type localities		13	-17.81	178.78	1998-08-13	Pallenopsidae			Pallenopsis				WoRMS Editorial Board	Animalia		Pacific Ocean	2007-06-20 15:52:33	8	WoRMS Editorial Board:WoRMS type localities:sm_id_2127	Pantopoda	Arthropoda		http://www.marinespecies.org/aphia.php?p=specdetails&id=2127	Pallenopsis sexacentra	Bamber, 2000	urn:lsid:marinespecies.org:taxname:240262	sexacentra		holotype		1998	f1938dca-7810-44ea-ae96-308daab713c3	b74b429a-4052-4f5b-bff3-fe0b5a2e8669	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	902966400000.0	902966400000.0	902966400000.0	1998.0	False	False	True	False	Chelicerata	Eupantopodida	Nymphonoidea	Pallenopsis sexacentra	2	1065	1274	1302	1358	379601	379609	236317	134593	240262	240262	Pallenopsis sexacentra	['DEPTH_EXCEEDS_BATH']	27	3109	27.16	34.74	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Pallenopsis sexacentra</i> Bamber, 2000. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240262		https://marineinfo.org/id/dataset/5184	120.0	80.0	present	100.0	Biota	1.0
