associatedReferences	basisOfRecord	bibliographicCitation	catalogNumber	collectionCode	country	day	decimalLatitude	decimalLongitude	dynamicProperties	eventDate	identifiedBy	individualCount	institutionCode	locality	maximumDepthInMeters	minimumDepthInMeters	month	preparations	scientificName	scientificNameAuthorship	scientificNameID	sex	stateProvince	waterBody	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	lifeStage
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	183896.139825	Invertebrate Zoology: Crustacea	Japan	1	34.9766693115	139.173324585	observedindividualcount=2;	1971-02-01T12:00:00Z	Nakamura, K., Child, C. Allan	2.0	USNM	Honshu Island, Sagami Bay	300	290	2	Alcohol (Ethanol)	Ascorhynchus auchenicus	(Slater)	urn:lsid:marinespecies.org:taxname:240329	male; female	Shizuoka	North Pacific Ocean	1971	3cd1d29d-86b6-436e-9874-dc12c639054b	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	295	34214400000	34214400000	34214400000	1971	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ascorhynchidae	Ascorhynchus	Ascorhynchus auchenicus	2	1065	1274	1302	1358	379601	379608	379788	134571	606977	606977	Ascorhynchus auchenicus	[]	273	3278	20.23	33.5	
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	183894.139823	Invertebrate Zoology: Crustacea	Japan	14	34.625	138.949996948	observedindividualcount=2;	1969-07-14T12:00:00Z	Nakamura, K., Child, C. Allan	2.0	USNM	Honshu Island, Sagami Bay	72	54	7	Alcohol (Ethanol)	Ascorhynchus auchenicus	(Slater)	urn:lsid:marinespecies.org:taxname:240329		Shizuoka	North Pacific Ocean	1969	4a344ee5-7999-46ec-99e7-019f1b08ebe1	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	63	-14774400000	-14774400000	-14774400000	1969	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ascorhynchidae	Ascorhynchus	Ascorhynchus auchenicus	2	1065	1274	1302	1358	379601	379608	379788	134571	606977	606977	Ascorhynchus auchenicus	[]	51	2224	20.53	34.06	juvenile
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	183895.139824	Invertebrate Zoology: Crustacea	Japan	17	35.0149993896	139.143325806	observedindividualcount=15;	1969-07-17T12:00:00Z	Nakamura, K., Child, C. Allan	15.0	USNM	Honshu Island, Sagami Bay	113	113	7	Alcohol (Ethanol)	Ascorhynchus auchenicus	(Slater)	urn:lsid:marinespecies.org:taxname:240329	male; female	Shizuoka	North Pacific Ocean	1969	65042275-f527-4f9d-b030-888c81fdcf60	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	113	-14515200000	-14515200000	-14515200000	1969	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ascorhynchidae	Ascorhynchus	Ascorhynchus auchenicus	2	1065	1274	1302	1358	379601	379608	379788	134571	606977	606977	Ascorhynchus auchenicus	[]	123	3271	20.11	33.51	
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	183892.139821	Invertebrate Zoology: Crustacea	Japan	13	34.6633300781	138.759994507	observedindividualcount=11;	1969-07-13T12:00:00Z	Nakamura, K., Child, C. Allan	11.0	USNM	Honshu Island, Suruga Bay	85	75	7	Alcohol (Ethanol)	Ascorhynchus auchenicus	(Slater)	urn:lsid:marinespecies.org:taxname:240329	male; female;;	Shizuoka	North Pacific Ocean	1969	7372ac2c-eb52-45ca-87ef-55c4aeff08de	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	80	-14860800000	-14860800000	-14860800000	1969	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ascorhynchidae	Ascorhynchus	Ascorhynchus auchenicus	2	1065	1274	1302	1358	379601	379608	379788	134571	606977	606977	Ascorhynchus auchenicus	[]	67	1016	20.46	34.04	;; juvenile
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	80546.273420	Invertebrate Zoology: Crustacea	Japan	10	32.4805603027	128.577774048	observedindividualcount=1;	1906-08-10T12:00:00Z	Hedgpeth, J. W.	1.0	USNM	Honshu Island, Ose Saki	254	254	8	Alcohol (Ethanol)	Ascorhynchus auchenicus	(Slater)	urn:lsid:marinespecies.org:taxname:240329			North Pacific Ocean	1906	9d900946-8093-4205-a716-32d95aff5ad2	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	254	-2000592000000	-2000592000000	-2000592000000	1906	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ascorhynchidae	Ascorhynchus	Ascorhynchus auchenicus	2	1065	1274	1302	1358	379601	379608	379788	134571	606977	606977	Ascorhynchus auchenicus	[]	249	13672	21.67	34.01	
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	183893.139822	Invertebrate Zoology: Crustacea	Japan	14	34.5699996948	138.868331909	observedindividualcount=2;	1969-07-14T12:00:00Z	Nakamura, K., Child, C. Allan	2.0	USNM	Honshu Island, Sagami Bay	94	76	7	Alcohol (Ethanol)	Ascorhynchus auchenicus	(Slater)	urn:lsid:marinespecies.org:taxname:240329	male; female	Shizuoka	North Pacific Ocean	1969	a8ffd523-3d8a-4936-b653-bc40e105eb18	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	85	-14774400000	-14774400000	-14774400000	1969	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ascorhynchidae	Ascorhynchus	Ascorhynchus auchenicus	2	1065	1274	1302	1358	379601	379608	379788	134571	606977	606977	Ascorhynchus auchenicus	[]	89	3966	20.57	34.11	
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	123137.87829	Invertebrate Zoology: Crustacea	Japan	26	35.0927810669	139.643325806	observedindividualcount=1;	1906-10-26T12:00:00Z	Child, C. Allan	1.0	USNM	Honshu Island, Sagami Bay, Uraga Strait, 3 Mile Off Joga Shima Light	106	106	10	Alcohol (Ethanol)	Ascorhynchus auchenicus	(Slater)	urn:lsid:marinespecies.org:taxname:240329	male		North Pacific Ocean	1906	b8758d0f-e5dc-48d0-bbc9-3b6fe78f82f6	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	106	-1993939200000	-1993939200000	-1993939200000	1906	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ascorhynchidae	Ascorhynchus	Ascorhynchus auchenicus	2	1065	1274	1302	1358	379601	379608	379788	134571	606977	606977	Ascorhynchus auchenicus	[]	95	4113	19.94	33.36	
