basisOfRecord	catalogNumber	class	collectionCode	coordinateUncertaintyInMeters	country	decimalLatitude	decimalLongitude	family	footprintWKT	genus	individualCount	institutionCode	kingdom	locality	modified	occurrenceID	occurrenceStatus	organismQuantity	organismQuantityType	phylum	scientificName	scientificNameID	sex	specificEpithet	taxonRank	id	dataset_id	node_id	dropped	absence	marine	brackish	subphylum	order	suborder	superfamily	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss
PreservedSpecimen	J5296	Pycnogonida	co119	1000	Australia	-23.85	151.27	Phoxichilidiidae	POINT (151.27000 -23.85000)	Anoplodactylus	7	NMV	Animalia	Gladstone, Calliope River	2017-02-09T11:04:04	J5296	present	7	individuals	Arthropoda	Anoplodactylus calliopus	urn:lsid:marinespecies.org:taxname:239460	Unknown	calliopus	species	653e0918-6081-4c16-8445-98fcfc93d831	d104db68-63cf-4f34-b92a-54bd55a07394	['2a57cd59-6799-4579-955e-27c9af97aea4']	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Phoxichilidoidea	Anoplodactylus calliopus	2	1065	1274	1302	1358	379601	379610	14469	134592	239460	239460	Anoplodactylus calliopus	['NO_DEPTH', 'ON_LAND']	-5.91	-431	23.51	35.38
PreservedSpecimen	J5297	Pycnogonida	co119	1000	Australia	-23.85	151.27	Phoxichilidiidae	POINT (151.27000 -23.85000)	Anoplodactylus	6	NMV	Animalia	Gladstone, Auckland Creek	2017-02-09T11:04:06	J5297	present	6	individuals	Arthropoda	Anoplodactylus calliopus	urn:lsid:marinespecies.org:taxname:239460	Unknown	calliopus	species	a7b171f8-468d-4312-b36d-84501af8c2c1	d104db68-63cf-4f34-b92a-54bd55a07394	['2a57cd59-6799-4579-955e-27c9af97aea4']	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Phoxichilidoidea	Anoplodactylus calliopus	2	1065	1274	1302	1358	379601	379610	14469	134592	239460	239460	Anoplodactylus calliopus	['NO_DEPTH', 'ON_LAND']	-5.91	-431	23.51	35.38
PreservedSpecimen	J5298	Pycnogonida	co119	1000	Australia	-23.85	151.27	Phoxichilidiidae	POINT (151.27000 -23.85000)	Anoplodactylus	1	NMV	Animalia	Gladstone, Auckland Creek	2017-02-09T11:04:08	J5298	present	1	individuals	Arthropoda	Anoplodactylus calliopus	urn:lsid:marinespecies.org:taxname:239460	Unknown	calliopus	species	cfa1b265-d445-4d5f-9a62-31f5ead18703	d104db68-63cf-4f34-b92a-54bd55a07394	['2a57cd59-6799-4579-955e-27c9af97aea4']	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Phoxichilidoidea	Anoplodactylus calliopus	2	1065	1274	1302	1358	379601	379610	14469	134592	239460	239460	Anoplodactylus calliopus	['NO_DEPTH', 'ON_LAND']	-5.91	-431	23.51	35.38
