associatedReferences	basisOfRecord	bibliographicCitation	catalogNumber	collectionCode	country	day	decimalLatitude	decimalLongitude	dynamicProperties	eventDate	identifiedBy	individualCount	institutionCode	locality	maximumDepthInMeters	minimumDepthInMeters	month	preparations	scientificName	scientificNameAuthorship	scientificNameID	sex	typeStatus	waterBody	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	datasetID	modified	occurrenceID	occurrenceStatus	references	specificEpithet	superdomain	superdomainid
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	80594.273465	Invertebrate Zoology: Crustacea	Japan	31	33.3833312988	135.6277771	observedindividualcount=1;	1906-08-31T12:00:00Z	Hedgpeth, J. W.	1.0	USNM	Honshu Island, Off Honshu Island	995.0	995	8	Alcohol (Ethanol); Slide	Nymphon kodanii	Hedgpeth	urn:lsid:marinespecies.org:taxname:239993	male	Holotype	North Pacific Ocean	1906	28d8f15b-3c10-4c66-8272-c2f2c09dda1d	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	995	-1998777600000	-1998777600000	-1998777600000	1906	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon kodanii	2	1065	1274	1302	1358	379601	379609	1566	134591	239993	239993	Nymphon kodanii	[]	1204	11939	22.91	34.25								
	PreservedSpecimen	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Nymphon kodanii</i> Hedgpeth, 1949. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239993	sm_id_2015	WoRMS type localities		31	33.38	135.63		1906-08-31			WoRMS Editorial Board	Pacific Ocean		995	8		Nymphon kodanii	Hedgpeth, 1949	urn:lsid:marinespecies.org:taxname:239993		holotype		1906	4cf6488e-0116-4714-87ee-e3b0bb73bff2	b74b429a-4052-4f5b-bff3-fe0b5a2e8669	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	995	-1998777600000	-1998777600000	-1998777600000	1906	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon kodanii	2	1065	1274	1302	1358	379601	379609	1566	134591	239993	239993	Nymphon kodanii	[]	1204	12228	22.91	34.25	https://marineinfo.org/id/dataset/5184	2007-06-20 15:52:33	WoRMS Editorial Board:WoRMS type localities:sm_id_2015	present	http://www.marinespecies.org/aphia.php?p=specdetails&id=2015	kodanii	Biota	1.0
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	80595.273466	Invertebrate Zoology: Crustacea	Japan	30	33.3833312988	135.6277771	observedindividualcount=1;	1906-08-30T12:00:00Z	Hedgpeth, J. W.	1.0	USNM	Honshu Island, Off Honshu Island	1187.0	1187	8	Alcohol (Ethanol)	Nymphon kodanii	Hedgpeth	urn:lsid:marinespecies.org:taxname:239993	male	Paratype	North Pacific Ocean	1906	817afbc9-0a20-4075-a20f-cf3528bd409c	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	1187	-1998864000000	-1998864000000	-1998864000000	1906	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon kodanii	2	1065	1274	1302	1358	379601	379609	1566	134591	239993	239993	Nymphon kodanii	[]	1204	11939	22.91	34.25								
