associatedReferences	basisOfRecord	bibliographicCitation	catalogNumber	collectionCode	country	day	decimalLatitude	decimalLongitude	dynamicProperties	eventDate	identifiedBy	individualCount	institutionCode	locality	maximumDepthInMeters	minimumDepthInMeters	month	preparations	scientificName	scientificNameAuthorship	scientificNameID	sex	stateProvince	typeStatus	waterBody	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	234645.186386	Invertebrate Zoology: Crustacea	United States	27	52.2183303833	-179.72833252	observedindividualcount=1;	1980-07-27T12:00:00Z	Bowman, Thomas E.	1.0	USNM	Aleutian Islands, Rat Islands, Amchitka Pass, Off Amchitka Island	141	141	7	Alcohol (Ethanol)	Eurycyde arctica	Child	urn:lsid:marinespecies.org:taxname:240165	male	Alaska	Holotype	North Pacific Ocean	1980	1c0df1c8-cc5a-4e31-8911-0802e977b04f	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	141	333504000000	333504000000	333504000000	1980	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ascorhynchidae	Eurycyde	Eurycyde arctica	2	1065	1274	1302	1358	379601	379608	379788	134573	240165	240165	Eurycyde arctica	[]	234	44052	5.21	32.83
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	234646.186387	Invertebrate Zoology: Crustacea	United States	27	52.2183303833	-179.72833252	observedindividualcount=1;	1980-07-27T12:00:00Z	Bowman, Thomas E.	1.0	USNM	Aleutian Islands, Rat Islands, Amchitka Pass, Off Amchitka Island	141	141	7	Alcohol (Ethanol)	Eurycyde arctica	Child	urn:lsid:marinespecies.org:taxname:240165	male	Alaska	Paratype	North Pacific Ocean	1980	4952e984-19fa-4e4c-8232-4307dcfe1492	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	141	333504000000	333504000000	333504000000	1980	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ascorhynchidae	Eurycyde	Eurycyde arctica	2	1065	1274	1302	1358	379601	379608	379788	134573	240165	240165	Eurycyde arctica	[]	234	44052	5.21	32.83
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	234647.186388	Invertebrate Zoology: Crustacea	United States	31	51.2966690063	179.413330078	observedindividualcount=1;	1983-07-31T12:00:00Z	Bowman, Thomas E.	1.0	USNM	Aleutian Islands, Rat Islands, Amchitka Island, S Of Island	229	229	7	Alcohol (Ethanol)	Eurycyde arctica	Child	urn:lsid:marinespecies.org:taxname:240165	female	Alaska	Paratype	North Pacific Ocean	1983	df6689f2-1f4f-4bd1-a119-58da215679bf	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	229	428457600000	428457600000	428457600000	1983	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ascorhynchidae	Eurycyde	Eurycyde arctica	2	1065	1274	1302	1358	379601	379608	379788	134573	240165	240165	Eurycyde arctica	[]	215	6780	5.33	32.7
