basisOfRecord	bibliographicCitation	catalogNumber	class	collectionCode	datasetID	day	decimalLatitude	decimalLongitude	eventDate	family	genus	institutionCode	kingdom	locality	minimumDepthInMeters	modified	month	occurrenceID	occurrenceStatus	order	phylum	references	scientificName	scientificNameAuthorship	scientificNameID	specificEpithet	typeStatus	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	superdomain	subphylum	suborder	superfamily	species	superdomainid	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	datasetName	eventID	eventTime	fieldNumber	footprintSRS	identifiedBy	language	maximumDepthInMeters	occurrenceRemarks	recordedBy	samplingProtocol	continent	country	dynamicProperties	geodeticDatum	higherGeography	locationID	preparations	stateProvince
PreservedSpecimen	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Ammothella tubicen</i> Stock, 1978. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=134616	sm_id_1559	Pycnogonida	WoRMS type localities	https://marineinfo.org/id/dataset/5184	31	44.07	-4.35	1974-10-31	Ammotheidae	Ammothella	WoRMS Editorial Board	Animalia	Atlantic Ocean	1980.0	2007-06-20 15:52:33	10	WoRMS Editorial Board:WoRMS type localities:sm_id_1559	present	Pantopoda	Arthropoda	http://www.marinespecies.org/aphia.php?p=specdetails&id=1559	Ammothella tubicen	Stock, 1978	urn:lsid:marinespecies.org:taxname:134616	tubicen	holotype	1974	26131101-f1aa-4fbb-b2ee-ca65f17ab969	b74b429a-4052-4f5b-bff3-fe0b5a2e8669	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	1980.0	152409600000.0	152409600000.0	152409600000.0	1974.0	False	False	True	False	Biota	Chelicerata	Eupantopodida	Ascorhynchoidea	Ammothella tubicen	1	2	1065	1274	1302	1358	379601	379608	1562	134570	134616	134616	Ammothella tubicen	[]	1978.0	73358	16.47	35.56																			
HumanObservation		20173	Pycnogonida	bio_dba	https://marineinfo.org/id/dataset/490	1	44.0	-4.0	1974-10-01T00:00:00+00:00	Ammotheidae	Ammothella		Animalia	Golfe de Gascogne	1980.0	2022-01-18 09:29:51	10	Ifremer_bio_dba_20173	present	Pantopoda	Arthropoda		Ammothella tubicen		urn:lsid:marinespecies.org:taxname:134616	tubicen		1974	66bc5a7f-0628-4cfa-b693-886f137b1952	b0a7add2-dd9e-4020-9ca4-5df048c8f6a2	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	1980.0	149817600000.0	149817600000.0	149817600000.0	1974.0	False	False	True	False	Biota	Chelicerata	Eupantopodida	Ascorhynchoidea	Ammothella tubicen	1	2	1065	1274	1302	1358	379601	379608	1562	134570	134616	134616	Ammothella tubicen	[]	3852.4	58169	16.54	35.5	Bigood	Beam trawl_1974101_CP / CPH-23_NA	00:00:00+00:00	CP / CPH-23	EPSG:4326	STOCK Jan	en	1980.0	holotype	LAUBIER Lucien	Beam trawl								
PreservedSpecimen		8982-Arthropoda	Pycnogonida	Invertebrate Zoology			24.60885	-83.5660167	2004-10-00	Ammotheidae	Ammothella	UF	Animalia	Florida Straits, SW of Dry Tortugas		2021-04-27 18:54:27		AB8FE1F4-A07A-4DFA-9A0B-4885393F7AA7		Pantopoda	Arthropoda		Ammothella tubicen	Stock 1978		tubicen			d6b84ac8-4702-4efb-aed9-aac0e40a17ad	c5687a17-e454-40f9-9a4b-d04b2c812d74	['b7c47783-a020-4173-b390-7b57c4fa1426']						False	False	True	False	Biota	Chelicerata	Eupantopodida	Ascorhynchoidea	Ammothella tubicen	1	2	1065	1274	1302	1358	379601	379608	1562	134570	134616	134616	Ammothella tubicen	['NO_DEPTH']	86.0	64692	26.77	36.02										Starmer, J.		North America	USA	project=DigIn	WGS84	USA, Florida	a0fbfc35-a287-482d-a245-d10957c8536b	75% ethanol - 1	Florida
HumanObservation		20114	Pycnogonida	bio_dba	https://marineinfo.org/id/dataset/490	1	44.0	-4.0	1974-10-01T00:00:00+00:00	Ammotheidae	Ammothella		Animalia	Golfe de Gascogne	1995.0	2022-01-18 09:29:51	10	Ifremer_bio_dba_20114	present	Pantopoda	Arthropoda		Ammothella tubicen		urn:lsid:marinespecies.org:taxname:134616	tubicen		1974	e971fc36-1289-41f9-987b-a413055a8e60	b0a7add2-dd9e-4020-9ca4-5df048c8f6a2	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	1995.0	149817600000.0	149817600000.0	149817600000.0	1974.0	False	False	True	False	Biota	Chelicerata	Eupantopodida	Ascorhynchoidea	Ammothella tubicen	1	2	1065	1274	1302	1358	379601	379608	1562	134570	134616	134616	Ammothella tubicen	[]	3852.4	58169	16.54	35.5	Bigood	Beam trawl_1974101_CP / CPH-24_NA	00:00:00+00:00	CP / CPH-24	EPSG:4326	STOCK Jan	en	1995.0		LAUBIER Lucien	Beam trawl								
PreservedSpecimen		8981-Arthropoda	Pycnogonida	Invertebrate Zoology			24.60885	-83.5660167	2004-10-00	Ammotheidae	Ammothella	UF	Animalia	Florida Straits, SW of Dry Tortugas		2021-04-27 18:54:23		ACA5A365-7924-44E7-ADE2-ADB5C926A032		Pantopoda	Arthropoda		Ammothella tubicen	Stock 1978		tubicen			fdc8fc32-35e1-44f6-b94c-56378a9510c2	c5687a17-e454-40f9-9a4b-d04b2c812d74	['b7c47783-a020-4173-b390-7b57c4fa1426']						False	False	True	False	Biota	Chelicerata	Eupantopodida	Ascorhynchoidea	Ammothella tubicen	1	2	1065	1274	1302	1358	379601	379608	1562	134570	134616	134616	Ammothella tubicen	['NO_DEPTH']	86.0	64692	26.77	36.02										Starmer, J.		North America	USA	project=DigIn	WGS84	USA, Florida	a0fbfc35-a287-482d-a245-d10957c8536b	75% ethanol - 3; DNA subsample - 1	Florida
