basisOfRecord	catalogNumber	class	collectionCode	coordinatePrecision	coordinateUncertaintyInMeters	decimalLatitude	decimalLongitude	family	footprintWKT	genus	institutionCode	kingdom	locality	modified	occurrenceID	occurrenceStatus	phylum	scientificName	scientificNameID	sex	specificEpithet	taxonRank	vernacularName	id	dataset_id	node_id	dropped	absence	marine	brackish	subphylum	order	suborder	superfamily	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	country	eventDate	date_start	date_mid	date_end	date_year	individualCount	maximumDepthInMeters	minimumDepthInMeters	organismQuantity	organismQuantityType	depth
PreservedSpecimen	P.13588	Pycnogonida	co113	0.8961	100000	-37.083	150.15	Nymphonidae	POINT (150.15000 -37.08300)	Nymphon	AM	Animalia	off Twofold Bay	2017-03-02T11:16:03	urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.13588	present	Arthropoda	Nymphon singulare	urn:lsid:marinespecies.org:taxname:239823	Male	singulare	species	Pycnogonid	3e56c229-74e4-4d0d-be51-a9b58d2e452f	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Nymphonoidea	Nymphon singulare	2	1065	1274	1302	1358	379601	379609	1566	134591	239823	239823	Nymphon singulare	['NO_DEPTH']	92.0	14311	18.21	35.57												
PreservedSpecimen	P.42902	Pycnogonida	co113	0.0009	100	-28.19416	153.57715	Nymphonidae	POINT (153.57715 -28.19416)	Nymphon	AM	Animalia	Cook Island, South Ledge	2017-03-02T15:58:01	urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.42902	present	Arthropoda	Nymphon singulare	urn:lsid:marinespecies.org:taxname:239823	Female	singulare	species	Pycnogonid	40800d3e-9e74-4a66-92f4-7c749466f4e2	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Nymphonoidea	Nymphon singulare	2	1065	1274	1302	1358	379601	379609	1566	134591	239823	239823	Nymphon singulare	['NO_DEPTH']	0.43	95	23.41	35.4	Australia	1993-06-09	739584000000.0	739584000000.0	739584000000.0	1993.0						
PreservedSpecimen	P.42932	Pycnogonida	co113	0.009	1000	-38.34166	141.62499	Nymphonidae	POINT (141.62499 -38.34166)	Nymphon	AM	Animalia	Portland, 500 m east of Whalers Point Lighthouse	2017-03-02T15:58:06	urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.42932	present	Arthropoda	Nymphon singulare	urn:lsid:marinespecies.org:taxname:239823	Male	singulare	species	Pycnogonid	662506ac-68f0-46a0-8ce1-32710269472b	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Nymphonoidea	Nymphon singulare	2	1065	1274	1302	1358	379601	379609	1566	134591	239823	239823	Nymphon singulare	['NO_DEPTH']	1.0	283	15.87	35.6	Australia	1988-05-01	578448000000.0	578448000000.0	578448000000.0	1988.0						
PreservedSpecimen	J48945	Pycnogonida	co119		1000	-37.1217	150.337	Nymphonidae	POINT (150.33700 -37.12170)	Nymphon	NMV	Animalia	Off Eden	2017-02-10T11:36:41	J48945	present	Arthropoda	Nymphon singulare	urn:lsid:marinespecies.org:taxname:239823	Unknown	singulare	species	Pycnogonid	bc1ebe90-7afc-461d-b2ac-7df8ec202053	d104db68-63cf-4f34-b92a-54bd55a07394	['2a57cd59-6799-4579-955e-27c9af97aea4']	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Nymphonoidea	Nymphon singulare	2	1065	1274	1302	1358	379601	379609	1566	134591	239823	239823	Nymphon singulare	['DEPTH_EXCEEDS_BATH']	184.0	28900	18.86	35.59		1986-07-20	522201600000.0	522201600000.0	522201600000.0	1986.0	2	520.0	520.0	2	individuals	520.0
PreservedSpecimen	J48940	Pycnogonida	co119		1000	-38.295	149.188	Nymphonidae	POINT (149.18800 -38.29500)	Nymphon	NMV	Animalia	S of Point Hicks	2017-02-10T11:36:39	J48940	present	Arthropoda	Nymphon singulare	urn:lsid:marinespecies.org:taxname:239823	Unknown	singulare	species	Pycnogonid	bddb2594-2f29-4ff6-aedb-9e4d4da5eeb6	d104db68-63cf-4f34-b92a-54bd55a07394	['2a57cd59-6799-4579-955e-27c9af97aea4']	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Nymphonoidea	Nymphon singulare	2	1065	1274	1302	1358	379601	379609	1566	134591	239823	239823	Nymphon singulare	[]	471.0	54723	17.27	35.58		1986-07-24	522547200000.0	522547200000.0	522547200000.0	1986.0	17	400.0	400.0	17	individuals	400.0
PreservedSpecimen	J48944	Pycnogonida	co119		1000	-36.9567	150.313	Nymphonidae	POINT (150.31300 -36.95670)	Nymphon	NMV	Animalia	Off Eden	2017-02-10T11:36:41	J48944	present	Arthropoda	Nymphon singulare	urn:lsid:marinespecies.org:taxname:239823	Unknown	singulare	species	Pycnogonid	f7d0781e-8098-4dcd-bbd7-9a76bf54017d	d104db68-63cf-4f34-b92a-54bd55a07394	['2a57cd59-6799-4579-955e-27c9af97aea4']	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Nymphonoidea	Nymphon singulare	2	1065	1274	1302	1358	379601	379609	1566	134591	239823	239823	Nymphon singulare	['NO_DEPTH']	177.0	32615	18.78	35.58		1986-07-20	522201600000.0	522201600000.0	522201600000.0	1986.0	7			7	individuals	
