basisOfRecord	catalogNumber	class	collectionCode	coordinatePrecision	coordinateUncertaintyInMeters	country	decimalLatitude	decimalLongitude	eventDate	family	footprintWKT	genus	institutionCode	kingdom	locality	modified	occurrenceID	occurrenceStatus	phylum	scientificName	scientificNameID	sex	specificEpithet	taxonRank	id	dataset_id	node_id	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	subphylum	order	suborder	superfamily	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	wrims	flags	bathymetry	shoredistance	sst	sss	collectionID	continent	dateIdentified	day	eventRemarks	fieldNumber	higherClassification	higherGeography	identifiedBy	institutionID	language	license	locationID	month	nomenclaturalCode	occurrenceRemarks	preparations	recordedBy	scientificNameAuthorship	startDayOfYear	stateProvince	type	verbatimEventDate	verbatimLatitude	verbatimLongitude	year	superdomain	superdomainid	maximumDepthInMeters	minimumDepthInMeters	depth	accessRights	datasetName	disposition	endDayOfYear	geodeticDatum	individualCount	island	originalNameUsage	ownerInstitutionCode	rightsHolder	verbatimCoordinates	verbatimDepth	verbatimLocality	waterBody	county	datasetID	georeferenceProtocol	maximumElevationInMeters	minimumElevationInMeters	verbatimCoordinateSystem	verbatimSRS
PreservedSpecimen	P.77979	Pycnogonida	co113	0.009	1000	Australia	-30.2	153.266	1992-06-24	Phoxichilidiidae	POINT (153.26600 -30.20000)	Anoplodactylus	AM	Animalia	southwest side of South Solitary Island	2017-03-02T12:59:33	urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.77979	present	Arthropoda	Anoplodactylus digitatus	urn:lsid:marinespecies.org:taxname:134718	Male	digitatus	species	783e22b1-7ad4-430a-850e-4037a73ad0c0	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']	709344000000	709344000000	709344000000	1992	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Phoxichilidoidea	Anoplodactylus digitatus	2	1065	1274	1302	1358	379601	379610	14469	134592	134718	134718	Anoplodactylus digitatus	True	['NO_DEPTH']	-1	275	22.66	35.46																																																				
PreservedSpecimen	10265	Pycnogonida	IZ			Indonesia	5.16667	97.13333	1975-01-24	Phoxichilidiidae		Anoplodactylus	CAS	Animalia	Indian Ocean Coast, near town of Lhokseumawe (northern Sumatra)	2024-03-08 17:12:30	urn:catalog:CAS:IZ:10265		Arthropoda	Anoplodactylus digitatus			digitatus	species	b7fc229b-1a4a-4262-b300-6e37aa500708	aa16d305-d413-4c4a-90be-b1ec3298d58d	['b7c47783-a020-4173-b390-7b57c4fa1426']	159753600000	159753600000	159753600000	1975	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Phoxichilidoidea	Anoplodactylus digitatus	2	1065	1274	1302	1358	379601	379610	14469	134592	134718	134718	Anoplodactylus digitatus	True	['NO_DEPTH', 'ON_LAND']	-9	-754	29.48	32.45	https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470	Asia	1979-11	24	Data transcribed from catalogue card by Notes from Nature volunteers via Zooniverse.	160832	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Eupantopodida, Phoxichilidoidea, Phoxichilidiidae	Asia, Indonesia, Sumatra	C.A. Child	http://grscicoll.org/institution/california-academy-sciences	en	https://creativecommons.org/publicdomain/zero/1.0/	9f11ef32-9044-4b70-b584-0687798dbe62	1	ICZN	female juvenile, From purple sponge	Fluid-75% EtOH(1)	D.E. Coleman	(Böhm, 1879)	24	Aceh Province	Physical Object	24 Jan 1975	5° 10' N	97° 8' E	1975	Biota	1.0																								
PreservedSpecimen	10264	Pycnogonida	IZ			Indonesia	5.1666666667	-97.1333333333	1975-01-25	Phoxichilidiidae		Anoplodactylus	CAS	Animalia	Sumatra Island, North Sumatra, Strait of Malacca, near Lhokseumawe, steel pertamina fuel dock pilings		urn:catalog:CAS:IZ:10264		Arthropoda	Anoplodactylus digitatus			digitatus	species	c3f810fa-8b14-4891-8fe0-b9fc33abacfa	aa16d305-d413-4c4a-90be-b1ec3298d58d	['b7c47783-a020-4173-b390-7b57c4fa1426']	159840000000	159840000000	159840000000	1975	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Phoxichilidoidea	Anoplodactylus digitatus	2	1065	1274	1302	1358	379601	379610	14469	134592	134718	134718	Anoplodactylus digitatus	True	[]	3432	688325	27.53	33.5	https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470	Asia	1979-11	25	Specimens in 2 buckets; 2 half gal., 6 qt., and 8 pt. containers, collected live and stored in 100% alcohol, transferred to 75% EtOH. Community scraped from fuel dock pilings (built in 1968). Original accession date 7 Mar 1975. Formerly IZ ACC # 0142 A.	010615	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Eupantopodida, Phoxichilidoidea, Phoxichilidiidae	Asia	C.A. Child	http://grscicoll.org/institution/california-academy-sciences	en	https://creativecommons.org/publicdomain/zero/1.0/	058f730e-2598-11ed-aace-005056be1b7a	1	ICZN	two ovigerous males + two females +1 juvenile female. formerly IZ Acc. No. 0142A.	Fluid-75% EtOH(5)	Dave Coleman	(Böhm, 1879)	25		Physical Object	25 Jan 1975	5° 10' N	97° 8' W	1975	Biota	1.0	3.66	0.0	1.83																					
PreservedSpecimen	12916	Pycnogonida	S		100	Hawaiian Islands	21.4927	-157.846	1999-11-02	Phoxichilidiidae	POINT (-157.84600 21.49270)	Anoplodactylus	BPBM	Animalia	Kaneohe Bay, Waikane Peir	23/08/2006 0:00:00	ae2490c7-4e5f-4de8-b1df-0853fd240b69	present	Arthropoda	Anoplodactylus digitatus	urn:lsid:marinespecies.org:taxname:134718		digitatus		c64f2870-522a-4254-b96b-c0c895242c39	10b213e6-a9c4-459e-a40c-ef9edc461b97	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']	941500800000	941500800000	941500800000	1999	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Phoxichilidoidea	Anoplodactylus digitatus	2	1065	1274	1302	1358	379601	379610	14469	134592	134718	134718	Anoplodactylus digitatus	True	[]	-1	121	25.34	35.1				2					C. A. Child		en	http://creativecommons.org/publicdomain/zero/1.0		11			2 alcoholic		(Böhm, 1879)	306		PhysicalObject	1999-11-02	"21°29'33.6""N"	"157°50'43.9""W"	1999			3.0	0.0	1.5	http://www.vertnet.org/resources/norms.html	Bishop Museum Marine Invertebrates Specimens	in collection	306	WGS84	2	Oahu	Anoplodactylus digitatus	BPBM	Bernice Pauahi Bishop Museum	"(21° 29' 33.6"" N, 157° 50' 43.9"" W)"	0.00-3.00	"Pacific Ocean; North Subtropical Oceania; Hawaiian Islands; Oahu; Kaneohe Bay, Waikane Peir (21° 29' 33.6"" N, 157° 50' 43.9"" W)"	Pacific Ocean							
HumanObservation	162451	Pycnogonida	Non-Freshwater Specimens			US	21.462778	-157.81027	2000-01	Phoxichilidiidae		Anoplodactylus	USGS	Animalia	Kane'ohe Bay, Oahu		1121538793	P	Arthropoda	Anoplodactylus digitatus	134718		digitatus		d98a6002-1be1-4616-b395-7ad506e7379f	16434578-ebf7-4bcc-a776-508ffece76de	['b7c47783-a020-4173-b390-7b57c4fa1426']	946684800000	947980800000	949276800000	2000	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Phoxichilidoidea	Anoplodactylus digitatus	2	1065	1274	1302	1358	379601	379610	14469	134592	134718	134718	Anoplodactylus digitatus	True	['NO_DEPTH']	6	75	25.31	35.09			2000-01						USGS							yr_accuracy: Actual | lat_long_accuracy: Approximate					HI															EPSG:4326 WGS 84				USGS						Honolulu	USGS_NAS_Marine_NonFish	Google Maps	0	0	decimal degrees	NAD 83
