basisOfRecord	catalogNumber	collectionCode	decimalLatitude	decimalLongitude	institutionCode	maximumDepthInMeters	minimumDepthInMeters	scientificName	scientificNameID	id	dataset_id	node_id	depth	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	coordinateUncertaintyInMeters	datasetName	day	eventDate	eventID	fieldNumber	footprintWKT	geodeticDatum	individualCount	language	locality	modified	month	occurrenceID	occurrenceRemarks	occurrenceStatus	samplingProtocol	scientificNameAuthorship	specificEpithet	startDayOfYear	waterBody	year	date_start	date_mid	date_end	date_year	continent	country	dateIdentified	georeferenceSources	identifiedBy	locationID	preparations	recordedBy
HumanObservation	24004	SOMBASE Pycnogonids	-53.5332984924	-64.9499969482	BAS	124	119	Pycnogonum magellanicum	urn:lsid:marinespecies.org:taxname:239421	721a9e07-8c3b-4bcb-9f4e-64602bc8a70b	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	121.5	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Pycnogonoidea	Pycnogonidae	Pycnogonum	Pycnogonum magellanicum	2	1065	1274	1302	1358	379601	379611	1567	134595	239421	239421	Pycnogonum magellanicum	[]	129	122140	6.98	33.97																																		
HumanObservation	34745	SOMBASE Pycnogonids	-40.3330001831	-9.94169998169	BAS	141	102	Pycnogonum magellanicum	urn:lsid:marinespecies.org:taxname:239421	85425e63-f5c8-40f1-8d0c-d1f1c330b12e	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	121.5	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Pycnogonoidea	Pycnogonidae	Pycnogonum	Pycnogonum magellanicum	2	1065	1274	1302	1358	379601	379611	1567	134595	239421	239421	Pycnogonum magellanicum	['DEPTH_EXCEEDS_BATH', 'ON_LAND']	-538	-1672	12.75	34.57																																		
HumanObservation	36753	SOMBASE Pycnogonids	-46.3998985291	51.7666015625	BAS	5	0	Pycnogonum magellanicum	urn:lsid:marinespecies.org:taxname:239421	885b6aa0-5c2f-4327-bda0-dddbf7fed7cd	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	2.5	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Pycnogonoidea	Pycnogonidae	Pycnogonum	Pycnogonum magellanicum	2	1065	1274	1302	1358	379601	379611	1567	134595	239421	239421	Pycnogonum magellanicum	['DEPTH_EXCEEDS_BATH', 'ON_LAND']	-244	-3008	5.17	33.75																																		
HumanObservation	24005	SOMBASE Pycnogonids	-54.998298645	-64.8332977295	BAS	548	438	Pycnogonum magellanicum	urn:lsid:marinespecies.org:taxname:239421	8d05afc1-ecf1-411b-ac9b-d493523b7b84	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	493.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Pycnogonoidea	Pycnogonidae	Pycnogonum	Pycnogonum magellanicum	2	1065	1274	1302	1358	379601	379611	1567	134595	239421	239421	Pycnogonum magellanicum	['DEPTH_EXCEEDS_BATH']	340	12324	6.67	33.95																																		
HumanObservation	Stn 399 Pycnogonum magellanicum	Discovery Reports	-40.35	-10.0	NIWA	141	102	Pycnogonum magellanicum	urn:lsid:marinespecies.org:taxname:239421	9d9e58ef-814e-4796-88fa-cd9dac570e0c	364e5a12-8028-4329-be50-fc548c2d6ce4	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']	121.5	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Pycnogonoidea	Pycnogonidae	Pycnogonum	Pycnogonum magellanicum	2	1065	1274	1302	1358	379601	379611	1567	134595	239421	239421	Pycnogonum magellanicum	[]	163	3322	12.71	34.57	5000	Discovery Expedition Biological Reports	18	1930-05-18	131	Stn 399	POINT (-10 -40.35)	WGS84	2	en	Off Gough Island	2019-03-15	5	5545	Large dredge, heavy pattern, 1.2m in length	present	Large dredge, heavy pattern, 1.2m in length	Hoek, 1898	magellanicum	138	Atlantic Ocean	1930	-1250467200000.0	-1250467200000.0	-1250467200000.0	1930.0								
HumanObservation	Stn WS 228 Pycnogonum magellanicum	Discovery Reports	-50.8333	-56.9667	NIWA	236	229	Pycnogonum magellanicum	urn:lsid:marinespecies.org:taxname:239421	a2515d6e-9a42-404c-9c79-ff6ed71dab84	364e5a12-8028-4329-be50-fc548c2d6ce4	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']	232.5	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Pycnogonoidea	Pycnogonidae	Pycnogonum	Pycnogonum magellanicum	2	1065	1274	1302	1358	379601	379611	1567	134595	239421	239421	Pycnogonum magellanicum	[]	243	88895	6.77	34.04	500	Discovery Expedition Biological Reports	30	1928-06-30	50	Stn WS 228	POINT (-56.9667 -50.8333)	WGS84	2	en		2019-03-15	6	5544	Commercial otter trawl: Head rope 24.5m; mesh at cod-end 3.8cm	present	Commercial otter trawl: Head rope 24.5 m; mesh at cod-end 3.8cm	Hoek, 1898	magellanicum	182	Atlantic Ocean	1928	-1309824000000.0	-1309824000000.0	-1309824000000.0	1928.0								
HumanObservation	24006	SOMBASE Pycnogonids	-54.5666007996	-64.6666030884	BAS	85	85	Pycnogonum magellanicum	urn:lsid:marinespecies.org:taxname:239421	c18e7d1c-0d2d-4f72-9812-fadb18a2955b	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	85.0	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Pycnogonoidea	Pycnogonidae	Pycnogonum	Pycnogonum magellanicum	2	1065	1274	1302	1358	379601	379611	1567	134595	239421	239421	Pycnogonum magellanicum	[]	58	19285	6.92	33.96																																		
HumanObservation	34746	SOMBASE Pycnogonids	-50.8333015442	-56.9667015076	BAS	236	229	Pycnogonum magellanicum	urn:lsid:marinespecies.org:taxname:239421	d7f63770-ac36-4e84-a5ac-451b45b90362	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	232.5	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Pycnogonoidea	Pycnogonidae	Pycnogonum	Pycnogonum magellanicum	2	1065	1274	1302	1358	379601	379611	1567	134595	239421	239421	Pycnogonum magellanicum	[]	243	88895	6.77	34.04																																		
PreservedSpecimen	17987	NIWA	-39.448833	179.906166	NIWA Invertebrate Collection	2182	2119	Pycnogonum magellanicum	urn:lsid:marinespecies.org:taxname:239421	fa90a2d2-9046-456b-8d39-3133f621ec2a	2c6db58f-ae91-4a17-9f0f-7db28506b94f	['6c17c09e-5cc2-4d5a-8463-e866731d35a1']	2150.5	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Pycnogonoidea	Pycnogonidae	Pycnogonum	Pycnogonum magellanicum	2	1065	1274	1302	1358	379601	379611	1567	134595	239421	239421	Pycnogonum magellanicum	[]	2476	168196	16.63	35.41	100	NIWA Invertebrate Collection	19	19/11/2004			LINESTRING (179.906166 -39.448833, 179.921166 -39.449666)	WGS84		en	Young Nick Seamount	8/04/2022	11	5e695af0-fa36-11e2-96b3-aa6f927c92a3		present	Sled, epibenthic	Hoek, 1898	magellanicum			2004					Oceania	New Zealand	2005	GPS	Nielsen, Johanna	TAN0413/192	Specimen(s), Ethanol - no formalin = 1	NIWA; Seamount
