basisOfRecord	bibliographicCitation	catalogNumber	class	collectionCode	datasetID	day	decimalLatitude	decimalLongitude	eventDate	family	genus	institutionCode	kingdom	locality	minimumDepthInMeters	modified	month	occurrenceID	occurrenceStatus	order	phylum	references	scientificName	scientificNameAuthorship	scientificNameID	specificEpithet	typeStatus	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	superdomain	subphylum	suborder	superfamily	species	superdomainid	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	coordinatePrecision	coordinateUncertaintyInMeters	country	footprintWKT	taxonRank
PreservedSpecimen	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Nymphon draconum</i> Child, 1990. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240146	sm_id_1976	Pycnogonida	WoRMS type localities	https://marineinfo.org/id/dataset/5184	29	-14.63	145.47	1989-01-29	Nymphonidae	Nymphon	WoRMS Editorial Board	Animalia	Coral Sea	2.0	2007-06-20 15:52:33	1	WoRMS Editorial Board:WoRMS type localities:sm_id_1976	present	Pantopoda	Arthropoda	http://www.marinespecies.org/aphia.php?p=specdetails&id=1976	Nymphon draconum	Child, 1990	urn:lsid:marinespecies.org:taxname:240146	draconum	holotype	1989	15ac8fd6-4abd-4529-935c-38075abdf73b	b74b429a-4052-4f5b-bff3-fe0b5a2e8669	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	2.0	602035200000	602035200000	602035200000	1989	False	False	True	False	Biota	Chelicerata	Eupantopodida	Nymphonoidea	Nymphon draconum	1.0	2	1065	1274	1302	1358	379601	379609	1566	134591	240146	240146	Nymphon draconum	[]	23.95	2301	26.52	34.91					
PreservedSpecimen		P.64326	Pycnogonida	co113			-14.666	145.466	1989-01-29	Nymphonidae	Nymphon	AM	Animalia	Lizard Island, south of Lizard Head Peninsula		2017-03-02T15:41:42		urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.64326	present	Pantopoda	Arthropoda		Nymphon draconum		urn:lsid:marinespecies.org:taxname:240146	draconis			63587d94-8a8b-4859-a3f1-6f25ed1b3b4c	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']		602035200000	602035200000	602035200000	1989	False	False	True	False		Chelicerata	Eupantopodida	Nymphonoidea	Nymphon draconum		2	1065	1274	1302	1358	379601	379609	1566	134591	240146	240146	Nymphon draconum	['NO_DEPTH', 'ON_LAND']	-268.11	-809	26.52	34.91	0.8961	100000	Australia	POINT (145.46600 -14.66600)	species
PreservedSpecimen		P.64321	Pycnogonida	co113			-14.666	145.466	1989-01-29	Nymphonidae	Nymphon	AM	Animalia	Lizard Island, south of Lizard Head Peninsula		2017-03-02T15:41:42		urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.64321	present	Pantopoda	Arthropoda		Nymphon draconum		urn:lsid:marinespecies.org:taxname:240146	draconis			aa0a1ac5-64a8-4c09-bcb4-181f06723663	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']		602035200000	602035200000	602035200000	1989	False	False	True	False		Chelicerata	Eupantopodida	Nymphonoidea	Nymphon draconum		2	1065	1274	1302	1358	379601	379609	1566	134591	240146	240146	Nymphon draconum	['NO_DEPTH', 'ON_LAND']	-268.11	-809	26.52	34.91	0.8961	100000	Australia	POINT (145.46600 -14.66600)	species
