basisOfRecord	catalogNumber	class	collectionCode	coordinateUncertaintyInMeters	country	decimalLatitude	decimalLongitude	eventDate	family	footprintWKT	genus	institutionCode	kingdom	locality	modified	occurrenceID	occurrenceStatus	phylum	scientificName	scientificNameID	sex	specificEpithet	taxonRank	id	dataset_id	node_id	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	subphylum	order	suborder	superfamily	subfamily	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	subfamilyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	coordinatePrecision	sst	sss	bibliographicCitation	datasetID	day	month	references	scientificNameAuthorship	typeStatus	year	superdomain	superdomainid	individualCount	organismQuantity	organismQuantityType
PreservedSpecimen	P.27572	Pycnogonida	co113	10000	Australia	-25.433	150.333	1967-01-31	Endeidae	POINT (150.33300 -25.43300)	Endeis	AM	Animalia	N.E.A. Powerhouse, Ross Creek, Townsville	2017-03-02T11:26:19	urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.27572	present	Arthropoda	Endeis straughani	urn:lsid:marinespecies.org:taxname:134675	Male	straughani	species	0391bbc1-fd86-4011-85e4-462383fd58ce	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']	-92102400000.0	-92102400000.0	-92102400000.0	1967.0	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Phoxichilidoidea	Endeinae	Endeis straughani	2	1065	1274	1302	1358	379601	379610	1565	379617	134588	134675	134675	Endeis straughani	['NO_DEPTH', 'ON_LAND']	-310.85	-186884																
PreservedSpecimen	P.71969	Pycnogonida	co113	100000	Australia	-14.666	145.466	1982-01-11	Endeidae	POINT (145.46600 -14.66600)	Endeis	AM	Animalia	Lizard Island, North Point	2017-03-02T12:36:52	urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.71969	present	Arthropoda	Endeis straughani	urn:lsid:marinespecies.org:taxname:134675		straughani	species	10faea44-3da2-47bb-ad47-c4c3f4440e1b	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']	379555200000.0	379555200000.0	379555200000.0	1982.0	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Phoxichilidoidea	Endeinae	Endeis straughani	2	1065	1274	1302	1358	379601	379610	1565	379617	134588	134675	134675	Endeis straughani	['NO_DEPTH', 'ON_LAND']	-268.11	-809	0.8961	26.52	34.91													
PreservedSpecimen	sm_id_969	Pycnogonida	WoRMS type localities			-19.25	146.83	1967-01-31	Endeidae		Endeis	WoRMS Editorial Board	Animalia	Coral Sea	2007-06-20 15:52:33	WoRMS Editorial Board:WoRMS type localities:sm_id_969	present	Arthropoda	Endeis straughani	urn:lsid:marinespecies.org:taxname:134675		straughani		684206cc-2a85-465a-9ffb-f3a1da69481b	b74b429a-4052-4f5b-bff3-fe0b5a2e8669	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	-92102400000.0	-92102400000.0	-92102400000.0	1967.0	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Phoxichilidoidea	Endeinae	Endeis straughani	2	1065	1274	1302	1358	379601	379610	1565	379617	134588	134675	134675	Endeis straughani	['NO_DEPTH']	4.7	54				Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Endeis straughani</i> Clark, 1970. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=134675	https://marineinfo.org/id/dataset/5184	31	1	http://www.marinespecies.org/aphia.php?p=specdetails&id=969	Clark, 1970	holotype	1967	Biota	1.0			
PreservedSpecimen	J5294	Pycnogonida	co119	1000	Australia	-23.85	151.27		Endeidae	POINT (151.27000 -23.85000)	Endeis	NMV	Animalia	Gladstone, Auckland Creek	2017-02-09T11:04:00	J5294	present	Arthropoda	Endeis straughani	urn:lsid:marinespecies.org:taxname:134675	Unknown	straughani	species	8cd2b695-9f3e-4af0-bd89-f03119b1f88a	d104db68-63cf-4f34-b92a-54bd55a07394	['2a57cd59-6799-4579-955e-27c9af97aea4']					False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Phoxichilidoidea	Endeinae	Endeis straughani	2	1065	1274	1302	1358	379601	379610	1565	379617	134588	134675	134675	Endeis straughani	['NO_DEPTH', 'ON_LAND']	-5.91	-431		23.51	35.38											2	2	individuals
PreservedSpecimen	J5295	Pycnogonida	co119	1000	Australia	-23.85	151.27	1979-09-29	Endeidae	POINT (151.27000 -23.85000)	Endeis	NMV	Animalia	Gladstone, Calliope River	2017-02-09T11:04:02	J5295	present	Arthropoda	Endeis straughani	urn:lsid:marinespecies.org:taxname:134675	Unknown	straughani	species	b9407014-b99e-4011-a8cc-462e118cd579	d104db68-63cf-4f34-b92a-54bd55a07394	['2a57cd59-6799-4579-955e-27c9af97aea4']	307411200000.0	307411200000.0	307411200000.0	1979.0	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Phoxichilidoidea	Endeinae	Endeis straughani	2	1065	1274	1302	1358	379601	379610	1565	379617	134588	134675	134675	Endeis straughani	['NO_DEPTH', 'ON_LAND']	-5.91	-431		23.51	35.38											2	2	individuals
PreservedSpecimen	P.27573	Pycnogonida	co113	10000	Australia	-25.433	150.333	1964-09-06	Endeidae	POINT (150.33300 -25.43300)	Endeis	AM	Animalia	N.E.A. Powerhouse, Ross Creek, Townsville	2017-03-02T11:26:19	urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.27573	present	Arthropoda	Endeis straughani	urn:lsid:marinespecies.org:taxname:134675	Female	straughani	species	c58abe3f-319f-4f57-8ea3-87ee5d127c85	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']	-167875200000.0	-167875200000.0	-167875200000.0	1964.0	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Phoxichilidoidea	Endeinae	Endeis straughani	2	1065	1274	1302	1358	379601	379610	1565	379617	134588	134675	134675	Endeis straughani	['NO_DEPTH', 'ON_LAND']	-310.85	-186884																
PreservedSpecimen	P.27574	Pycnogonida	co113	10000	Australia	-25.433	150.333	1967-03-07	Endeidae	POINT (150.33300 -25.43300)	Endeis	AM	Animalia	N.E.A. Powerhouse, Ross Creek	2017-03-02T11:26:19	urn:lsid:ozcam.taxonomy.org.au:AM:Invertebrates - Marine & Other:P.27574	present	Arthropoda	Endeis straughani	urn:lsid:marinespecies.org:taxname:134675	Male	straughani	species	eb0c3c0b-da25-421f-a6f2-999afd6ac2d2	517ac935-af0f-4358-88fb-7093015182af	['2a57cd59-6799-4579-955e-27c9af97aea4']	-89078400000.0	-89078400000.0	-89078400000.0	1967.0	False	False	True	False	Chelicerata	Pantopoda	Eupantopodida	Phoxichilidoidea	Endeinae	Endeis straughani	2	1065	1274	1302	1358	379601	379610	1565	379617	134588	134675	134675	Endeis straughani	['NO_DEPTH', 'ON_LAND']	-310.85	-186884																
