basisOfRecord	catalogNumber	collectionCode	decimalLatitude	decimalLongitude	institutionCode	maximumDepthInMeters	minimumDepthInMeters	scientificName	scientificNameID	id	dataset_id	node_id	depth	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	datasetID	day	locality	modified	month	occurrenceID	year
HumanObservation	21481	SOMBASE Pycnogonids	-71.5783004761	-12.4433002472	BAS	560	560	Nymphon macrochelatum	urn:lsid:marinespecies.org:taxname:173449	4a240903-ddef-4cf1-bc2a-63897f80f3fe	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	560	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon macrochelatum	2	1065	1274	1302	1358	379601	379609	1566	134591	173449	173449	Nymphon macrochelatum	[]	590	6628	-1.76	33.77							
HumanObservation	38240	SOMBASE Pycnogonids	-68.1915969849	32.6916007996	BAS	540	540	Nymphon macrochelatum	urn:lsid:marinespecies.org:taxname:173449	aecd6cdb-d480-433a-9d66-ec9986d92b5e	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	540	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon macrochelatum	2	1065	1274	1302	1358	379601	379609	1566	134591	173449	173449	Nymphon macrochelatum	[]	508	57490	-1.7	33.73							
HumanObservation	2819	Weddell Sea macrozoobenthos EASIZ I	-71.57833333	-12.443334	AWI	560	560	Nymphon macrochelatum	urn:lsid:marinespecies.org:taxname:173449	d29c326d-7124-437d-a8ca-cdfba87cd7a3	e1ca35fd-bbc4-4da9-a27c-fea1502a4a30	['dc6c6ea2-83f5-4b18-985a-9efff6320d69']	560	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon macrochelatum	2	1065	1274	1302	1358	379601	379609	1566	134591	173449	173449	Nymphon macrochelatum	[]	590	6631	-1.76	33.77	IMIS:dasid:2432	26	Kapp Norvegia area	2010-05-11T18:09Z	2	urn:catalog:AWI:Weddell Sea macrozoobenthos EASIZ I:2819	1996
HumanObservation	39379	SOMBASE Pycnogonids	-71.5832977295	-12.4333000183	BAS	604	560	Nymphon macrochelatum	urn:lsid:marinespecies.org:taxname:173449	f5ed99a7-6be9-4f64-929a-6651a0d78d59	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']	582	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Nymphonoidea	Nymphonidae	Nymphon	Nymphon macrochelatum	2	1065	1274	1302	1358	379601	379609	1566	134591	173449	173449	Nymphon macrochelatum	[]	588	6550	-1.76	33.77							
