basisOfRecord	bibliographicCitation	catalogNumber	class	collectionCode	datasetID	day	decimalLatitude	decimalLongitude	eventDate	family	genus	institutionCode	kingdom	locality	maximumDepthInMeters	minimumDepthInMeters	modified	month	occurrenceID	occurrenceStatus	order	phylum	references	scientificName	scientificNameAuthorship	scientificNameID	specificEpithet	typeStatus	year	id	dataset_id	node_id	depth	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	superdomain	subphylum	suborder	superfamily	species	superdomainid	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss
PreservedSpecimen	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Pycnogonum sivertseni</i> Stock, 1955. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239871	sm_id_2241	Pycnogonida	WoRMS type localities	https://marineinfo.org/id/dataset/5184	18	-40.39	-9.96	1930-05-18	Pycnogonidae	Pycnogonum	WoRMS Editorial Board	Animalia	Atlantic Ocean	102.0	141.0	2007-06-20 15:52:33	5	WoRMS Editorial Board:WoRMS type localities:sm_id_2241	present	Pantopoda	Arthropoda	http://www.marinespecies.org/aphia.php?p=specdetails&id=2241	Pycnogonum sivertseni	Stock, 1955	urn:lsid:marinespecies.org:taxname:239871	sivertseni	holotype	1930	76d2ad2f-1cdc-4221-9f40-c5275410e5e0	b74b429a-4052-4f5b-bff3-fe0b5a2e8669	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	121.5	-1250467200000.0	-1250467200000.0	-1250467200000.0	1930.0	False	False	True	False	Biota	Chelicerata	Eupantopodida	Pycnogonoidea	Pycnogonum sivertseni	1.0	2	1065	1274	1302	1358	379601	379611	1567	134595	239871	239871	Pycnogonum sivertseni	['MIN_DEPTH_EXCEEDS_MAX']	302	3785	12.71	34.57
HumanObservation		34321	Pycnogonida	SOMBASE Pycnogonids			-37.2999992371	-12.6999998093		Pycnogonidae	Pycnogonum	BAS	Animalia								Pantopoda	Arthropoda		Pycnogonum sivertseni		urn:lsid:marinespecies.org:taxname:239871				7ba42096-f1dd-4471-8972-2cf8f529a738	3f2c1827-a206-41c4-bc53-58267dd28cbd	['310922b4-9d0c-4de1-92d7-9b442d34765b']						False	False	True	False		Chelicerata	Eupantopodida	Pycnogonoidea	Pycnogonum sivertseni		2	1065	1274	1302	1358	379601	379611	1567	134595	239871	239871	Pycnogonum sivertseni	['NO_DEPTH', 'ON_LAND']	-205	-458	15.81	34.94
