associatedReferences	basisOfRecord	bibliographicCitation	catalogNumber	collectionCode	country	day	decimalLatitude	decimalLongitude	dynamicProperties	eventDate	identifiedBy	individualCount	institutionCode	locality	month	preparations	recordedBy	scientificName	scientificNameAuthorship	scientificNameID	sex	stateProvince	typeStatus	waterBody	year	id	dataset_id	node_id	date_start	date_mid	date_end	date_year	dropped	absence	marine	brackish	kingdom	phylum	subphylum	class	order	suborder	superfamily	family	genus	species	kingdomid	phylumid	subphylumid	classid	orderid	suborderid	superfamilyid	familyid	genusid	speciesid	aphiaID	originalScientificName	flags	bathymetry	shoredistance	sst	sss	datasetID	maximumDepthInMeters	minimumDepthInMeters	modified	occurrenceID	occurrenceStatus	references	specificEpithet	depth	superdomain	superdomainid	lifeStage
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	171960.128818	Invertebrate Zoology: Crustacea	Panama	15	8.87917041779	-79.5958328247	observedindividualcount=2;	1972-04-15T12:00:00Z	Child, C. Allan	2.0	USNM	Panama Bay, Venado Island, SE Side	4	Alcohol (Ethanol)	D. Pawson, W. Byas, C. Dawson, M. Jones & R. Turner	Ammothella symbia	Child	urn:lsid:marinespecies.org:taxname:240416	male	Canal Zone	Type	North Pacific Ocean	1972	2e9d1a3c-3b29-4d30-bd56-b4c8614fd7d9	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	72144000000	72144000000	72144000000	1972	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Ammothella	Ammothella symbia	2	1065	1274	1302	1358	379601	379608	1562	134570	240416	240416	Ammothella symbius	['NO_DEPTH']	-1	109	27.61	31.05												
	PreservedSpecimen	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Ammothella symbia</i> Child, 1979. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240416	sm_id_1552	WoRMS type localities		11	10.56	-85.72		1972-08-11			WoRMS Editorial Board	Pacific Ocean	8			Ammothella symbia	Child, 1979	urn:lsid:marinespecies.org:taxname:240416			holotype		1972	6478dc64-8c6c-4fde-8b1a-b08bac84814f	b74b429a-4052-4f5b-bff3-fe0b5a2e8669	['4bf79a01-65a9-4db6-b37b-18434f26ddfc']	82339200000	82339200000	82339200000	1972	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Ammothella	Ammothella symbia	2	1065	1274	1302	1358	379601	379608	1562	134570	240416	240416	Ammothella symbia	[]	40	770	28.21	32.31	https://marineinfo.org/id/dataset/5184	0.800000011920929	0.0	2007-06-20 15:52:33	WoRMS Editorial Board:WoRMS type localities:sm_id_1552	present	http://www.marinespecies.org/aphia.php?p=specdetails&id=1552	symbia	0.4000000059604645	Biota	1.0	
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	171940.128798	Invertebrate Zoology: Crustacea	Costa Rica		10.5583295822	-85.7208328247	observedindividualcount=2;	1978-07-02T12:00:00Z	Child, C. Allan	2.0	USNM	Playa Del Coco, S Beach		Alcohol (Ethanol)	C. Child	Ammothella symbia	Child	urn:lsid:marinespecies.org:taxname:240416	male		Holotype + Paratype	North Pacific Ocean		6489afa9-dd7c-4f7c-97e2-1ca30baf1aad	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	268185600000	268185600000	268185600000	1978	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Ammothella	Ammothella symbia	2	1065	1274	1302	1358	379601	379608	1562	134570	240416	240416	Ammothella symbius	[]	-2	753	28.21	32.31		0.8	0.8						0.8			
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	171307.128173	Invertebrate Zoology: Crustacea	Costa Rica		5.55000019073	-87.0670013428	observedindividualcount=1;	1955-07-02T12:00:00Z	Child, C. Allan	1.0	USNM	Coco Island		Slide		Ammothella symbia	Child	urn:lsid:marinespecies.org:taxname:240416	male		Holotype	North Pacific Ocean	1955	7198e329-8e06-4d35-aa8a-4664f83e9a49	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	-457660800000	-457660800000	-457660800000	1955	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Ammothella	Ammothella symbia	2	1065	1274	1302	1358	379601	379608	1562	134570	240416	240416	Ammothella symbius	['NO_DEPTH']	2	451	28.07	32.54												
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	171959.128817	Invertebrate Zoology: Crustacea	Panama	13	8.96700000763	-79.516998291	observedindividualcount=5;	1972-04-13T12:00:00Z	Child, C. Allan	5.0	USNM	Panama Bay, Paitilla Point	4	Alcohol (Ethanol)	M. Jones, W. Byas & D. Pawson	Ammothella symbia	Child	urn:lsid:marinespecies.org:taxname:240416	female;;	Canal Zone	Paratype	North Pacific Ocean	1972	74a73675-f374-4f8b-9c26-bb100299663a	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	71971200000	71971200000	71971200000	1972	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Ammothella	Ammothella symbia	2	1065	1274	1302	1358	379601	379608	1562	134570	240416	240416	Ammothella symbius	['NO_DEPTH']	-1	288	27.59	31.05												; juvenile
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	171956.128814	Invertebrate Zoology: Crustacea	Panama	30	8.38000011444	-79.0983276367	observedindividualcount=1;	1971-04-30T12:00:00Z	Child, C. Allan	1.0	USNM	Perlas Archipelago, Pedro Gonzales Island, west side shore, rocky intertidal	4	Alcohol (Ethanol)	R. Manning, M. Jones, J. Rosewater & C. Child	Ammothella symbia	Child	urn:lsid:marinespecies.org:taxname:240416			Paratype	North Pacific Ocean	1971	7c0b83cf-31c7-4879-a0de-3462f21dd091	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	41817600000	41817600000	41817600000	1971	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Ammothella	Ammothella symbia	2	1065	1274	1302	1358	379601	379608	1562	134570	240416	240416	Ammothella symbius	['NO_DEPTH']	-5	235	27.4	31.05												juvenile
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	171957.128815	Invertebrate Zoology: Crustacea	Panama	5	8.89999961853	-79.5999984741	observedindividualcount=2;	1971-11-05T12:00:00Z	Child, C. Allan	2.0	USNM	Panama Bay, Farfan, Out To Dredged Canal Channel, from rocks	11	Alcohol (Ethanol)	C. Dawson, J. Rosewater, D. Pawson & M. Jones	Ammothella symbia	Child	urn:lsid:marinespecies.org:taxname:240416	female	Canal Zone	Paratype	North Pacific Ocean	1971	92cee9b4-5849-4ce0-93e2-50f40956cdca	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	58147200000	58147200000	58147200000	1971	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Ammothella	Ammothella symbia	2	1065	1274	1302	1358	379601	379608	1562	134570	240416	240416	Ammothella symbius	['NO_DEPTH', 'ON_LAND']	-13	-714	27.61	31.05												
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	171955.128813	Invertebrate Zoology: Crustacea	Panama	26	8.97500038147	-79.5133285522	observedindividualcount=10;	1971-04-26T12:00:00Z	Child, C. Allan	10.0	USNM	Panama Bay, Panama City, Paitilla Beach, east side of Paitilla Point, Off Union Club	4	Alcohol (Ethanol)	M. Jones	Ammothella symbia	Child	urn:lsid:marinespecies.org:taxname:240416	male; female;;	Canal Zone	Paratype	North Pacific Ocean	1971	a2ba553d-5e95-47dd-a428-1c4277c9f8d9	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	41472000000	41472000000	41472000000	1971	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Ammothella	Ammothella symbia	2	1065	1274	1302	1358	379601	379608	1562	134570	240416	240416	Ammothella symbius	['NO_DEPTH', 'ON_LAND']	-12	-132	27.59	31.05												;; juvenile
National Museum of Natural History, Smithsonian Institution	PreservedSpecimen	Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_policy1.html, 05-14-2010	171961.128819	Invertebrate Zoology: Crustacea	Panama	18	8.91860961914	-79.5377807617	observedindividualcount=1;	1972-04-18T12:00:00Z	Child, C. Allan	1.0	USNM	Panama Bay, Naos Island, pilot pier, on floats	4	Alcohol (Ethanol)	W. Byas, M. Jones, C. Dawson & D. Pawson	Ammothella symbia	Child	urn:lsid:marinespecies.org:taxname:240416		Canal Zone	Paratype	North Pacific Ocean	1972	f2d3a59b-5ddf-4857-9f85-b8bce878f4a2	89e23fc8-3f61-4480-9de3-358fe6eefe0b	['310922b4-9d0c-4de1-92d7-9b442d34765b']	72403200000	72403200000	72403200000	1972	False	False	True	False	Animalia	Arthropoda	Chelicerata	Pycnogonida	Pantopoda	Eupantopodida	Ascorhynchoidea	Ammotheidae	Ammothella	Ammothella symbia	2	1065	1274	1302	1358	379601	379608	1562	134570	240416	240416	Ammothella symbius	['NO_DEPTH']	8	249	27.59	31.05												juvenile
