AphiaID,url,scientificname,authority,status,unacceptreason,taxonRankID,rank,valid_AphiaID,valid_name,valid_authority,parentNameUsageID,kingdom,phylum,class,order,family,genus,citation,lsid,isMarine,isBrackish,isFreshwater,isTerrestrial,isExtinct,match_type,modified,parent
606976,https://www.marinespecies.org/aphia.php?p=taxdetails&id=606976,Ascorhynchus athernus,"Child, 1982",accepted,,220,Species,606976.0,Ascorhynchus athernus,"Child, 1982",134571,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ascorhynchidae,Ascorhynchus,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Ascorhynchus athernus Child, 1982. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=606976 on 2024-07-24",urn:lsid:marinespecies.org:taxname:606976,1,0.0,0.0,0.0,,exact,2012-08-07T08:11:07.297Z,134571.0
240329,https://www.marinespecies.org/aphia.php?p=taxdetails&id=240329,Ascorhynchus auchenicum,"(Slater, 1879)",unaccepted,,220,Species,606977.0,Ascorhynchus auchenicus,"(Slater, 1879)",134571,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ascorhynchidae,Ascorhynchus,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Ascorhynchus auchenicum (Slater, 1879). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240329 on 2024-07-24",urn:lsid:marinespecies.org:taxname:240329,1,0.0,0.0,0.0,,exact,2012-08-07T08:11:07.297Z,134571.0
606977,https://www.marinespecies.org/aphia.php?p=taxdetails&id=606977,Ascorhynchus auchenicus,"(Slater, 1879)",accepted,,220,Species,606977.0,Ascorhynchus auchenicus,"(Slater, 1879)",134571,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ascorhynchidae,Ascorhynchus,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Ascorhynchus auchenicus (Slater, 1879). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=606977 on 2024-07-24",urn:lsid:marinespecies.org:taxname:606977,1,0.0,0.0,0.0,,exact,2012-08-07T08:11:07.297Z,134571.0
239401,https://www.marinespecies.org/aphia.php?p=taxdetails&id=239401,Ascorhynchus bacescui,"Stock, 1975",accepted,,220,Species,239401.0,Ascorhynchus bacescui,"Stock, 1975",134571,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ascorhynchidae,Ascorhynchus,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Ascorhynchus bacescui Stock, 1975. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239401 on 2024-07-24",urn:lsid:marinespecies.org:taxname:239401,1,0.0,0.0,0.0,,exact,2007-05-15T14:31:05.380Z,134571.0
239778,https://www.marinespecies.org/aphia.php?p=taxdetails&id=239778,Ascorhynchus bicornis,"Ortmann, 1890",unaccepted,,220,Species,606977.0,Ascorhynchus auchenicus,"(Slater, 1879)",134571,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ascorhynchidae,Ascorhynchus,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Ascorhynchus bicornis Ortmann, 1890. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239778 on 2024-07-24",urn:lsid:marinespecies.org:taxname:239778,1,0.0,0.0,0.0,,exact,2012-08-16T09:47:25.837Z,134571.0
239850,https://www.marinespecies.org/aphia.php?p=taxdetails&id=239850,Ascorhynchus birsteini,"Turpaeva, 1971",accepted,,220,Species,239850.0,Ascorhynchus birsteini,"Turpaeva, 1971",134571,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ascorhynchidae,Ascorhynchus,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Ascorhynchus birsteini Turpaeva, 1971. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239850 on 2024-07-24",urn:lsid:marinespecies.org:taxname:239850,1,0.0,0.0,0.0,,exact,2007-05-15T14:31:05.380Z,134571.0
240191,https://www.marinespecies.org/aphia.php?p=taxdetails&id=240191,Ascorhynchus breviscapus,"Stock, 1968",accepted,,220,Species,240191.0,Ascorhynchus breviscapus,"Stock, 1968",134571,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ascorhynchidae,Ascorhynchus,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Ascorhynchus breviscapus Stock, 1968. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240191 on 2024-07-24",urn:lsid:marinespecies.org:taxname:240191,1,0.0,0.0,0.0,,exact,2007-05-15T14:31:05.380Z,134571.0
240328,https://www.marinespecies.org/aphia.php?p=taxdetails&id=240328,Ascorhynchus bucerus,"Turpaeva, 1971",accepted,,220,Species,240328.0,Ascorhynchus bucerus,"Turpaeva, 1971",134571,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ascorhynchidae,Ascorhynchus,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Ascorhynchus bucerus Turpaeva, 1971. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240328 on 2024-07-24",urn:lsid:marinespecies.org:taxname:240328,1,0.0,0.0,0.0,,exact,2007-05-15T14:31:05.380Z,134571.0
239411,https://www.marinespecies.org/aphia.php?p=taxdetails&id=239411,Ascorhynchus cactoides,"Stock, 1954",accepted,,220,Species,239411.0,Ascorhynchus cactoides,"Stock, 1954",134571,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ascorhynchidae,Ascorhynchus,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Ascorhynchus cactoides Stock, 1954. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239411 on 2024-07-24",urn:lsid:marinespecies.org:taxname:239411,1,0.0,0.0,0.0,,exact,2007-05-15T14:31:05.380Z,134571.0
134621,https://www.marinespecies.org/aphia.php?p=taxdetails&id=134621,Ascorhynchus castelli,"(Dohrn, 1881)",accepted,,220,Species,134621.0,Ascorhynchus castelli,"(Dohrn, 1881)",134571,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ascorhynchidae,Ascorhynchus,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Ascorhynchus castelli (Dohrn, 1881). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=134621 on 2024-07-24",urn:lsid:marinespecies.org:taxname:134621,1,0.0,0.0,0.0,,exact,2007-01-19T16:36:29.470Z,134571.0
239537,https://www.marinespecies.org/aphia.php?p=taxdetails&id=239537,Ascorhynchus castellioides,"Stock, 1957",accepted,,220,Species,239537.0,Ascorhynchus castellioides,"Stock, 1957",134571,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ascorhynchidae,Ascorhynchus,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Ascorhynchus castellioides Stock, 1957. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239537 on 2024-07-24",urn:lsid:marinespecies.org:taxname:239537,1,0.0,0.0,0.0,,exact,2007-05-15T14:31:05.380Z,134571.0
240009,https://www.marinespecies.org/aphia.php?p=taxdetails&id=240009,Ascorhynchus colei,"Hedgpeth, 1943",accepted,,220,Species,240009.0,Ascorhynchus colei,"Hedgpeth, 1943",134571,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ascorhynchidae,Ascorhynchus,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Ascorhynchus colei Hedgpeth, 1943. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240009 on 2024-07-24",urn:lsid:marinespecies.org:taxname:240009,1,0.0,0.0,0.0,,exact,2007-05-15T14:31:05.380Z,134571.0
240021,https://www.marinespecies.org/aphia.php?p=taxdetails&id=240021,Ascorhynchus comatus,"Child, 1992",accepted,,220,Species,240021.0,Ascorhynchus comatus,"Child, 1992",134571,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ascorhynchidae,Ascorhynchus,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Ascorhynchus comatus Child, 1992. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240021 on 2024-07-24",urn:lsid:marinespecies.org:taxname:240021,1,0.0,0.0,0.0,,exact,2007-05-15T14:31:05.380Z,134571.0
240023,https://www.marinespecies.org/aphia.php?p=taxdetails&id=240023,Ascorhynchus compactus,"Clark, 1963",accepted,,220,Species,240023.0,Ascorhynchus compactus,"Clark, 1963",134571,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ascorhynchidae,Ascorhynchus,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Ascorhynchus compactus Clark, 1963. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240023 on 2024-07-24",urn:lsid:marinespecies.org:taxname:240023,1,0.0,0.0,0.0,,exact,2007-05-15T14:31:05.380Z,134571.0
240051,https://www.marinespecies.org/aphia.php?p=taxdetails&id=240051,Ascorhynchus constrictus,"Stock, 1997",accepted,,220,Species,240051.0,Ascorhynchus constrictus,"Stock, 1997",134571,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ascorhynchidae,Ascorhynchus,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Ascorhynchus constrictus Stock, 1997. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240051 on 2024-07-24",urn:lsid:marinespecies.org:taxname:240051,1,0.0,0.0,0.0,,exact,2007-05-15T14:31:05.380Z,134571.0
240053,https://www.marinespecies.org/aphia.php?p=taxdetails&id=240053,Ascorhynchus cooki,"Child, 1987",accepted,,220,Species,240053.0,Ascorhynchus cooki,"Child, 1987",134571,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ascorhynchidae,Ascorhynchus,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Ascorhynchus cooki Child, 1987. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240053 on 2024-07-24",urn:lsid:marinespecies.org:taxname:240053,1,0.0,0.0,0.0,,exact,2007-05-15T14:31:05.380Z,134571.0
240061,https://www.marinespecies.org/aphia.php?p=taxdetails&id=240061,Ascorhynchus corderoi,"du Bois-Reymond Marcus, 1952",accepted,,220,Species,240061.0,Ascorhynchus corderoi,"du Bois-Reymond Marcus, 1952",134571,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ascorhynchidae,Ascorhynchus,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Ascorhynchus corderoi du Bois-Reymond Marcus, 1952. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240061 on 2024-07-24",urn:lsid:marinespecies.org:taxname:240061,1,0.0,0.0,0.0,,exact,2007-05-15T14:31:05.380Z,134571.0
240174,https://www.marinespecies.org/aphia.php?p=taxdetails&id=240174,Ascorhynchus crenatus,"Child, 1992",accepted,,220,Species,240174.0,Ascorhynchus crenatus,"Child, 1992",134571,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ascorhynchidae,Ascorhynchus,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Ascorhynchus crenatus Child, 1992. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240174 on 2024-07-24",urn:lsid:marinespecies.org:taxname:240174,1,0.0,0.0,0.0,,exact,2007-05-15T14:31:05.380Z,134571.0
240252,https://www.marinespecies.org/aphia.php?p=taxdetails&id=240252,Ascorhynchus cryptopygius,"Ortmann, 1890",accepted,,220,Species,240252.0,Ascorhynchus cryptopygius,"Ortmann, 1890",134571,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ascorhynchidae,Ascorhynchus,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Ascorhynchus cryptopygius Ortmann, 1890. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240252 on 2024-07-24",urn:lsid:marinespecies.org:taxname:240252,1,0.0,0.0,0.0,,exact,2007-05-15T14:31:05.380Z,134571.0
240332,https://www.marinespecies.org/aphia.php?p=taxdetails&id=240332,Ascorhynchus cuculus,"Fry & Hedgpeth, 1969",accepted,,220,Species,240332.0,Ascorhynchus cuculus,"Fry & Hedgpeth, 1969",134571,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ascorhynchidae,Ascorhynchus,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Ascorhynchus cuculus Fry & Hedgpeth, 1969. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240332 on 2024-07-24",urn:lsid:marinespecies.org:taxname:240332,1,0.0,0.0,0.0,,exact,2007-05-15T14:31:05.380Z,134571.0
239791,https://www.marinespecies.org/aphia.php?p=taxdetails&id=239791,Ascorhynchus dietheus,"Child, 2002",accepted,,220,Species,239791.0,Ascorhynchus dietheus,"Child, 2002",134571,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ascorhynchidae,Ascorhynchus,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Ascorhynchus dietheus Child, 2002. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239791 on 2024-07-24",urn:lsid:marinespecies.org:taxname:239791,1,0.0,0.0,0.0,,exact,2007-05-15T14:31:05.380Z,134571.0
239858,https://www.marinespecies.org/aphia.php?p=taxdetails&id=239858,Ascorhynchus discrepans,"Stock, 1955",accepted,,220,Species,239858.0,Ascorhynchus discrepans,"Stock, 1955",134571,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ascorhynchidae,Ascorhynchus,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Ascorhynchus discrepans Stock, 1955. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239858 on 2024-07-24",urn:lsid:marinespecies.org:taxname:239858,1,0.0,0.0,0.0,,exact,2007-05-15T14:31:05.380Z,134571.0
134622,https://www.marinespecies.org/aphia.php?p=taxdetails&id=134622,Ascorhynchus endoparasiticus,"Arnaud, 1978",accepted,,220,Species,134622.0,Ascorhynchus endoparasiticus,"Arnaud, 1978",134571,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ascorhynchidae,Ascorhynchus,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Ascorhynchus endoparasiticus Arnaud, 1978. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=134622 on 2024-07-24",urn:lsid:marinespecies.org:taxname:134622,1,0.0,0.0,0.0,,exact,2007-01-19T16:36:29.470Z,134571.0
240411,https://www.marinespecies.org/aphia.php?p=taxdetails&id=240411,Ascorhynchus extenuata,"(Calman, 1938)",accepted,,220,Species,240411.0,Ascorhynchus extenuata,"(Calman, 1938)",134571,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ascorhynchidae,Ascorhynchus,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Ascorhynchus extenuata (Calman, 1938). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240411 on 2024-07-24",urn:lsid:marinespecies.org:taxname:240411,1,0.0,0.0,0.0,,exact,2009-01-01T14:54:45.910Z,134571.0
240064,https://www.marinespecies.org/aphia.php?p=taxdetails&id=240064,Ascorhynchus foresti,"Stock, 1991",accepted,,220,Species,240064.0,Ascorhynchus foresti,"Stock, 1991",134571,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ascorhynchidae,Ascorhynchus,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Ascorhynchus foresti Stock, 1991. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240064 on 2024-07-24",urn:lsid:marinespecies.org:taxname:240064,1,0.0,0.0,0.0,,exact,2007-05-15T14:31:05.380Z,134571.0
240149,https://www.marinespecies.org/aphia.php?p=taxdetails&id=240149,Ascorhynchus fragilis,"Stock, 1991",accepted,,220,Species,240149.0,Ascorhynchus fragilis,"Stock, 1991",134571,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ascorhynchidae,Ascorhynchus,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Ascorhynchus fragilis Stock, 1991. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240149 on 2024-07-24",urn:lsid:marinespecies.org:taxname:240149,1,0.0,0.0,0.0,,exact,2007-05-15T14:31:05.380Z,134571.0
240380,https://www.marinespecies.org/aphia.php?p=taxdetails&id=240380,Ascorhynchus fusticulum,"Nakamura & Child, 1983",unaccepted,,220,Species,266327.0,Ascorhynchus fusticulus,"Nakamura, K. & C.A. Child., 1983",134571,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ascorhynchidae,Ascorhynchus,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Ascorhynchus fusticulum Nakamura & Child, 1983. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240380 on 2024-07-24",urn:lsid:marinespecies.org:taxname:240380,1,0.0,0.0,0.0,,exact,2012-08-07T08:11:07.297Z,134571.0
266327,https://www.marinespecies.org/aphia.php?p=taxdetails&id=266327,Ascorhynchus fusticulus,"Nakamura, K. & C.A. Child., 1983",accepted,,220,Species,266327.0,Ascorhynchus fusticulus,"Nakamura, K. & C.A. Child., 1983",134571,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ascorhynchidae,Ascorhynchus,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Ascorhynchus fusticulus Nakamura, K. & C.A. Child., 1983. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=266327 on 2024-07-24",urn:lsid:marinespecies.org:taxname:266327,1,0.0,0.0,0.0,,exact,2012-08-07T08:11:07.297Z,134571.0
239881,https://www.marinespecies.org/aphia.php?p=taxdetails&id=239881,Ascorhynchus glaber,"Hoek, 1881",accepted,,220,Species,239881.0,Ascorhynchus glaber,"Hoek, 1881",134571,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ascorhynchidae,Ascorhynchus,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Ascorhynchus glaber Hoek, 1881. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239881 on 2024-07-24",urn:lsid:marinespecies.org:taxname:239881,1,0.0,0.0,0.0,,exact,2007-05-15T14:31:05.380Z,134571.0
239882,https://www.marinespecies.org/aphia.php?p=taxdetails&id=239882,Ascorhynchus glaberrimus,"Schimkewitsch, 1913",accepted,,220,Species,239882.0,Ascorhynchus glaberrimus,"Schimkewitsch, 1913",134571,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ascorhynchidae,Ascorhynchus,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Ascorhynchus glaberrimus Schimkewitsch, 1913. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239882 on 2024-07-24",urn:lsid:marinespecies.org:taxname:239882,1,0.0,0.0,0.0,,exact,2007-05-15T14:31:05.380Z,134571.0
379307,https://www.marinespecies.org/aphia.php?p=taxdetails&id=379307,Ascorhynchus glabroides,"Ortmann, 1890",unaccepted,,220,Species,606977.0,Ascorhynchus auchenicus,"(Slater, 1879)",134571,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ascorhynchidae,Ascorhynchus,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Ascorhynchus glabroides Ortmann, 1890. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=379307 on 2024-07-24",urn:lsid:marinespecies.org:taxname:379307,1,0.0,0.0,0.0,,exact,2009-01-01T14:54:45.910Z,134571.0
239624,https://www.marinespecies.org/aphia.php?p=taxdetails&id=239624,Ascorhynchus hedgpethi,"Turpaeva, 1974",unaccepted,Junior synonym,220,Species,240332.0,Ascorhynchus cuculus,"Fry & Hedgpeth, 1969",134571,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ascorhynchidae,Ascorhynchus,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Ascorhynchus hedgpethi Turpaeva, 1974. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239624 on 2024-07-24",urn:lsid:marinespecies.org:taxname:239624,1,0.0,0.0,0.0,,exact,2008-12-13T17:46:27.640Z,134571.0
266328,https://www.marinespecies.org/aphia.php?p=taxdetails&id=266328,Ascorhynchus heuresis,"Bamber, 2002",accepted,,220,Species,266328.0,Ascorhynchus heuresis,"Bamber, 2002",134571,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ascorhynchidae,Ascorhynchus,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Ascorhynchus heuresis Bamber, 2002. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=266328 on 2024-07-24",urn:lsid:marinespecies.org:taxname:266328,1,0.0,0.0,0.0,0.0,exact,2008-12-14T16:03:53.690Z,134571.0
239839,https://www.marinespecies.org/aphia.php?p=taxdetails&id=239839,Ascorhynchus hippos,"Turpaeva, 1994",accepted,,220,Species,239839.0,Ascorhynchus hippos,"Turpaeva, 1994",134571,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ascorhynchidae,Ascorhynchus,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Ascorhynchus hippos Turpaeva, 1994. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=239839 on 2024-07-24",urn:lsid:marinespecies.org:taxname:239839,1,0.0,0.0,0.0,,exact,2007-05-15T14:31:05.380Z,134571.0
240068,https://www.marinespecies.org/aphia.php?p=taxdetails&id=240068,Ascorhynchus horologium,"Child, 1992",unaccepted,,220,Species,266329.0,Ascorhynchus horologius,"Child C.A., 1992",134571,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ascorhynchidae,Ascorhynchus,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Ascorhynchus horologium Child, 1992. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240068 on 2024-07-24",urn:lsid:marinespecies.org:taxname:240068,1,0.0,0.0,0.0,,exact,2012-08-07T08:11:07.297Z,134571.0
266329,https://www.marinespecies.org/aphia.php?p=taxdetails&id=266329,Ascorhynchus horologius,"Child C.A., 1992",accepted,,220,Species,266329.0,Ascorhynchus horologius,"Child C.A., 1992",134571,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ascorhynchidae,Ascorhynchus,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Ascorhynchus horologius Child C.A., 1992. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=266329 on 2024-07-24",urn:lsid:marinespecies.org:taxname:266329,1,0.0,0.0,0.0,,exact,2012-08-07T08:11:07.297Z,134571.0
240335,https://www.marinespecies.org/aphia.php?p=taxdetails&id=240335,Ascorhynchus hueresis,"Bamber, 2002",unaccepted,misspelling,220,Species,266328.0,Ascorhynchus heuresis,"Bamber, 2002",134571,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ascorhynchidae,Ascorhynchus,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Ascorhynchus hueresis Bamber, 2002. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240335 on 2024-07-24",urn:lsid:marinespecies.org:taxname:240335,1,0.0,0.0,0.0,,exact,2012-08-06T10:40:24.417Z,134571.0
1645620,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1645620,Ascorhynchus iguanarum,"Sabroux, 2022",accepted,,220,Species,1645620.0,Ascorhynchus iguanarum,"Sabroux, 2022",134571,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ascorhynchidae,Ascorhynchus,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Ascorhynchus iguanarum Sabroux, 2022. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1645620 on 2024-07-24",urn:lsid:marinespecies.org:taxname:1645620,1,0.0,0.0,0.0,,exact,2023-03-03T14:17:16.963Z,134571.0
172951,https://www.marinespecies.org/aphia.php?p=taxdetails&id=172951,Ascorhynchus inflatum,"Stock, 1963",unaccepted,,220,Species,606978.0,Ascorhynchus inflatus,"Stock, 1963",134571,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ascorhynchidae,Ascorhynchus,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Ascorhynchus inflatum Stock, 1963. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=172951 on 2024-07-24",urn:lsid:marinespecies.org:taxname:172951,1,0.0,0.0,0.0,,exact,2012-08-07T08:11:07.297Z,134571.0
606978,https://www.marinespecies.org/aphia.php?p=taxdetails&id=606978,Ascorhynchus inflatus,"Stock, 1963",accepted,,220,Species,606978.0,Ascorhynchus inflatus,"Stock, 1963",134571,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ascorhynchidae,Ascorhynchus,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. Ascorhynchus inflatus Stock, 1963. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=606978 on 2024-07-24",urn:lsid:marinespecies.org:taxname:606978,1,0.0,0.0,0.0,,exact,2012-08-07T08:11:07.297Z,134571.0
