key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	elevation	elevationAccuracy	continent	stateProvince	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	isInCluster	recordedBy	identifiedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	catalogNumber	institutionCode	fieldNotes	county	gbifID	collectionCode	occurrenceID	depth	depthAccuracy	waterBody	institutionKey	datasetName	samplingProtocol	eventID	scientificNameID	eventTime	locality	fieldNumber	networkKeys	collectionKey	collectionID	verbatimLocality	projectId	dateIdentified	sampleSizeUnit	sampleSizeValue	identificationReferences	type	locationID	parentEventID	footprintWKT	preparations	rightsHolder	nomenclaturalCode	institutionID	verbatimEventDate	higherClassification	otherCatalogNumbers	dynamicProperties	infraspecificEpithet	higherGeography
4108946979	492d63a8-4978-4bc7-acd8-7d0e3ac0e744	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	NO	EML	2024-07-23T12:10:21.290+00:00	2024-07-23T12:35:56.610+00:00	537	{}	HUMAN_OBSERVATION	1.0	PRESENT	2118143	1	54	354	9477065	2011	2118112	2118143	2118143	Callipallene producta (Sars, 1888)	Callipallene producta (Sars, 1888)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene producta	Callipallene	producta	SPECIES	ACCEPTED	NE	69.52862	18.56692	1000.0	0.0	0.0	EUROPE	Tromsø	{}	2022.0	5.0	18.0	2022-05-18	138.0	138.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2022-05-18T00:00:00.000+00:00	2024-07-23T12:35:56.610+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'miljodir:vannmiljo:166482119'}]	[]	[]	[]	False	Åkerblå AS	Åkerblå AS	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	miljodir:vannmiljo:166482119	166482119	miljodir	Subsamplet, hele eller deler av prøven subsamplet og 1/4 er analysert	Troms	4108946979	vannmiljo	miljodir:vannmiljo:166482119																																		
4604577596	d30a617e-cac3-470c-a070-601376f45d6b	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:44:53.305+00:00	2024-04-11T12:45:21.323+00:00	332	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Number per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '1000', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '265840251001004', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Abundance'}, {'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '1.0', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '265840251001004', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE		PRESENT	2118143	1	54	354	9477065	2011	2118112	2118143	2118143	Callipallene producta (Sars, 1888)	Callipallene producta (Sars, 1888)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene producta	Callipallene	producta	SPECIES	ACCEPTED	NE	65.939265	11.188088						{}	2021.0	5.0	19.0	2021-05-19T14:51Z	139.0	139.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-04-11T12:45:21.323+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '265840251001004'}]	[]	[]	[]	False			WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	265840251001004	265840251001004	IMR			4604577596	IMRMarbunnBenthos	265840251001004	255.5	0.0	Norwegian Sea	1711d910-22c6-415c-bb34-9f226ec314ca	grab_2006-2022	Small VV grab,Subsample method: Sieve content - Mesh size (mm): 1.0	Cruise: 58GS-2021104 Sample: 251	urn:lsid:marinespecies.org:taxname:134646	14:51Z/14:51Z	MAREANO Reference Station: 2658	catchId: 4																							
3766177372	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:44.852+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1888', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Callipallene;Callipallenidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Sars, 1888)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|518872', 'http://rs.tdwg.org/dwc/terms/family': 'Callipallenidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Callipallene', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'producta', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|61594', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Sabroux R.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Callipallene producta (Sars, 1888)'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	2118143	1	54	354	9477065	2011	2118112	2118143	2118143	Callipallene producta (Sars, 1888)	Callipallene producta (Sars, 1888)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene producta	Callipallene	producta	SPECIES	ACCEPTED	NE	42.236417	8.531683				EUROPE		{}	2021.0	5.0	23.0	2021-05-23	143.0	143.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2014-03-18T17:09:06.000+00:00	2024-07-24T12:24:44.852+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2021-172'}]	[]	[]	[]	False	La_Planète_Revisitée	Sabroux R.	WGS84	Pycnogonida	FR	[]	[]	EUROPE	France	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2021-172	2021-172	MNHN			3766177372	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2021-172	56.0			6a6ac6c5-1b8a-48db-91a2-f8661274ff80						Capu Rossu	CORSICABENTHOS 3/CS87	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	10.15468/qgvvhd																				
3756693989	d30a617e-cac3-470c-a070-601376f45d6b	ff265032-b806-411a-b4b8-15a27b767dce	56b3ccf5-ad40-433f-997e-1eeb565a5889	ff265032-b806-411a-b4b8-15a27b767dce	NO	EML	2024-04-11T12:44:53.305+00:00	2024-04-11T12:45:25.413+00:00	332	{'http://rs.iobis.org/obis/terms/ExtendedMeasurementOrFact': [{'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Number per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '1000', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL02/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '223540062001001', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Abundance'}, {'http://rs.tdwg.org/dwc/terms/measurementUnit': 'Gram biomass per 100 square meter', 'http://rs.tdwg.org/dwc/terms/measurementValue': '1.0', 'http://rs.iobis.org/obis/terms/measurementTypeID': 'http://vocab.nerc.ac.uk/collection/P01/current/ODRYBM01/', 'http://rs.tdwg.org/dwc/terms/occurrenceID': '223540062001001', 'http://rs.tdwg.org/dwc/terms/measurementType': 'Biomass'}]}	MATERIAL_SAMPLE		PRESENT	2118143	1	54	354	9477065	2011	2118112	2118143	2118143	Callipallene producta (Sars, 1888)	Callipallene producta (Sars, 1888)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene producta	Callipallene	producta	SPECIES	ACCEPTED	NE	66.963592	10.563302						{}	2020.0	7.0	19.0	2020-07-19T08:24Z	201.0	201.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']		2024-04-11T12:45:25.413+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '223540062001001'}]	[]	[]	[]	False			WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	223540062001001	223540062001001	IMR			3756693989	IMRMarbunnBenthos	223540062001001	691.915	5.105000000000018	Norwegian Sea	1711d910-22c6-415c-bb34-9f226ec314ca	grab_2006-2022	Small VV grab,Subsample method: Sieve content - Mesh size (mm): 1.0	Cruise: 58GS-2020110 Sample: 62	urn:lsid:marinespecies.org:taxname:134646	08:24Z/08:24Z	MAREANO Reference Station: 2235	catchId: 1																							
3762705765	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:55.338+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1888', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Callipallene;Callipallenidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Sars, 1888)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|516205', 'http://rs.tdwg.org/dwc/terms/family': 'Callipallenidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Callipallene', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'producta', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|61594', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Sabroux R.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Callipallene producta (Sars, 1888)'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	2118143	1	54	354	9477065	2011	2118112	2118143	2118143	Callipallene producta (Sars, 1888)	Callipallene producta (Sars, 1888)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene producta	Callipallene	producta	SPECIES	ACCEPTED	NE	41.58788	9.29034				EUROPE		{}	2020.0	10.0	15.0	2020-10-15	289.0	289.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2022-04-13T17:02:22.000+00:00	2024-07-24T12:24:55.338+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2020-596'}]	[]	[]	[]	False	La_Planète_Revisitée	Sabroux R.	WGS84	Pycnogonida	FR	[]	[]	EUROPE	France	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2020-596	2020-596	MNHN			3762705765	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2020-596	6.0			6a6ac6c5-1b8a-48db-91a2-f8661274ff80						Port de Porto Vecchio	CORSICABENTHOS 2/CS42	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	10.15468/qgvvhd																				
3762705753	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:55.217+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1888', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Callipallene;Callipallenidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Sars, 1888)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|516206', 'http://rs.tdwg.org/dwc/terms/family': 'Callipallenidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Callipallene', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'producta', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|61594', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Sabroux R.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Callipallene producta (Sars, 1888)'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	2118143	1	54	354	9477065	2011	2118112	2118143	2118143	Callipallene producta (Sars, 1888)	Callipallene producta (Sars, 1888)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene producta	Callipallene	producta	SPECIES	ACCEPTED	NE	41.561017	9.395567				EUROPE		{}	2020.0	10.0	16.0	2020-10-16	290.0	290.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2022-04-13T17:02:22.000+00:00	2024-07-24T12:24:55.217+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2020-608'}]	[]	[]	[]	False	La_Planète_Revisitée	Sabroux R.	WGS84	Pycnogonida	FR	[]	[]	EUROPE	France	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2020-608	2020-608	MNHN			3762705753	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2020-608	45.5	0.5		6a6ac6c5-1b8a-48db-91a2-f8661274ff80						Est Ile Forana	CORSICABENTHOS 2/CD72	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	10.15468/qgvvhd																				
3762705711	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:55.189+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1888', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Callipallene;Callipallenidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Sars, 1888)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|516207', 'http://rs.tdwg.org/dwc/terms/family': 'Callipallenidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Callipallene', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'producta', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|61594', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Sabroux R.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Callipallene producta (Sars, 1888)'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	2118143	1	54	354	9477065	2011	2118112	2118143	2118143	Callipallene producta (Sars, 1888)	Callipallene producta (Sars, 1888)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene producta	Callipallene	producta	SPECIES	ACCEPTED	NE	41.338634	9.242388				EUROPE		{}	2020.0	10.0	18.0	2020-10-18	292.0	292.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2014-03-18T17:09:06.000+00:00	2024-07-24T12:24:55.189+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2020-611'}]	[]	[]	[]	False	La_Planète_Revisitée	Sabroux R.	WGS84	Pycnogonida	FR	[]	[]	EUROPE	France	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2020-611	2020-611	MNHN			3762705711	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2020-611	44.0			6a6ac6c5-1b8a-48db-91a2-f8661274ff80						Tête de Cheval	CORSICABENTHOS 2/CS47	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	10.15468/qgvvhd																				
4007634628	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:44.832+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1888', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Callipallene;Callipallenidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Sars, 1888)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|565177', 'http://rs.tdwg.org/dwc/terms/family': 'Callipallenidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Callipallene', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'producta', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|61594', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Sabroux R.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Callipallene producta (Sars, 1888)'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	2118143	1	54	354	9477065	2011	2118112	2118143	2118143	Callipallene producta (Sars, 1888)	Callipallene producta (Sars, 1888)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene producta	Callipallene	producta	SPECIES	ACCEPTED	NE	42.71663	9.31008				EUROPE		{}	2019.0	5.0	14.0	2019-05-14	134.0	134.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2022-04-13T17:02:22.000+00:00	2024-07-24T12:24:44.832+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2019-906'}]	[]	[]	[]	False	La_Planète_Revisitée	Sabroux R.	WGS84	Pycnogonida	FR	[]	[]	EUROPE	France	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2019-906	2019-906	MNHN			4007634628	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2019-906	30.0			6a6ac6c5-1b8a-48db-91a2-f8661274ff80						Parc naturel marin du cap Corse et de l'Agriate	CORSICABENTHOS 1/CD23	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	10.15468/qgvvhd	Saint-Florent																			
4007634598	da6a07ed-9eee-460d-9448-910f542c1a7b	2cd829bb-b713-433d-99cf-64bef11e5b3e	86c2834b-fcd6-418d-9b32-aca45110a0fe	2cd829bb-b713-433d-99cf-64bef11e5b3e	FR	EML	2024-07-24T12:23:52.237+00:00	2024-07-24T12:24:44.827+00:00	564	{'http://rs.tdwg.org/dwc/terms/Identification': [{'http://rs.tdwg.org/dwc/terms/namePublishedInYear': '1888', 'http://rs.tdwg.org/dwc/terms/order': 'Pantopoda', 'http://rs.tdwg.org/dwc/terms/higherClassification': 'Callipallene;Callipallenidae;Pantopoda;Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificNameAuthorship': '(Sars, 1888)', 'http://rs.tdwg.org/dwc/terms/class': 'Pycnogonida', 'http://rs.tdwg.org/dwc/terms/identificationID': 'INVMAR|565178', 'http://rs.tdwg.org/dwc/terms/family': 'Callipallenidae', 'http://rs.tdwg.org/dwc/terms/genus': 'Callipallene', 'http://rs.tdwg.org/dwc/terms/specificEpithet': 'producta', 'http://rs.tdwg.org/dwc/terms/identificationVerificationStatus': '1', 'http://rs.tdwg.org/dwc/terms/taxonID': 'INVMAR|61594', 'http://rs.tdwg.org/dwc/terms/identifiedBy': 'Sabroux R.', 'http://rs.tdwg.org/dwc/terms/phylum': 'Arthropoda', 'http://rs.tdwg.org/dwc/terms/scientificName': 'Callipallene producta (Sars, 1888)'}]}	PRESERVED_SPECIMEN	1.0	PRESENT	2118143	1	54	354	9477065	2011	2118112	2118143	2118143	Callipallene producta (Sars, 1888)	Callipallene producta (Sars, 1888)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene producta	Callipallene	producta	SPECIES	ACCEPTED	NE	42.76923	9.33315				EUROPE		{}	2019.0	5.0	14.0	2019-05-14	134.0	134.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT', 'INSTITUTION_MATCH_FUZZY']	2014-03-18T17:09:06.000+00:00	2024-07-24T12:24:44.827+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://coldb.mnhn.fr/catalognumber/mnhn/iu/2019-909'}]	[]	[]	[]	False	La_Planète_Revisitée	Sabroux R.	WGS84	Pycnogonida	FR	[]	[]	EUROPE	France	EUROPE	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2019-909	2019-909	MNHN			4007634598	IU	http://coldb.mnhn.fr/catalognumber/mnhn/iu/2019-909	22.0			6a6ac6c5-1b8a-48db-91a2-f8661274ff80						Parc naturel marin du cap Corse et de l'Agriate	CORSICABENTHOS 1/CS16	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	0641bf3b-29ad-42c9-b3c7-ffb5a76f6954	10.15468/qgvvhd	Sec de Negru																			
4108879968	492d63a8-4978-4bc7-acd8-7d0e3ac0e744	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	NO	EML	2024-07-23T12:10:21.290+00:00	2024-07-23T12:35:50.850+00:00	537	{}	HUMAN_OBSERVATION	1.0	PRESENT	2118143	1	54	354	9477065	2011	2118112	2118143	2118143	Callipallene producta (Sars, 1888)	Callipallene producta (Sars, 1888)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene producta	Callipallene	producta	SPECIES	ACCEPTED	NE	60.399765	5.18998	1000.0	0.0	0.0	EUROPE	Askøy	{}	2018.0	4.0	6.0	2018-04-06	96.0	96.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2018-04-06T00:00:00.000+00:00	2024-07-23T12:35:50.850+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'miljodir:vannmiljo:118909828'}]	[]	[]	[]	False	Rådgivende Biologer AS	Rådgivende Biologer AS	WGS84	Pycnogonida	NO	[]	[]	EUROPE	Norway	EUROPE	miljodir:vannmiljo:118909828	118909828	miljodir	Strus2	Vestland	4108879968	vannmiljo	miljodir:vannmiljo:118909828																																		
