key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	continent	stateProvince	gadm	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	modified	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	collectionKey	isInCluster	recordedBy	preparations	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	identifier	institutionID	nomenclaturalCode	verbatimEventDate	locality	eventRemarks	fieldNumber	language	collectionCode	gbifID	occurrenceID	type	catalogNumber	institutionCode	locationID	occurrenceRemarks	higherClassification	collectionID	individualCount	dateIdentified	decimalLatitude	decimalLongitude	datasetName	identifiedBy	geodeticDatum	rightsHolder	recordNumber	county	bibliographicCitation	depth	depthAccuracy	waterBody	datasetID	samplingProtocol	verbatimLocality	verbatimDepth	ownerInstitutionCode	georeferenceSources	verbatimCoordinateSystem	habitat	georeferenceProtocol	http://unknown.org/occurrenceDetails
3948819319	44bcde48-ac71-46f2-bf73-24fc3c008b6c	66522820-055c-11d8-b84e-b8a03c50a862	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	a43950ae-eb88-4ef4-bfff-43bcf12885ad	66522820-055c-11d8-b84e-b8a03c50a862	US	EML	2024-07-22T22:53:39.065+00:00	2024-07-22T23:00:20.332+00:00	380	{}	PRESERVED_SPECIMEN	PRESENT	2118444	1	54	354	9477065	6313	2118396	2118444	2118444	Achelia gracilipes (Cole, 1904)	Achelia gracilipes (Cole, 1904)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia gracilipes	Achelia	gracilipes	SPECIES	ACCEPTED	NE	NORTH_AMERICA	Quintana Roo	{}	North America, Mexico, Yucatan Peninsula	1980.0	4.0	23.0	1980-04-23	114.0	114.0	[]	2022-10-27T15:38:57.000+00:00	2024-07-22T23:00:20.332+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'urn:catalog:CAS:IZ:401698'}]	[]	[]	[]	d2a27206-87ab-47ea-b5fc-d2e57054b688	5d4a63d3-e994-4b19-b592-e853a8e3b470	False	Antonio J. Ferreira	Fluid-75% EtOH(4)	Pycnogonida	MX	[]	[]	LATIN_AMERICA	Mexico	NORTH_AMERICA	urn:catalog:CAS:IZ:401698	http://grscicoll.org/institution/california-academy-sciences	ICZN	23 Apr 1980	Cozumel Island, south end on land	"Specimens in good condition. Original accession date was 16 May 1980. For large white land snail only, add: ""on trunk of tree, about 1 meter from ground""."	001182	en	IZ	3948819319	urn:catalog:CAS:IZ:401698	Physical Object	401698	CAS	056937b8-2598-11ed-aace-005056be1b7a	1 male, 3 juveniles	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Eupantopodida, Ascorhynchoidea, Ammotheidae	https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470																								
1804322151	87f42a91-8dfd-44f1-aabb-8b6ef14aba82	a41250f0-7c3e-11d8-a19c-b8a03c50a862		1bd85d67-1c87-4591-988a-44ff22008d3e	a41250f0-7c3e-11d8-a19c-b8a03c50a862	CA	EML	2024-07-04T18:49:39.484+00:00	2024-07-04T18:50:25.154+00:00	337	{}	PRESERVED_SPECIMEN	PRESENT	2118444	1	54	354	9477065	6313	2118396	2118444	2118444	Achelia gracilipes (Cole, 1904)	Achelia gracilipes (Cole, 1904)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia gracilipes	Achelia	gracilipes	SPECIES	ACCEPTED	NE	NORTH_AMERICA	British Columbia (Prov.)	{}		1975.0	8.0	2.0	1975-08-02	214.0	214.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'CONTINENT_DERIVED_FROM_COORDINATES', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']	2021-05-28T20:25:00.000+00:00	2024-07-04T18:50:25.154+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '65405d91-7ed9-ed94-dcbb-eaed3b5186bd'}]	[]	[]	[]	c146edb6-3a82-473c-b337-4acaa92f9513	0a009cbb-94c4-4bc5-9da4-cd6ad5a0e830	False	Bousfield, Dr. Edward L.  ; Bousfield, Marjorie A. ; Haylock, Myriam	fluid	Pycnogonida	CA	[]	[]	NORTH_AMERICA	Canada	NORTH_AMERICA	65405d91-7ed9-ed94-dcbb-eaed3b5186bd	http://biocol.org/urn:lsid:biocol.org:col:34935		1975-08-02	Keeha Bay, NW end at head			en	CMNC	1804322151	65405d91-7ed9-ed94-dcbb-eaed3b5186bd	PhysicalObject	CMNC 1994-0119	CMN	ELB 1975 P14a		Animalia; Arthropoda; Chelicerata; Pycnogonida; Pantopoda; Ammotheidae; Achelia;	http://grbio.org/cool/sjd8-70zp	5.0	1993-09-15T00:00:00	48.7858	-125.182	Crustacea	Bamber, Roger N.	WGS84	Canadian Museum of Nature	P14a	Barclay Land Distr.	(CMNC 1994-0119)													
1898294449	34fbcf59-d9bb-47e7-9672-99e13ea8c736	cc6110c7-f75c-47c8-8931-f7dd3f324777		7c519b4c-1100-4f39-a95a-9b679b4542e4	ff7bd5db-b724-4932-b496-10ea298851f9	CA	EML	2024-06-21T13:37:21.363+00:00	2024-06-21T13:38:12.613+00:00	279	{}	PRESERVED_SPECIMEN	PRESENT	2118444	1	54	354	9477065	6313	2118396	2118444	2118444	Achelia gracilipes (Cole, 1904)	Achelia gracilipes (Cole, 1904)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia gracilipes	Achelia	gracilipes	SPECIES	ACCEPTED	NE	NORTH_AMERICA	British Columbia	{'level0': {'gid': 'CAN', 'name': 'Canada'}, 'level1': {'gid': 'CAN.2_1', 'name': 'British Columbia'}, 'level2': {'gid': 'CAN.2.1_1', 'name': 'Alberni-Clayoquot'}, 'level3': {'gid': 'CAN.2.1.27_1', 'name': 'Ucluelet'}}		1973.0	6.0	21.0	1973-06-21	172.0	172.0	['COORDINATE_ROUNDED', 'GEODETIC_DATUM_ASSUMED_WGS84', 'IDENTIFIED_DATE_INVALID', 'OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT']		2024-06-21T13:38:12.613+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '87c859c0-918c-4af6-8ae1-59e5b166695e'}]	[]	[]	[]	4f726767-5e64-48a1-8178-98e298794cbd	1391a9ef-5ae7-489c-b498-dca9249d0d12	False	Philip Lambert	Specimen Nature: Wet|Preservative: Isopropanol - 60%	Pycnogonida	CA	[]	[]	NORTH_AMERICA	Canada	NORTH_AMERICA	87c859c0-918c-4af6-8ae1-59e5b166695e	http://grbio.org/cool/gayt-20cg	ICZN	73-06-21	Ucluelet Harbour: government float			en	RBCM Invertebrates	1898294449	87c859c0-918c-4af6-8ae1-59e5b166695e	PhysicalObject	973-00142-002	RBCM		1 male, 1 juvenile		https://registry.gbif.org/collection/1391a9ef-5ae7-489c-b498-dca9249d0d12	1.0		48.946389	-125.55	Royal BC Museum - Invertebrates Collection	Jayson Gillespie	WGS84	Royal BC Museum		Vancouver Island		0.0	0.0	Barkley Sound	doi:10.5886/zh7n1e	Collection Method: hand caught	government float	0 m	RBCM	Invertebrate Zoology Data Conversion				
3948813321	44bcde48-ac71-46f2-bf73-24fc3c008b6c	66522820-055c-11d8-b84e-b8a03c50a862	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	a43950ae-eb88-4ef4-bfff-43bcf12885ad	66522820-055c-11d8-b84e-b8a03c50a862	US	EML	2024-07-22T22:53:39.065+00:00	2024-07-22T23:00:20.377+00:00	380	{}	PRESERVED_SPECIMEN	PRESENT	2118444	1	54	354	9477065	6313	2118396	2118444	2118444	Achelia gracilipes (Cole, 1904)	Achelia gracilipes (Cole, 1904)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia gracilipes	Achelia	gracilipes	SPECIES	ACCEPTED	NE	NORTH_AMERICA	California	{}	North America, North Pacific Ocean, United States, California	1968.0	6.0		1968-06			[]	2022-10-27T15:38:55.000+00:00	2024-07-22T23:00:20.377+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'urn:catalog:CAS:IZ:401691'}]	[]	[]	[]	d2a27206-87ab-47ea-b5fc-d2e57054b688	5d4a63d3-e994-4b19-b592-e853a8e3b470	False	R. Lewert, W. Light	Fluid-75% EtOH(1)	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	urn:catalog:CAS:IZ:401691	http://grscicoll.org/institution/california-academy-sciences	ICZN	Jun 1968	N end of Muir Beach	DIGIN ENTRY. Data imported incomplete. Replace this text and initial once record is complete for all tables.	154718	en	IZ	3948813321	urn:catalog:CAS:IZ:401691	Physical Object	401691	CAS	b9064836-2c02-419b-9d4e-ca05d6af20eb	-1.7 tide	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Eupantopodida, Ascorhynchoidea, Ammotheidae	https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470						K.C. Myers				Marin County														
3948817321	44bcde48-ac71-46f2-bf73-24fc3c008b6c	66522820-055c-11d8-b84e-b8a03c50a862	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	a43950ae-eb88-4ef4-bfff-43bcf12885ad	66522820-055c-11d8-b84e-b8a03c50a862	US	EML	2024-07-22T22:53:39.065+00:00	2024-07-22T23:00:20.455+00:00	380	{}	PRESERVED_SPECIMEN	PRESENT	2118444	1	54	354	9477065	6313	2118396	2118444	2118444	Achelia gracilipes (Cole, 1904)	Achelia gracilipes (Cole, 1904)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia gracilipes	Achelia	gracilipes	SPECIES	ACCEPTED	NE	NORTH_AMERICA	California	{}	North America, North Pacific Ocean, United States, California	1968.0	6.0	11.0	1968-06-11	163.0	163.0	[]	2022-10-27T15:38:56.000+00:00	2024-07-22T23:00:20.455+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'urn:catalog:CAS:IZ:401694'}]	[]	[]	[]	d2a27206-87ab-47ea-b5fc-d2e57054b688	5d4a63d3-e994-4b19-b592-e853a8e3b470	False	D.D.Chivers, V. Zullo	Fluid-75% EtOH(2)	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	urn:catalog:CAS:IZ:401694	http://grscicoll.org/institution/california-academy-sciences	ICZN	11 Jun 1968	Rockaway Beach	DIGIN ENTRY. Data imported incomplete. Replace this text and initial once record is complete for all tables.	154721	en	IZ	3948817321	urn:catalog:CAS:IZ:401694	Physical Object	401694	CAS	a6776bd8-2aed-4a82-a5bc-d7a734a8b7e2		Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Eupantopodida, Ascorhynchoidea, Ammotheidae	https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470						Kevin Myers				San Mateo County		0.61												
3948814324	44bcde48-ac71-46f2-bf73-24fc3c008b6c	66522820-055c-11d8-b84e-b8a03c50a862	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	a43950ae-eb88-4ef4-bfff-43bcf12885ad	66522820-055c-11d8-b84e-b8a03c50a862	US	EML	2024-07-22T22:53:39.065+00:00	2024-07-22T23:00:20.408+00:00	380	{}	PRESERVED_SPECIMEN	PRESENT	2118444	1	54	354	9477065	6313	2118396	2118444	2118444	Achelia gracilipes (Cole, 1904)	Achelia gracilipes (Cole, 1904)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia gracilipes	Achelia	gracilipes	SPECIES	ACCEPTED	NE	NORTH_AMERICA	California	{}	North America, North Pacific Ocean, United States, California	1968.0	6.0		1968-06			[]	2022-10-27T15:38:56.000+00:00	2024-07-22T23:00:20.408+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'urn:catalog:CAS:IZ:401696'}]	[]	[]	[]	d2a27206-87ab-47ea-b5fc-d2e57054b688	5d4a63d3-e994-4b19-b592-e853a8e3b470	False	R. Lewert, W. Light	Fluid-75% EtOH(1)	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	urn:catalog:CAS:IZ:401696	http://grscicoll.org/institution/california-academy-sciences	ICZN	Jun 1968	N end of Muir Beach	DIGIN ENTRY. Data imported incomplete. Replace this text and initial once record is complete for all tables.	154723	en	IZ	3948814324	urn:catalog:CAS:IZ:401696	Physical Object	401696	CAS	b9064836-2c02-419b-9d4e-ca05d6af20eb	(juvenile) -1.7 tide	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Eupantopodida, Ascorhynchoidea, Ammotheidae	https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470						Kevin C. Myers				Marin County														
609379245	44bcde48-ac71-46f2-bf73-24fc3c008b6c	66522820-055c-11d8-b84e-b8a03c50a862	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	a43950ae-eb88-4ef4-bfff-43bcf12885ad	66522820-055c-11d8-b84e-b8a03c50a862	US	EML	2024-07-22T22:53:39.065+00:00	2024-07-22T23:00:04.663+00:00	380	{}	PRESERVED_SPECIMEN	PRESENT	2118444	1	54	354	9477065	6313	2118396	2118444	2118444	Achelia gracilipes (Cole, 1904)	Achelia gracilipes (Cole, 1904)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia gracilipes	Achelia	gracilipes	SPECIES	ACCEPTED	NE	NORTH_AMERICA	California	{}	North America, United States, California	1965.0	6.0	3.0	1965-06-03	154.0	154.0	[]		2024-07-22T23:00:04.663+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'urn:catalog:CAS:IZ:146054'}]	[]	[]	[]	d2a27206-87ab-47ea-b5fc-d2e57054b688	5d4a63d3-e994-4b19-b592-e853a8e3b470	False	D. Chivers	Fluid-75% EtOH(30)	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	urn:catalog:CAS:IZ:146054	http://grscicoll.org/institution/california-academy-sciences	ICZN	3 Jun 1965	S end of Rockaway Beach, low intertidal	Spec. previously preserved in 40% ISOH.	025859	en	IZ	609379245	urn:catalog:CAS:IZ:146054	Physical Object	146054	CAS	05da623d-2598-11ed-aace-005056be1b7a	specimen count is approximate	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Eupantopodida, Ascorhynchoidea, Ammotheidae	https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470		1972-08-01T00:00:00				K.C. Myers				San Mateo County														
3948816322	44bcde48-ac71-46f2-bf73-24fc3c008b6c	66522820-055c-11d8-b84e-b8a03c50a862	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	a43950ae-eb88-4ef4-bfff-43bcf12885ad	66522820-055c-11d8-b84e-b8a03c50a862	US	EML	2024-07-22T22:53:39.065+00:00	2024-07-22T23:00:20.473+00:00	380	{}	PRESERVED_SPECIMEN	PRESENT	2118444	1	54	354	9477065	6313	2118396	2118444	2118444	Achelia gracilipes (Cole, 1904)	Achelia gracilipes (Cole, 1904)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia gracilipes	Achelia	gracilipes	SPECIES	ACCEPTED	NE	NORTH_AMERICA	California	{}	North America, North Pacific Ocean, United States, California	1965.0	6.0	3.0	1965-06-03	154.0	154.0	[]	2022-10-27T15:38:55.000+00:00	2024-07-22T23:00:20.473+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'urn:catalog:CAS:IZ:401692'}]	[]	[]	[]	d2a27206-87ab-47ea-b5fc-d2e57054b688	5d4a63d3-e994-4b19-b592-e853a8e3b470	False	D.D. Chivers	Fluid-75% EtOH(1)	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	urn:catalog:CAS:IZ:401692	http://grscicoll.org/institution/california-academy-sciences	ICZN	3 Jun 1965	Rockaway Beach, S end of beach	DIGIN ENTRY. Data imported incomplete. Replace this text and initial once record is complete for all tables.	154719	en	IZ	3948816322	urn:catalog:CAS:IZ:401692	Physical Object	401692	CAS	77b82eee-31e2-439a-8b9a-ae8e94ffed01	low intertidal	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Eupantopodida, Ascorhynchoidea, Ammotheidae	https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470						K.C. Myers				San Mateo County														
3948815324	44bcde48-ac71-46f2-bf73-24fc3c008b6c	66522820-055c-11d8-b84e-b8a03c50a862	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	a43950ae-eb88-4ef4-bfff-43bcf12885ad	66522820-055c-11d8-b84e-b8a03c50a862	US	EML	2024-07-22T22:53:39.065+00:00	2024-07-22T23:00:20.367+00:00	380	{}	PRESERVED_SPECIMEN	PRESENT	2118444	1	54	354	9477065	6313	2118396	2118444	2118444	Achelia gracilipes (Cole, 1904)	Achelia gracilipes (Cole, 1904)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia gracilipes	Achelia	gracilipes	SPECIES	ACCEPTED	NE	NORTH_AMERICA	California	{}	North America, North Pacific Ocean, United States, California	1965.0	6.0	3.0	1965-06-03	154.0	154.0	[]	2022-10-27T15:38:57.000+00:00	2024-07-22T23:00:20.367+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'urn:catalog:CAS:IZ:401697'}]	[]	[]	[]	d2a27206-87ab-47ea-b5fc-d2e57054b688	5d4a63d3-e994-4b19-b592-e853a8e3b470	False	D.D. Chivers	Fluid-75% EtOH(1)	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	urn:catalog:CAS:IZ:401697	http://grscicoll.org/institution/california-academy-sciences	ICZN	3 Jun 1965	Rockaway Beach, S end of beach	DIGIN ENTRY. Data imported incomplete. Replace this text and initial once record is complete for all tables.	154724	en	IZ	3948815324	urn:catalog:CAS:IZ:401697	Physical Object	401697	CAS	77b82eee-31e2-439a-8b9a-ae8e94ffed01	(chelate juveniles), low intertidal	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Eupantopodida, Ascorhynchoidea, Ammotheidae	https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470						K.C. Myers				San Mateo County														
3948818323	44bcde48-ac71-46f2-bf73-24fc3c008b6c	66522820-055c-11d8-b84e-b8a03c50a862	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	a43950ae-eb88-4ef4-bfff-43bcf12885ad	66522820-055c-11d8-b84e-b8a03c50a862	US	EML	2024-07-22T22:53:39.065+00:00	2024-07-22T23:00:20.372+00:00	380	{}	PRESERVED_SPECIMEN	PRESENT	2118444	1	54	354	9477065	6313	2118396	2118444	2118444	Achelia gracilipes (Cole, 1904)	Achelia gracilipes (Cole, 1904)	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia gracilipes	Achelia	gracilipes	SPECIES	ACCEPTED	NE	NORTH_AMERICA	California	{}	North America, North Pacific Ocean, United States, California	1964.0	9.0		1964-09			[]	2022-10-27T15:38:55.000+00:00	2024-07-22T23:00:20.372+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'urn:catalog:CAS:IZ:401693'}]	[]	[]	[]	d2a27206-87ab-47ea-b5fc-d2e57054b688	5d4a63d3-e994-4b19-b592-e853a8e3b470	False	Ray Ghelardi	Fluid-75% EtOH(1)	Pycnogonida	US	[]	[]	NORTH_AMERICA	United States of America	NORTH_AMERICA	urn:catalog:CAS:IZ:401693	http://grscicoll.org/institution/california-academy-sciences	ICZN	Sep 1964	Bodega Bay, Horseshoe Cove	DIGIN ENTRY. Data imported incomplete. Replace this text and initial once record is complete for all tables.	154720	en	IZ	3948818323	urn:catalog:CAS:IZ:401693	Physical Object	401693	CAS	e14320a0-edd5-4d7b-a495-64b08baa4b15	chelate juvenile	Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda, Eupantopodida, Ascorhynchoidea, Ammotheidae	https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470						Kevin C. Myers						12.19												
