key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	gadm	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	isInCluster	datasetID	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	http://unknown.org/language	originalNameUsage	county	associatedReferences	identificationVerificationStatus	gbifID	nameAccordingTo	occurrenceID	taxonID	http://unknown.org/orders	depth	depthAccuracy	catalogNumber	institutionCode	collectionCode
4547989065	f553f8f9-b147-4f09-86e5-0d1ce1a91ce0	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	e44d0fd7-0edf-477f-aa82-50a81836ab46	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	FR	DWC_ARCHIVE	2024-03-21T10:09:14.312+00:00	2024-03-21T10:14:26.271+00:00	57	{}	HUMAN_OBSERVATION	PRESENT	4338351	1	54	354	9477065	2012	2117538	4338351	4338351	Colossendeis leniensis Pushkin, 1993	Colossendeis leniensis Pushkin, 1993	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis leniensis	Colossendeis	leniensis	SPECIES	ACCEPTED	NE	-49.13558	68.66923	1105902.0	{}	['COUNTRY_MISMATCH', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-03-21T10:14:26.271+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '27d04f10-bc1a-487b-b30e-3c33d69b98cb'}]	[]	[]	[]	False	EB6380B5-80AF-5935-E053-0514A8C08744	WGS84	Pycnogonida	TF	[]	[]	ANTARCTICA	French Southern Territories	EUROPE	27d04f10-bc1a-487b-b30e-3c33d69b98cb	27d04f10-bc1a-487b-b30e-3c33d69b98cb	fr | en	Colossendeis leniensis Pushkin, 1993	TAAF : Îles sub-antarctiques	TaxREF	Probable	4547989065	Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.	27d04f10-bc1a-487b-b30e-3c33d69b98cb	989832						
3935072099	91aa3d5b-6f77-4135-a823-cef438a60dfa	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	e44d0fd7-0edf-477f-aa82-50a81836ab46	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	FR	DWC_ARCHIVE	2024-01-19T17:11:53.743+00:00	2024-01-26T10:11:38.788+00:00	10	{}	HUMAN_OBSERVATION	PRESENT	4338351	1	54	354	9477065	2012	2117538	4338351	4338351	Colossendeis leniensis Pushkin, 1993	Colossendeis leniensis Pushkin, 1993	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis leniensis	Colossendeis	leniensis	SPECIES	ACCEPTED	NE	-49.13558	68.66923	1105902.0	{}	['COUNTRY_MISMATCH', 'TAXON_MATCH_TAXON_ID_IGNORED']	2024-01-26T10:11:38.788+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'e9e78f9f-b985-4803-8084-1b7de68d4447'}]	[]	[]	[]	False	D2B0CE86-7C29-1275-E053-5514A8C0FBF9	WGS84	Pycnogonida	TF	[]	[]	ANTARCTICA	French Southern Territories	EUROPE	e9e78f9f-b985-4803-8084-1b7de68d4447	e9e78f9f-b985-4803-8084-1b7de68d4447		Colossendeis leniensis Pushkin, 1993	TAAF : Îles sub-antarctiques	TaxREF	Probable	3935072099	Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.	e9e78f9f-b985-4803-8084-1b7de68d4447	989832	Pantopoda					
318006016	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:23.163+00:00	124	{}	OCCURRENCE	PRESENT	4338351	1	54	354	9477065	2012	2117538	4338351	4338351	Colossendeis leniensis Pushkin, 1993	Colossendeis leniensis Pushkin, 1993	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis leniensis	Colossendeis	leniensis	SPECIES	ACCEPTED	NE	-52.75	44.2		{}	['GEODETIC_DATUM_ASSUMED_WGS84', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:23.163+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:37665'}]	[]	[]	[]	False		WGS84	Pycnogonida		[]	[]			EUROPE								318006016					325.0	75.0	37665	BAS	SOMBASE Pycnogonids
318006102	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:21.913+00:00	124	{}	OCCURRENCE	PRESENT	4338351	1	54	354	9477065	2012	2117538	4338351	4338351	Colossendeis leniensis Pushkin, 1993	Colossendeis leniensis Pushkin, 1993	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis leniensis	Colossendeis	leniensis	SPECIES	ACCEPTED	NE	-53.1666	44.0816		{}	['GEODETIC_DATUM_ASSUMED_WGS84', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:21.913+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:38016'}]	[]	[]	[]	False		WGS84	Pycnogonida		[]	[]			EUROPE								318006102					392.5	7.5	38016	BAS	SOMBASE Pycnogonids
318006103	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:21.913+00:00	124	{}	OCCURRENCE	PRESENT	4338351	1	54	354	9477065	2012	2117538	4338351	4338351	Colossendeis leniensis Pushkin, 1993	Colossendeis leniensis Pushkin, 1993	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis leniensis	Colossendeis	leniensis	SPECIES	ACCEPTED	NE	-53.1	43.7766		{}	['GEODETIC_DATUM_ASSUMED_WGS84', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:21.913+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:38017'}]	[]	[]	[]	False		WGS84	Pycnogonida		[]	[]			EUROPE								318006103					385.5	12.5	38017	BAS	SOMBASE Pycnogonids
318006104	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:21.913+00:00	124	{}	OCCURRENCE	PRESENT	4338351	1	54	354	9477065	2012	2117538	4338351	4338351	Colossendeis leniensis Pushkin, 1993	Colossendeis leniensis Pushkin, 1993	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis leniensis	Colossendeis	leniensis	SPECIES	ACCEPTED	NE	-52.7266	44.0833		{}	['GEODETIC_DATUM_ASSUMED_WGS84', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:21.913+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:38018'}]	[]	[]	[]	False		WGS84	Pycnogonida		[]	[]			EUROPE								318006104					426.0	6.0	38018	BAS	SOMBASE Pycnogonids
318006105	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:21.913+00:00	124	{}	OCCURRENCE	PRESENT	4338351	1	54	354	9477065	2012	2117538	4338351	4338351	Colossendeis leniensis Pushkin, 1993	Colossendeis leniensis Pushkin, 1993	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis leniensis	Colossendeis	leniensis	SPECIES	ACCEPTED	NE	-52.8283	43.8833		{}	['GEODETIC_DATUM_ASSUMED_WGS84', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:21.913+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:38019'}]	[]	[]	[]	False		WGS84	Pycnogonida		[]	[]			EUROPE								318006105					419.0	9.0	38019	BAS	SOMBASE Pycnogonids
318006106	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:21.913+00:00	124	{}	OCCURRENCE	PRESENT	4338351	1	54	354	9477065	2012	2117538	4338351	4338351	Colossendeis leniensis Pushkin, 1993	Colossendeis leniensis Pushkin, 1993	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis leniensis	Colossendeis	leniensis	SPECIES	ACCEPTED	NE	-52.8233	43.875		{}	['GEODETIC_DATUM_ASSUMED_WGS84', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:21.913+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:38020'}]	[]	[]	[]	False		WGS84	Pycnogonida		[]	[]			EUROPE								318006106					407.5	2.5	38020	BAS	SOMBASE Pycnogonids
318006107	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:21.913+00:00	124	{}	OCCURRENCE	PRESENT	4338351	1	54	354	9477065	2012	2117538	4338351	4338351	Colossendeis leniensis Pushkin, 1993	Colossendeis leniensis Pushkin, 1993	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis leniensis	Colossendeis	leniensis	SPECIES	ACCEPTED	NE	-52.8483	43.7766		{}	['GEODETIC_DATUM_ASSUMED_WGS84', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:21.913+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:38021'}]	[]	[]	[]	False		WGS84	Pycnogonida		[]	[]			EUROPE								318006107					397.5	12.5	38021	BAS	SOMBASE Pycnogonids
318006108	7c20aae4-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	6004680a-f762-11e1-a439-00145eb45e9a	94458240-4e38-11db-985b-b8a03c50a862	GB	DIGIR	2023-01-08T06:01:46.113+00:00	2024-01-24T20:26:21.913+00:00	124	{}	OCCURRENCE	PRESENT	4338351	1	54	354	9477065	2012	2117538	4338351	4338351	Colossendeis leniensis Pushkin, 1993	Colossendeis leniensis Pushkin, 1993	Animalia	Arthropoda	Pantopoda	Colossendeidae	Colossendeis	Colossendeis leniensis	Colossendeis	leniensis	SPECIES	ACCEPTED	NE	-52.84	43.7883		{}	['GEODETIC_DATUM_ASSUMED_WGS84', 'BASIS_OF_RECORD_INVALID']	2024-01-24T20:26:21.913+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:BAS:SOMBASE Pycnogonids:38022'}]	[]	[]	[]	False		WGS84	Pycnogonida		[]	[]			EUROPE								318006108					393.5	11.5	38022	BAS	SOMBASE Pycnogonids
