key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	sex	lifeStage	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	continent	stateProvince	gadm	higherGeography	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	isInCluster	datasetName	recordedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	rightsHolder	identifier	habitat	municipality	county	verbatimLocality	collectionCode	gbifID	language	occurrenceID	type	vernacularName	ownerInstitutionCode	occurrenceRemarks	higherClassification	parentNameUsage	networkKeys	individualCount	waterBody	institutionKey	collectionKey	identifiedBy	preparations	samplingProtocol	eventID	institutionID	locality	fieldNumber	verbatimDepth	catalogNumber	institutionCode	parentEventID	collectionID	modified	datasetID	elevation	organismQuantity	organismQuantityType	recordNumber	verbatimEventDate	locationID	bibliographicCitation	projectId	depth	acceptedNameUsage	scientificNameID	locationRemarks	dateIdentified	nomenclaturalCode	disposition	materialEntityID	otherCatalogNumbers	taxonID	verbatimIdentification	dynamicProperties
2573688271	bafa5083-8081-42f8-9201-04c511f45098	f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc	91d2f516-bdfa-458f-bad1-66717101b49f	f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc	RU	EML	2023-01-06T16:45:30.280+00:00	2024-01-24T23:58:19.057+00:00	31	{}	HUMAN_OBSERVATION	PRESENT	MALE	Larva	2117773	1	54	354	9477065	2013	2117630	2117773	2117773	Nymphon longimanum Sars, 1888	Nymphon longimanum Sars, 1888	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon longimanum	Nymphon	longimanum	SPECIES	ACCEPTED	NE	66.7105	32.8357	20.0	EUROPE	Мурманская обл.	{}	Мурманская обл.|Кандалакшский район|Ковда|Белое море|Кандалакшский залив|Губа Старцева	2019.0	8.0	7.0	2019-08-07	219.0	219.0	['CONTINENT_DERIVED_FROM_COORDINATES']	2024-01-24T23:58:19.057+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'http://biobase.179.ru/link.html?id=http://biobase.179.ru/hydrobiology/2019-kovda-sea/2019-08-07-nimphon-longimanum.html'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'identifier': 'http://biobase.179.ru/hydrobiology/2019-kovda-sea/P8072307-nymphon-longimanum-.jpg'}, {'type': 'StillImage', 'format': 'image/jpeg', 'identifier': 'http://biobase.179.ru/hydrobiology/2019-kovda-sea/P8072270-nymphon-longimanum-.jpg'}, {'type': 'StillImage', 'format': 'image/jpeg', 'identifier': 'http://biobase.179.ru/hydrobiology/2019-kovda-sea/P8072245-nymphon-longimanum-.jpg'}, {'type': 'StillImage', 'format': 'image/jpeg', 'identifier': 'http://biobase.179.ru/hydrobiology/2019-kovda-sea/P8072297-nymphon-longimanum-.jpg'}, {'type': 'StillImage', 'format': 'image/jpeg', 'identifier': 'http://biobase.179.ru/hydrobiology/2019-kovda-sea/P8072283-nymphon-longimanum-.jpg'}, {'type': 'StillImage', 'format': 'image/jpeg', 'identifier': 'http://biobase.179.ru/hydrobiology/2019-kovda-sea/P8072249-nymphon-longimanum-.jpg'}, {'type': 'StillImage', 'format': 'image/jpeg', 'identifier': 'http://biobase.179.ru/hydrobiology/2019-kovda-sea/P8072322-nymphon-longimanum-.jpg'}, {'type': 'StillImage', 'format': 'image/jpeg', 'identifier': 'http://biobase.179.ru/hydrobiology/2019-kovda-sea/P8072317-nymphon-longimanum-.jpg'}, {'type': 'StillImage', 'format': 'image/jpeg', 'identifier': 'http://biobase.179.ru/hydrobiology/2019-kovda-sea/P8072313-nymphon-longimanum-.jpg'}, {'type': 'StillImage', 'format': 'image/jpeg', 'identifier': 'http://biobase.179.ru/hydrobiology/2019-kovda-sea/P8072265-nymphon-longimanum-.jpg'}, {'type': 'StillImage', 'format': 'image/jpeg', 'identifier': 'http://biobase.179.ru/hydrobiology/2019-kovda-sea/P8072310-nymphon-longimanum-.jpg'}, {'type': 'StillImage', 'format': 'image/jpeg', 'identifier': 'http://biobase.179.ru/hydrobiology/2019-kovda-sea/P8072298-nymphon-longimanum-.jpg'}, {'type': 'StillImage', 'format': 'image/jpeg', 'identifier': 'http://biobase.179.ru/hydrobiology/2019-kovda-sea/P8072304-nymphon-longimanum-.jpg'}, {'type': 'StillImage', 'format': 'image/jpeg', 'identifier': 'http://biobase.179.ru/hydrobiology/2019-kovda-sea/P8072251-nymphon-longimanum-.jpg'}, {'type': 'StillImage', 'format': 'image/jpeg', 'identifier': 'http://biobase.179.ru/hydrobiology/2019-kovda-sea/P8072278-nymphon-longimanum-.jpg'}, {'type': 'StillImage', 'format': 'image/jpeg', 'identifier': 'http://biobase.179.ru/hydrobiology/2019-kovda-sea/P8072300-nymphon-longimanum-.jpg'}, {'type': 'StillImage', 'format': 'image/jpeg', 'identifier': 'http://biobase.179.ru/hydrobiology/2019-kovda-sea/P8072314-nymphon-longimanum-.jpg'}, {'type': 'StillImage', 'format': 'image/jpeg', 'identifier': 'http://biobase.179.ru/hydrobiology/2019-kovda-sea/P8072274-nymphon-longimanum-.jpg'}, {'type': 'StillImage', 'format': 'image/jpeg', 'identifier': 'http://biobase.179.ru/hydrobiology/2019-kovda-sea/P8072309-nymphon-longimanum-.jpg'}, {'type': 'StillImage', 'format': 'image/jpeg', 'identifier': 'http://biobase.179.ru/hydrobiology/2019-kovda-sea/P8072305-nymphon-longimanum-.jpg'}, {'type': 'StillImage', 'format': 'image/jpeg', 'identifier': 'http://biobase.179.ru/hydrobiology/2019-kovda-sea/P8072311-nymphon-longimanum-.jpg'}, {'type': 'StillImage', 'format': 'image/jpeg', 'identifier': 'http://biobase.179.ru/hydrobiology/2019-kovda-sea/P8072299-nymphon-longimanum-.jpg'}, {'type': 'StillImage', 'format': 'image/jpeg', 'identifier': 'http://biobase.179.ru/hydrobiology/2019-kovda-sea/P8072319-nymphon-longimanum-.jpg'}, {'type': 'StillImage', 'format': 'image/jpeg', 'identifier': 'http://biobase.179.ru/hydrobiology/2019-kovda-sea/P8072252-nymphon-longimanum-.jpg'}, {'type': 'StillImage', 'format': 'image/jpeg', 'identifier': 'http://biobase.179.ru/hydrobiology/2019-kovda-sea/P8072271-nymphon-longimanum-.jpg'}, {'type': 'StillImage', 'format': 'image/jpeg', 'identifier': 'http://biobase.179.ru/hydrobiology/2019-kovda-sea/P8072315-nymphon-longimanum-.jpg'}, {'references': 'http://biobase.179.ru/video/2019-kovda-sea/2019-08-07-nimphon-longimanum.html'}, {'type': 'StillImage', 'format': 'image/jpeg', 'identifier': 'http://biobase.179.ru/hydrobiology/2019-kovda-sea/P8071992-nymphon-longimanum-.jpg'}, {'type': 'StillImage', 'format': 'image/jpeg', 'identifier': 'http://biobase.179.ru/hydrobiology/2019-kovda-sea/P8072302-nymphon-longimanum-.jpg'}, {'type': 'StillImage', 'format': 'image/jpeg', 'identifier': 'http://biobase.179.ru/hydrobiology/2019-kovda-sea/P8072316-nymphon-longimanum-.jpg'}]	[]	[]	False	Collections of Bioclass, School #179, Moscow	Кудрявцева Е.И.	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE	Bioclass, School #179, Moscow	http://biobase.179.ru/link.html?id=http://biobase.179.ru/hydrobiology/2019-kovda-sea/2019-08-07-nimphon-longimanum.html	морской | бентос	Ковда	Ковда	Губа Старцева	Biobase	2573688271	en	http://biobase.179.ru/link.html?id=http://biobase.179.ru/hydrobiology/2019-kovda-sea/2019-08-07-nimphon-longimanum.html	HumanObservation	Нимфон | Морские пауки | Пантопода | Хелицеровые | Членистоногие | Первичноротые | личинка | протонимфон | яйцевой кокон	Bioclass, School #179, Moscow	самец с кладкой на яйценосных ножках | протонимфон (шестиногая личинка), личиночные ноги временные, личинка держится за кокон с помощью паутины | Ракотрон-1 (трал на салазках), у входа в Варничную губу | точка практически совпадает с точкой Ракотрон-3 2018 года	Nymphon longimanum Sars, 1888 | Nymphonidae | Pantopoda | Pycnogonida | Chelicerata | Arthropoda | Protostomia | larva	Nymphon																																							
4444205412	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.763+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT			2117773	1	54	354	9477065	2013	2117630	2117773	2117773	Nymphon longimanum Sars, 1888	Nymphon longimanum Sars, 1888	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon longimanum	Nymphon	longimanum	SPECIES	ACCEPTED	NE	75.6317154	64.0817851				{}		2007.0	9.0	16.0	2007-09-16	259.0	259.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']	2024-06-18T12:44:58.763+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '10794b18-a9d6-43cf-8f86-2a1ec21ef590'}]	[]	[]	[]	False		RV Akademik Mstislav Keldysh	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE		10794b18-a9d6-43cf-8f86-2a1ec21ef590					OBFc	4444205412		10794b18-a9d6-43cf-8f86-2a1ec21ef590			IORAS				['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	1.0	Kara Sea	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	Raiskiy, Alexey	EtOH 75%	Sigsbee Trawl	RV Akademik Mstislav Keldysh_cruise 49_st.4975	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	Kara Sea	4975	68.0 - 70.0 m	INV0003176	IORAS	cruise 49	fd699988-ab5d-4737-9443-9085cea191d2																						
873008730	be9bf8ca-92f0-4b72-8504-da2cc753a955	d5778510-eb28-11da-8629-b8a03c50a862	600586fe-f762-11e1-a439-00145eb45e9a	d5778510-eb28-11da-8629-b8a03c50a862	DE	DWC_ARCHIVE	2023-01-08T00:39:06.641+00:00	2024-01-25T00:04:55.214+00:00	161	{}	HUMAN_OBSERVATION	PRESENT			2117773	1	54	354	9477065	2013	2117630	2117773	2117773	Nymphon longimanum Sars, 1888	Nymphon longimanum Sars, 1888	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon longimanum	Nymphon	longimanum	SPECIES	ACCEPTED	NE	75.63	64.087				{}		2007.0	9.0	16.0	2007-09-16	259.0	259.0	['COUNTRY_DERIVED_FROM_COORDINATES']	2024-01-25T00:04:55.214+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1_79'}]	[]	[]	[]	True		Galkin, Sergey V	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE		1_79					doi:10.1594/PANGAEA.769662	873008730																						11534307_1	Pangaea			2010-09-06T21:41:31.000+00:00	https://doi.org/10.1594/PANGAEA.769662																				
874636138	895ee173-1561-4d52-9418-d721748a0942	d5778510-eb28-11da-8629-b8a03c50a862	600586fe-f762-11e1-a439-00145eb45e9a	d5778510-eb28-11da-8629-b8a03c50a862	DE	DWC_ARCHIVE	2024-03-15T10:11:05.736+00:00	2024-03-15T10:12:45.804+00:00	262	{}	HUMAN_OBSERVATION	PRESENT			2117773	1	54	354	9477065	2013	2117630	2117773	2117773	Nymphon longimanum Sars, 1888	Nymphon longimanum Sars, 1888	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon longimanum	Nymphon	longimanum	SPECIES	ACCEPTED	NE	75.63	64.087				{}		2007.0	9.0	16.0	2007-09-16T00:00	259.0	259.0	['COUNTRY_DERIVED_FROM_COORDINATES']	2024-03-15T10:12:45.804+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1_79'}]	[]	[]	[]	True		Galkin, Sergey V	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE		1_79					doi:10.1594/PANGAEA.769941	874636138		1_79																				11536550_1	Pangaea			2017-08-08T07:09:39.000+00:00	https://doi.org/10.1594/PANGAEA.769941	-70.0	0.015	percentage																	
872686809	b12ed28a-f3db-4cbb-a975-1619272a74f9	d5778510-eb28-11da-8629-b8a03c50a862	600586fe-f762-11e1-a439-00145eb45e9a	d5778510-eb28-11da-8629-b8a03c50a862	DE	DWC_ARCHIVE	2024-03-15T10:11:05.933+00:00	2024-03-15T10:12:45.805+00:00	260	{}	HUMAN_OBSERVATION	PRESENT			2117773	1	54	354	9477065	2013	2117630	2117773	2117773	Nymphon longimanum Sars, 1888	Nymphon longimanum Sars, 1888	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon longimanum	Nymphon	longimanum	SPECIES	ACCEPTED	NE	75.63	64.087				{}		2007.0	9.0	16.0	2007-09-16T00:00	259.0	259.0	['COUNTRY_DERIVED_FROM_COORDINATES']	2024-03-15T10:12:45.805+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1_79'}]	[]	[]	[]	True		Galkin, Sergey V	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE		1_79					doi:10.1594/PANGAEA.769660	872686809		1_79																				11534168_1	Pangaea			2017-08-08T07:09:39.000+00:00	https://doi.org/10.1594/PANGAEA.769660	-70.0	1.0	individuals																	
4444206074	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.246+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT			2117773	1	54	354	9477065	2013	2117630	2117773	2117773	Nymphon longimanum Sars, 1888	Nymphon longimanum Sars, 1888	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon longimanum	Nymphon	longimanum	SPECIES	ACCEPTED	NE	71.9340325	55.3305863		EUROPE		{}		2006.0	9.0	3.0	2006-09-03	246.0	246.0	['COORDINATE_REPROJECTED', 'CONTINENT_DERIVED_FROM_COORDINATES']	2024-06-18T12:44:59.246+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '3385eaa0-80e4-4e83-b802-ed561e517cec'}]	[]	[]	[]	False		RV Professor Shtokman	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE		3385eaa0-80e4-4e83-b802-ed561e517cec					OBFc	4444206074		3385eaa0-80e4-4e83-b802-ed561e517cec			IORAS				['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	6.0	Kara Sea	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	Turpaeva, Elena	EtOH 75%	Small Trawl	RV Professor Shtokman_cruise 81_st.2	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	Abrosimov Bay, Kara Sea	2	10.0 - 12.0 m	INV0003003	IORAS	cruise 81	fd699988-ab5d-4737-9443-9085cea191d2																						
4444205739	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:58.885+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT			2117773	1	54	354	9477065	2013	2117630	2117773	2117773	Nymphon longimanum Sars, 1888	Nymphon longimanum Sars, 1888	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon longimanum	Nymphon	longimanum	SPECIES	ACCEPTED	NE	71.9340435	55.3307313		EUROPE		{}		2006.0	9.0	1.0	2006-09-01	244.0	244.0	['COORDINATE_REPROJECTED', 'CONTINENT_DERIVED_FROM_COORDINATES']	2024-06-18T12:44:58.885+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': 'db24a559-0c63-4507-94f6-5d78353d6429'}]	[]	[]	[]	False		RV Professor Shtokman	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE		db24a559-0c63-4507-94f6-5d78353d6429					OBFc	4444205739		db24a559-0c63-4507-94f6-5d78353d6429			IORAS				['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	23.0	Kara Sea	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	Turpaeva, Elena	EtOH 75%	Small Trawl	RV Professor Shtokman_cruise 81_st.1	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	Abrosimov Bay, Kara Sea	1	9.0 - 12.0 m	INV0002997	IORAS	cruise 81	fd699988-ab5d-4737-9443-9085cea191d2																						
4444205616	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.126+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT			2117773	1	54	354	9477065	2013	2117630	2117773	2117773	Nymphon longimanum Sars, 1888	Nymphon longimanum Sars, 1888	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon longimanum	Nymphon	longimanum	SPECIES	ACCEPTED	NE	74.4174504	58.6969669		EUROPE		{}		2005.0	9.0	16.0	2005-09-16	259.0	259.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED', 'CONTINENT_DERIVED_FROM_COORDINATES']	2024-06-18T12:44:59.126+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '9475ab56-e6be-4ada-9913-e337a8cd1caa'}]	[]	[]	[]	False		RV Professor Shtokman	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE		9475ab56-e6be-4ada-9913-e337a8cd1caa					OBFc	4444205616		9475ab56-e6be-4ada-9913-e337a8cd1caa			IORAS				['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	4.0	Kara Sea	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	Raiskiy, Alexey	EtOH 75%	Small Trawl	RV Professor Shtokman_cruise 73_st.21	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	Tsivolki Bay, Novaya Zemlya	21	261.0 m	INV0002816	IORAS	cruise 73	fd699988-ab5d-4737-9443-9085cea191d2																						
4399691403	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.225+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT			2117773	1	54	354	9477065	2013	2117630	2117773	2117773	Nymphon longimanum Sars, 1888	Nymphon longimanum Sars, 1888	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon longimanum	Nymphon	longimanum	SPECIES	ACCEPTED	NE	72.5016031	161.5057839				{}		2004.0	9.0	5.0	2004-09-05	249.0	249.0	['COORDINATE_ROUNDED', 'COORDINATE_REPROJECTED']	2024-06-18T12:44:59.225+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '36d8a7a2-fc49-4c68-aee8-e061742d8775'}]	[]	[]	[]	False		RV Ivan Kireev	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE		36d8a7a2-fc49-4c68-aee8-e061742d8775					OBFc	4399691403		36d8a7a2-fc49-4c68-aee8-e061742d8775			IORAS				['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	2.0	East Siberian Sea	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	Turpaeva, Elena	dried:EtOH 75%	Boat Trawl	RV Ivan Kireev__st.60	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	East Siberian Sea	60	23.0 m	INV0001574	IORAS		fd699988-ab5d-4737-9443-9085cea191d2																						
4399691269	97169dfa-325b-4c1e-af91-3ef023f8a498	9abe4949-29aa-450e-b767-b2788f66e04d	da87027f-12b5-442f-b132-0f6f25acfd53	9abe4949-29aa-450e-b767-b2788f66e04d	RU	EML	2024-06-18T12:44:43.404+00:00	2024-06-18T12:44:59.203+00:00	69	{}	PRESERVED_SPECIMEN	PRESENT			2117773	1	54	354	9477065	2013	2117630	2117773	2117773	Nymphon longimanum Sars, 1888	Nymphon longimanum Sars, 1888	Animalia	Arthropoda	Pantopoda	Nymphonidae	Nymphon	Nymphon longimanum	Nymphon	longimanum	SPECIES	ACCEPTED	NE	78.008333	144.903333				{}		1995.0	7.0	24.0	1995-07-24	205.0	205.0	['COORDINATE_ROUNDED']	2024-06-18T12:44:59.203+00:00	http://creativecommons.org/licenses/by-nc/4.0/legalcode	False	[{'identifier': '27fd1e10-b740-41a3-8c92-820ddb8a8fd0'}]	[]	[]	[]	False		RV Polarstern	WGS84	Pycnogonida	RU	[]	[]	EUROPE	Russian Federation	EUROPE		27fd1e10-b740-41a3-8c92-820ddb8a8fd0					OBFc	4399691269		27fd1e10-b740-41a3-8c92-820ddb8a8fd0			IORAS				['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	1.0	Laptev Sea	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	fd699988-ab5d-4737-9443-9085cea191d2	Turpaeva, Elena	EtOH 75%	Agassiz Trawl	RV Polarstern_cruise ARK XI/1_st.36/004a	51e76603-9190-4d7e-9fa4-1ea3b4d4ff86	Laptev Sea	36/004a	54.5 m	INV0001038	IORAS	cruise ARK XI/1	fd699988-ab5d-4737-9443-9085cea191d2																						
