key	datasetKey	publishingOrgKey	networkKeys	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	dateIdentified	decimalLatitude	decimalLongitude	coordinatePrecision	coordinateUncertaintyInMeters	continent	stateProvince	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	institutionKey	isInCluster	otherCatalogNumbers	recordedBy	identifiedBy	samplingProtocol	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	eventID	identifier	acceptedNameUsage	http://unknown.org/taxonRankID	dynamicProperties	verbatimLocality	collectionCode	gbifID	occurrenceID	catalogNumber	locationRemarks	institutionCode	taxonConceptID	http://unknown.org/species	nameAccordingTo	depth	typeStatus	modified	references	datasetID	scientificNameID	locality	bibliographicCitation	preparations	rightsHolder	nomenclaturalCode	institutionID	verbatimEventDate	higherClassification	type	associatedSequences	verbatimIdentification	occurrenceRemarks	taxonID	depthAccuracy
1100762863	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:18:58.073+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	MALE	2118445	1	54	354	9477065	6313	2118396	2118445	2118445	Achelia transfugoides Stock, 1973	Achelia transfugoides Stock, 1973	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia transfugoides	Achelia	transfugoides	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-41.216	148.29166	1e-05	1000.0	OCEANIA	Tasmania	{}	1991.0	4.0	15.0	1991-04-15	105.0	105.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:18:58.073+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '1488b3d0-d077-440f-abd0-b4c3c92b2cec'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1062923|urn:catalog:AM:Invertebrates - Marine & Other:P.42865	Springthorpe, Roger Tenison|Australian Museum|Invertebrates, Marine	Krapp, F	hand dredge	WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1074680	1488b3d0-d077-440f-abd0-b4c3c92b2cec	Achelia transfugoides Stock, 1973	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:100m-1km}	Bay of Fires, Sloop Reef	Invertebrates - Marine & Other	1100762863	1488b3d0-d077-440f-abd0-b4c3c92b2cec	P.42865	ecatalogue.LocCollectionEventLocal: [TAS 154] Australia, Tasmania, Bay of Fires, Sloop Reef (41° 13' S, 148° 17' 30 E) 15/04/1991 - 15/04/1991, hand dredge;	AM	https://biodiversity.org.au/afd/taxa/36a5f816-8c0c-475d-af81-202c93392aa1	Achelia transfugoides	Stock, 1973																				
1100762861	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:57.096+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	MALE	2118445	1	54	354	9477065	6313	2118396	2118445	2118445	Achelia transfugoides Stock, 1973	Achelia transfugoides Stock, 1973	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia transfugoides	Achelia	transfugoides	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-41.216	148.29166	1e-05	1000.0	OCEANIA	Tasmania	{}	1991.0	4.0	15.0	1991-04-15	105.0	105.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:57.096+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'd3012f75-ff38-47da-b050-cd9fc6f31fa4'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1156550|urn:catalog:AM:Invertebrates - Marine & Other:P.42864	Springthorpe, Roger Tenison|Australian Museum|Invertebrates, Marine	Krapp, F		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1074745	d3012f75-ff38-47da-b050-cd9fc6f31fa4	Achelia transfugoides Stock, 1973	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:100m-1km}	Bay of Fires, Sloop Reef	Invertebrates - Marine & Other	1100762861	d3012f75-ff38-47da-b050-cd9fc6f31fa4	P.42864	ecatalogue.LocCollectionEventLocal: [TAS-151] Australia, Tasmania, Bay of Fires, Sloop Reef (41° 13' S, 148° 17' 30 E) 15/04/1991 - 15/04/1991;	AM	https://biodiversity.org.au/afd/taxa/36a5f816-8c0c-475d-af81-202c93392aa1	Achelia transfugoides	Stock, 1973																				
1100763168	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:18:58.566+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	MALE	2118445	1	54	354	9477065	6313	2118396	2118445	2118445	Achelia transfugoides Stock, 1973	Achelia transfugoides Stock, 1973	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia transfugoides	Achelia	transfugoides	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-35.05	118.0	0.001	1000.0	OCEANIA	Western Australia	{}	1983.0	12.0	17.0	1983-12-17	351.0	351.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:18:58.566+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '0d3ab78f-00d5-4e47-bc11-2639da9d1d30'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1120384|urn:catalog:AM:Invertebrates - Marine & Other:P.43196	Springthorpe, Roger Tenison|Australian Museum|Invertebrates, Marine	Krapp, F		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1076237	0d3ab78f-00d5-4e47-bc11-2639da9d1d30	Achelia transfugoides Stock, 1973	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:100m-1km}	King George Sound, off southeast corner of Michealmas Island	Invertebrates - Marine & Other	1100763168	0d3ab78f-00d5-4e47-bc11-2639da9d1d30	P.43196	ecatalogue.LocCollectionEventLocal: [WA-202] Australia, Western Australia, King George Sound, off southeast corner of Michealmas Island (35° 03' S, 118° 00' E) 17/12/1983 - 17/12/1983;	AM	https://biodiversity.org.au/afd/taxa/36a5f816-8c0c-475d-af81-202c93392aa1	Achelia transfugoides	Stock, 1973																				
1100763100	dce8feb0-6c89-11de-8225-b8a03c50a862	770c30d2-c2a8-4bb2-8056-6167297cddae	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:20:52.620+00:00	2024-07-02T07:19:50.625+00:00	384	{}	PRESERVED_SPECIMEN	PRESENT	FEMALE	2118445	1	54	354	9477065	6313	2118396	2118445	2118445	Achelia transfugoides Stock, 1973	Achelia transfugoides Stock, 1973	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia transfugoides	Achelia	transfugoides	SPECIES	ACCEPTED	NE	1994-01-01T00:00:00	-35.683	136.966	0.001	10000.0	OCEANIA	South Australia	{'level0': {'gid': 'AUS', 'name': 'Australia'}, 'level1': {'gid': 'AUS.8_1', 'name': 'South Australia'}, 'level2': {'gid': 'AUS.8.23_1', 'name': 'Kangaroo Island'}}	1978.0	3.0	3.0	1978-03-03	62.0	62.0	['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-02T07:19:50.625+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'cd66a3fb-89c2-4682-92a7-d20e896db88c'}]	[]	[]	[]	9cfe8cbf-35ff-4d93-b932-cb05d91b7922	False	ecatalogue.irn:1063060|urn:catalog:AM:Invertebrates - Marine & Other:P.43145	Loch, Ian|Australian Museum|Malacology	Krapp, F		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:australianmuseum.net.au:Events:1037600	cd66a3fb-89c2-4682-92a7-d20e896db88c	Achelia transfugoides Stock, 1973	7000	{dcterms:type:PhysicalObject,dcterms:modified:2019/11/19,verbatimUncertainty:1km-10km}	Kangaroo Island, Western River Cove	Invertebrates - Marine & Other	1100763100	cd66a3fb-89c2-4682-92a7-d20e896db88c	P.43145	ecatalogue.LocCollectionEventLocal: Australia, South Australia, Kangaroo Island, Western River Cove (35° 41' S, 136° 58' E) 03/03/1978 - 03/03/1978;	AM	https://biodiversity.org.au/afd/taxa/36a5f816-8c0c-475d-af81-202c93392aa1	Achelia transfugoides	Stock, 1973																				
4055739931	2f7c33b3-ea7a-40ac-a3b7-bace96f978f7	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	['2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6']	f9df6cff-21d4-4d4b-8da4-eda454f5a086	2089ce96-4fb5-4a20-999c-3ccf45a27a4d	BE	EML	2024-07-02T17:06:09.698+00:00	2024-07-02T17:07:20.843+00:00	81	{}	PRESERVED_SPECIMEN	PRESENT		2118445	1	54	354	9477065	6313	2118396	2118445	2118445	Achelia transfugoides Stock, 1973	Achelia transfugoides Stock, 1973	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia transfugoides	Achelia	transfugoides	SPECIES	ACCEPTED	NE		-35.63	138.58			OCEANIA		{}	1970.0	1.0	11.0	1970-01-11	11.0	11.0	['GEODETIC_DATUM_ASSUMED_WGS84', 'COUNTRY_DERIVED_FROM_COORDINATES', 'CONTINENT_DERIVED_FROM_COORDINATES', 'INSTITUTION_MATCH_NONE']	2024-07-02T17:07:20.843+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'WoRMS Editorial Board:WoRMS type localities:sm_id_1486'}]	[]	[]	[]		True					WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	EUROPE		WoRMS Editorial Board:WoRMS type localities:sm_id_1486					WoRMS type localities	4055739931	WoRMS Editorial Board:WoRMS type localities:sm_id_1486	sm_id_1486		WoRMS Editorial Board				5.0	HOLOTYPE	2007-06-20T15:52:33.000+00:00	http://www.marinespecies.org/aphia.php?p=specdetails&id=1486	https://marineinfo.org/id/dataset/5184	urn:lsid:marinespecies.org:taxname:240152	Indian Ocean	Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2024). Pycnobase: World Pycnogonida Database. <i>Achelia transfugoides</i> Stock, 1973. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240152												
2434399869	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:23.152+00:00	393	{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1009/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'ZMA.PYC.P.1009_0', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1009/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}]}	PRESERVED_SPECIMEN	PRESENT	FEMALE	2118445	1	54	354	9477065	6313	2118396	2118445	2118445	Achelia transfugoides Stock, 1973	Achelia transfugoides Stock, 1973	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia transfugoides	Achelia	transfugoides	SPECIES	ACCEPTED	NE						OCEANIA	Bahamas	{}	1970.0			1970-01-01/1970-12-31	1.0	365.0	['CONTINENT_DERIVED_FROM_COUNTRY', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T00:33:23.152+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.P.1009@CRS'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'ZMA.PYC.P.1009_0', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1009/format/large'}]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	True		S.A. Sheperd				Pycnogonida	AU	[]	[]	OCEANIA	Australia	EUROPE		ZMA.PYC.P.1009@CRS					Chelicerata and Myriapoda	2434399869	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.P.1009	ZMA.PYC.P.1009							PARATYPE	2020-04-03T00:00:00.000+00:00				Toad Head		WholeOrganism (microscopic slide)	Naturalis Biodiversity Center	ICZN	Naturalis Biodiversity Center	1970	Animalia						
2434401590	b4aad9c3-518b-4550-82de-c70a7ead1b64	396d5f30-dea9-11db-8ab4-b8a03c50a862	['17abcf75-2f1e-46dd-bf75-a5b21dd02655']	65eb93af-41b8-4917-a5fc-cfe2a45aa4bf	396d5f30-dea9-11db-8ab4-b8a03c50a862	NL	DWC_ARCHIVE	2024-07-23T00:32:26.361+00:00	2024-07-23T00:33:40.772+00:00	393	{'http://rs.tdwg.org/ac/terms/Multimedia': [{'http://rs.tdwg.org/ac/terms/accessURI': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1024/format/large', 'http://ns.adobe.com/xap/1.0/rights/Owner': 'Naturalis Biodiversity Center', 'http://rs.tdwg.org/ac/terms/caption': 'ZMA.PYC.P.1024_0', 'http://purl.org/dc/terms/format': 'image/jpeg', 'http://purl.org/dc/elements/1.1/type': 'StillImage', 'http://rs.tdwg.org/ac/terms/variant': 'ac:GoodQuality', 'http://purl.org/dc/terms/identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1024/format/large', 'http://purl.org/dc/terms/rights': 'CC0 1.0'}]}	PRESERVED_SPECIMEN	PRESENT	MALE	2118445	1	54	354	9477065	6313	2118396	2118445	2118445	Achelia transfugoides Stock, 1973	Achelia transfugoides Stock, 1973	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia transfugoides	Achelia	transfugoides	SPECIES	ACCEPTED	NE						OCEANIA	West islan	{}	1970.0			1970-01-01/1970-12-31	1.0	365.0	['CONTINENT_DERIVED_FROM_COUNTRY', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-07-23T00:33:40.772+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	False	[{'identifier': 'ZMA.PYC.P.1024@CRS'}]	[{'type': 'StillImage', 'format': 'image/jpeg', 'description': 'ZMA.PYC.P.1024_0', 'license': 'http://creativecommons.org/publicdomain/zero/1.0/', 'rightsHolder': 'Naturalis Biodiversity Center', 'identifier': 'https://medialib.naturalis.nl/file/id/ZMA.PYC.P.1024/format/large'}]	[]	[]	0e919a55-08d3-4bd2-aec1-200858fafd92	False		S.A. Sheperd				Pycnogonida	AU	[]	[]	OCEANIA	Australia	EUROPE		ZMA.PYC.P.1024@CRS					Chelicerata and Myriapoda	2434401590	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.PYC.P.1024	ZMA.PYC.P.1024								2020-04-03T00:00:00.000+00:00				Toad Head		WholeOrganism (microscopic slide)	Naturalis Biodiversity Center	ICZN	Naturalis Biodiversity Center	1970	Animalia						
1632846350	fa375330-6c8a-11de-8226-b8a03c50a862	4d0539cd-a2e0-4a2c-8b7d-ec6718eef764	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:22:31.414+00:00	2024-07-02T07:13:22.661+00:00	382	{}	PRESERVED_SPECIMEN	PRESENT		2118445	1	54	354	9477065	6313	2118396	2118445	2118445	Achelia transfugoides Stock, 1973	Achelia transfugoides Stock, 1973	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia transfugoides	Achelia	transfugoides	SPECIES	ACCEPTED	NE	2004-01-01T00:00:00	-35.369747	136.845917	1e-06		OCEANIA	South Australia	{}							['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-02T07:13:22.661+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '0df6bcc1-bf75-4eac-8bac-ce957ee6e8f0'}]	[]	[]	[]	5d0174cc-48aa-497e-8751-df708df5ccc5	False	ecatalogue.irn:617617	Staples, D.|Laperousaz, T.	D.A.Staples		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:emu.sam.sa.gov.au:Event:52630	0df6bcc1-bf75-4eac-8bac-ce957ee6e8f0		7000		Western Isles	Marine Invertebrates	1632846350	0df6bcc1-bf75-4eac-8bac-ce957ee6e8f0	E3426		SAMA	https://biodiversity.org.au/afd/taxa/36a5f816-8c0c-475d-af81-202c93392aa1	Achelia transfugoides				2021-10-19T00:00:00.000+00:00												PhysicalObject					
1632846356	fa375330-6c8a-11de-8226-b8a03c50a862	4d0539cd-a2e0-4a2c-8b7d-ec6718eef764	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:22:31.414+00:00	2024-07-02T07:13:38.458+00:00	382	{}	PRESERVED_SPECIMEN	PRESENT		2118445	1	54	354	9477065	6313	2118396	2118445	2118445	Achelia transfugoides Stock, 1973	Achelia transfugoides Stock, 1973	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia transfugoides	Achelia	transfugoides	SPECIES	ACCEPTED	NE	2004-01-01T00:00:00	-35.36745	136.862808	1e-06		OCEANIA	South Australia	{}							['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-02T07:13:38.458+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': '6892a77a-a5a7-478e-aca9-076bdb927e10'}]	[]	[]	[]	5d0174cc-48aa-497e-8751-df708df5ccc5	False	ecatalogue.irn:617612	Shepherd, S. A	D.A.Staples		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:emu.sam.sa.gov.au:Event:52629	6892a77a-a5a7-478e-aca9-076bdb927e10		7000		Eastern Mooring Bay	Marine Invertebrates	1632846356	6892a77a-a5a7-478e-aca9-076bdb927e10	E3427		SAMA	https://biodiversity.org.au/afd/taxa/36a5f816-8c0c-475d-af81-202c93392aa1	Achelia transfugoides				2021-10-19T00:00:00.000+00:00												PhysicalObject					
1632846362	fa375330-6c8a-11de-8226-b8a03c50a862	4d0539cd-a2e0-4a2c-8b7d-ec6718eef764	['99d66b6c-9087-452f-a9d4-f15f2c2d0e7e']	19893c10-381e-4534-9bb8-6c37d03ad29e	3c5e4331-7f2f-4a8d-aa56-81ece7014fc8	AU	DWC_ARCHIVE	2024-07-02T04:22:31.414+00:00	2024-07-02T07:13:38.227+00:00	382	{}	PRESERVED_SPECIMEN	PRESENT		2118445	1	54	354	9477065	6313	2118396	2118445	2118445	Achelia transfugoides Stock, 1973	Achelia transfugoides Stock, 1973	Animalia	Arthropoda	Pantopoda	Ammotheidae	Achelia	Achelia transfugoides	Achelia	transfugoides	SPECIES	ACCEPTED	NE	2004-01-01T00:00:00	-34.73355	135.929928	1e-06		OCEANIA	South Australia	{}							['CONTINENT_DERIVED_FROM_COORDINATES', 'TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED', 'INSTITUTION_MATCH_FUZZY', 'INSTITUTION_COLLECTION_MISMATCH']	2024-07-02T07:13:38.227+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'cc79ea12-c15e-4219-acb6-3e69fb2107af'}]	[]	[]	[]	5d0174cc-48aa-497e-8751-df708df5ccc5	False	ecatalogue.irn:617618	Zeidler, W.	D.A.Staples		WGS84	Pycnogonida	AU	[]	[]	OCEANIA	Australia	OCEANIA	urn:emu.sam.sa.gov.au:Event:52631	cc79ea12-c15e-4219-acb6-3e69fb2107af		7000		Boston Island, Point Fanny	Marine Invertebrates	1632846362	cc79ea12-c15e-4219-acb6-3e69fb2107af	E3442		SAMA	https://biodiversity.org.au/afd/taxa/36a5f816-8c0c-475d-af81-202c93392aa1	Achelia transfugoides				2021-10-19T00:00:00.000+00:00												PhysicalObject					
